id,cell_growth_rate
4,0.7794816098694536
116,0.7309798843347766
119,1.0404209796145618
230,0.4794198973153647
233,0.9407634315282208
461,0.6824348086764268
462,1.482842328052676
929,1.0915625725462896
1383,1.111839476851305
1612,0.5728804768246976
1728,0.7816965497449578
1732,1.4002981368051413
1841,1.642412787631718
2533,1.4436276343504437
2763,1.4217258371188253
2994,1.1788407968016048
2995,0.9102861530272716
3458,1.1504575113438407
4371,0.9929550064994987
4607,1.0213314522751076
4953,1.0466991912788826
5407,1.0650246511213883
5529,1.1031718824353025
5639,1.1064000469879602
5751,0.7470155409464284
5869,1.4140366019330644
6561,1.1425971481604635
6562,0.9225655783828702
6788,1.009294240110871
7023,0.8061604487967363
7363,1.5105172329438812
7478,1.3761921747261445
7481,1.5040720514692545
7596,0.9902523973394285
8051,1.11737854802651
8058,0.9034008401080978
8283,0.8685372572605509
8286,1.3872838047759337
8397,0.9720660699686614
8861,1.0488988330818185
8978,1.0712892422798024
9201,0.8196291995545099
9889,1.085757041424215
10572,1.1580426633710275
10796,0.9952476582104108
10803,1.1141898891802218
11481,1.0253905673404815
11712,0.41290909702240985
11828,1.165779122807642
11830,1.0599032954161263
12049,0.47801091739826307
12278,0.9978955772669538
12505,0.9218218189578286
12509,1.0504867739276154
12510,1.9047805443773698
12734,0.6943699512320136
12961,0.9256394489021179
13077,0.8520721796631496
13085,1.1232989718135493
13417,0.5619651977721876
13426,1.0209029680962933
14216,0.9269256085340333
14336,0.9698097657366093
14900,1.1462278892721642
15014,0.7652073532621393
15362,1.0346173742220335
15587,0.9732586201897193
15590,1.2185302559006286
15705,1.1231052301811757
15706,1.0760738653424269
15707,0.9406868196179635
16384,2.5061849059760295
16953,1.1813179965472735
17182,0.9608884070713604
17980,0.6941195216951057
18664,1.0519230365426204
18779,0.9111639002403734
18897,1.0386616041062844
19003,1.2179528140632294
19005,0.8178359138640778
19009,0.772138129875865
19010,0.579306345568852
19231,1.0809405572519974
19234,2.0450204614401364
19236,1.0475201459815056
19349,1.1717662545434888
19351,0.8877415469176275
19461,1.188113521566055
19695,0.9280595855275332
19801,0.7420171611742864
20151,0.7454893571774991
20379,1.1380211263922386
20489,1.1335287805796572
20717,1.081241802319939
20827,1.3515517981488743
20832,1.5103552227654065
20833,1.140561927380039
21972,1.1849320649086674
21973,1.1594477714268745
642,1.198498859213402
1030,1.0670487876993855
1666,1.130252175609469
1668,1.0886972051295571
1671,1.077766857367833
2053,0.9738010279621583
2307,1.2483763606033196
3206,1.1182300398622822
3331,1.0621584155785673
3461,1.9051611547444465
4354,0.6313230791610124
4996,0.9598346987009617
5508,1.1372010726044877
6407,0.7950638599566244
7046,1.3203683032460294
7556,1.2151233773713586
7557,0.9905553095494226
7558,0.8987972877071978
7812,1.1064721435429636
8323,0.6703574678311651
8705,0.7117665182945806
8967,1.0315261484002851
9217,0.5747471330674917
9477,1.0292521137102588
9986,0.5192255618203165
9989,1.054466285358853
10117,1.0395094576373938
10248,0.9207157904028151
10499,0.7071109219290864
10625,1.4160583031333753
10628,1.1051261997088344
11265,1.0020895706779398
11649,0.5507890989233105
11907,0.7842450944524526
12034,1.0702208203970516
12418,1.0636739768860417
12930,1.126873088657361
13309,1.3808733723454525
13818,1.4959861745573626
14578,0.9820580423962532
14703,0.960345387886951
14833,1.142336417378661
15592,1.1410345505387294
15593,1.2056689150398983
15975,1.0772494228883025
16103,0.9841158756468816
16232,1.034151548021572
16735,0.9666620789130895
16865,0.42179758463234246
16991,1.8074533176396288
17116,0.5860913276948292
17880,1.0960713742184396
18392,0.9904554382645897
19659,0.9761705108471989
19661,1.043281103631742
20169,1.0156143218593225
20420,1.434577584412407
20548,1.4468413536210543
20805,1.128237319024488
21182,1.0688270139641396
21310,1.2035094161633992
22201,1.0074339592547508
22707,0.8893057431856902
23085,1.540964711416083
23339,0.49734551570420554
23342,1.3418892588435696
23595,1.052810902511066
24229,0.9579599489401568
24357,1.1946689503265908
24863,0.9381449186418235
1,0.9480856496347565
2,1.0831847818058378
127,1.3694080785126668
254,1.2711664573215387
382,1.1222616765293578
383,0.9619094119059854
384,2.197069844119692
385,1.3091257677116084
511,1.0684944182458742
516,1.0018730592198373
635,0.6825781889490222
636,0.45475307609692456
637,1.0448630986672778
639,0.9459473840893767
893,1.0308981496806275
897,1.3816610196359465
1020,0.4876955194255372
1150,0.9575874786630612
1271,1.0834469137698457
1272,0.914667575632739
1277,0.974109785282993
1398,1.2173729463222456
1401,1.2745402812365079
1654,1.0123579681747057
1655,1.1830732936907966
1656,1.0457867636719127
1781,0.5192326372360666
1907,0.887825462628419
1909,1.2280264014386568
2160,1.045657010582783
2162,1.0631994210180544
2289,0.9957515811550569
2417,1.112629711302548
2421,1.0032374845708294
2542,0.9787804098435934
2544,1.129606706446955
2673,1.02365153245432
2674,0.8194098983843043
2922,1.251325017788993
2923,1.3109860460364708
2926,1.0057232350250918
2927,1.2546612830376511
2930,1.0263835918612412
3049,1.4284080693003658
3058,1.0375022792387987
3178,0.9934623676255444
3179,1.0381075844041043
3308,1.2928971627644148
3429,0.451703077812069
3436,1.2803180243986856
3557,0.9554999351062617
3684,1.3311585857588417
3685,1.0140792179176072
3686,1.6242230540263087
3688,1.0861754216032045
3812,1.360754111292468
3938,1.2868149429728548
3939,1.1317029386380681
3940,0.5959097240615963
4065,1.005195542507449
4066,1.2163465228970438
4067,1.72819756467801
4068,1.2252868790576166
4070,0.9434079049857687
4322,1.1632577029582767
4326,1.069591706751546
4451,1.026791844956545
4700,0.8694533213050393
4701,2.0064784549300834
4826,1.1507868868174984
4828,1.027890894336791
4833,0.8686544242903297
4835,1.037698967298239
4954,1.0744393047169007
4960,1.0144637387735933
5208,1.22576772817753
5211,1.162734991348353
5334,1.3584605349609291
5336,1.2312679176797954
5461,1.3742017085727707
5462,1.1371985653882382
5463,0.7532898364045619
5464,1.1415992320965032
5470,1.0284832017763317
5716,0.9581171546110169
5718,1.4050303904135872
5970,1.0423553482007062
5971,1.0974597901617813
5975,1.032811260691296
6104,1.3339971239010917
6355,1.0920240249003776
6478,0.9631550579063356
6607,0.98580976175896
6608,1.168164086401259
6610,1.081193768529411
6732,0.8653146527195216
6735,0.9713364782829714
6863,1.0485910445405868
6989,0.8388892596519426
6991,0.9905393834973071
7369,1.1574840217827016
7493,0.43682036632565896
7498,1.1216009170145953
7620,0.8553030737936699
7626,0.9184249621357078
7747,0.7280595012703945
7875,1.0237258370220195
7877,1.0339261865381912
7881,1.061796591413461
8009,1.0565797850541052
8129,1.1167209413147485
8133,1.0584914236979945
8135,1.0006027836058804
8137,1.0006957266841672
8255,0.613817270076295
8257,1.0874107677191964
8263,0.9765863592998658
8384,0.7115545828831237
8386,1.0329555265140453
8510,0.8155615914300334
8511,1.1672987561056645
8513,1.0810626371686762
8636,0.7164123620888511
8638,0.9710970426496083
8642,1.0398494538530243
8768,0.8078172631319696
8890,0.8961367384510954
8891,1.2544730147969796
8892,1.1100672037534196
8894,1.1431275566130579
9017,0.8174622301919252
9019,1.0499761709883233
9020,2.1826056820598567
9023,1.300172470404753
9024,1.0709270955858583
9144,0.47523190557914635
9275,1.017107949365854
9399,0.9224434269210147
9400,0.9705853669377175
9527,1.0773801463977524
9530,1.6398605364562682
9653,0.5617546599270684
9780,0.6931355816500805
9909,0.9345159201809312
10034,1.1715853087840833
10039,1.2473666672668262
10288,1.0427641475926834
10289,1.3683223735488257
10544,0.9663885094491477
10547,1.0077867959647713
10668,0.9089736397002711
10674,1.0590864676780518
10795,0.8756869355448909
10798,0.9350549200014641
10802,1.030521117550195
10924,0.9924320315054226
11050,0.8950710662151061
11305,1.0603840404403118
11310,1.0293610183107804
11432,1.0201671990599765
11558,0.865257813028409
11685,0.5379871440493633
11686,1.1327519160241857
11692,0.877640441863057
11811,0.8285981470811097
11813,0.9959343417456729
11814,1.4502769409355252
11817,0.9645836419941834
11938,1.0425275397816196
11940,0.8519172091489892
11941,1.3184371273760036
11942,0.9919865876589159
11943,1.0938723126844094
12066,0.9987830960022018
12069,1.0976538765912482
12073,0.987203672362596
12193,1.419291605609677
12326,1.2265143059021757
12446,1.9517836150788492
12574,1.1811123119267783
12578,1.0236402946116718
12706,0.941703352024578
12709,1.0580300197853563
12827,0.7552227792556077
12835,0.9559305158133096
12957,0.771627421496721
12960,1.1219051361653574
13081,1.0767965938316133
13082,1.2819682081336543
13083,1.439028454971229
13085-1,1.1331970148212966
13209,0.7044920217385828
13214,0.9652159623157313
13335,1.1709671678018219
13341,1.434511906334616
13464,1.065574596210743
13465,1.0889014038098854
13594,0.8052306689726048
13717,1.055988643016414
13718,0.6667136944114233
13723,1.050276452769083
13724,1.0429471294614057
13843,0.61138502100501
13849,1.1280038833916095
13970,1.0139787307522425
13971,0.9706026043968197
13973,1.0079620064791672
13974,1.157350761628735
13980,0.9997808767648383
14097,0.8161259462221647
14101,1.0159742181428248
14105,1.0072382429694122
14226,1.0859650544339523
14231,1.0187439004929861
14351,0.9095388198851837
14352,0.858047904339543
14481,1.0757402530781186
14485,1.0310726855051646
14609,2.1556276133934444
14612,1.177862408366567
14733,1.0225249609542117
14861,0.42127653649788915
14862,0.913323818796758
14986,0.8902579292979903
14987,1.1681287530976392
15113,0.6204998142217251
15116,1.2343605084236953
15245,0.9951899887290353
15246,0.827132179222198
15367,0.5197439010931624
15370,0.8401357244168826
15496,0.9482455735602656
15497,1.0466805149570613
15624,1.6397670635140673
15627,0.9962366113895307
15628,0.9898323981448216
15630,1.0414608906705478
15753,1.0006205216522501
15877,0.9961301163928229
15878,1.1561778928697728
16003,0.7830938737127875
16004,1.19611688120427
16007,1.2224576003491971
16009,0.9513222209209797
16129,1.1686561379679
16130,0.7739874700401204
16131,0.6591796665541895
16133,0.9971492153489997
16257,0.9042679099068235
16258,1.305687504483856
16263,1.0343760194568876
16384-1,0.8728396751603392
16387,0.9765846864025283
16637,0.5595777757655374
16643,1.0162375048790768
16764,0.7170628276008315
16893,1.0610149438269532
17018,1.971504423112647
17020,0.9315681271159337
17022,0.9805458755115221
17146,0.7197114205242705
17147,1.4650981117092645
17149,1.130864440191611
17275,1.1330170861309992
17404,1.1932294850341283
17405,0.8886777737026212
17526,0.9500024304272898
17527,0.8913677504298796
17528,0.8216391936464316
17654,0.6453420252999351
17782,1.0709102864552937
