id	x	y
21836	11.1240425	6.4734726
21961	11.128858	6.2671075
21965	11.176454	4.917299
22085	13.542528	6.9499035
22087	13.558415	8.237138
22090	12.027422	8.292359
22091	14.706377	4.8989434
22092	13.052979	7.215747
22211	11.485712	6.1253605
22212	13.827092	8.272785
22215	12.404831	4.649093
22218	12.841249	8.188594
22464	12.956946	9.133335
22465	11.309356	8.721481
22597	12.801628	5.0669065
22715	14.983308	7.0724506
22718	11.452803	8.306266
22719	12.0063505	5.22326
22967	11.872555	6.632015
22968	11.289868	7.9845967
22971	12.451504	9.395687
23095	11.039273	5.6652513
23097	13.37003	3.5417235
23099	12.15957	4.999557
23221	10.001878	6.7648034
23222	11.436269	6.5394015
23347	12.673944	5.658503
23472	11.853782	8.541137
23598	12.168915	9.058211
23600	13.956637	7.656605
23604	11.839522	5.092995
23723	11.808547	8.550191
23724	12.107233	7.8379645
23729	15.47742	7.1831293
23856	13.329022	3.6709228
23975	11.571689	5.0048037
23977	13.244886	8.971593
23978	13.413336	4.8082523
24227	12.67605	5.892916
24232	12.559853	6.88062
24233	12.040385	6.10649
24353	14.1478195	6.355322
24360	13.021623	6.082376
24479	11.160525	3.9832976
24488	10.769328	4.8710136
24605	12.294726	6.7335644
24606	10.318831	9.028775
24612	11.854416	6.584057
24733	13.224676	8.28402
24738	10.534606	7.2481666
24863-1	12.398519	6.8742547
24985	11.923253	7.2179823
24993	9.720751	8.322197
25115	12.702086	6.532209
25239	14.415101	3.9889991
25240	11.122469	7.4576597
3	11.416118	7.866886
138	11.974112	7.1967106
139	13.334556	7.0477834
263	14.518906	5.727165
397	9.260854	7.565102
657	13.780069	9.173114
919	14.496614	7.8305454
921	12.417706	4.442606
923	10.088708	7.555279
1051	12.609114	3.8316276
1054	13.07219	4.261255
1056	12.670477	6.4082413
1179	14.366603	8.216571
1181	10.920461	6.490619
1315	10.971241	6.907178
1443	12.145873	6.430218
1447	11.350863	5.832941
1573	12.305008	8.638599
1576	10.73597	6.5944366
1704	13.882678	8.685548
1705	12.916406	6.6134095
1706	9.561301	6.978762
1709	13.303155	9.883604
1970	12.915699	7.123725
2228	12.106819	8.859902
2231	10.842665	7.2468433
2237	15.249966	5.528228
2362	10.825977	4.1925273
2626	13.603132	4.9392896
2756	12.77064	6.5660486
2758	11.523915	4.837367
2883	12.721174	4.279457
2884	11.271776	7.9515004
2889	11.188915	5.1094837
2891	12.304875	7.503258
3014	12.432896	6.670258
3019	11.229755	6.491076
3145	9.9571	6.278589
3148	11.812626	6.1587753
3280	12.395723	7.5164156
3409	13.746585	7.164327
3410	13.595672	6.475956
3537	14.007256	8.389364
3538	10.611315	6.1789722
3544	14.588418	5.1885066
3545	14.926141	6.7482977
3546	14.3101425	6.6819324
3668	14.977879	7.5517
3672	12.186179	4.78303
3673	13.49065	6.8376465
3933	12.972641	4.604989
3935	12.518172	6.567849
3938-1	13.093872	5.7498903
4061	13.370256	9.066011
4062	11.933007	5.790074
4064	13.163296	5.317636
4068-1	11.844375	9.2240505
4455	11.208985	7.986891
4459	13.118424	4.6134634
4461	14.237736	5.758496
4721	12.704681	3.7477882
4722	10.105045	8.470366
4724	12.646955	3.8591533
4847	14.982601	5.367978
4980	12.281545	4.604278
4982	13.531735	3.5992448
4983	11.405554	7.8409553
5110	12.995202	8.694025
5241	10.05953	8.921332
5372	14.124178	5.0262403
5374	11.462948	7.0294194
5633	9.885928	7.7280755
5634	11.627702	5.466359
5635	13.352922	8.044436
5640	12.255055	4.591119
5768	14.786016	8.746358
5771	13.2303915	7.4256587
5895	15.109846	7.270805
5898	11.410811	8.138728
6028	12.588349	7.42196
6158	11.30807	5.630327
6288	12.176949	10.085088
6289	13.3483515	7.3652897
6421	11.85791	9.244601
6422	11.730044	5.652493
6552	11.293614	8.238413
6815	10.750595	6.60054
6946	12.196142	8.352442
7078	12.208723	4.8508134
7210	12.636187	4.951732
7337	10.7616625	6.6493587
7338	11.630126	5.787795
7340	10.110274	7.60969
7345	10.97314	9.391103
7476	12.13879	7.3688154
7598	14.955347	7.7694845
7731	11.77256	8.313683
7737	12.762207	6.8789687
7861	13.750548	5.083205
7992	11.021526	7.413216
7996	11.254667	8.577015
7997	12.558081	8.099163
8122	8.124284	8.385759
8123	12.818749	4.509875
8130	13.28283	4.9706864
8254	11.81131	7.306148
8257-1	12.876	3.6179736
8515	13.195601	7.9991293
8517	13.833513	6.7242846
8518	11.464873	6.113968
8523	12.566094	6.871614
8652	13.416332	6.8332624
8777	10.815644	8.613143
8779	11.6244755	4.979197
8782	12.500716	7.475101
8909	11.4154	8.695313
8912	13.342562	6.2847376
9041	11.577268	7.1988716
9044	14.373742	9.231529
9046	10.977705	8.204513
9171	11.954538	7.7091193
9173	12.050996	6.3155384
9301	14.864268	7.4648457
9302	10.873211	6.0534015
9307	10.299642	7.385661
9432	14.370693	4.3451357
9434	13.331769	7.400361
9563	13.270197	9.3154745
9566	11.811089	6.8667107
9695	13.303037	6.2530212
9700	11.650933	7.4349
9828	13.116002	4.896843
9830	12.440611	7.6237235
9831	11.890333	8.008729
9833	9.937927	5.1576934
9962	12.298069	3.9136603
10092	13.101098	6.8030076
10218	9.437505	8.959805
10220	10.909699	8.48255
10226	11.647064	7.9585133
10349	10.477088	9.614833
10351	11.4095745	4.9497848
10352	10.68784	6.5986714
10480	11.073268	8.3915
10481	12.676812	8.29451
10484	11.361155	3.8493087
10486	10.670948	5.8903275
10611	13.436935	6.8988075
10613	11.887861	8.755945
10617	13.292425	7.969852
10742	13.3680105	8.292932
10744	13.571427	5.6370945
10751	11.685401	6.8698654
10874	11.568915	7.7282987
10878	12.298582	5.7652893
10879	12.762704	3.8904648
11007	12.877208	6.271321
11011	10.976754	4.206295
11138	11.63321	10.032699
11144	11.461366	5.1268144
11269	10.202816	6.031054
11270	13.178347	7.377084
11397	12.5304985	7.310738
11402	11.193932	7.873854
11403	13.231941	5.120056
11528	11.371905	5.855183
11531	12.597229	6.9464526
11661	11.803861	9.321876
11666	11.579787	6.7252173
11793	15.084652	6.405745
11794	11.894746	6.7830853
11922	14.354261	4.7625933
11930	11.130191	5.9713635
12183	12.14084	9.12348
12185	10.617132	5.8355765
12187	12.420334	7.0951977
12189	12.653012	8.28149
12321	12.146877	7.0857587
12445	14.494101	6.40705
12449	10.989004	5.0987544
12450	13.89953	6.5095367
12579	12.858057	4.0718517
12582	9.537111	7.7731624
12711	10.868824	8.465662
12842	12.344552	6.0696087
12844	12.32343	5.7079725
12970	13.161095	3.7359762
13231	13.303157	5.16805
13232	11.238286	7.2537136
13234	11.963929	7.0096774
13493	11.072969	6.803617
13494	11.624487	6.0162315
13626	13.506008	6.6370034
13757	14.986858	6.4268527
13758	12.552896	5.5486817
13890	12.659736	7.150538
14022	14.882812	5.580237
14149	11.161113	7.704673
14152	13.022439	4.496662
14154	12.501582	7.8366003
14279	11.211419	9.402717
14281	11.954359	4.7293873
14287	10.032394	8.793242
14410	11.275479	7.6711793
14542	10.546142	6.7580824
14677	12.042669	5.984676
14804	12.383935	7.771985
14934	12.324279	6.544683
14935	13.525354	5.6105175
14936	14.625381	5.8214455
14939	14.535422	5.4723186
14941	11.009917	7.288754
15066	13.100636	7.9141507
15067	12.505061	7.936616
15074	11.35176	4.6268063
15196	10.491117	8.657681
15198	13.322963	7.9749017
15333	12.292012	4.76566
15462	12.031768	6.441201
15465	10.483874	7.804489
15591	12.085449	6.3337593
15592-1	13.8827915	8.4683
15595	15.537327	4.9314966
15599	13.020137	6.516544
15724	12.133158	5.394418
15853	12.633978	3.9245775
15983	12.376129	6.1818976
16244	12.107967	4.7711782
16245	10.993738	6.8931584
16252	12.096256	4.350117
16253	11.966866	6.704983
16375	12.594148	6.1059403
16379	11.7397995	7.3831606
16508	11.291587	5.355794
16509	13.042398	8.39658
16639	12.425744	7.6779118
16645	9.834868	9.275089
17035	11.841128	4.9396415
17036	11.341973	6.354587
17162	11.412902	7.040147
17169	14.132621	5.5285473
17292	12.646201	8.541156
17293	11.877688	8.514039
17301	9.466558	5.3308806
17427	13.0758295	4.995485
17430	10.530496	8.470594
17431	11.06781	8.190045
17691	13.4425335	6.257086
17693	10.708309	7.5557623
17816	11.518867	5.38792
17819	12.3231535	7.6067834
17948	14.119017	6.4240913
17950	12.5462475	5.858128
18078	13.38831	8.437936
18081	10.250101	7.1873827
18082	10.147647	8.400645
18085	12.605216	6.729775
18216	14.922651	6.6249933
18341	12.099962	7.4375925
18474	9.521483	8.546409
18476	13.235124	7.7134786
18606	11.495986	8.781115
18607	12.863499	4.4220386
18608	13.500041	5.90649
18735	10.596437	7.9866686
18736	11.898776	9.143072
18867	9.830769	7.880186
18870	9.182216	7.726119
19005-1	12.49119	4.860855
19128	13.140147	4.441245
19130	13.066484	6.3552923
19132	10.403429	4.986678
19259	13.680816	5.726115
19261	11.641215	6.561177
19264	12.540895	5.1285954
19390	12.245743	9.104589
19392	11.605301	6.7359424
19519	14.889561	4.9144573
19521	13.659637	7.239766
19524	12.495043	6.1390324
19525	11.8561	7.5399613
19782	15.591687	4.905323
19912	10.92373	5.560484
19913	11.70079	8.917405
20047	10.699821	7.007372
20175	13.723634	5.8156404
20305	13.915897	6.8505025
20309	12.130295	8.266811
20439	12.111432	7.170705
20568	13.833976	4.7051563
20569	10.5209255	6.6926003
20570	13.732987	4.581827
20830	14.08039	9.290006
20836	12.768479	5.903074
20964	11.674645	6.2661266
21091	11.931563	6.525603
21225	10.38969	7.7133875
21485	11.974617	7.180725
21614	12.760525	5.8897123
21617	12.057142	6.9870715
21743	11.430472	7.4362755
21745	12.413721	5.1406193
21874	15.054221	5.243838
21875	12.788857	8.1472645
22003	11.91802	7.3950744
22007	14.416327	5.4523487
22009	13.298562	7.280915
22134	12.27182	7.3392034
22136	11.132192	6.022443
22141	13.244462	6.047189
22393	10.46025	6.3198547
22395	12.606093	8.015084
22523	10.796239	7.7885065
22656	13.97922	3.9278877
22657	13.553069	5.7308607
22783	12.4710655	8.68001
22785	11.93852	7.4927874
22789	12.3732195	4.4347878
22920	12.550486	7.122861
23044	14.000941	7.0489273
23045	11.718363	7.594236
23177	14.239722	7.5683265
23306	12.056693	7.8936515
23433	12.862886	7.7326884
23563	11.766158	7.742094
23564	14.096203	6.288212
23565	13.162408	7.1869216
23566	13.278407	4.801102
23567	15.569831	6.426019
23572	13.78734	6.059844
23696	8.585095	7.760557
23702	11.814779	6.1605296
23829	12.675617	7.3389587
23953	11.066937	7.551603
23954	14.088487	3.829979
23957	11.206256	4.786869
24086	11.699409	6.47635
24090	9.569141	7.359341
24213	13.360439	6.3242707
24219	11.579236	7.339782
24350	12.958811	4.3064475
24605-1	13.025606	7.5659137
24606-1	11.447927	7.464203
24739	10.959946	6.1684484
24868	10.037795	6.1107183
25123	12.522282	4.308251
25386	13.42123	5.8793225
25390	14.301662	3.4411795
25520	10.634407	6.896373
25643	11.167606	8.026199
25774	11.276423	5.3517013
25775	10.901693	5.7621393
25780	12.885598	8.2037525
25903	13.379029	5.9770346
25905	11.643282	7.785933
26036	12.572384	6.0704308
26038	14.910996	6.158665
1-1	10.707535	8.418312
7	15.076588	5.5421233
9	10.550092	6.318881
24	7.721463	8.437884
27	12.864499	10.118107
28	13.076826	9.006111
30	11.752973	9.0701
32	13.250079	6.6439643
48	15.641572	6.4248137
49	13.715442	5.3582125
52	15.568113	5.4309583
69	15.2958145	4.8268843
93	12.491439	9.130155
94	12.987765	8.406124
99	12.799666	7.789606
115	9.111893	9.061527
116-1	15.761284	6.0986633
117	12.986399	6.972492
118	8.122775	6.755638
120	8.599186	6.6707187
121	12.209371	9.545702
123	13.312925	7.407189
142	13.603165	7.379158
143	9.735682	6.991225
146	13.147008	7.9497085
163	14.663985	8.020518
164	12.574095	7.265378
166	9.601594	7.948381
185	12.923203	8.225271
186	14.474672	6.9750504
187	9.95265	6.758437
188	12.973653	8.798869
210	13.32469	4.650292
212	8.727414	7.297712
213	9.804468	5.3452787
214	13.936109	5.477121
215	11.028953	5.38587
230-1	7.40029	7.8142214
231	14.594809	5.0578923
235	9.954903	6.089687
237	8.3769455	6.5529428
254-1	14.028007	7.0407786
255	9.240866	7.0964947
256	12.133568	9.021963
257	14.206279	5.8806825
276	8.571071	8.667277
281	14.369212	6.6249566
282	10.000177	5.103578
299	8.660209	8.127928
300	13.761278	8.632268
302	13.323177	5.06946
307	13.586419	7.5162673
323	13.118529	9.951314
347	8.562862	8.300186
349	14.39332	9.099019
369	15.47329	5.2913165
370	14.477608	5.8000712
371	15.189584	6.759589
372	10.980825	8.797034
391	14.749315	6.356142
414	8.571658	8.791674
419	15.220275	5.3754377
421	14.87948	8.509576
422	10.729424	7.2463784
437	8.19092	8.693822
438	13.701237	9.488497
440	12.350877	9.1371565
441	13.908961	8.966983
442	8.534012	7.514171
443	11.794738	4.7494564
466	11.987269	4.2349105
486	7.4122343	7.8974185
487	13.597094	8.189841
489	8.044262	6.94048
490	13.638092	7.8581877
491	13.779764	4.5546813
508	8.219332	9.102065
509	15.042131	7.519606
530	15.49686	6.524454
533	14.078599	4.6609354
534	12.528134	9.683446
535	7.8714113	6.795904
554	13.823205	6.2595696
555	9.441945	6.331224
556	13.795278	6.134814
557	15.257127	4.647328
559	9.303915	8.339663
576	13.844956	9.509154
583	14.388916	4.941659
599	15.329136	6.6545362
600	8.283872	8.746593
602	13.854919	7.6318545
606	10.205027	5.4848933
622	11.726897	4.5234704
623	14.557364	5.002217
628	8.878939	7.310964
645	15.829716	6.026016
647	12.046219	8.597104
648	13.31384	8.153839
670	12.37849	8.078995
671	13.752136	3.7650774
673	14.629907	4.716375
675	14.872239	8.437631
691	13.492126	9.635012
696	10.64352	5.988815
716	9.138757	6.7592278
717	12.351987	7.1162653
720	14.583831	5.1822877
739	12.61069	9.430568
743	13.48785	7.0265675
761	8.033544	8.51014
764	8.660468	8.417585
783	14.121185	6.8859096
785	12.77965	6.133834
787	12.748347	8.178668
788	10.458189	6.8790097
809	13.138729	4.8313966
812	12.336266	5.1977425
813	13.906674	8.886834
832	11.785084	3.8485713
833	8.860943	7.637056
834	9.916703	7.307585
853	13.476846	6.506703
854	8.617259	8.987461
855	13.922155	4.4539943
858	14.86502	7.449272
876	13.540696	8.513022
879	10.9754095	5.7593703
880	14.609383	5.463049
881	12.242431	7.156789
902	15.02487	4.5970273
906	11.095593	6.275464
921-1	11.041574	9.330575
945	9.750904	6.2247887
946	9.579317	8.692943
948	10.481808	7.4193463
