id	day
14149	1.5
14152	1.5
14154	1.5
14279	1.5
14281	1.5
14287	1.5
14410	1.5
14542	1.5
14677	1.5
14804	1.5
14934	1.5
14935	1.5
14936	1.5
14939	1.5
14941	1.5
15066	1.5
15067	1.5
15074	1.5
15196	1.5
15198	1.5
15333	1.5
15462	1.5
15465	1.5
15591	1.5
15592-1	1.5
15595	1.5
15599	1.5
15724	1.5
15853	1.5
15983	1.5
16244	1.5
16245	1.5
16252	1.5
16253	1.5
16375	1.5
16379	1.5
16508	1.5
16509	1.5
16639	1.5
16645	1.5
17035	1.5
17036	1.5
17162	1.5
17169	1.5
17292	1.5
17293	1.5
17301	1.5
17427	1.5
17430	1.5
17431	1.5
17691	1.5
17693	1.5
17816	1.5
17819	1.5
17948	1.5
17950	1.5
18078	1.5
18081	1.5
18082	1.5
18085	1.5
18216	1.5
18341	1.5
18474	1.5
18476	1.5
18606	1.5
18607	1.5
18608	1.5
18735	1.5
18736	1.5
18867	1.5
18870	1.5
19005-1	1.5
19128	1.5
19130	1.5
19132	1.5
19259	1.5
19261	1.5
19264	1.5
19390	1.5
19392	1.5
19519	1.5
19521	1.5
19524	1.5
19525	1.5
19782	1.5
19912	1.5
19913	1.5
20047	1.5
20175	1.5
20305	1.5
20309	1.5
20439	1.5
20568	1.5
20569	1.5
20570	1.5
20830	1.5
20836	1.5
20964	1.5
21091	1.5
21225	1.5
21485	1.5
21614	1.5
21617	1.5
21743	1.5
21745	1.5
21874	1.5
21875	1.5
22003	1.5
22007	1.5
22009	1.5
22134	1.5
22136	1.5
22141	1.5
22393	1.5
22395	1.5
22523	1.5
22656	1.5
22657	1.5
22783	1.5
22785	1.5
22789	1.5
22920	1.5
23044	1.5
23045	1.5
23177	1.5
23306	1.5
23433	1.5
23563	1.5
23564	1.5
23565	1.5
23566	1.5
23567	1.5
23572	1.5
23696	1.5
23702	1.5
23829	1.5
23953	1.5
23954	1.5
23957	1.5
24086	1.5
24090	1.5
24213	1.5
24219	1.5
24350	1.5
24605-1	1.5
24606-1	1.5
24739	1.5
24868	1.5
25123	1.5
25386	1.5
25390	1.5
25520	1.5
25643	1.5
25774	1.5
25775	1.5
25780	1.5
25903	1.5
25905	1.5
26036	1.5
26038	1.5
1-1	3
7	3
9	3
24	3
27	3
28	3
30	3
32	3
48	3
49	3
52	3
69	3
93	3
94	3
99	3
115	3
116-1	3
117	3
118	3
120	3
121	3
123	3
142	3
143	3
146	3
163	3
164	3
166	3
185	3
186	3
187	3
188	3
210	3
212	3
213	3
214	3
215	3
230-1	3
231	3
235	3
237	3
254-1	3
255	3
256	3
257	3
276	3
281	3
282	3
299	3
300	3
302	3
307	3
323	3
347	3
349	3
369	3
370	3
371	3
372	3
391	3
414	3
419	3
421	3
422	3
437	3
438	3
440	3
441	3
442	3
443	3
466	3
486	3
487	3
489	3
490	3
491	3
508	3
509	3
530	3
533	3
534	3
535	3
554	3
555	3
556	3
557	3
559	3
576	3
583	3
599	3
600	3
602	3
606	3
622	3
623	3
628	3
645	3
647	3
648	3
670	3
671	3
673	3
675	3
691	3
696	3
716	3
717	3
720	3
739	3
743	3
761	3
764	3
783	3
785	3
787	3
788	3
809	3
812	3
813	3
832	3
833	3
834	3
853	3
854	3
855	3
858	3
876	3
879	3
880	3
881	3
902	3
906	3
921-1	3
945	3
946	3
948	3
949	3
969	3
970	3
973	3
974	3
990	3
991	3
995	3
997	3
1012	3
1013	3
1014	3
1015	3
1016	3
1017	3
1020-1	3
1035	3
1037	3
1040	3
1041	3
1059	3
1061	3
1082	3
1083	3
1085	3
1086	3
1109	3
1110	3
1111	3
1112	3
1128	3
1130	3
1133	3
1134	3
1151	3
1152	3
1153	3
1157	3
1173	3
1180	3
1193	3
1194	3
1195	3
1196	3
1197	3
1199	3
1217	3
1221	3
1222	3
1237	3
1238	3
1241	3
1260	3
1261	3
1262	3
1283	3
1285	3
1286	3
1304	3
1305	3
1306	3
1309	3
1311	3
1325	3
1326	3
1327	3
1328	3
1329	3
1349	3
1350	3
1352	3
1354	3
1371	3
1374	3
1392	3
1395	3
1398-1	3
1399	3
1415	3
1419	3
1420	3
1421	3
1422	3
1438	3
1443-1	3
1457	3
1459	3
1460	3
1461	3
1462	3
1481	3
1482	3
1508	3
1524	3
1526	3
1527	3
1528	3
1529	3
1548	3
1550	3
1571	3
1572	3
1573-1	3
1574	3
1589	3
1590	3
1592	3
1596	3
1598	3
1613	3
1614	3
1615	3
1619	3
1634	3
1635	3
1638	3
1640	3
1657	3
1660	3
1678	3
1679	3
1681	3
1684	3
1685	3
1700	3
1702	3
1703	3
1706-1	3
1707	3
1724	3
1725	3
1743	3
1749	3
1766	3
1768	3
1772	3
1795	3
1809	3
1811	3
1812	3
1813	3
1814	3
1816	3
1832	3
1835	3
1837	3
1838	3
1840	3
1853	3
1854	3
1856	3
1860	3
1875	3
1876	3
1877	3
1880	3
1882	3
1903	3
1904	3
1919	3
1921	3
1923	3
1925	3
1941	3
1943	3
1945	3
1946	3
1963	3
1966	3
1968	3
1985	3
1986	3
1987	3
1988	3
1990	3
1993	3
2008	3
2010	3
2011	3
2031	3
2032	3
2033	3
2034	3
2037	3
2051	3
2053-1	3
2054	3
2055	3
2058	3
2075	3
2076	3
2078	3
2079	3
2096	3
2099	3
2101	3
2118	3
2120	3
2121	3
2123	3
2140	3
2144	3
2146	3
2147	3
2163	3
2164	3
2167	3
2168	3
2185	3
2189	3
2191	3
2206	3
2207	3
2208	3
2209	3
2212	3
2227	3
2228-1	3
2229	3
2233	3
2234	3
2249	3
2250	3
2252	3
2254	3
2255	3
2274	3
2276	3
2293	3
2296	3
2297	3
2298	3
2317	3
2338	3
2340	3
2341	3
2345	3
2360	3
2362-1	3
2363	3
2365	3
2381	3
2383	3
2386	3
2403	3
2405	3
2406	3
2407	3
2411	3
2426	3
2430	3
2431	3
2450	3
2451	3
2453	3
2455	3
2469	3
2470	3
2473	3
2474	3
2492	3
2494	3
2496	3
2497	3
2498	3
2514	3
2519	3
2536	3
2539	3
2540	3
2542-1	3
2559	3
2562	3
2579	3
2584	3
2585	3
2586	3
2587	3
2603	3
2604	3
2605	3
2606	3
2623	3
2624	3
2625	3
2645	3
2648	3
2650	3
2651	3
2652	3
2653	3
2670	3
2671	3
2673-1	3
2675	3
2690	3
2712	3
2714	3
2717	3
2718	3
2719	3
2735	3
2736	3
2739	3
2756-1	3
2759	3
2762	3
2777	3
2783	3
2784	3
2799	3
2800	3
2801	3
2803	3
2804	3
2828	3
2845	3
2850	3
2866	3
2871	3
2872	3
2873	3
2890	3
2909	3
2911	3
2912	3
2916	3
2933	3
2937	3
2939	3
2954	3
2977	3
2978	3
3000	3
3001	3
3002	3
3004	3
3019-1	3
3025	3
3026	3
3049-1	3
3063	3
3064	3
3065	3
3066	3
3067	3
3085	3
3086	3
3087	3
3091	3
3107	3
3108	3
3109	3
3111	3
3113	3
3131	3
3132	3
3134	3
3136	3
3152	3
3153	3
3155	3
3156	3
3157	3
3158	3
3173	3
3176	3
3178-1	3
3179-1	3
3180	3
3198	3
3201	3
3202	3
3217	3
3221	3
3224	3
3225	3
3239	3
3242	3
3261	3
3262	3
3263	3
3265	3
3283	3
3288	3
3306	3
3308-1	3
3311	3
3327	3
3334	3
3351	3
3356	3
3371	3
3373	3
3374	3
3376	3
3377	3
3378	3
3380	3
3393	3
3395	3
3397	3
3400	3
3415	3
3417	3
3418	3
3419	3
3438	3
3441	3
3442	3
3481	3
3482	3
3483	3
3484	3
3485	3
3486	3
3503	3
3505	3
3510	3
3525	3
3527	3
3528	3
3529	3
3531	3
3532	3
3547	3
3548	3
3549	3
3550	3
3552	3
3553	3
3555	3
3569	3
3572	3
3574	3
3577	3
3591	3
3593	3
3595	3
3596	3
3614	3
3615	3
3617	3
3620	3
3635	3
3637	3
3638	3
3639	3
3657	3
3658	3
3659	3
3660	3
3662	3
3664	3
3681	3
3683	3
3684-1	3
3701	3
3703	3
3707	3
3708	3
3724	3
3727	3
3728	3
3729	3
3745	3
3746	3
3750	3
3767	3
3768	3
3769	3
3772	3
3774	3
3789	3
3792	3
3794	3
3811	3
3817	3
3818	3
3838	3
3857	3
3860	3
3862	3
3879	3
3882	3
3884	3
3901	3
3906	3
3921	3
3924	3
3925	3
3943	3
3945	3
3965	3
3968	3
3971	3
3972	3
3987	3
3989	3
3990	3
3991	3
3993	3
3994	3
4009	3
4010	3
4011	3
4033	3
4036	3
4037	3
4053	3
4054	3
4056	3
4059	3
4060	3
4076	3
4077	3
4078	3
4102	3
4142	3
4143	3
4145	3
4148	3
4168	3
4169	3
4186	3
4187	3
4190	3
4191	3
4208	3
4210	3
4211	3
4215	3
4229	3
4230	3
4231	3
4232	3
4233	3
4234	3
4236	3
4252	3
4253	3
4254	3
4273	3
4274	3
4277	3
4278	3
4279	3
4280	3
4295	3
4298	3
4299	3
4300	3
4317	3
4319	3
4322-1	3
4324	3
4344	3
4366	3
4368	3
4384	3
4385	3
4387	3
4388	3
4405	3
4407	3
4410	3
4428	3
4430	3
4431	3
4434	3
1-2	3
2-1	3
3-1	3
4-1	3
6	3
25	3
49-1	3
75	3
77	3
94-1	3
97	3
99-1	3
115-1	3
118-1	3
122	3
123-1	3
139-1	3
142-1	3
143-1	3
161	3
162	3
163-1	3
164-1	3
167	3
187-1	3
191	3
208	3
209	3
210-1	3
212-1	3
213-1	3
216	3
232	3
234	3
235-1	3
238	3
255-1	3
257-1	3
258	3
260	3
261	3
281-1	3
285	3
300-1	3
301	3
305	3
324	3
347-1	3
349-1	3
353	3
367	3
374	3
375	3
376	3
390	3
398	3
399	3
412	3
414-1	3
416	3
419-1	3
435	3
436	3
437-1	3
438-1	3
440-1	3
441-1	3
442-1	3
458	3
464	3
478	3
480	3
482	3
483	3
502	3
504	3
522	3
523	3
525	3
527	3
545	3
550	3
566	3
570	3
572	3
588	3
592	3
595	3
610	3
613	3
614	3
617	3
632	3
634	3
635-1	3
637-1	3
639-1	3
640	3
655	3
658	3
676	3
679	3
684	3
698	3
701	3
702	3
703	3
704	3
705	3
706	3
721	3
722	3
723	3
724	3
728	3
742	3
743-1	3
744	3
746	3
747	3
749	3
766	3
767	3
768	3
786	3
787-1	3
788-1	3
790	3
792	3
793	3
811	3
830	3
832-1	3
834-1	3
836	3
851	3
854-1	3
857	3
858-1	3
874	3
876-1	3
877	3
878	3
900	3
918	3
920	3
922	3
940	3
941	3
942	3
944	3
947	3
968	3
985	3
989	3
991-1	3
1005	3
1006	3
1009	3
1011	3
1028	3
1029	3
1030-1	3
1032	3
1035-1	3
1049	3
1050	3
1051-1	3
1052	3
1053	3
1058	3
1074	3
1077	3
1080	3
1095	3
1099	3
1101	3
1117	3
1119	3
1122	3
1138	3
1141	3
1142	3
1144	3
1159	3
1160	3
1165	3
1167	3
1184	3
1185	3
1189	3
1204	3
1205	3
1212	3
1226	3
1227	3
1229	3
1230	3
1234	3
1247	3
1248	3
1253	3
1256	3
1272-1	3
1273	3
1275	3
1276	3
1292	3
1293	3
1295	3
1296	3
1299	3
1313	3
1314	3
1315-1	3
1316	3
1318	3
1322	3
1336	3
1338	3
1341	3
1357	3
1360	3
1361	3
1362	3
1363	3
1380	3
1381	3
1382	3
1384	3
1387	3
1401-1	3
1408	3
1424	3
1425	3
1427	3
1429	3
1445	3
1446	3
1448	3
1449	3
1451	3
1468	3
1472	3
1473	3
1475	3
1494	3
1495	3
1511	3
1513	3
1514	3
1519	3
1533	3
1535	3
1537	3
1538	3
1539	3
1540	3
1556	3
1557	3
1559	3
1564	3
1579	3
1581	3
1582	3
1584	3
1585	3
1604	3
1628	3
1630	3
1643	3
1644	3
1646	3
1647	3
1650	3
1666-1	3
1667	3
1672	3
1693	3
1694	3
1695	3
1709-1	3
1710	3
1712	3
1717	3
1731	3
1732-1	3
1735	3
1736	3
1756	3
1775	3
1777	3
1780	3
1801	3
1819	3
1821	3
1822	3
1823	3
1826	3
1843	3
1844	3
1868	3
1870	3
1887	3
1889	3
1890	3
1892	3
1908	3
1911	3
1916	3
1931	3
1933	3
1935	3
1936	3
1953	3
1954	3
1955	3
1973	3
1974	3
1975	3
1976	3
1995	3
1997	3
1998	3
1999	3
2000	3
2004	3
2017	3
2019	3
2020	3
2039	3
2040	3
2041	3
2044	3
2045	3
2061	3
2062	3
2063	3
2064	3
2066	3
2084	3
2090	3
2107	3
2108	3
2109	3
2112	3
2113	3
2131	3
2134	3
2135	3
2152	3
2153	3
2154	3
2172	3
2173	3
2175	3
2177	3
2194	3
2201	3
2202	3
2216	3
2219	3
2222	3
2239	3
2245	3
2246	3
2261	3
2262	3
2263	3
2265	3
2281	3
2282	3
2283	3
2284	3
2287	3
2305	3
2308	3
2310	3
2311	3
2326	3
2327	3
2328	3
2329	3
2347	3
2349	3
2350	3
2354	3
2355	3
2370	3
2372	3
2373	3
2376	3
2377	3
2392	3
2395	3
2398	3
2414	3
2418	3
2435	3
2437	3
2442	3
2460	3
2464	3
2465	3
2481	3
2487	3
2488	3
2501	3
2502	3
2503	3
2505	3
2524	3
2525	3
2527	3
2530	3
2531	3
2546	3
2548	3
2549	3
2551	3
2552	3
2567	3
2568	3
2571	3
2574	3
2590	3
2592	3
2594	3
2596	3
2597	3
2613	3
2615	3
2633	3
2634	3
2635	3
2638	3
2640	3
2641	3
2656	3
2659	3
2660	3
2662	3
2678	3
2681	3
2683	3
2699	3
2700	3
2702	3
2703	3
2707	3
2721	3
2722	3
2723	3
2726	3
2728	3
2730	3
2743	3
2744	3
2745	3
2747	3
2749	3
2768	3
2771	3
2773	3
2790	3
2794	3
2809	3
2810	3
2814	3
2816	3
2817	3
2831	3
2833	3
2837	3
2838	3
2840	3
2855	3
2856	3
2859	3
2860	3
2861	3
2862	3
2898	3
2901	3
2902	3
2903	3
2921	3
2922-1	3
2926-1	3
2941	3
2942	3
2949	3
2964	3
2966	3
2969	3
2970	3
2971	3
2985	3
2987	3
2991	3
3007	3
3009	3
3012	3
3013	3
3029	3
3032	3
3033	3
3052	3
3054	3
3057	3
3060	3
3073	3
3075	3
3076	3
3077	3
3095	3
3098	3
3101	3
3118	3
3119	3
3120	3
3140	3
3141	3
3144	3
3145-1	3
3146	3
3162	3
3163	3
3164	3
3166	3
3169	3
3186	3
3187	3
3188	3
3206-1	3
3209	3
3227	3
3228	3
3230	3
3233	3
3250	3
3251	3
3252	3
3272	3
3273	3
3276	3
3294	3
3296	3
3297	3
3298	3
3316	3
3318	3
3321	3
3322	3
3337	3
3339	3
3344	3
3360	3
3382	3
3383	3
3387	3
3388	3
3406	3
3408	3
3411	3
3427	3
3428	3
3430	3
3431	3
3432	3
3433	3
3450	3
3451	3
3452	3
3454	3
3471	3
3472	3
3473	3
3475	3
3492	3
3493	3
3494	3
3495	3
3496	3
3497	3
3515	3
3516	3
3518	3
3520	3
3535	3
3536	3
3539	3
3542	3
3558	3
3562	3
3565	3
3582	3
3584	3
3587	3
3601	3
3603	3
3606	3
3607	3
3609	3
3623	3
3624	3
3627	3
3628	3
3645	3
3652	3
3669	3
3671	3
3673-1	3
3690	3
3692	3
3694	3
3716	3
3733	3
3734	3
3735	3
3736	3
3739	3
3740	3
3741	3
3756	3
3757	3
3759	3
3761	3
3762	3
3778	3
3779	3
3780	3
3784	3
3799	3
3803	3
3804	3
3805	3
3821	3
3822	3
3826	3
3827	3
3843	3
3848	3
3849	3
3850	3
3865	3
3866	3
3867	3
3888	3
3889	3
3892	3
3910	3
3911	3
3912	3
3913	3
3915	3
3916	3
3932	3
3953	3
3955	3
3956	3
3957	3
3959	3
3961	3
3975	3
3976	3
3977	3
3979	3
3982	3
3997	3
3998	3
4000	3
4003	3
4019	3
4020	3
4022	3
4041	3
4043	3
4045	3
4049	3
4066-1	3
4068-2	3
4071	3
4085	3
4088	3
4089	3
4091	3
4092	3
4110	3
4111	3
4114	3
4130	3
4131	3
4132	3
4135	3
4136	3
4151	3
4153	3
4156	3
4157	3
4158	3
4176	3
4178	3
4198	3
4203	3
4218	3
4219	3
4221	3
4222	3
4224	3
4240	3
4241	3
4243	3
4261	3
4265	3
4266	3
4268	3
4283	3
4288	3
4305	3
4306	3
4307	3
4310	3
4312	3
4327	3
4328	3
4329	3
4331	3
4350	3
4351	3
4352	3
4353	3
4354-1	3
4357	3
4371-1	3
4374	3
4375	3
4376	3
4377	3
4379	3
4394	3
4395	3
4396	3
4399	3
4400	3
