,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges
774,PPIG,0.12763769953093473,0.24614546,KCND2,0.09088753797554372,3.1788585,OVST,0.2720827114587572,2.631086,DLX6,0.4453627452628769,2.620304,FERMT2,0.5262530422652179,1.1646131,SOX9,0.40222456675908047,3.4113028
775,TMEM189,0.12843274066827892,0.48726082,PCDH10,0.09088753797554372,3.1788585,AOX1,0.2720827114587572,2.631086,SLC24A2,0.4453627452628769,2.620304,LMBR1,0.527074985631313,1.1522453,CACHD1,0.40222456675908047,3.4113028
776,ZDHHC9,0.1289518437820697,0.9088851,KYAT1,0.09088753797554372,3.1788585,LRRC1,0.2720827114587572,2.631086,REN,0.4453627452628769,2.620304,NFASC,0.5292036096766083,1.1480455,EVI5L,0.40222456675908047,3.4113028
777,FIGN,0.12929241717350304,2.0341122,RRAD,0.09088753797554372,3.1788585,RASSF2,0.2720827114587572,2.631086,GNAZ,0.4453627452628769,2.620304,RFC5,0.530500368747672,1.0997622,DPYS,0.40222456675908047,3.4113028
778,SHISAL2A,0.12929241717350304,2.0341122,C2orf42,0.09088753797554372,3.1788585,UFD1,0.2712720892081632,0.7091503,RASSF9,0.4453627452628769,2.620304,EFR3A,0.5300159416341659,1.1585238,SEPT9,0.3972188091014657,0.91472733
779,RRH,0.12929241717350304,2.0341122,SHLD1,0.09088753797554372,3.1788585,VOPP1,0.27135816650019945,1.1559635,PANX3,0.4453627452628769,2.620304,CHODL,0.5308887950760491,1.9187777,CALM1,0.396924734442315,0.6757683
780,ABCB6,0.12929241717350304,2.0341122,RPGRIP1L,0.09088753797554372,3.1788585,TBCA,0.27141319047661405,0.46646827,ABHD11,0.4453627452628769,2.620304,SLC29A1,0.5304576631035476,0.8723652,CHGB,0.4034798814113515,3.276693
781,TRIM54,0.12929241717350304,2.0341122,ICOSLG,0.09088753797554372,3.1788585,PPIL2,0.2715432221439775,0.88736707,MAP3K5,0.4453627452628769,2.620304,ELP3,0.5314505060426074,1.107065,SEC11C,0.39890797317233695,1.7450948
782,COL4A3BP,0.12929241717350304,2.0341122,TLL1,0.09088753797554372,3.1788585,UBR7,0.27151277121184997,0.5131872,RAB8B,0.4453627452628769,2.620304,C4orf48,0.5327096603243406,1.7276956,RNF114,0.40021529457254446,1.7147182
783,CRB2,0.12929241717350304,2.0341122,LRRC8B,0.09088753797554372,3.1788585,LAMC1,0.27248070528703006,1.8738556,IGSF21,0.4453627452628769,2.620304,NUP210,0.5322818148774178,1.8861138,WDSUB1,0.40013868739672864,1.7357452
784,NRAP,0.12929241717350304,2.0341122,RHAG,0.09088753797554372,3.1788585,STARD5,0.27248070528703006,1.8738556,ARHGAP45,0.4453627452628769,2.620304,NUBPL,0.5330062059596012,0.87407744,MUM1,0.4016032745905549,1.6897783
785,COL4A2,0.12929241717350304,2.0341122,RGS8,0.09088753797554372,3.1788585,SSBP2,0.27259085116078186,1.4801619,ARPP21,0.4453627452628769,2.620304,TIPARP,0.5345285238363838,1.7460186,EFTUD2,0.3989675270842916,0.8751156
786,GNA13,0.12929241717350304,2.0341122,TENM1,0.09088753797554372,3.1788585,THOC5,0.27293519009169176,0.7066162,EFCAB1,0.4453627452628769,2.620304,GNB1,0.5334446966299378,0.4524098,NIPSNAP1,0.40108383198427666,1.670947
787,PIP5K1A,0.12929241717350304,2.0341122,IYD,0.09088753797554372,3.1788585,U2SURP,0.2733084375167987,0.87142414,IFT27,0.4453627452628769,2.620304,KDR,0.5347317182655622,1.8638918,FBXO38,0.4063882119888854,3.1635225
788,SDC1,0.12929241717350304,2.0341122,SCAI,0.09151554150869165,23.234642,EIF4EBP1,0.2735568794281448,0.40828657,CACNB1,0.4453627452628769,2.620304,SNAP29,0.5356913898438231,1.6971828,CSNK2A1,0.40000400872628616,0.6797937
789,ARX,0.12929241717350304,2.0341122,PLEKHO1,0.09141902457784946,1.7012143,USP8,0.2738363248454777,1.1525782,OLFM3,0.4453627452628769,2.620304,ALG8,0.5344731501601664,0.85957277,DCTN2,0.40133459772708735,1.2380004
790,TMEM136-1,0.12929241717350304,2.0341122,CHCHD2,0.09200825365097347,0.40645313,C14orf2,0.27476286999557126,0.40102488,XPC,0.4453627452628769,2.620304,MRGBP,0.5347761147232837,0.86922824,ORC4,0.40138089603678895,1.2352636
791,ENGASE,0.12929241717350304,2.0341122,AAMP,0.09242628544973834,0.7742612,RNF122,0.2750596872083803,1.110646,ELF2,0.4453627452628769,2.620304,DCLRE1A,0.53516449368163,1.1154529,MED6,0.4014086311469929,1.2499437
792,MED13L,0.12929241717350304,2.0341122,MON2,0.09303288656185622,1.1868225,RAC1,0.2748825831149819,0.80621976,NEXN,0.4453627452628769,2.620304,MED8,0.53516449368163,1.1154529,TALDO1,0.40102690158999976,0.79641587
793,PDE9A,0.12929241717350304,2.0341122,PEPD,0.09309279878058165,0.61700404,CD2AP,0.27496664965859335,0.6469492,HES5,0.4443273794390038,0.86257535,KIF18A,0.535574166859693,0.90012616,TIMM50,0.4020957052630474,1.0496589
794,FGFR4,0.12929241717350304,2.0341122,AKR1B1L,0.09399943733408483,1.0624164,BORCS8,0.27576127789206856,1.1207961,WDR53,0.4450436899289105,1.1052226,VDAC3,0.535756853433112,0.57714707,SNX14,0.40466961599527074,1.6738797
795,CD109,0.12929241717350304,2.0341122,VPS26C,0.09399962843362188,0.9460004,SDHA,0.27554917252135913,0.699216,BTG2,0.44470132860563516,1.1404054,GPATCH2,0.5373815750833846,1.0896945,E2F4,0.4049134333980414,1.6618525
796,CTNND1,0.12929241717350304,2.0341122,ROMO1,0.09394179666941072,0.36924893,PRRG3,0.27629976096588255,1.8266163,ALG11,0.44574256480768526,1.4734564,PARP9,0.5386166699077304,1.810999,SDC2,0.4049134333980414,1.6618525
797,ALDOB,0.12929241717350304,2.0341122,DUS2,0.09412835424455589,1.0707856,SIK2,0.27631368786902666,1.488109,EPS15,0.44574256480768526,1.4734564,SENP1,0.5386166699077304,1.810999,SAR1A,0.40239744025184976,0.81880575
798,APOC3,0.12929241717350304,2.0341122,CNTRL,0.09411179561027536,0.8313237,CTSO,0.2768284704710516,1.2529284,ESCO2,0.44574258589198057,1.4734563,FAAH,0.5386166699077304,1.810999,RNMT,0.4032166672786852,1.2838762
799,TRAK1,0.12929241717350304,2.0341122,WDR89,0.09412626634425515,0.92184395,AKTIP,0.2768284704710516,1.2529284,NOL7,0.4454389269886454,0.6677756,CDC14B,0.5386166699077304,1.810999,CHGA,0.4077561425724038,3.471629
800,PIK3AP1,0.12929241717350304,2.0341122,FKBP3,0.09412055624396465,0.26839447,ACO2,0.2766980953669658,0.6088078,SH3GLB1,0.4461659861305233,0.9112272,ASS1,0.5386166699077304,1.810999,RAF1,0.40576777365349226,1.6807318
801,GRPEL2,0.12929241717350304,2.0341122,MND1,0.09435301717277395,0.90058845,CEP76,0.2773588537187641,1.8158754,KIF1B,0.44602484318015,1.1377066,PTHLH,0.5386166699077304,1.810999,MEMO1,0.4049121480145632,0.99837
802,SERPINE2,0.12964198974989619,0.60664314,BCLAF1,0.0945066393064537,0.44842175,NAPEPLD,0.2773588537187641,1.8158754,POLR2K,0.44632167970580905,0.9301569,MRAP2,0.5386166699077304,1.810999,PPP1R8,0.40438168317028933,1.0146112
803,CORO2A,0.13007755292300524,2.5869746,EIPR1,0.09521881731711583,1.1144235,SUSD1,0.2773588537187641,1.8158754,TFDP1,0.4462489885955241,0.8176963,GBA2,0.5381751192515114,1.0994202,MRPL12,0.40580350906517315,1.2209572
804,POMC,0.13008252268442672,0.6732869,VPS41,0.09520172721045776,0.9420445,SREBF1,0.2773588537187641,1.8158754,DDOST,0.4463013356593888,0.5688602,MORN4,0.5380686496251528,0.85586095,PEX2,0.4063717011021225,1.6499382
805,TRPM7,0.13010374187612628,0.6366732,GPHN,0.0955633065709745,1.0570806,ERCC6L2,0.2773588537187641,1.8158754,UBP1,0.4484841832498234,1.3655213,LIPT2,0.5406075649977093,1.1250032,RSPH9,0.4096089823487312,3.3709073
806,BICD2,0.13025988129189914,0.59025925,HNRNPDL,0.09567460956724937,0.26290256,SAE1,0.27744972513520955,1.4454626,MRPL53,0.4478903403448704,0.9124576,DYNC1H1,0.5407311508325906,0.7341659,DAP3,0.4077547190112645,1.5623507
807,ZFYVE19,0.13031535344125988,0.4252888,ANAPC16,0.0957329145856559,0.3988696,RPP40,0.2771997462604643,1.1201023,POP5,0.4477870877990886,0.803865,VPS26C,0.54120615780335,1.083558,ATP5F1D,0.40484410987372976,0.6313532
808,YIPF2,0.1305527137029789,0.73321366,ACTN1,0.0959133702026643,0.4824667,CTSH,0.27730561273927984,1.0015149,SNAPC5,0.4486029843603946,1.4509882,BAZ2B,0.541425662601503,0.62730813,MARCKS,0.4068024648700005,1.6984423
809,MAP1A,0.13086445455532655,1.2768518,LRBA,0.09627025564037936,1.6619396,G3BP2,0.27737067069335936,0.53217703,ECSIT,0.4486029843603946,1.4509882,PICK1,0.5425444414317976,1.7599592,CEP112,0.40710566987305974,1.6736686
810,DDHD2,0.1309589262171159,1.2092427,TRAPPC3,0.09630301911969386,0.9911244,FNBP1L,0.2774752594568981,0.6157695,ASS1,0.4510545889861979,2.420544,CAMLG,0.5425444414317976,1.7599592,ATP5MC3,0.4056082016185256,0.5152129
811,F2RL1,0.13133278851550884,0.42959294,ABHD17C,0.0965800627781709,1.4042116,COX7B,0.277891744285733,0.3553346,CRLF3,0.4486620476609119,0.927559,TMEM80,0.5425444414317976,1.7599592,DNAJC27,0.41147527777895443,3.2767286
812,TOP1,0.13162011886331867,0.56712276,SLC39A13,0.09656368424408387,0.83971626,GTF2H3,0.2781073737340395,0.931439,KRR1,0.44896139207411623,0.71186346,EXOC1,0.5425444414317976,1.7599592,PRKD1,0.41147527777895443,3.2767286
813,LETM1,0.13182410958644966,0.75460047,CYR61,0.09662998142484386,0.93218774,CTXN2,0.2788488843661697,1.8572623,CCT8,0.44890145903457046,0.4645696,CDH15,0.5425444414317976,1.7599592,ATF7IP,0.41147527777895443,3.2767286
814,GDAP1L1,0.13219819458649373,1.2988657,C1orf21,0.09725630038151856,0.8673078,MRPL20,0.2782459753420084,0.58623564,NR3C2,0.44951253143655423,1.1230159,LMBRD2,0.5425444414317976,1.7599592,SMPDL3B,0.41147527777895443,3.2767286
815,UBXN6,0.13219819458649373,1.2988657,ARCN1,0.09756040358606195,0.3974881,MSH6,0.2783604856795983,0.72266287,ANAPC7,0.4496925239417138,0.9229263,BPHL,0.5425444414317976,1.7599592,ST8SIA2,0.4114752822412211,3.2767284
816,IPO5,0.1321523914177247,0.24272956,RABGGTB,0.09776839798390966,0.5227461,RUVBL2,0.27883772200757556,1.2381043,CERCAM,0.4514858517555552,1.4288566,SEMA3A,0.5425444414317976,1.7599592,EPM2A,0.41225761308600417,3.1458378
817,RALB,0.1325303155847166,0.40090287,PCNA,0.0983153467962518,0.27916852,MANBAL4,0.2796763779418796,0.79103875,DHCR24,0.4513110081837083,1.1327937,SOUL,0.5425444414317976,1.7599592,BLM,0.4077086736131946,1.2349412
818,KCTD20,0.13264531009892808,0.6001005,RIOX1,0.09843664873200703,0.83408815,RERE,0.2798621367423072,1.9264673,MTRF1,0.4521106213741185,1.1208613,ANGPTL2,0.5425444414317976,1.7599592,MDGA1,0.40770479323132736,1.23841
819,CCDC47,0.13346491660226548,0.6612452,TGFB2,0.09844600188093702,0.6739386,C15orf61,0.2800096514120602,1.0202602,TSPAN12,0.45516269108782514,2.420544,ACAD11,0.5425444414317976,1.7599592,G2E3,0.40788857845548154,1.2244552
820,COL13A1,0.13350458273098492,0.9592498,LRIF1,0.09891874669160762,1.7836664,MLF1,0.27987151395570337,0.7747422,C2H6orf52,0.4535605120734937,0.90320325,MBLAC2,0.5425444414317976,1.7599592,PTPN9,0.4091815485657371,1.6499381
821,RBM7,0.1342302936916573,0.4162906,NINJ1,0.09900500484718533,1.5974349,POLH,0.2807989867246778,1.7795323,WASHC5,0.4552696635959679,2.620304,BNIP2,0.5425444414317976,1.7599592,TPD52,0.40942677247829184,1.2047694
822,USP47,0.13499565724929236,0.43770868,PIK3R6,0.09900500484718533,1.5974349,PES1,0.2809756240139889,1.2299539,CCP110,0.4552696635959679,2.620304,PRPS2,0.5425444414317976,1.7599592,KHDRBS2,0.4138091869247513,3.0948002
823,ATP6V0E2,0.13510941637593296,0.52662253,SRF,0.09945013111688564,0.92686373,RNF41,0.2809756240139889,1.2299539,PARM1,0.45439138021085734,1.4070519,BCO2,0.5425444414317976,1.7599592,MALRD1,0.41335523079590974,3.1882925
824,CITED4,0.1356690468287718,1.1964991,USP36,0.09947579098362101,0.7486586,SNAP47,0.28233545839123503,1.7601148,RPRD1B,0.453700457746642,0.71761054,GSTT1,0.5425444414317976,1.7599592,FAM129A,0.41335523079590974,3.1882925
825,MAP4K4,0.13566906629178194,1.1964991,MYH10,0.09955363097856755,0.38432592,SATB1,0.28233545839123503,1.7601148,KLHL12,0.45418579227863365,1.0972756,MKKS,0.54215471101615,0.8325835,ZFYVE27,0.41335523079590974,3.1882925
826,EDC4,0.13695213559646777,1.1031314,C22orf39,0.09983835591206121,0.78468114,IKBKB,0.28233545839123503,1.7601148,SSRP1,0.4540802423038267,0.6469779,CHD7,0.5421159661212865,0.44030243,CCDC117,0.41335523079590974,3.1882925
827,ASAP1,0.13704120610408702,1.5203985,UBN1,0.10006624609913256,0.8516481,SIL1,0.28233545839123503,1.7601148,CCDC14,0.4559636729481349,1.4288565,WDR86,0.5436165853460917,1.6848711,MST1R,0.41335523079590974,3.1882925
828,CLDN3,0.13704120610408702,1.5203985,ATP6V1D,0.10004889904092411,0.6407185,PCF11,0.2825024184076238,1.0947692,ACTR8,0.4562858266603166,0.90874606,NPTN,0.5427303456462356,0.62905115,SPAG1,0.41335523079590974,3.1882925
829,CGAS,0.13704120610408702,1.5203985,GABARAPL2,0.10026906365870748,0.6573513,HMGCR,0.2823882609248441,0.6017901,PTPN6,0.4578735304496284,2.5799077,ZMYND8,0.5432573460347049,1.0929053,ANKRD52,0.41335523079590974,3.1882925
830,AASDH,0.13704120610408702,1.5203985,HYOU1,0.10080477038778772,0.4766994,CSDE1,0.28257762560196714,0.46221688,SGSH,0.4578735304496284,2.5799077,GSTO1,0.543406427577108,0.63582385,PFKFB3,0.41335523079590974,3.1882925
831,UBAP2L,0.13704120610408702,1.5203985,PAIP1,0.10118873976322573,0.7550131,CAPRIN1,0.2830976903795877,0.5174103,PLEKHJ1,0.45820916298218095,0.7815466,VIRMA,0.5452371293822917,1.6326263,PIGN,0.41335523079590974,3.1882925
832,ACSL4,0.13704120610408702,1.5203985,COMMD9,0.10119087899526887,0.8164821,ADH5,0.2831771918070446,0.43425485,TOP3A,0.45914054552304084,1.0740529,OGDH,0.5437472115878106,0.6145917,CERS6,0.41335523079590974,3.1882925
833,LRRN4,0.13704120610408702,1.5203985,GTF2F2,0.10125812851286876,0.5420877,MRPS18C,0.28341048477271635,0.78268266,GATAD2A,0.45889191986077826,0.63024646,GSTA2,0.5447760522174504,1.0869596,CRYGS,0.41335523079590974,3.1882925
834,RIC1,0.13704120610408702,1.5203985,PREPL,0.10131704818217031,0.2980532,ATP5A1Z,0.2833572084290428,0.3040332,ROCK1,0.4594651594473014,0.7798867,DDX54,0.5447967175147169,0.7007233,SLC1A3,0.41335523079590974,3.1882925
835,CBLN1,0.13704120610408702,1.5203985,CETN2,0.1013567544213725,0.5877839,CLTA,0.2836867909595591,0.5890455,MED8,0.4605446541722126,1.3761901,NBN,0.5465168718280067,1.6261691,PRKDC,0.41335523079590974,3.1882925
836,MAB21L3,0.13704120610408702,1.5203985,KLHL15,0.10152874294395905,1.2050941,MRPL12,0.2838629436368658,0.7048712,NDUFB9,0.45972231742754066,0.5240716,ERCC6L,0.5459212170002714,1.810999,ATP6AP1L,0.41335523079590974,3.1882925
837,EPHA7,0.13704120610408702,1.5203985,CD164,0.1014843591456539,0.41937122,ZBTB2,0.2840260563453657,0.6365834,LRRC39,0.4615069073450784,2.4857259,TSPAN12,0.5459212170002714,1.810999,KIAA0930,0.41335523079590974,3.1882925
838,PHOSPHO1,0.13704120610408702,1.5203985,NDUFB3,0.10150668124445592,0.42467612,PPP1R12A,0.284231033844049,0.7962574,DNAJC27,0.4615069073450784,2.4857259,DIDO1,0.5454330717019389,0.8378591,TTC28,0.41335523079590974,3.1882925
839,TRPT1,0.13704120610408702,1.5203985,TXNDC17,0.10158476872599854,0.5136242,APTX,0.28482053153513054,0.89678377,SPCS2,0.4615069153530901,2.4857259,RBM12B,0.5462959900479774,1.077112,NEDD1,0.4107501488060106,1.652971
840,PERP2,0.13704120610408702,1.5203985,GNAS,0.10193374228781032,0.6802398,YWHAG,0.2857240804737134,0.48182803,AWAT1,0.4615069153530901,2.4857259,DCPS,0.5463954956957002,0.84315276,CHUK,0.40987181835468944,1.6736685
841,REXO1,0.1392216793889944,0.68765986,AQP12A,0.1025819524240842,23.393505,MPI,0.2861777886833236,0.78938365,SLC4A11,0.4615069153530901,2.4857259,TMEM33,0.5479136119401288,1.0604556,CYP19A1,0.4112438775608349,1.6231983
842,GSPT2,0.14002115207155827,0.30525586,POSTN,0.102066251662636,1.0984406,GNAQ,0.2865952849247169,0.99572307,NLN,0.4615069153530901,2.4857259,PDZRN3,0.548137740458136,1.0952028,LYAR,0.41007481309055005,1.0223099
843,NEK2,0.14013744010079454,0.5558316,LZTFL1,0.10205478748318686,0.9613737,GATD1,0.2867046986155106,0.89572567,CRYL1,0.4615069153530901,2.4857259,CCDC14,0.549621120268409,1.5745965,EMC8,0.4095736714715622,1.009452
844,BLOC1S4,0.14050923789814296,0.56320035,SLC25A6,0.10247143039964143,0.19592878,PNISR,0.28754408134221526,0.6625716,PTPRT,0.4615069153530901,2.4857259,ABTB1,0.5493550220161783,1.061484,OST4,0.40983241982545093,0.8078221
845,TRAPPC5,0.1405660395690603,0.5624997,CLTB,0.10280326930684809,0.50437975,WWP2,0.287852322448986,1.4544992,DOLK,0.4615069153530901,2.4857259,LSM8,0.5497350027304893,0.6205538,PCCA,0.4119598285820124,1.6499381
846,RNH1,0.1408833199108131,0.31469253,CPEB1,0.10300093742261061,1.2598704,MAP2K5,0.2883969410379927,1.0846708,CPM,0.4615069153530901,2.4857259,ATP5MC2,0.5514167902943488,0.31944695,SERBP1,0.41045065558512095,0.37840137
847,PTPRG,0.14107903071672226,1.0468659,IDNK,0.10300093742261061,1.2598704,NSF,0.2887774333375435,0.9752813,DOLPP1,0.46034320261560924,1.4288565,TRMT13,0.5523343110346284,1.7395674,MAP1A,0.41628684091032553,3.0257719
848,ARHGAP29,0.14107911455738956,1.0468658,ZNF704,0.10315947784063648,1.185066,MGST3,0.28881057277952776,0.6879787,IFT172,0.46059859692198246,1.3982165,BTG2,0.5537511910612847,1.0511622,ABCB8,0.4131811778305361,1.6146935
849,TRIP11,0.14107911455738956,1.0468658,DGUOK,0.1032705384213507,0.46441552,PRMT3,0.28895554709666427,1.2206498,TMEM241,0.46059859692198246,1.3982165,NDUFS4,0.5537461353010901,0.7152338,EIF2D,0.41399001948450653,1.6298234
850,RARRES1,0.14107911455738956,1.0468658,PIK3CD,0.10356744475110247,2.058929,TRIT1,0.2899846740915186,1.3895053,EZR,0.46059859692198246,1.3982165,EWSR1,0.5539992660948512,0.6836935,GNG5,0.4125926575905954,0.9377358
851,FGFR3,0.14107911455738956,1.0468658,OXSR1,0.10368014635838654,1.7921017,PLPP6,0.2899846740915186,1.3895053,WDR59,0.4605986111167085,1.3982165,SUSD1,0.556344956937331,1.6909277,CPE,0.4178553271634411,2.9787047
852,CFD,0.14107911455738956,1.0468658,FBXO21,0.10378015577338827,0.90467954,TPRA1,0.2904771175166629,1.760685,PLEKHB2,0.4609078583218924,1.4092941,ERCC6L2,0.556344956937331,1.6909277,MFAP1,0.41311190330829517,1.206692
853,PBX3,0.14254638370378517,1.300016,HOXA3,0.10380136317034128,0.6661734,NONO,0.2905310454601351,0.9682525,SRP19,0.4603815758568316,0.7028395,TP53I11,0.556344956937331,1.6909277,DCTD,0.41418911113706713,1.1829436
854,B3GALNT2,0.1438272759397221,0.80789304,SLC9A3R2,0.10393822283398299,1.3357338,DICER1,0.29096123934867213,0.77590024,MAP1B,0.46044692130507414,0.7751791,GPATCH3,0.556344956937331,1.6909277,C15orf61,0.41530824696064994,1.6186222
855,HEYL,0.1439245503878292,0.7390018,NUP62,0.1040854060587074,0.51206213,TRMT6,0.29194653893609457,1.0726751,DNAJA2,0.4608222320205958,0.4833635,LIN28B,0.556344956937331,1.6909277,IMPDH2,0.4133684746965999,0.6109534
856,USP15,0.14441408577958179,0.49937236,COPG2,0.1043212348566735,0.64680463,PRKAR2A,0.2935626622046503,1.7739314,RAB14,0.46115063251985267,0.5837769,PLEKHB1,0.556344956937331,1.6909277,KIAA1522,0.4153847875464577,1.6232557
857,MRPS18A,0.14450279604695576,0.55454177,C14orf2,0.10448720428540566,0.29779646,KPNB1,0.29290337781094333,0.61027575,SPCS1,0.4614137526877998,0.688602,ZNF385C,0.556344956937331,1.6909277,HOXB9,0.4153847875464577,1.6232557
858,GPX4,0.1447323140304933,0.2201423,EDEM2,0.10549265675361133,0.7777582,RAB33B,0.2932390966459151,1.1981679,STT3A,0.46224606955556624,0.7642545,PROK1,0.556344956937331,1.6909277,SP1,0.4174506192883096,1.6389065
859,GATAD1,0.1459829099405757,0.5059615,BLOC1S2,0.10548816486485077,0.8901781,POP4,0.2932390966459151,1.1981679,DNAJB12,0.46345566266459925,1.021821,FZD3,0.556344956937331,1.6909277,ECHDC2,0.4159685169513947,1.6146935
860,DDX17,0.14723961683180095,1.1236055,TBL1X,0.10573314198545627,0.28914607,RASD1,0.2945793060250153,2.4196897,VSTM2L,0.4635476818409334,1.3768557,SUMF1,0.556344956937331,1.6909277,EXOSC1,0.41844077624494025,1.6733042
861,PRELID1,0.1472404583126225,0.22351924,FH,0.1069224169939195,0.51651895,LIN52,0.29397303540489783,0.8946171,PUS10,0.4635476818409334,1.3768557,RAB15,0.556344956937331,1.6909277,TMEM260,0.4192179625611875,3.1882925
862,ANAPC13,0.14862436051749134,0.6842701,PSMF1,0.10709924148109978,0.7588447,RFC5,0.29429975826641436,0.95466053,CLP1,0.4635476818409334,1.3768557,NR2C2AP,0.556344956937331,1.6909277,ZC3H14,0.41753628453426994,1.6277441
863,ZBTB43,0.14951081723928622,1.3260385,IRAK2,0.10718834785034763,0.88495386,TMPO,0.2942742498199771,0.5676523,SDHC,0.46310462783693385,0.87042046,RUNX1T1,0.556344956937331,1.6909277,MAU2,0.4188703377534445,1.6468414
864,HERPUD2,0.14958309136395545,0.4244958,PTBP2,0.10739967413947472,1.1857141,MED31,0.2951544668058752,1.7156483,ASTL,0.46544775488433343,2.3243146,HS6ST1,0.556344956937331,1.6909277,TRIM37,0.4186971604644175,1.5919696
865,RHOU,0.14964227936724778,0.40400168,BNAS2,0.10734201830067164,0.6209183,ADD1,0.2949794352269839,0.76353955,KIAA0319,0.46518441768005614,2.3972871,GCN1,0.5558968660999362,0.60349184,CMSS1,0.41685299612297977,1.2074101
866,EXOSC8,0.15009148598882568,0.4202247,PPM1G,0.10734792644489553,0.41363522,IVD,0.2952109921778446,1.4083997,MALRD1,0.46518441768005614,2.3972871,CTBP2,0.5561893010683102,0.685672,TSPAN6,0.4168213534561823,1.2156929
867,GJB6,0.15072667023026515,1.0664033,NOTCH2,0.10748373908965472,0.91609454,DCTN6,0.29499780686675453,0.58993316,OLFML3,0.46518441768005614,2.3972871,RERE,0.5572243603969559,1.783428,DTWD1,0.4225159036908438,2.8578944
868,N-RAS,0.150958625008498,0.48734525,TICRR,0.10773304888803283,0.61736274,TMEM154,0.2955747816318062,1.7378871,CASZ1,0.46518441768005614,2.3972871,TERF2IP,0.5576489513448332,1.0551323,HACL1,0.4227385909927851,2.9148438
869,SFR1,0.1517489358450569,0.67402387,ARPC5,0.10778337763609697,0.35726842,CCDC82,0.2955747816318062,1.7378871,VEGFA,0.46518441768005614,2.3972871,TERT,0.5603996372970905,1.6438582,SCRN1,0.41872413082127957,1.6146935
870,ARPC2,0.1517413279309452,0.3260131,C9orf85,0.10800420539747257,0.71475846,BLOC1S6,0.2955747816318062,1.7378871,KLHL14,0.46518441768005614,2.3972871,CSRP2,0.5603996372970905,1.6438582,TMEM150C,0.4190843824092291,1.6173147
871,EEPD1,0.15178652298632553,1.1941882,ELL,0.10829068991659976,0.62899095,AKAP9,0.29576376518422015,0.85170865,ZNF692,0.46518441768005614,2.3972871,KDM5A,0.5603996372970905,1.6438582,RGS3,0.4226024273659411,3.072144
872,UQCRC2,0.1532734435528817,0.33398697,G3BP2,0.1086675116263544,0.42404637,HES1,0.29567086543624876,0.7909271,KIAA0930,0.46518441768005614,2.3972871,KATNAL1,0.5603996372970905,1.6438582,TNFAIP8L3,0.4226024273659411,3.072144
873,MEX3A,0.15378033679295894,0.25025505,INSIG1,0.10870601064805892,0.75756663,ANLN,0.29599878308275857,1.2012562,KCNA3,0.46518441768005614,2.3972871,MTUS1,0.5603996372970905,1.6438582,HBBR,0.4226024273659411,3.072144
874,SLAMF8,0.1539166155426641,0.9553643,TMED2,0.10905564069806374,0.36197215,RPS6KA1L,0.2960327391006951,0.665986,RABGAP1L,0.46518441768005614,2.3972871,PALM,0.5603996372970905,1.6438582,STIP1,0.42260243188016644,3.0721438
875,GPATCH11,0.15427134408930504,0.56465566,TYW5,0.10982959631893946,1.3200017,ARMH3,0.2971718096509355,1.3895053,AIFM2,0.46518441768005614,2.3972871,DENND5B,0.5603996372970905,1.6438582,TRIM24,0.42260243188016644,3.0721438
876,ARFRP1,0.1545219772593519,0.5960411,GDAP2,0.11005318731943332,0.7761782,EXOC5,0.29747252989380757,0.95754075,ITGA9,0.46518441768005614,2.3972871,TTI1,0.5603996372970905,1.6438582,LRMDA,0.42260243188016644,3.0721438
877,MYCBP2,0.15462496072960835,0.607036,R3HCC1,0.11017531751019077,0.9711634,GPR142,0.2981308137523503,2.4337916,SLITRK4,0.46518441768005614,2.3972871,KLF12,0.5603996372970905,1.6438582,TSG101,0.42027616300797654,1.2584385
878,ECT2,0.15502230396750116,0.57723415,TMED10,0.11025959513707892,0.44988358,ZNRF2,0.2981308137523503,2.4337916,GPR15,0.46518441768005614,2.3972871,ZNF407,0.5603996372970905,1.6438582,AK5,0.4196770205174659,1.6087862
879,GEMIN4,0.1556377394556782,0.4165231,TMEM100,0.11066031642624419,0.97525007,gga-mir-1723,0.2973998223370462,0.8941006,PLEK2,0.46518441768005614,2.3972871,PIBF1,0.5603996372970905,1.6438582,RPL23A,0.418455209797852,0.42557058
880,SLC5A6,0.15586251475192778,0.7174742,PIM1,0.11109293031910066,0.7555776,TENM4,0.29763132176912355,1.4289497,RASD2,0.46518441768005614,2.3972871,ZC3HAV1,0.5603996372970905,1.6438582,ID1,0.4190119161819137,0.79644096
881,DAD1,0.15612778687517456,0.27763245,CDC26,0.11105014659082271,0.5578025,COL4A1,0.2978678748121753,0.79476225,ABCD2,0.46518441768005614,2.3972871,MSRB3,0.5603996372970905,1.6438582,LEMD3,0.42432665906408784,2.8711708
882,TBPL1,0.15631875050801258,0.87050796,C3orf33,0.11115413759579881,1.4297721,HSDL2,0.29819490555787115,0.95466053,MAPKAPK2,0.46518441768005614,2.3972871,GRAMD1C,0.5603996372970905,1.6438582,PDIA5,0.42047225228082175,1.1928039
