,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges
251,C1GALT1C1,0.025741999620904517,1.269681,HSBP1,0.018214874686856505,0.55042464,POLR1E,0.12050107943399413,0.85248315,LAS1L,0.3114722915743276,1.3133849,ZNF592,0.3643142029377008,4.351154,FZD2,0.28221016630099593,2.610274
252,CCNB2,0.02642084452088742,0.36852124,GKAP1,0.018413173679259036,1.7943417,IFT74,0.12116930640465859,1.5961131,UCK1,0.3118727760152068,1.3222144,ECM2,0.3643142029377008,4.351154,TMEM208,0.2804884514414176,1.7606516
253,VTN,0.027217417553589477,0.7469912,HMGB3,0.01829240707580386,0.31160218,PDCD2,0.1212772669372177,1.045919,UNG,0.3121895029344557,0.8910232,EXOC6B,0.3643142029377008,4.351154,EIF4B,0.2816506953217369,1.7778652
254,DUS1L,0.02731072683557569,0.6629237,SEC14L1,0.01836278867153134,1.1351807,DHX37,0.12131543005058286,0.72902185,NAV2,0.31317796392666175,1.6005802,CFTR,0.3643142029377008,4.351154,RDX,0.2813344060301633,1.4441694
255,CRABP-I,0.027480699774872813,1.9326036,EEF1D,0.018352084247286193,0.24255103,HTATSF1,0.12224663609267938,1.4584726,DST,0.31538620371487075,2.221921,ROBO2,0.3643142029377008,4.351154,TIRAP,0.28546582421818056,2.5985377
256,RIPK1,0.02792684176818885,1.3515614,WDR41,0.0187269403103842,2.055612,CHMP6,0.1233118731385602,0.9383228,DCTN6,0.31346633673779795,0.9006086,ARHGEF26,0.3643142029377008,4.351154,ARHGAP21,0.2822105900621225,1.7668782
257,MAL2,0.028469918027320754,23.032936,NOG,0.018848706739798524,2.2425125,SEPHS1,0.12551117806609674,1.1560653,PLXDC2,0.3148370840315672,1.2830096,Otx5,0.3643142029377008,4.351154,RPAP3,0.2854156813316066,2.5276906
258,TMCC3,0.028469918027320754,23.032936,RTN1,0.018959414421960533,2.4745696,RBBP7,0.12749882768040505,1.8204726,DNAJC3,0.3148601178491743,1.3046061,USP35,0.3643142029377008,4.351154,FAT4,0.2854156813316066,2.5276906
259,NME4,0.028469935222503715,23.032936,KDM5B,0.019180583829365626,0.5567826,HSPE1,0.1272621488249923,0.45536873,IFT20,0.31467397994717394,0.77253115,ZSWIM5,0.3643142029377008,4.351154,SNRPD1,0.2808692440118371,0.7631504
260,ANKRD66,0.028469935222503715,23.032936,PRDX3,0.01919715405807957,0.46693695,RAD51D,0.12855234431696186,2.474092,FKBP8,0.317540017813357,2.2391305,BTRC,0.3643142029377008,4.351154,SRSF5,0.28304749253104594,1.1856762
261,KPNA6,0.02898249872552007,0.9244964,CLSTN1,0.01939843957440372,0.63046414,ARID4A,0.1281221216259844,1.0958743,GPR89B,0.3185730244717509,2.260098,PIKFYVE,0.3643142029377008,4.351154,PTCD3,0.28290426928412676,1.4141582
262,PPIF,0.0289956389245133,0.5396402,PGAP2,0.019764224395431306,1.5181744,TRAPPC12,0.12879881843386035,1.7542744,CCT7,0.31790876674670054,0.5952832,ZAP70,0.3643142029377008,4.351154,TWISTNB,0.2834471589019519,1.3781673
263,CHST3,0.030242389896197798,1.7865374,GDPD1,0.020321014538102863,1.777752,WASHC3,0.12879882865693243,1.7542744,RBM12B,0.31952932849075777,1.5776852,DNAL1,0.3643142029377008,4.351154,DDX46,0.283211674088895,1.0226107
264,PCYT1B,0.030242389896197798,1.7865374,HMGB2,0.020260176896252546,0.33411252,MBD3,0.12829242396817586,1.019034,MVD,0.3199323531301728,1.2887664,TJP1,0.3643142029377008,4.351154,VMA21,0.2846858893812086,1.7818425
265,PFKL,0.030998542974529503,0.5711357,HMGB1,0.020284136747488943,0.31081215,FASN,0.12959363972965285,0.57326174,FAM172A,0.3204911476036139,1.3146089,ITPRID2,0.3643142029377008,4.351154,TAZ,0.2837220845142132,1.1640205
266,NOV,0.03127358880599322,2.03829,ARAP2,0.02062004411439514,2.6165416,PSPH,0.13096749532876661,2.0076602,FAM241A,0.32213290268745093,2.2065735,PTPN14,0.3643142029377008,4.351154,DUS4L,0.28845592525903474,2.5276906
267,PKIB,0.03127358880599322,2.03829,SRSF6,0.020513247591856174,0.3933534,EME1,0.1309675038259385,2.00766,PDLIM1,0.32213290268745093,2.2065735,NTS,0.3643142029377008,4.351154,VAV3,0.28543075226089537,1.387924
268,MTDH,0.03169278824716885,0.503371,SWAP70,0.02081611855901587,1.2203056,HECTD1,0.13077926397767356,1.7660534,KIF2A,0.32096761110513405,0.9018437,MLPH,0.3643142029377008,4.351154,ARL3,0.2865569186888938,1.3769972
269,MDM2,0.031912078780607485,1.3047739,MID1,0.020773377811854878,0.844544,TERF1,0.13065754930745693,1.1423696,SPRYD7,0.3222121164085345,1.2670846,HCRT,0.3643142029377008,4.351154,COA5,0.28814415878446786,1.3957155
270,GABRG2,0.03260291536402584,23.27167,GLIPR2,0.020820893540720673,1.1133658,SEC11A,0.13165493006196036,0.7819113,NOVA1,0.3242480343535825,2.1697512,CCDC102A,0.3643142029377008,4.351154,SAP30BP,0.2914420042196447,2.4645667
271,ABHD17A,0.032595952704335095,0.49944258,CCNL1,0.020866237626347085,1.0550143,SRPK2,0.13287409179491952,2.0898476,TNFAIP8,0.3242480343535825,2.1697512,PDE1B,0.3643142029377008,4.351154,DNAJC9,0.28762088382833173,1.1920235
272,SIKE1,0.03271404169693638,0.48699737,YWHAZ,0.020874649237481033,0.3827118,IPP,0.13260474568303562,1.3965167,TMOD4,0.32305141347449484,1.2476041,ATP10D,0.3643142029377008,4.351154,PSMG4,0.2889407627398194,1.3928349
273,ATP5C1,0.03274054537669807,0.2704171,CLTA,0.020891423091688083,0.61022377,SNRPD2,0.13273982364005366,1.1868855,CDH9,0.3286946834119078,24.931942,SCN2A,0.3643142029377008,4.351154,GPI,0.2882391440518844,0.91081023
274,TCOF1,0.0327788750189703,0.40759644,RCN2,0.02099799809502392,0.6378803,KIF1BP,0.13274382021425718,1.2440068,DOCK4,0.3286946834119078,24.931942,SLC47A1,0.36162463746445184,1.932201,PLPPR3,0.2925432636499933,2.4391425
275,SSH2,0.032852410092897126,1.0440893,NMRK1,0.021175506615956224,1.581328,ELAVL1,0.13336329727134213,0.82220477,CNTN5,0.3286946834119078,24.931942,NDUFS7,0.360543413676397,0.625334,C17H9orf16,0.29203825321405963,1.8176419
276,GTSE1,0.03299652871052123,0.73168457,GAPDH,0.02120387743993377,0.20050825,PABPC1,0.1333885112363313,0.38300005,ZNF516,0.3286946834119078,24.931942,LTF,0.363030618139909,1.9207821,WLS,0.2887821399225214,0.7375854
277,GM2A,0.033081356744014905,0.6876806,MGST3,0.021291987293371777,0.7407472,RPS16,0.1334346219738508,0.33548543,GPR82,0.3286946834119078,24.931942,PSPC1,0.3619117931960343,0.79323983,C5H14ORF169,0.29442904626739846,1.7051097
278,ARSA,0.03311697216955262,1.078107,TMEM199,0.021579313678947342,0.943462,SGCB,0.13517191906450726,1.9965386,CYP3A5,0.3286946834119078,24.931942,RDH10,0.36246637602142673,1.4599328,IER3IP1,0.2926387266748748,1.357786
279,DPYSL4,0.03310714197253601,0.97566116,SNX1,0.021849049806081038,0.8882878,RPL26L1,0.1345087837349282,0.29196534,NCALD,0.3286946834119078,24.931942,CTSH,0.3642650162353849,1.3805262,MSN,0.2933813602885269,1.3906575
280,ASCC1,0.033480810931816984,1.1544162,IGFBP4,0.022040420683454926,1.5446709,CIR1,0.13497592720811272,1.1234274,SH2D3C,0.3286946834119078,24.931942,FADS2,0.36517617670444513,1.8932583,GABPA,0.29189521311995326,1.1633022
281,COPS5,0.03363804435331684,0.47629398,DHX37,0.021954618172726436,0.556616,ARID1B,0.13562296983656477,1.0212662,XK,0.3286946834119078,24.931942,GRAMD4,0.3664223539863839,1.9338589,CNOT10,0.297522253051022,2.4040384
282,MSGN1,0.0341722376858708,0.41656312,RNF10,0.022090844348035918,1.136795,MAFF,0.1358550069169702,1.2743623,CARTPT,0.3286946834119078,24.931942,TIAM1,0.3687014940170139,4.0290904,RRS1,0.29449982990167034,1.0316286
283,SEMA6B,0.03443020558573903,1.5254401,AKR1B10L1,0.0220540748452736,0.5984909,BCL7A,0.13599867800410861,1.1878363,MORN2,0.3286946834119078,24.931942,GATA5,0.3671234841456059,1.9644623,MDFIC,0.2986461269044233,2.3796291
284,CARMIL1,0.034474564786007494,1.0963573,PHLDA2,0.022181968190198197,1.3005267,PDLIM5,0.13651357290418165,1.5306427,TAGLN3,0.3286946834119078,24.931942,CTNNBIP1,0.36662907054108895,1.1583228,EVL,0.29645926919705323,1.7047361
285,ANKRD17,0.03474880134664763,0.719107,CA9,0.022223142828890086,0.6077647,TRMT1L,0.1363208694856278,1.3650664,RHCG,0.3286946834119078,24.931942,MASTL,0.36733741314713264,1.8662406,NECAP1,0.29805011943639304,1.6811793
286,MED21,0.03483511906369309,0.7348382,SOBP,0.022475838554714064,2.270422,VPS50,0.1366688659956422,1.7352931,P2RX6,0.3286946834119078,24.931942,SLC35B3,0.36733741314713264,1.8662406,CCDC174,0.3017788866225678,2.5474243
287,GATA2,0.035254502341905226,0.976762,FGD3,0.022512987663148163,1.385478,GNB5,0.13725560961671354,1.9626104,CTSEAL,0.3286946834119078,24.931942,PTCD2,0.3695145394505571,1.83971,TMEM206,0.29943387512870717,2.4288585
288,TMEM39A,0.03534968895699273,0.9865946,RBM5,0.02259332433622102,0.693965,COX7C,0.13689223944786139,0.38861328,FADS6,0.3286946834119078,24.931942,PLOD1,0.3717047852093984,1.9538584,LPCAT1,0.3019493317744853,2.4234924
289,DCAF13,0.03674974346752893,0.47761485,GJC1,0.022727890871982338,1.5679231,CNIH4,0.1370772749347598,1.0935721,AREL1,0.3286946834119078,24.931942,CDCA9,0.37211950430018836,1.3500009,RPS16,0.2975757873445139,0.48029223
290,WDR77,0.03727342619827682,0.7284023,SPIN1Z,0.02289916453745283,0.77394223,BIVM,0.13709712209112476,0.9936656,ADAM11,0.3286946834119078,24.931942,DRAM2,0.3743818710752914,1.3282974,GPR37,0.30251401157406066,2.3697512
291,PANK1,0.037352721485745505,0.8254101,SPATS2,0.02308194296151081,1.2927687,DCTD,0.13729797831416476,0.91638774,BLK,0.3286946834119078,24.931942,GLG1,0.37474713848925956,0.87145025,FBXO28,0.30251401157406066,2.3697512
292,CNN2,0.03766131618230574,1.1889272,GNG10,0.023078932404521166,0.8377523,EEF1B2,0.13789151209402953,0.28077883,PAPPA2,0.3286946834119078,24.931942,NETO2,0.37524174953818834,1.3700826,CDX1,0.30251401157406066,2.3697512
293,LRRFIP2,0.03772364560954545,0.8476007,RAB22A,0.023153544286910053,1.3367982,GPATCH3,0.1391477008021985,2.3828595,SULT1C3,0.3286946834119078,24.931942,GOLGA3,0.37670616940687074,1.8287122,CAT,0.302397985114149,1.6726965
294,SPOPL,0.038111974070248696,1.1645359,PSMD13,0.023192470219862624,0.5564297,DLG5,0.13926687023279002,1.6726055,CSRNP2,0.3286946834119078,24.931942,MRPL48,0.37671836195901665,0.934313,TCF3,0.30240698280762723,1.6438476
295,ERMARD,0.0381840324176083,1.2045345,PNISR,0.023252967853864222,0.7489168,RBFA,0.1394365447874182,1.4858574,PAH,0.3286946834119078,24.931942,MRPL37,0.3770850308325132,1.1036456,NR2F2,0.30365513361074864,2.3458989
296,NSG1,0.038305698725256694,0.5266822,SLC25A14,0.023663723612232526,0.8411725,ANXA2,0.13898208187229374,1.1086603,CIPC,0.3286946834119078,24.931942,CNOT8,0.37747516084279253,0.967545,JAM3,0.3008110359041126,1.1902972
297,ATP13A3,0.038346294742166095,0.89179265,HSP90AB1,0.023666416873906266,0.34734502,ATP6V0C,0.13896993485144893,0.5300566,RCOR1,0.3286946834119078,24.931942,CEP131,0.3775856131628389,1.1083692,ERCC5,0.30576355499862834,2.38575
298,TLCD2,0.03857167432388362,2.8179598,IGHMBP2,0.023871078575846208,1.2508502,OSBPL1A,0.14076679413168774,3.2241507,ZCCHC14,0.3286946834119078,24.931942,C22orf39,0.37866581724040316,1.3379275,ZNF365,0.305471289623907,2.4234924
299,PPRC1,0.03852564288173108,0.9843949,SRGAP3,0.02412595532290524,1.4042717,GABBR2,0.14076679413168774,3.2241507,GAL3ST2,0.3286946834119078,24.931942,HIF3A,0.38180478379293203,3.765569,GPR176,0.30480173199080324,2.322426
300,TTC39A,0.03870844721261156,1.4124492,ENPP4,0.024378556974410798,2.1872444,ACTA2,0.14076679413168774,3.2241507,C1orf109,0.3286946834119078,24.931942,STK4,0.38180478379293203,3.765569,ATP5MC1,0.3010336404815762,0.7404845
301,LRRC3B,0.038720229207598204,1.8813632,SERBP1,0.024333013215253368,0.22796033,SNCA,0.14076679413168774,3.2241507,LARGE2,0.3286946834119078,24.931942,ARHGEF28,0.38180478379293203,3.765569,S100A10,0.30242547090661964,1.3307859
302,ATP5MC1,0.03880289465495411,0.2949024,TFB2M,0.024395877480460803,1.268859,UBL5,0.13936149502706502,0.5786111,KLHL4,0.3286946834119078,24.931942,CARF,0.38180478379293203,3.765569,YWHAB,0.30312699924528347,0.63199365
303,NOL8,0.03887036805506544,0.7773374,TXNDC5,0.024512891499851096,0.6049826,CBWD1,0.13965608797300078,1.3900243,ADORA3,0.3286946834119078,24.931942,BFSP1,0.38180478379293203,3.765569,EIF2B5,0.30607444661224065,1.6383172
304,BUD31,0.03902837878335624,0.435372,FBP2,0.02505394623595518,23.717415,MSX1,0.13957765087774401,0.50255775,ADAMTS12,0.3286946834119078,24.931942,OGFRL1,0.38180478379293203,3.765569,ELAVL4,0.3056722552115499,1.6566355
305,ACBD3,0.03921845051502479,0.6232839,CYTL1,0.024958397336093452,1.8392721,SMIM15,0.1399923873669222,1.2591901,VTA1,0.32624364338782097,1.3110793,C3,0.38180478379293203,3.765569,NAA15,0.308675389960242,2.3129225
306,TMEM69,0.039487896505121294,0.6597184,VCP,0.02490877081605945,0.44412994,C9H2ORF82,0.14152994415534345,2.321431,SCAF11,0.3255587376584428,0.66004974,BIK,0.38180478379293203,3.765569,TNIP1,0.308675389960242,2.3129225
307,CHCHD4,0.03952603421299838,0.5335831,CHN1,0.02506520884510531,1.0115864,MTUS1,0.14152994415534345,2.321431,STRADA,0.3266044302701888,1.0884117,RASSF6,0.38180478379293203,3.765569,PRKAG2,0.3071451835544198,1.3167942
308,HSD17B10,0.04031816766930098,0.57424724,NIFK,0.025013917343572965,0.5812422,KCNK17,0.14152994415534345,2.321431,GABPB2,0.3277715732877665,1.5393429,ZNF804A,0.38180478379293203,3.765569,TRAP1,0.306109550353861,1.3309957
309,MSMO1,0.04064527460525141,0.7653179,SFPQ,0.02537727179927829,0.40547568,UBQLN1,0.14133919968383693,1.3797698,PPIF,0.32727095043984167,0.8830186,RELN,0.38180478379293203,3.765569,RC3H1,0.30677591440222635,1.3280203
310,TNFAIP8L3,0.040822337654077244,2.638184,MRPL12,0.025522875083314276,0.78718376,BIRC2,0.14118406340255357,0.8357048,RAD9A,0.3316742072841943,2.1311252,LARP6,0.38180478379293203,3.765569,MEX3A,0.30588408872821105,0.9026199
311,CRHBP,0.040822337654077244,2.638184,PDS5B,0.025646991905652623,0.73874706,IQGAP2,0.14197325898914961,1.9172804,DTD1,0.3305180255570256,1.0770938,MAP2,0.38180478379293203,3.765569,FIGNL1,0.3098392770804124,2.289965
312,TUBD1,0.040822385246981896,2.6381838,NDUFS6,0.025768940223419006,0.812181,RAB4A,0.14197326798608753,1.9172803,KAT2A,0.3304543122108735,1.0773927,C1H11ORF70,0.38180478379293203,3.765569,ETV6,0.3119108549714359,2.316246
313,ADSS,0.040686704860036095,0.45128995,NBL1,0.025996962597658088,1.2610669,RDX,0.14147961795514144,0.90326995,DCAF7,0.3311552623083308,1.2563982,SCAF8,0.38180478379293203,3.765569,DPYSL3,0.30764036889535673,1.1156013
314,TRIM71,0.040757749655278626,0.45913473,SLC49A3,0.02627147356663812,2.3560624,SIAH1,0.14175409098837963,1.2534817,NACA,0.3311763792758965,1.0567499,FAM184B,0.38180478379293203,3.765569,MRPL45,0.3086353839279418,1.6531931
315,TBC1D8,0.04094068628469141,1.585143,L2HGDH,0.02627147356663812,2.3560624,FSTL1,0.14170800227756755,0.7368682,RASL11B,0.33229591426567584,1.5634509,EZH1,0.38180478379293203,3.765569,MAP3K3,0.31428372624511236,2.5007396
316,RMND1,0.04103221630718568,0.662406,MPV17,0.02627147356663812,2.3560624,AP2A2,0.1418525088634936,0.7458355,EARS2,0.33311137920412903,2.1193771,CD7,0.38180478379293203,3.765569,TMEM203,0.31296025513589604,2.2985709
317,RAN,0.04115812259777858,0.22145988,ERI2,0.02646749287938904,2.7030408,PDIA5,0.14190610097317258,0.94529545,PRUNE1,0.33311137920412903,2.1193771,SPON1,0.38180478379293203,3.765569,HTD2,0.3094847357184781,1.2943133
318,SNCAIP,0.041327345961367355,2.062787,N6AMT1,0.02638640721092531,0.9318354,RPL37,0.14282178741376023,0.36478075,SMIM8,0.3341747426473034,1.5173626,SEL1L3,0.38180478379293203,3.765569,TRAIP,0.31171154402441137,1.6030729
319,DHRS3,0.04132736815898501,2.062787,PTPRM,0.02647407694031713,1.5918467,SLC15A4,0.1435125620174753,1.2673738,SULF2,0.33529786364347935,2.0846589,ST18,0.38180478379293203,3.765569,PIP4P2,0.30989645364739193,1.2932026
320,GCSH,0.0416539039243743,0.35318202,TBCA,0.026705286332255045,0.4921883,LRRC8D,0.1443033439942932,1.5031189,SNAPIN,0.33446904524078114,0.92702913,FLT1,0.38180478379293203,3.765569,NDFIP1,0.30967315233116266,0.97194815
321,C4,0.04192605184703526,1.7376972,EMC1,0.02680865216237291,0.8054496,NDUFB1,0.1439183618673286,0.6630735,MAMDC4,0.33928962258999806,5.8862214,NPAS3,0.38180478379293203,3.765569,PMPCB,0.3121818575981452,1.6109954
322,C12orf43,0.042016453088281176,1.2171863,RUFY3,0.026843330559245426,1.2103158,VPS4B,0.14462349317240938,1.1810296,BRAF,0.33928962258999806,5.8862214,USP43,0.38180478379293203,3.765569,AP3M2,0.3114375308140861,1.6078724
323,TAGLN,0.04249383845058518,2.7155008,EIF3E,0.027022833614377163,0.4832108,TFG,0.14528682179781274,0.61224025,MCTS1,0.3344990122379857,0.6797151,Six2,0.38180478379293203,3.765569,MEOX1,0.31502242140858244,2.3267844
324,GNL2,0.04292110354567019,0.60101324,RBM45,0.02712430352801754,1.3136063,NMRK2,0.14619938466323526,1.1479193,PGAM1,0.3347601469064847,0.43215266,PLCB2,0.38180478379293203,3.765569,DDX51,0.3111586718206747,0.6750756
325,SRD5A2,0.043258691145303375,2.52175,SLC25A3,0.027231926938839156,0.4368871,RPS2,0.14621624002704411,0.36634922,PDCL,0.3375021760845628,2.0507445,PLTP,0.38180478379293203,3.765569,SYF2,0.3145984866600927,1.2939373
326,LRRFIP1,0.043258691145303375,2.52175,KCTD1,0.02760215812925038,1.4806573,LDHA,0.14653837073352735,1.0442286,NEBL,0.3375021760845628,2.0507445,DNAH8,0.38180478379293203,3.765569,FGF18,0.31301895951918624,1.0019667
327,AGPAT3,0.043258691145303375,2.52175,LVRN,0.02778026701072203,2.6000686,ST7,0.14713124688354248,1.9172804,JAG2,0.3375021760845628,2.0507445,FANCB,0.38180478379293203,3.765569,SLC39A12,0.31607340640193127,2.2360737
328,CCDC149,0.043258691145303375,2.52175,WASF3,0.02793762375581459,3.7677827,SALL1,0.14707677030196448,0.6115092,FBLN7,0.3375021760845628,2.0507445,ITGB8,0.38180478379293203,3.765569,FKBP15,0.31748986882664193,2.2568276
329,SNX5,0.043258691145303375,2.52175,OSBPL7,0.028018442065416174,3.1082275,VSTM2L,0.1482064538226557,1.6152889,IGF2BP3,0.33593196104535195,0.4617387,SLC26A3,0.38180478379293203,3.765569,LGALSL,0.3178273387886329,2.302518
330,POU2F3,0.043258691145303375,2.52175,HOXB13,0.028018442065416174,3.1082275,MTREX,0.14787749921042803,0.818615,JUN,0.3368826370515974,1.5486501,ANO10,0.38180478379293203,3.765569,SPATA5,0.31726590406133554,2.2142718
331,EXFABP,0.043258691145303375,2.52175,CHAC1,0.02823431172267205,4.027097,FST,0.15047020373606673,3.1633072,PRPF8,0.3370579153653669,0.63241106,HMGXB3,0.38180478379293203,3.765569,RNF111,0.3188363523547836,2.2669513
332,MAP7,0.043258691145303375,2.52175,MRPL50,0.027952760413737555,0.5917801,NKAP,0.14913293869714248,1.0701857,POGLUT1,0.3387027291732242,1.0675049,CFAP100,0.38180478379293203,3.765569,NOA1,0.3188363523547836,2.2669513
333,PIN1,0.043258691145303375,2.52175,GNPDA1,0.028084507029378095,1.0985239,SH3BP5,0.1503555026890645,1.3601186,OXR1,0.3407319697678627,1.5173624,PCDH18,0.38180478379293203,3.765569,BAG5,0.3195293330654907,2.277893
334,PHLPP1,0.043258691145303375,2.52175,SSU72,0.028142429306535304,0.81259793,CEBPG,0.15036782949292118,1.2237145,MARCH3,0.3426915764014815,2.0507445,TEDC1,0.38180478379293203,3.765569,NIPSNAP2,0.3180078230422545,1.2676865
335,LITAF,0.043258691145303375,2.52175,TRAPPC6B,0.028159646533620162,0.9450376,SLC25A1,0.1507190878751411,1.306792,CNOT10,0.34372092341983995,2.0155485,SSTR3,0.38180478379293203,3.765569,VPS29,0.3180534226009804,1.1296409
336,MCF2L2,0.043258691145303375,2.52175,WDR76,0.028151466909514773,0.7006427,VPS18,0.1510889985836742,1.8668871,TFIP11,0.34253774674918824,1.4805204,CMPK2,0.38180478379293203,3.765569,MDH2,0.318441677605409,0.8750347
337,KIAA1671,0.04357305653300996,0.86514395,SRPRA,0.02825392082940675,0.54737306,NPTN,0.1516779806624485,0.8710089,H2AFX,0.34421121329618387,2.0370827,TTC7A,0.38180478379293203,3.765569,FLAD1,0.3211463787586333,2.2054374
338,GATA5,0.044095373568747945,1.1344616,AP5S1,0.028534812649762775,2.9912803,TCTN1,0.15263537823471465,2.2390301,CDK15,0.34768887869565146,5.208388,MSANTD2,0.3816853797066144,1.7810433,P2RY4,0.3211463787586333,2.2054374
339,ABCF2,0.04445546300676024,0.46346578,HBM,0.028534812649762775,2.9912803,KLHL9,0.15236139341202207,1.0038154,IQCG,0.34768887869565146,5.208388,MED24,0.3825121782849751,1.1018234,MYC,0.3214202485182963,1.6002028
340,KIF7,0.045379861878360406,22.549637,FLT4,0.028534812649762775,2.9912803,AFG3L2,0.1525112331919372,1.3371207,SEMA4C,0.34768887869565146,5.208388,MYL3,0.38743773082071997,3.4497495,FERMT2,0.3223114124582509,2.2429037
341,ASIP,0.045379861878360406,22.549637,CYP39A1,0.028837696935077775,3.9031546,ADAM9,0.15305022801183965,1.6301302,TEF,0.34768887869565146,5.208388,CTDP1,0.3859307890481375,1.7674001,VSTM2L,0.322356208313073,2.1840796
342,ATP8B2,0.045379861878360406,22.549637,SNRPE,0.028487771393290704,0.34397122,ZMPSTE24,0.15301358530337375,1.2089087,YIPF7,0.34768887869565146,5.208388,EPHA3,0.38664575187145744,1.8031112,POLA1,0.3199051095281272,1.1261045
343,PLA2R1,0.045379861878360406,22.549637,PSMC2,0.028809079363260905,0.500286,HBZ,0.15390524709218759,1.6052395,SUSD2,0.34768887869565146,5.208388,COPS7B,0.3880053504150478,1.290747,RAB6A,0.3190877351376987,0.7494872
344,ABL2,0.045379861878360406,22.549637,ARPP19,0.029286941521054856,0.39270732,EMC2,0.1542895528183435,0.8311968,MAX,0.34768887869565146,5.208388,IFNGR2,0.3918096214259028,1.7571865,MYL12A,0.31948476496814016,0.76116145
345,BLVRA,0.045379861878360406,22.549637,AP3M2,0.029481117797322702,0.9735911,LRRC45,0.15524436360613816,2.1832695,VWA2,0.34768887869565146,5.208388,GTF2B,0.391530851608071,1.094392,RTF1,0.32121223402902155,1.0723622
346,PLXNA2,0.045379861878360406,22.549637,FBXO9,0.029546816242924854,0.83042234,EMX2,0.15524436360613816,2.1832695,MATN4,0.34768887869565146,5.208388,NDUFV3,0.3927956174230297,1.0203887,NSUN5,0.32294404169667745,2.2271082
347,BEST4,0.045379861878360406,22.549637,COLEC12,0.029818911893848755,1.1339003,FADD,0.15898050119102064,24.43055,KLHL1,0.34768887869565146,5.208388,TTYH2,0.393149135860866,1.1600292,ACAA2,0.3221280525998035,1.3588153
348,KDM2A,0.045379861878360406,22.549637,STON1,0.03027484367569219,1.5936966,GAREM2,0.15898050119102064,24.43055,ANKRD13B,0.34768887869565146,5.208388,SLC35E2B,0.3987765504312827,3.2198663,ZBTB1,0.3235718201477855,2.1630259
349,AFG1L,0.045379861878360406,22.549637,HNRNPA3,0.030212923626855882,0.2943601,CENPA,0.15898050119102064,24.43055,CCDC125,0.34768887869565146,5.208388,CEBPZOS,0.3964276071401196,1.7082875,CUEDC2,0.3235718201477855,2.1630259
350,AKAP11,0.045379861878360406,22.549637,ZCCHC8,0.03031656719391893,1.3583966,KLRD1,0.15898050119102064,24.43055,RHBDL3,0.34768887869565146,5.208388,ANKRD54,0.3964276071401196,1.7082875,ARFGAP2,0.3255513041197591,2.1929762
351,RGS10,0.045379861878360406,22.549637,CHRAC1,0.030507170216922307,0.84211314,Pax3,0.15898050119102064,24.43055,HBEGF,0.34768887869565146,5.208388,RNF38,0.3964276308118069,1.7082872,TPRKB,0.3226305419257436,1.5966367
352,R3HCC1L,0.045379861878360406,22.549637,GTF2E2,0.031164227279701837,0.9081703,DDAH1,0.15898050119102064,24.43055,STX5,0.34768887869565146,5.208388,CCSER1,0.3994348934914137,3.3499086,IKZF5,0.32500503030457917,2.1966555
353,PHYHIPL,0.045379861878360406,22.549637,TAF12,0.03130446363008238,0.7678879,SEL1L,0.15898050119102064,24.43055,RGMA,0.34768887869565146,5.208388,TANC1,0.3994348934914137,3.3499086,CLUH,0.32537429356091574,2.1840796
354,RNLS,0.045379861878360406,22.549637,HNRNPR,0.03144666949814141,0.49265718,NELL1,0.15898050119102064,24.43055,SUSD4,0.34768887869565146,5.208388,HKDC1,0.3994348934914137,3.3499086,PNPT1,0.3251975717798721,1.6277578
355,MAP3K1,0.045379861878360406,22.549637,BABAM2,0.03169900345070427,0.75089794,CXXC4,0.15898050119102064,24.43055,F9,0.34768887869565146,5.208388,WNT2B,0.3994348934914137,3.3499086,COG2,0.3262263361013529,2.1754234
356,TAF4B,0.045379861878360406,22.549637,ALDH4A1,0.03174972630335729,1.1609982,YPEL4,0.15898050119102064,24.43055,ZP4,0.34768887869565146,5.208388,MYO18A,0.3994348934914137,3.3499086,TSPAN13,0.3244653642927964,1.5647656
357,FGF22,0.045379861878360406,22.549637,AHSA2,0.03197753547220128,0.90174496,SLC43A2,0.1579531627164026,2.901565,SLC46A2,0.34768887869565146,5.208388,IMMP2L,0.3994348934914137,3.3499086,RAB12,0.32624986481248375,1.6277578
358,TCF7L1,0.045379861878360406,22.549637,SNRPB2,0.0322669313787005,0.47327062,POLR3A,0.15748232166766984,1.4265181,PTPN4,0.34768887869565146,5.208388,CDH5,0.3994348934914137,3.3499086,ATAD5,0.32796773791397715,2.1862903
359,MYH7,0.045379861878360406,22.549637,PEX16,0.03243777543326758,1.0584575,SCOC,0.15755237429876398,0.9994692,MAB21L1,0.34768887869565146,5.208388,GATM,0.3994348934914137,3.3499086,PSMC5,0.32434209411566217,0.95722586
360,FAIM2,0.045379861878360406,22.549637,ANXA5,0.03247156944941922,0.9266507,MAF,0.15860251168547124,1.5571094,ADCY1,0.34768887869565146,5.208388,FGD5,0.3994348934914137,3.3499086,TRAPPC12,0.32745342334659133,2.1544917
