,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
506,LIPA,CACNG4,CARD11,PGS1,PLPP4,NOL9,C13H5orf15,TYRO3,TRAK2,UMPS,DDRGK1,MSI2,CCK1R,ZNF467,NRDC,PMP22,ARHGEF7,RD3L,GREB1,TMEM41A,CORO1C,ATP1A1,LPCAT3
507,GTF3A,MAD2L1BP,TXNDC11,KLHL9,AS3MT,EIF3D,EEF2,CALD1,EDIL3,VTN,CCT4,LRRC34,TRPC4,GPR107,PINK1,PEAK1,POMT1,RASIP1,PPP1R7,YIPF5,MED19,ADGRL2,PEPD
508,DPYS,CAPZA2,SORL1,H3F3C,FBXO8,MATN4,SEH1L,MACC1,TNIP3,FNTA,USP7,PVALB,PLIN1,ARSA,MPC1,FANCC,TMEM8B,NOL10,NDUFB5,SNRPD2,VAC14,GLI2,DDR1
509,RNF145,NUP50,HYDIN,FBXO21,LMCD1,POLR1E,PPP6C,BZW2,ASTN1,GHITM,C12orf66,CCDC117,RND1,LGALS1,ZC3H15,OAF,RAP1GDS1,PSMD4,BBS4,DESI1,LGALSL,GIGYF2,Wpkci-7
510,CCDC89,DDHD2,COTL1,PDZRN4,TNNI1,RUFY1,FANCL,FOS,PEX26,LAMP1,RAB23,ANXA2,CSF2RA,TRAF6,TFEB,WASF2,ELL,NDUFAF5,DERA,SIGMAR1,ANKRD39,IMPA1,GNA11
511,CAPN6,GART,NRIP1,VSIG10,PIK3R1,ASB13,NDUFA4,AP3M1,TMEM94,GNG5,GPAT2,TMEM68,FARP2,ARL3,MCTS1,ADGRB2,ABCA5,NEU4,DBI,PNISR,KCTD9,LRR1,TPD52L2
512,PHF13,EIF2B2,PTH1R,KCNC2,MYPN,BAG5,POMP,LBH,FAM214B,ZZEF1,PAX5,ACKR2,FOXRED2,Smad7b,BEND7,TMEM117,EPS8L3,NDUFC2,BCAP31,PHLDA2,NEK3,CLK4,TIMM22
513,MTRF1,UBE4B,STX10,NDST4,BZFP1,SRSF11,DYX1C1,WDR92,FAM171A1,WWC2,HOXA10,ZC2HC1C,NGEF,DYNC1LI2,DNAJC1,SPOCK1,ADAMTS9,FBLN5,GTF2E1,NR2C1,SLC10A7,MBD3,KPNA6
514,GEMIN6,UTP18,FHL2,AOX1,ZNF770,VTI1B,SPPL2A,PDCD10,SLC17A6,PACSIN3,TMEM181,PENK,FRZB,ZNF518A,AMFR,GSAP,SCNN1B,KY,PKM,TCP11L1,ZNF277,ATG4B,LPCAT1
515,PRIMA1,SPIN1Z,INSR,SPEN,LYAR,NUP85,SNRPD1,PKP4,MSH3,ITGB5,KCNJ2,SNCB,CDC16,VPS39,NIP7,ASPG,MED8,DCP1A,MCM6,IQCK,EIF5,RPAIN,NIPSNAP1
516,NINJ1,TTF1,AMDHD1,COMMD4,NSRP1,TANGO6,NEDD1,TUBB6,UTS2R5,SAMHD1,HDGFL3,CD9,PGM2,TMEM56,DBT,ERCC8,PTPN13,ARHGEF11,GMPR,NARF,EIF4EBP3,SETD1B,SIPA1L1
517,PIGM,DENR,NUBP1,ZNF839,GRIA4,HNRNPAB,COPE,PLPP3,CCDC137,DERA,CDKN1B,NCX1,SMIM15,OPN5,PHF20L1,UST,C9H2ORF82,DHFR,MAD2L1,CHCHD10,ASXL1,SFXN1,SMPD4
518,EAF1,ELOVL5,MYLK3,GRM2,DEF8,HP1BP3,NUDT16L1,SRP14,DIPK1B,CLTA,SIGMAR1,CEPT1,PIH1D2,HGF,CIAO2B,EPS15,SIN3B,U2AF1,REEP1,FER,IGF1R,WAS,TUBGCP6
519,PUM3,NUDT14,NUP133,PARP1,RNF38,EFHD1,GTF2F2,CYFIP1,ABCB7,DIABLO,TP53INP1,GCNT7,ENTPD2,SIX4,IBA57,DNAJB14,JAZF1,MTURN,SMU1,DIDO1,TNFRSF21,CCNE2,PRRC1
520,RAD23A,SMC2,SYT2,SOCS5,ATP6AP1,LMO3,UQCRQ,NDUFA10,ANO8,MICU3,ATP5S,GM2A,DPEP2,AGO3,TIMP3,THNSL2,RNF14,PDPR,C26H6ORF125,BCL9L,EME1,EXOSC7,TMEM184C
521,DAPL1,PSMA2,MMP16,ATP11B,RASEF,DDX46,SELENOK,LIMA1,TAF1C,RAMP3,MFSD11,F5,PARN,LPAR2,UBQLN1,ZNF341,HSD17B12,PHF24,DHX37,SELENOO,RAB22A,NECAP2,LASP1
522,FREM1,CDC34,TMEM65,BMX,EPHX2,CBX1,RPL37A,CAMK1G,EPB41L4A,RBM46,IKZF5,NYAP2,ANAPC1,ENO4,NRF1,ADAMTS17,TMEM35B,TBX3,ASAP2,DRAXIN,SAP30,SLC35B1,UNC45A
523,HS2ST1,MAD2L1,PLA2G6,STRIP2,FAU,TMEM175,H-RAS,PNRC1,WDR31,RASGRP1,EIF3H,AKAP6,QRFPR,PLEK2,TTC17,ARHGAP42,DCBLD1,ZNF512,COA7,STAMBP,ZDHHC17,ROCK1,PARD3
524,CBX1,MTX2,TTYH3,PARM1,NDUFAF2,CETN2,ATP6V1D,OTUB1,DOK7,NAA15,TOX3,ZNF827,DHCR24,BCAR1,MAP3K7,PYM1,FGFR4,HKDC1,GPR180,RAB30,ZNF839,TMEM57,NCOR2
525,TXNDC16,DDX49,CBX1,MPI,BAMBI,IFT88,ODF1,MPHOSPH6,KCNJ3,ATAD3A,AGA,ZFYVE9,HAS3,CSPG5,MAN2B2,PTAFR,TPPP3,CTSC,TMEM231,KHDRBS2,EGFR,CEP68,ZCCHC6
526,DBI,SYT12,LSMEM1,ASB5,RPRD2,ATP2A2,EEF1B2,ECI2,C1QA,FGF23,THYN1,CACHD1,PROCR,CTSK,SEC61B,FIS1,PPFIBP2,COG3,AARS,MED27,RNF152,MICU1,CRTAP
527,ACP6,SKA3,BOC,PKM,TSPAN16,GNB1,RUVBL1,PBK,CDK3,RNF14,B4GALT3,SIX3,RNF169,WDR17,PSMB6,RSPH1,FAM83B,YPEL4,PLCG2,ANKRD40,KIF1A,NFKBIA,SDHA
528,LUM,WDR12,IRF4,DIP2A,MAPK8,PLAA,CBWD1,PUS1,TIFA,ACVR1,HOXD4,ATP1A1,MOK,BACH2,MRPS7,CRLF2,IRX6,TWISTNB,CASC4,RPS6KA5,FAAH2,ORAI2,SLC25A32
529,EPGN,HNRNPR,TMEM59L,GABBR2,RIF1,MFAP3L,VPS35,SEPT2L,CLDN19,NUB1,AKIRIN2,FBLN7,TNRC6C,PRDM1,SNAPC3,RD3L,CC2D2A,ARMC2,ACTG1,CD99,ESCO2,COX7A2L,EIF3J
530,HDGF,AP1M1,ABCB1,MRS2,AQP3,ATP7A,EPHA4,RBBP8,NPSR1,HAS2,XPO1,PLCB1,IMP4,ADRA1B,MCOLN2,XDH,LRRC47,OGN,CDC23,RCBTB1,DHCR7,FCF1,ZBTB26
531,FMR1,ARFGAP1,BET1L,TCTN3,gga-mir-19b,SDHB,NOL9,ATP5MC2,LYVE1,GALNT3,GRK5,ARMH3,SFRP5,BEND4,UBA6,TBXA2R,KY,SERPINB1,SMC5,PHF11,EMC1,REXO1,LRRC59
532,HIPK2,PDHA1,PHYKPL,YARS,LARP6L,IMPDH2,CMC4,NRSN1,MAB21L1,NAA50,HMCES,IMPACT,CUX1,TBC1D22B,OSBPL2,NR1H3,RC3H2,NTF3,AIFM1,AAMDC,RNPC3,KIAA1524,CHUK
533,ADCY9,TACC3,SLC7A3,ARID5B,PGGHG,PPIA,SLC25A30,GALM,TNMD,DYNLRB1,PTGR1,DLG1,SLC14A2,LHFPL4,PFKFB2,SLC35G2,TECRL,ST13,SESTD1,POLDIP2,AGO1,EXTL3,BRD8
534,EPHA7,RAE1,HEPACAM2,BORCS5,HUNK,RTRAF,TP53RK,PFDN6,TGIF2,B3GNT7,RELL1,KCNB1,CYP2C18,CYTH4,CHCHD5,UGT8,ADCY8,DHCR24,MLF2,CDC5L,KLHL15,OXNAD1,DCLRE1A
535,AP1S2,SSB,NGFR,TCN2,PKN1,UBTF,ST3GAL6,USP12-like,RF00322,APELA,BCAT1,METTL9,GPC5,MLXIPL,PPP2R3C,MAST3,MRPL4,KIAA1211,SERP1,SKIV2L,MAP7D3,RDM1,SPTY2D1
536,GJA9,MRPL38,NR2F1,PDPR,NUAK1,SCD5,HSP90AA1,LYPD1,RIN3,DERL3,PSMB2,P4HA2,BICDL1,NKX2-2,XPNPEP1,HPSE,ATP6V1C2,ARHGEF10,UTS2R5,KIF21B,MAPRE2,EEF1AKMT1,LONP2
537,NPY6R,EXOC3,HECW1,SEC31B,TRIM1BL,SUDS3,ATP5ME,DCDC2,CDH22,C17H9orf16,GPX7,METTL21C,ZDHHC22,SV2A,USP12-like,DDX18,IDNK,GPR153,AP3S1,CTTNBP2NL,OMA1,ERO1A,RSL24D1
538,GRAMD1B,DEPDC1B,GPR19,GLDC,XPNPEP2,NSMCE3,BAZ1B,TBP,RIBC2,AURKA,EIF4G2,RF00400,VWCE,ARPC5,PMPCB,SOX10,EPS8,GUCA1C,SYNPO,SLC25A39,DDX6,NOL9,EIPR1
539,ZNF521,GLTP,FBLN5,DRAM2,PTPRN2,ZC3H6,ABRAXAS2,MSMO1,SSBP4,PHF6,CDKL2,KBTBD11,JOSD1,FANCG,CITED4,RHOBTB1,PLEK,KERA,HIST2H3L,NDUFAF5,TMOD3,WDR37,PXMP4
540,IRF4,TMEFF2,PTCH2,SGPL1,ZC3H4,THOC2,NKD1,MICU1,FOXI1,PLA2G2A,YIPF2,SLC7A14,RHBDL1,POLH,TMEM11,CEP126,RASSF5,ERO1A,RPL26,SLC39A9,COPA,PFDN4,CTGF
541,MYCL,GNG2,MARCH6,CTSD,SYT7,SLC39A3,CCT7,SH3BGRL,SLC27A3,FIG4,METTL11B,TENT5C,RGS21,SDC1,OSCP1,ARNT2,CFLAR,DRAXIN,GALK2,GAS6,PUS3,MAD2L2,HLF
542,LMBRD2,GM2A,LRRC40,GLO1,ATP6AP1L,MAF,SPSB1,RALA,GMEB1,CITED2,MTRF1,PTK2B,GDAP1L1,UBAP1,GABPB2,RSPO1,RELL1,TEX9,BLOC1S5,MANF,WARS,MRPL22,SLC35A1
543,ATG3,TMEM141,OPNP,ASPG,SCYL3,PPP1R3E,ITGA1,GNPTAB,IL17A,PARP9,UQCRB,CRNN,GHR,SRSF4,TSR3,FREM2,CACHD1,TAT,PLS3,GFM1,DENND1A,EDEM1,KIF16B
544,NTM,BNIP3L,ACADL,PPIB,SPRED2,PGRMC1,CHD2,ARL4C,FAM131B,C12orf10,CALM1,LOXL3,CXorf21,FAM189A2,MCRS1,DCP1A,GJA10,UBE2Q1,INTS11,MTURN,PARP6,NMRK2,SOX17
545,TMEM263,ATP5C1,CDS2,CACHD1,WBP2,SMAD5,ZC3H6,CP,IFITM1,MAP4K3,TWF1,IFIT5,RNF4,LRRC28,TRMU,IQSEC1,F5,ICE2,ZCCHC13,SPG21,ACOT9,SEC24B,NUP153
546,C12orf66,TGFBI,DDX28,VRTN,QSOX1,DNAI1,NDUFC2,SNRPC,ARHGAP44,DCX,IGF1R,SLC22A5,ZNRF2,DHX29,GJA4,SLC4A2,AKAP6,GRIN2B,COX6C,NSFL1C,MTRF1L,DLL1,TMEM60
547,STAM,SH3BGRL3,GEN1,PAK1,CDK5RAP1,ALYREF,ND4L,SMARCA2,ADAM33,DLC1,CD164L2,KMT5C,PPM1B,FCRL4,TMCC3,ADCY8,EDEM1,EXT2,CHD7,GRK2,CUTC,DERL2,KIF5B
548,CTSO,SCX,PQLC2,SGCG,CACUL1,TARDBP,RAB5C,TMEM79,MFSD6,TMEM178B,SMIM15,GJD4,AGFG1,KIF5B,C2orf76,HEMK1,SDHC,SLC22A23,PRPF3,SLC40A1,BET1,MRPS7,PDHB
549,METTL8,ATAD3A,CAP2,CD276,TMEM150C,CDC5L,LHFPL2,NOC4L,SOCS2,PDS5A,TAB3,BRICD5,KCTD17,LDLRAD4,CALM1,AKAP11,PLSCR1,GLG1,PPP2R2A,ERCC6,TRMT10A,PDK1,KIF21A
550,GNE,CWC22,UFD1,CREG1,MBL2,PANK4,NME2,RNF7,GJA3,RFC5,GEMIN2,RF00392,REPS2,ATL2,UFD1,ARL15,FEN1,FAS,PNRC1,ACADS,TYW5,SLC39A11,FLAD1
551,SMAD3,AP3S1,NF2,SLC12A2,RBPMS2,ZRANB2,HNRNPA3,TSG101,HEY2,GRP,C1orf50,CYP26B1,CEP135,PPIL2,WWP1,ULK1,TPMT,SHQ1,HMGB3,ARL6IP1,RSBN1L,LMO1,HOXA4
552,SQLE,DR1,HDAC4,PEX13,SIL1,NEK9,UBC,VEGFD,FAM181B,USP48,IGF2BP3,IAPP,VPS37C,CFAP410,SMIM8,SNX14,LRWD1,C25H1ORF43,ISCA2,ALG5,PKM,SUGP1,ASPSCR1
553,EFTUD2,NOC3L,ADAMTS6,LFNG,FAM8A1,RAB7A,SLC30A4,ARHGDIA,GADL1,BEGAIN,WDR81,CYP3A5,UBE2O,DRAXIN,VAMP1,TTI1,NR4A1,PABPC4,HACD3,DISP1,LPAR2,CSNK2A2,PSMC3IP
554,PPM1B,MED21,HOXB6,DGKI,ARIH1,PRPF6,TCEANC2,DLD,DUOX2,CYP20A1,NR0B1,DLX2,TCIM,HHAT,SEC61G,CAV3,OASL,CDC26,PPID,CYB5R4,FGFR3,Wpkci-7,AP2S1
555,MTPAP,CTTN,CCDC127,OPCML,TOR1B,PSMD4,NSUN5,ATG5,HPCA,KLHL2,NAA40,BARHL2,LRRC71,CHN1,WAPL,ANKRD52,APPL1,CUBN,DNMT3B,ASB6,SEPT11,WNK1,CERK
556,XPO5,DTYMK,SGTB,LHX9,OPTN,AIMP1,PRPSAP2,FAM114A1,MMR1L2,EDC3,EIF3M,IL1B,IGSF9,COL13A1,PSMA4,STOX2,CNGA1,RIMBP2,ZCCHC10,AP2S1,NDUFB1,PRPF4B,PLEKHM2
557,DCAF7,SCNN1B,ALKBH3,FAM76A,ETS1,MCM5,P4HB,DAZAP2,SNPH,RSPH1,NDUFA8,LINGO2,SAR1B,DDHD1,PCYT2,FAM3B,PODXL,DCAF10,UFD1,MAPRE2,LYPLA1,ACSL3,ACER3
558,UNC45A,MAP2K1,GPR135,USP53,TENT5C,FBXO9,VLDLR,PDIA6,CASP8,GOLGA7,BCL9L,MIP,EDNRA,IMPG2,EIF3I,ST8SIA3Z,SIX1,RECQL,APPBP2,ANAPC15,RTN4,MSL1,GAPVD1
559,MIEN1,REXO2,NFIL3,SLC35F4,PRKAR2B,PPP2CA,MAGT1,NUDT21,cmi9,Nox4,ST13,RF00581,LRRC45,PATL2,AP2B1,WNT9A,PAK3,OTUB1,SDE2,SMO,FUCA1,SETD2,TMEM138
560,ZNF704,C11orf58,LRRC49,CRMP1B,GJD4,PRDM11,HEATR3,ARPP19,TTLL9,H-RAS,BMF,GPAT2,MYBL1,PCOLCE2,TCF12,RASSF5,CRAT,IQUB,PDCD5,CRIP1,ATP11B,SP8,SLC39A13
561,PACRG,JUP,LPGAT1,FGFR1OP2,PCP4L1,PIH1D3,SF3A2,SRSF5A,KCNAB1,METTL5,APBA2,CDC14A,SOX21,FUNDC2,CEBPZOS,MYCBPAP,MLST8,JAG1,PPIH,PLPP6,ERLIN2,ELMO2,TMA16
562,EGR4,IER3IP1,C3,RHAG,NFKBIE,RNF2,SOCS4,AKR1E2,GPN2,CP,ZFP64,KANK3,ACP5,ZNF282,CHAC1,ZNF827,PCDH8,SLC26A2,KIAA1211,MOCS3,SSRP1,NFE2L2,KLHL12
563,RHO,ACSL1,SCPEP1,GPR50,MC2R,EIF4G3,MBIP,TALDO1,PLSCR5,LTF,TAF13,PPIL4,TYR,EEF2K,IDH2,FBXO40,LRP6,STAT1,OTX2,GOLT1B,GTF3C1,C3H6orf120,GLDC
564,DNM1,ARFGAP3,ORMDL3,UBE4A,CA12,ALPL,SEC61B,SNRNP25,EXT1,CYP4V2,DCTN5,AIFM2,FBXO22,CETP,CAPRIN2,NYAP2,FBXL4,VAMP4,UGP2,RECQL,MUTYH,DERA,OGT
565,CCNL2,ARNT,ARHGEF6,ITGB1BP1,CRNN,DHRS3,SURF2,LANCL2,ARTN,MMADHC,TRMT13,ZSWIM5,POMT1,ZFPM2,OLA1,EMID1,KARS,CSAD,FERMT1,LYPLA1,RAB3A,GLB1L2,SSBP2
566,OXNAD1,PUS1,JMJD1C,ANKH,ZP3,TK1,HOXB4,SARNP,TM9SF4,MCMBP,VPS35,ACTC1,PHC3,VPS37D,SPHK1,AK7,FBXL8,SOS2,EIF2S2,VPS35,FAM107B,PPIL3,CENPO
567,SLC25A42,POMP,WHRN,ZC3H12B,SLC38A7,ARID4A,FMC1,DSTN,DNAJC30,GST2L,TNFRSF10B,RIMS2,DEGS2,SGIP1,SNAP23,LPAR3,DHX35,TRIM27.2,KLHL7,MED30,LPL,NSMCE1,MED30
568,TGFB3,WDR43,ARHGEF11,PHACTR2,NAB2,SLIT2,ROPN1L,TMEM30A,OGFR,SPART,KLHL14,WAS,ECM2,LANCL3,BCCIP,APBA1,CHMP1A,KYNU,TNIP2,TGFBR1,IAH1,NR2C1,CXCR4
569,VEGFC,DGUOK,UTS2R5,RF02140,TSC22D3,CRNKL1,SNX1,DST,NUDT2,MARCH1,MASP1,XCR1,IGFALS,ASCL2,DHFR,C1H2ORF49,LYPD6B,ACE,SEC24B,CD164,RASGEF1B,FANCG,TGFBR1
570,POLR3K,HSPA8,CHRNA3,CENPF,TMEM61,CHD2,NDRG3,PRKACB,MPG,SH3KBP1,HSP90AB1,GRIN1,ZFP36L1,ECHDC1,FAM206A,SORT1,FYB2,TLR2-1,NTNG1,MMD,HOXB8,PRELID3A,TMEM39B
571,AKR7L,SFRP1,FNDC3A,GSTM2,SMAD1,PPP1CA,ANLN,ARPC4,DDHD1,UPRT,NDUFB1,PGR2/3,SLC38A3,WDTC1,ADORA2B,XPO4,RECK,YY1,TICRR,SLX4,NVL,VAMP7,RPUSD2
572,HELQ,TOMM7,CYB5D2,AGTRAP,APC,PTGR2,NOP56,WSB1,DDX17,NMRAL1,DYNLL2,NTRK1,CAND2,PDGFC,FASTK,PAN2,LARP6,COX18,OTUB1,NR1D2,CNN2,ELP2,NFYC
573,CALCRL,BCLAF1,POLL,AFMID,CEP85L,NOTO,HSPD1,BTF3,PDCD7,GAPVD1,SUMO2,MON2,METRN,TOR2A,CLNS1A,CAVIN4,PTPN12,CARS2,GNPTAB,WDR35,ARHGAP17,PARD3,GBX2
574,PCDH17,TRMT1L,SERTAD2,SRGAP1,COMMD8,CETN3,SDC2,ARCN1,TMEM117,MTPN,TXN2,BICD1,DPEP1,MCAT,SELENBP1,RB1CC1,MBNL1,AP4S1,CENPE,TNIP1,PLEKHA1,VEZT,SPOCK3
575,ADAM11,PIP4P2,SCAP,ABCA12,NMU,LRP2,VRK2,RBX1,ASB12,HS1BP3,ACAA1,AMN,SP7,PKNOX1,PIANP,ZCCHC8,SPRY2,SRPK2,MTFR1L,SCAMP5,PDCD4,CCDC167,ORC3
576,PLAGL2,SRSF6,CDK7,BAHCC1,SIAH3,NSF,PTGR1,COMMD7,ABHD8,CD2AP,C5H15orf57,SLC44A1,FAM237A,AMER1,MDFIC,BRCA1,AFF3,WDR35,PTGS2,CDC42EP4,MTMR6,TMEM128,N6AMT1
577,METTL23,CIRBP,CELSR2,ZNF513,SLC38A8,SORBS2,P4HA2,GPR157,RAG1,RAP1B,BCAP31,DCAF5,FRMD4B,LGI1,SNX12,ADH1C,RERG,IL1R2,VIM,ACOT13,ZFYVE19,ZBTB1,S100A6
578,NAXE,TRPC3,RAPGEF4,EEF1B2,INPP5F,CYBC1,WDR61,COPS2,NRROS,CAT,TFB2M,CFAP45,K123,EPHB2,TM4SF1,NDUFB7,CNKSR2,BRT-1,CHP1,APLNR,BIRC6,GLT1D1,DAP3
579,AUH,UPF2,MYBPC1,SPTBN1,CAP2,HSPA8,USP19,ITM2B,TANC2,RAB21,SIL1,SBSPONL,STAR,SYT11,DCPS,OASL,ELMSAN1,TRARG1,ACKR3,CDH20,ENDOG,RBBP5,RIT1
580,IFITM5,HNRNPU,GLB1L2,POLA1,GPR68,FAM188A,FAM207A,DCAF5,APH1A,PCBP2,C26H6orf106,KLHDC1,PIGV,MIOS,NUB1,ADI1,ADAMTSL1,APOBEC2,PDK1,TERF1,CROT,SNF8,LRPPRC
581,IARS2,SNRNP40,H2AFV,TMEM9B,GPATCH4,ATP2B4,KRR1,C3H6ORF203,DLAT,MTMR6,PRNP,LPAR2,RNF32,NDEL1,CELF1,C6orf62,DLGAP1,PROK2,PLIN4,GNLY,RIOX1,SRP19,ACAP2
582,FAM162A,SEC61B,GALK1,GALNT13,TM9SF4,SERHL2,TLE1,POMP,C18orf21,ATP6V1A,ATP5MF,RASD1,IFT172,SPAG17,PDSS1,KIAA1524,SUPT6H,NFX1,UBFD1,RAC1,GCDH,DUSP14,TCF25
583,CABP2,RRAGB,PLA2G12A,HACD2,Cbln2,PELI2,GARS,WDR48,INTS3,KIF25,AvBD10,TGFB3,BSDC1,PCDH15,TNFRSF10B,TMEM131,NTF3,TAB2,NT5C3A,PSMA2,COLEC12,AMY1A,DCUN1D5
584,TMEM70,CARHSP1,DIRC2,ASXL3,WDR59,NEUROG1,LSP1,SLC30A5,USP5,EPS15L1,ACADL,CEP19,FBXO25,ELOVL3,RAD23A,H2AFX,TMEM254,SLC30A7,PTPRQ,CD151,MSANTD2,ARL6IP5,FBXO5
585,CNPPD1,IMPDH2,CCDC88A,TNFRSF18,TRIM35,AvBD9,FBXO2,EIF1,SS18L2,LXN,TSTA3,BAK1,SLC39A14,IL-12B,HJURP,PARVG,METTL25,PTCHD1,CTSD,REPS1,ACYP2,PCDHGA2,CUL3
586,SUSD4,EIF3B,PALD1,ABCD2,UPF1,B4GALT6,GPC3,RACK1,DBX1,SLC25A39,CEP78,TSPAN15,VPS50,CASP18,DMXL1,C2orf88,MRNIP,IKZF2,EIF4G2,MIS18BP1,CWF19L2,ZPR1,PSMC3
587,MFN1,CITED4,KMT2E,LRAT,SYNGR1,TMEM263,PSMD10,GRHL3,PIKFYVE,FAM96A,TNFRSF1B,HAND2,PRKCZ,JADE2,SURF2,LRP6,ZC3HC1,DYM,DYNLRB1,TES,AKAP1,TMEM231,ETV6
588,FDPS,GDI2,TBC1D31,SLC25A29,FLI1,FRA10AC1,ENY2,ALYREF,PI4KA,ENDOD1,SERPINF2,CCDC181,SCRN3,GNB4,IARS,RBL1,ACKR3,SAP30L,DYNC1LI1,SCPEP1,BBS4,B2M,SWAP70
589,CNTN1,RAB27A,SRPRB,HHLA2,PRKCE,PSMB6,TWSG1,MRPS28,ERAL1,PDPK1,CLNS1A,JUND,PCYOX1,SERPINB5,CUEDC1,XCR1,CKMT1A,ASB9,ADNP2,MRPL15,C1orf174,YPEL5,LRRC40
590,IPO7,TRUB1,CALML4,ST6GAL2,PDZD7,PRKDC,DNM1,SSR2,TTR,NAALADL2,EZR,SNCA,LRP2BP,SHC3,MORF4L1,RGS13,DCLK3,ARG2,TAF5,MT3,CACUL1,CCDC66,RMND5A
591,ACAP2,EIF3F,MMP13,ACAP3,KRT20,PHTF1,ARFRP1,MRPS33,KANK3,TEC,FRMD3,LHFPL6,AMD1,KCNJ16,CPNE1,SVEP1,TADA2B,GNLY,TWF2,VIRMA,SNN,YIPF2,CHMP7
592,EPC1,PSMC3,WNT5A,MAP1B,PLCL1,HDAC4,TIPARP,SMAD6,SEPT10,ESPL1,MGMT,STC2,SEC24A,C1S,MRPL47,IL18RAP,SLC25A3,C17orf75,PRPSAP1,FAM208B,NCLN,ZFC3H1,TBC1D1
593,SEPT2L,UBE2N,GUCY1A1,ANKRD44,RGMB,ZIC1,SEC61A2,MVD,MT3,CTSV,MAST3,SUPT6H,ZFC3H1,HSPB3,CDCA9,STRN,AAR2,MYO18A,HK1,GSPT2,SMARCA4,SFRP2,SELENOI
594,CEP68,TRMT10C,DOLPP1,SLC48A1,NTHL1,AK4,TRAF3IP1,GABARAPL1,TMEM181,DLST,CSNK1G1,MYL1,BMP7,F10,CDHR4,PUDP,LRRC74B,CHCHD2,LRPPRC,DOT1L,RORA,EPHB1,SLC5A6
595,ILK,ID2,PHF14,PIK3AP1,ERGIC3,NDUFA10,NDUFB2,SUGT1,QKI,MCCC2L,PIGBOS1,KIRREL3,CEP250,NT5DC3,ZCCHC9,NBEAL2,PANK3,NKAP,CHST13,TM7SF3,REEP1,MIF4GD,PXN
596,BOC,BTBD17,CDX4,DAPK2,ZCCHC24,RPL4,ATP5MC2,SCIN,PLXNC1,ATF7IP,CRNKL1,BOP1,ACOT12,EGFL7,MAT2B,KLF2,SYK,CUX2,CARS,MOSPD2,PRCP,FAM49B,CPLANE2
597,DVL3,BCL2L1,SNRPG,UTS2B,CDH15,POLR2C,QDPR,RAPGEF1,ANKRD13D,PPCS,SNTB1,ACSBG2,CHST8,NDUFAF4,NEDD1,RTCB,SEC22C,KCNMB4,MOB3A,CTBP2,AKTIP,GLB1,VPS45
598,EMC6,CIB1,SNX29,NIPAL4,PTGES2,HDGFL3,ACAD8,SRP19,OPRL1,USP46,LGALS8,GTF3C3,TPD52L2,RCAN1,C1D,PCMTD1,KERA,CCNG2,HNRNPA2B1,DICER1,IGF2R,BTBD10,PIGA
599,HADHA,CHTF8,CCNI,FAM19A2,UBR1,HACD2,BLMH,HNRNPH3,IRX5,USP47,PARP16,KIF12,GMFB,IRAK1BP1,CYP3A4,SPCS2,PDE6G,CFAP45,NMRAL1,FZD2,GSTZ1,THG1L,TRPM7
600,HOXB4,PPP3R1,IFT74,TPBG,NUFIP1,ANKRD13A,PSMC6,OAZ,GRIA4,SCAF8,CYB5R2,ADARB2,PLCL1,CHCHD10,SLC35B2,TK2,PITPNA,PEA15L2,SNRPD3,FOXRED1,UPF1,NEMP2,SLC16A9
601,SPTLC2,NDUFS3,GLG1,LRRC10B,TMEFF2,SMARCB1,REEP5,CTDSPL2,ZNF142,DIRAS2,CAPRIN1,SLC13A2,GRB14,AARS,RF00425,TLK1,SYBU,IDH1,KAT2A,CCPG1,DHRS4,EXOSC1,RNF141
602,SRPRA,TRABD,RFT1,COL28A1,ROR1,STX10,ACAT1,TMED2,AMACR,PPP2CA,UBE2K,SLC30A2,DUSP28,HMP19,HSCB,CKAP4,RARB,MTRR,SNRPD1,FKBP51,ATG4B,HABP4,SPDL1
603,WARS2,RPS15A,SRBD1,KIAA1324,FXN,GEMIN2,RORA,ARF6,SLC39A12,PTPRG,ITGA1,GAREM2,TBC1D2B,CHORDC1,WBP4,MSL2,KLHL32,CNTNAP1,KCTD8,ICMT,RPAIN,RNF114,PRMT3
604,ACO1,ADK,TRUB2,SAMD13,ADGRG6,POLE2,PARP1,COPE,PAXIP1,MYC,MTX2,SELENOM,GPR133,LRRFIP1,NCOA7,LIPT2,C5orf22,SFRP2,WSB2,DOLPP1,APOA1,TPD52,CERS5
605,EIF4EBP2,ABAT,STAB1,NPNT,ARPC1B,DNAJA1,MORC2,LSM6,RTN4IP1,NUP43,POT1,MAP3K12,PGR,GORAB,ADK,CLIC2,TRPM6,CD164,NFS1,HBP1,UTP20,ARHGEF12,TRAPPC2L
606,KLHL21,MED17,XBP1,ANKRD66,PES1,NDUFB9,TMED7,PSMF1,CHFR,MARCH7,NEIL3,SLC18A3,CMTR2,STX12,AGL,NTS,SLC25A46,COX7A2L,KBTBD2,CPSF6,POLR1D,KIF21A,DCUN1D4
607,HSD17B10,BTBD6,ADGRF5,USP49,RIMS2,GTF3C6,DPM2,FAM169A,LAMA1,TEX10,SYT8,SLC9A7,HTR2A,SETD7,MRPL22,EXOC2,GRIA1,NLRC5,POC1B,TNFAIP8,NFKBIB,GFPT2,CDC25B
