,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges,14_names,14_pvals,14_logfoldchanges,15_names,15_pvals,15_logfoldchanges,16_names,16_pvals,16_logfoldchanges,17_names,17_pvals,17_logfoldchanges,18_names,18_pvals,18_logfoldchanges,19_names,19_pvals,19_logfoldchanges,20_names,20_pvals,20_logfoldchanges,21_names,21_pvals,21_logfoldchanges,22_names,22_pvals,22_logfoldchanges
922,UGP2,0.2058058570266569,0.1755146,IPO11,0.0013146606849940659,0.48981723,YLPM1,0.2606655826160175,0.40663072,RAB37,0.2305157102848298,1.6746184,CYB561A3,0.47089006130791666,0.3418241,KIF23,0.030330211675806747,0.42950004,HSCB,0.057812329279072344,0.42907396,GSPT2,0.008447530387782695,0.5480038,STXBP1,0.6639121897004143,0.26730838,SNX6,0.2572444253966812,0.31695876,EIF3L,0.0980814257483896,0.37929073,ATP1B4,0.5197923680413521,1.8747315,LOXHD1,0.5257385604491358,1.8361663,APBA1,0.5470344233754031,1.6955277,TMEM214,0.2153755912074768,1.1884685,RBM33,0.572393535252742,0.97851604,KLHL24,0.5448138294442502,0.48606384,AFAP1,0.4678781845365976,2.385047,KIF4A,0.25666919983387937,0.9152288,PEX5,0.7281691442802705,0.8696817,VAMP1,0.7227971492760424,0.90248215,UBTD2,0.7844735898605906,0.6695273,HAS2,0.8145433369139445,0.5733092
923,AQP3,0.20588904729031407,1.1924121,NUDC,0.001316674423040235,0.31663764,WDR91,0.2619749039895722,0.24192555,CCR4,0.2305157102848298,1.6746184,ZDHHC2,0.47160356210036447,1.3289789,SLC25A17,0.030435521271495722,0.49978265,SF3B6,0.05782710847906113,0.32089213,SCAPER,0.00850883677102353,2.1887841,LMO1,0.6644810524263294,0.24486814,PLCH1,0.2574468095440382,1.321195,CA9,0.09825693480954521,0.4537134,PPP3CC,0.5197923680413521,1.8747315,HS3ST4,0.5257385604491358,1.8361663,GPR146,0.5470344233754031,1.6955277,PTCD3,0.21559774467038853,0.80912286,WFDC1,0.5724122797089031,0.9882949,TGFB2,0.544939991294533,0.6229768,BIRC6,0.46663275987090935,1.3772483,XPNPEP3,0.2620009040248022,2.8135722,PPM1D,0.728905456601658,0.8734858,RRN3,0.7228438384985817,0.91147894,CCNL2,0.7847720313145186,0.6660988,MRPL37,0.8153896773933735,0.5667726
924,GREM1,0.20602677939253125,1.5279866,STOML2,0.00131969625168205,0.3434818,TRPM3,0.2622174873925713,0.89642286,PRIM2,0.23082654219541168,0.32666174,CYP1A2,0.47160356210036447,1.3289789,SSU72,0.030563980685632104,0.4556524,MGST1,0.05785897545161569,0.5076525,SNRPD1,0.008454792017273388,0.33283314,SMPDL3A,0.6658403821191052,0.56241107,RLIM,0.2578527191669629,0.42595127,STAB2,0.09851179605965771,2.3739917,FAM185A,0.5197923680413521,1.8747315,PTPN7,0.5257385604491358,1.8361663,BTBD19,0.5470344233754031,1.6955277,CASP8,0.21578118899467644,1.1884685,IGF2R,0.572849926355712,0.66149557,HLX,0.5461074994702295,1.725861,PLEKHA7,0.4679750227754802,2.404349,GATA4,0.26202339528745655,2.8185184,CC2D1B,0.7295284718717524,0.86228323,PLIN4,0.7226602806395466,0.59482574,OSTF1,0.7848468647958632,0.67686605,YTHDF1,0.8161669735372276,0.5150998
925,EN2,0.2064591832828477,1.0383006,XRCC6,0.0013391631597894284,0.5644586,KBTBD4,0.26240424294777687,0.52424663,RTN1,0.23107335312608387,0.7115813,DDAH1,0.47160356210036447,1.3289789,SUB1,0.030620959393044184,0.22904256,RNPS1,0.05788855458965937,0.39282572,MRPS16,0.008491669075092962,0.7313965,CYP2J21,0.6658403821191052,0.56241107,PHF10,0.25932173225813687,0.47273126,ATP6V0A1,0.09836488418102708,1.1713457,IRX2,0.5197923680413521,1.8747315,PTPRN,0.5274360432522193,1.1243594,NYAP2,0.5470344233754031,1.6955277,LRRC40,0.2168674173110432,1.0860832,TCF7L1,0.5730866240164657,1.5528516,R3HDM2,0.5464530734067956,1.7191588,OLFM3,0.46820245519060577,2.377664,UBXN2A,0.26259772199055775,2.7952974,NUS1,0.7293696261731242,0.45117065,ACP1,0.7228452705199636,0.59858954,USP16,0.7867297121449703,0.6602986,IARS,0.8156688852374179,0.38218868
926,TRH,0.2069014720549693,0.59842145,RBM39,0.0013402448283580677,0.40537867,SAG,0.26292097550965254,0.64057606,LNPK,0.2312019957965603,0.4057137,GGT5,0.47160356210036447,1.3289789,MYH10,0.030747745236796423,0.30640164,ALG8,0.05804500745748372,0.6392577,PAFAH1B1,0.008491254781204301,0.49794602,UBE2V2,0.6659775181261047,0.10399326,HBP1,0.2602555445295051,0.6733789,EIF4EBP2,0.09833087988567306,0.47825688,FAM83F,0.5197923680413521,1.8747315,TSPAN6,0.5278480215625025,0.35906056,AKAP6,0.5470344233754031,1.6955277,XBP1,0.2170182340306782,0.76201665,POLR2L,0.5731272506036824,0.23599602,AP4B1,0.5466289465902393,1.0697682,HIP1R,0.4668907195246048,1.3754034,RNF10,0.26081912560452697,1.9146868,QPCT,0.7303283025261853,0.5801538,PRKAB1,0.7232334684439601,0.89775753,XRCC5,0.7875369223481928,0.65541106,HMGB2,0.8165714196264615,0.18618764
927,CNMD,0.2071805745479004,0.36967748,PQLC1,0.0013508728675599977,0.9131354,MRPS30,0.26293720776716434,0.20570663,LMNB2,0.23126294573955866,0.19286025,CCDC148,0.47160356210036447,1.3289789,KMT2E,0.030863499485656577,0.58957535,FAM172A,0.05809745599425998,0.5624142,TUBA3E,0.008516434021577883,0.44927904,ST3GAL1,0.6660765217121523,0.39109823,PNPLA4,0.2609021465253809,1.9083215,C4orf48,0.09850139885744529,1.3016422,MN1,0.5197923680413521,1.8747315,PDSS2,0.5281971412881343,0.73973423,ZFYVE9,0.5470344233754031,1.6955277,BRI3,0.21736923163547356,0.6006042,MXI1,0.5737936775503762,0.66480094,CWC27,0.5466664579590605,0.5104331,TJP1,0.46818820668172556,2.4121947,GOT2,0.2588235566502684,0.964987,BUB3,0.7307205468106425,0.38965198,PEX10,0.7239530767683747,0.89731944,CCND1,0.7889495691731938,0.43726227,IDH1,0.8165852510708147,0.56731963
928,FLOT1,0.2073420283864252,0.29545844,CSE1L,0.0013618489202025432,0.33785743,ARHGAP10,0.26305058010570864,1.556995,MXD1,0.23145348003802255,0.28572986,GPR171,0.47160356210036447,1.3289789,ACTB,0.031023016203288515,0.11877759,H3F3C,0.05809114779668359,0.17226553,FPGT,0.008535814599598747,1.2517517,RPS6KB2,0.6685061799350451,0.47203052,MOB1A,0.26142253670586457,0.7749297,VPS26A,0.09920804971615738,0.46335852,UHRF1BP1,0.5197923680413521,1.8747315,PTCD2,0.5282010585397754,0.5414065,CD180,0.5470344233754031,1.6955277,ITIH5,0.2188210051096888,3.471037,SLC41A2,0.5743693236056486,1.5396312,NKX2-1,0.5470360543864233,1.7145306,GALNT6,0.4682988827075971,2.3968678,FANCL,0.2586208536434644,1.499334,ZNF207,0.7315783881956418,0.27469286,ACVR2A,0.724688990047342,0.8342488,ZNF644,0.7888686780375352,0.44255325,ABHD17B,0.8169077348084915,0.56260633
929,ITGB8,0.20739791615607409,0.9151219,HBS1L,0.0013676428437820938,0.6106982,CEP112,0.26336599293233887,0.3686069,RBMS3,0.2318901863757828,1.1346701,SPO11,0.47160356210036447,1.3289789,ESRRG,0.031217771358660933,1.1666243,STMN4,0.05815274549750618,1.0434405,CLPX,0.008544809742797487,0.8698775,REM1,0.6688350417403914,0.70507467,DCUN1D4,0.2616410331339094,0.52441794,XPO7,0.09921930381611394,0.41857457,FYB,0.5197923680413521,1.8747315,SART3,0.5286281799688215,1.129776,IL1RL1,0.5470344233754031,1.6955277,ART4,0.2188210051096888,3.471037,TRAK1,0.5743693236056486,1.5396312,DOCK4,0.5470360543864233,1.7145306,MAOA,0.46857877256940217,2.4074233,TMEM65,0.259963071216879,1.899558,ABHD17A,0.7331338085157941,0.5516441,ADK,0.724477412770608,0.59567267,CFDP1,0.7892661866720367,0.647053,NKAP,0.816931921870209,0.5582298
930,SRF,0.2076504443929335,0.33343312,WFDC2,0.0014008980910575806,1.7587289,CDK15,0.2635848005269454,1.0425768,RB1,0.23202252440316928,0.300139,SLC6A20,0.47160356210036447,1.3289789,CFL2,0.03142837159623903,0.44123036,EFHD2,0.0582010466559455,0.88003284,RHOBTB2,0.008640181839098723,1.0601668,ANKIB1,0.6688350417403914,0.70507467,IFIH1,0.2619851015559403,1.9098166,GLB1L2,0.09958243020847238,0.85851717,TEKT1,0.5197923680413521,1.8747315,SLC38A1,0.5297657371079856,0.6537448,NPS,0.5470344233754031,1.6955277,C2CD2,0.21877369688480966,2.2327104,GCGR,0.5743693236056486,1.5396312,SNX29,0.548429046952031,1.0395328,KAT7,0.46672144324402753,0.6513397,SPART,0.26297796555532016,2.8060164,KANSL3,0.73349490749903,0.8416199,CMTM8,0.7256642031738225,0.5976811,BUB1B,0.7891996068328029,0.4461764,FBXW7,0.8175081046229316,0.55383617
931,KCTD18,0.2077567089241571,1.1143383,STUB1,0.001397524235165547,0.4623182,MDM4,0.2635848005269454,1.0425768,TGFB2,0.23251202913929547,0.29726073,CCDC84,0.47160356210036447,1.3289789,SCN3B,0.03151393398275497,1.3853481,UBE2Q1,0.05821389295006616,0.3323054,ZNF622,0.008648340812080685,0.77304536,TRIM13,0.6704299059438118,0.22949341,B3GAT2,0.2628643174551468,0.8459441,PRPSAP1,0.1002850246359228,0.77296925,TNNI3K,0.5197923680413521,1.8747315,MTSS1L,0.5298597767062784,0.6464047,PRPS2,0.5472394699556449,1.0671,ARL8A,0.21906084246220456,1.0050292,PGAP2,0.5741812539476078,0.64892954,CLMN,0.5489002993260006,1.6921319,ICOSLG,0.4692725492053864,2.3746524,HNRNPA1,0.25889488406373584,0.73098445,LZTFL1,0.7335132520009142,0.8524044,CYP19A1,0.7272023064185764,0.88025314,IRF6,0.7892409477044842,0.6748305,AP3S2,0.8194120978794759,0.5437296
932,DSEL,0.2077567089241571,1.1143383,ARPC1A,0.0014091696033357054,0.45580342,FYB2,0.26385331201072193,1.1575625,COLEC11,0.23263378269527765,0.5253137,GMPPA,0.47160356210036447,1.3289789,SREBF1,0.0315343875554381,1.0667901,PTCH1,0.058363673102452884,1.6727904,TTK,0.008676013659638812,1.2042477,SHISAL2A,0.6709200792865813,0.4767796,ZPR1,0.2628675151331847,0.34296092,KBTBD2,0.10048417232763261,0.8771613,EFCAB5,0.5197923680413521,1.8747315,HYAL2,0.5302053146565535,0.46586838,WASHC2C,0.547269539772643,0.6677553,CLN8,0.21961155282622796,1.061883,S1PR3,0.5746857223538309,1.5607164,SCUBE2,0.5493392796138751,1.7099168,MAL2,0.46936331129033926,2.393816,DSTN,0.2592305229362623,0.7277844,ARFGAP2,0.7342508825938451,0.84104043,HEATR6,0.7272096352510767,0.8872973,EIF4G1,0.7896395193587591,0.6426916,PARP1,0.8193547974962442,0.24313223
933,PRDX6,0.20782243771468228,0.122591496,BZW1,0.001410889711882406,0.2548276,MORN2,0.2646116304601384,1.1569545,ARGLU1,0.23280222757464722,0.15997973,NHLH1,0.47160356210036447,1.3289789,FGF1,0.03160610752837015,1.6802984,DNPEP,0.05840694655170536,0.53473395,DIS3L2,0.008687700634752367,1.4256852,MST1R,0.6713801572932966,0.4716734,KCNS2,0.26316633983394194,1.8794973,GJC1,0.1006434768343684,1.0100759,ANKRD1,0.5197923680413521,1.8747315,KCNK15,0.5316000002623378,1.8239504,POMGNT2,0.5475993372389754,1.0901505,MRPS30,0.21937956761439725,0.73476046,RGS4,0.5749505931861993,1.4287181,PHIP,0.5496171828187923,0.6143574,COQ9,0.46788670526916676,1.0434668,LIMA1,0.26035598494136164,1.8908713,MGRN1,0.7344482193922108,0.83289504,DAZAP2,0.7269618149142346,0.58222765,CAB39,0.7907642342957939,0.5836988,ATP6V0C,0.8195060221654297,0.25120327
934,SURF4,0.20798132412867773,0.1400319,NRDC,0.0014179237032677964,0.4754131,GGH,0.2646116304601384,1.1569545,SSR2,0.2328707036925992,0.1492001,gga-mir-6659,0.47160356210036447,1.3289789,KPNB1,0.03157002426664521,0.37314487,NSA2,0.058430667513148946,0.30468237,GMNN,0.008670858654188584,0.70216805,ARFGAP1,0.6724081792844334,0.2364573,CTPS2,0.2631387348703658,1.0678275,CHRNA9,0.10090174950464315,2.376901,STAR,0.5197923680413521,1.8747315,DYNLT1,0.5323658504986848,0.28919953,EXOSC3,0.5476105344550596,0.405428,MZT1,0.2195415986830764,0.89854497,ZDHHC23,0.5753359683444781,0.97486174,KCNB1,0.5500725541334321,1.7170645,B3GNT7,0.47027745520055686,2.211382,HEBP1,0.26342331850639894,2.8006473,PTEN,0.7350968744617136,0.835646,CEBPZ,0.7281547032546685,0.584941,SRP68,0.7904423296067069,0.6466424,RAB2A,0.8200817469963786,0.29436597
935,PMEPA1,0.20808207908748105,0.80671954,TBPL1,0.0014337456012802935,0.8835174,AP5M1,0.264685852713953,0.19205584,ZAR1,0.2330215850439489,0.6701511,TRIB1,0.47160356210036447,1.3289789,P4HB,0.031664636183500156,0.21062702,GLG1,0.058585372072679505,0.43074042,KTN1,0.008673850017491441,0.8646898,RCC1L,0.672961805226779,0.25420624,NHLRC2,0.2630951343341408,0.80037665,TMEM132A,0.10083565672499022,0.8268657,RNF180,0.5197923680413521,1.8747315,PHF11,0.5334428978814438,0.6484447,WDR82,0.5484044986805681,0.4432952,SYNDIG1L,0.2209952354193565,3.4594,STOML1,0.5756562945242769,1.5265304,FANCI,0.5502724885832564,1.6987098,RAB33A,0.46959782610470613,2.3673217,ZFYVE21,0.2647273260358033,2.6600645,DCTN6,0.7350073786997617,0.4475764,LFNG,0.7292844195413353,0.59380186,ZC3H11A,0.7904645601934853,0.64730614,PLXDC2,0.8203886673997604,0.54062366
936,EPHA3,0.20812455534964405,0.49111706,CDC7,0.001435998932907221,0.6324465,KIF24,0.26492497755363753,0.79319507,SYNCRIP,0.23329928875340628,0.13339785,BMX,0.47160356210036447,1.3289789,IGHMBP2,0.03186932534035379,0.8470528,HDHD2,0.05870949276961426,0.9165436,DDX5,0.008673950743695613,0.32197633,NUP210,0.6732338072463921,0.4716735,CENPM,0.26326869057495106,0.624089,PAX2,0.10091157219951656,1.2185968,HELB,0.5197923680413521,1.8747315,UNC5C,0.5334948723520484,0.7475629,ZCCHC24,0.548745847627006,1.7406275,KDSR,0.2209833553710024,2.349448,SUSD2,0.5756562945242769,1.5265304,VPS13C,0.5502702270257955,1.0553701,KLHL14,0.46959782610470613,2.3673217,SRSF10,0.25978540050637855,1.2487282,RBX1,0.7362745675509408,0.38187125,UPRT,0.731213077617233,0.86604345,RTFDC1,0.7908412120278179,0.4386367,AGK,0.8212426246302329,0.5499866
937,DDX42,0.20814145569293416,0.21726052,NT5DC1,0.0014370736456533909,0.6904638,PRKD3,0.2669974529093513,0.50889885,MYO1H,0.23350128024759229,0.4175318,RHBDL3,0.47160356210036447,1.3289789,KDM5B,0.03186300817517059,0.31650424,TMEM167A,0.05869385357058637,0.40639436,MYD88,0.008735925720588556,1.5749953,FGL2,0.6736666540907488,1.0573058,FAM124B,0.26415798410644176,2.7629466,RNF219,0.10107911541456611,0.7696965,DNER,0.5197923680413521,1.8747315,ETV1,0.5335620032012487,0.53366184,HIF1AN,0.5486292327754274,0.61369336,YIPF4,0.22042579739808987,0.9995794,HHATL,0.5756562945242769,1.5265304,CDH5,0.5506243528910215,1.6921319,TOX,0.46992341015187533,2.3600283,FAM173A,0.26371293436864446,2.7972813,SLK,0.7367046112639728,0.83282334,RBM5,0.7317554209429283,0.57316947,CEBPG,0.7911059285166949,0.6476711,ENAH,0.8229982310587998,0.5460265
938,GNS,0.2082108896823848,0.31650138,TSG101,0.0014394550813672006,0.46022972,PLEKHB2,0.2690487536777104,0.31988186,CHMP6,0.23354769922113888,0.23020391,RMC1,0.4720573362976236,0.2999895,MIPEP,0.03192025546597614,0.60785574,YIPF3,0.05874534642251244,0.4773783,EIF4B,0.008754383458239519,0.8331771,NIM1KZ,0.6736666540907488,1.0573058,RNFT2,0.26415798410644176,2.7629466,B3GALT2,0.10144660934024277,2.937809,ALX4,0.5197923680413521,1.8747315,HTR6,0.5338124944136784,1.79454,NDUFAF6,0.5491464145803028,0.41878825,ELK4,0.22189474793408148,3.4038625,ACTN4,0.5756562945242769,1.5265304,LPIN1,0.5512080639326774,1.6875889,NSUN5,0.4689352264196649,1.3746486,FBXO46,0.26512963675275014,2.8513522,PUS7,0.736894435652094,0.8303318,NKAIN4,0.7336681173754238,0.8118461,MORC3,0.7915279086510238,0.6457324,PSMD3,0.8230116653707162,0.28910542
939,SOX10,0.20826048376989553,1.4012913,NUP107,0.001470841978667624,0.60059863,POR,0.2692457953772277,0.26084197,RPN2,0.23393596189608845,0.16519487,WWP2,0.4726112457491317,0.3293191,SNRPD3,0.03191848133732488,0.23235857,ZNF503,0.05887592583450118,0.57802415,HACE1,0.008845530342729752,1.6163231,ZBTB16,0.6736666926449527,1.0573056,UBE2A,0.2640167254014387,0.3816919,TSPAN6,0.10132595260262214,0.590295,DPEP1,0.5197923680413521,1.8747315,ULK2,0.5338124944136784,1.79454,ITFG1,0.5491597092560434,0.3528736,P2RX7,0.22189474793408148,3.4038625,GABPB1,0.5756968757285768,0.46852875,MFSD12,0.5512080639326774,1.6875889,DAZAP2,0.4684757449131651,0.75854415,CCNDBP1,0.2598118819454289,1.4969838,SPEN,0.7367204146454949,0.55696666,PUM2,0.7341620477015226,0.85205567,SSBP3,0.7914889679594616,0.43157172,CETN1,0.8234523837981876,0.5024888
940,SBSPONL,0.20906039609496782,1.1300749,NUF2,0.001476202052519928,0.46520856,POMK,0.26964698174870855,0.5349225,USPL1,0.23462098759060995,0.35770652,ELOVL1,0.47266131648322096,0.2876632,GABARAPL1,0.03193843513899224,0.6438369,SEMA7A,0.05904048479388322,2.215716,DNAL4,0.008893883840105477,0.80190724,ATAD2B,0.6747051069683183,0.47323787,PDIA2,0.2641763034272252,1.1579895,METTL21A,0.10143502001528161,0.9088512,SRL,0.5197923680413521,1.8747315,NDST3,0.5338124944136784,1.79454,DCAKD,0.5493360411405495,1.0498822,FGFR1OP2,0.2208354250792168,1.1783473,S100A13,0.5772527391659734,1.5342531,KCND3,0.5521460219010511,1.6765525,XRCC4,0.47066480193832205,2.3643312,NSA2,0.2596102168869338,1.0178722,CENPN,0.7379702020957297,0.8348634,EPCAM,0.7354837283404683,0.78574044,RAD23B,0.7922950527198412,0.5946319,IPO5,0.8234229695648446,0.2850357
941,GLI1,0.20955553235087163,0.6408458,VPS26A,0.0014792723757655764,0.43177825,AKR7L,0.2696555135715601,0.2596074,gga-mir-1585,0.2352138487912287,3.1334763,CENPF,0.4731059427947536,0.11963368,STX7,0.032022747691724876,0.79323083,TP53BP2,0.058958034991010176,0.5110919,XRCC5,0.00894096593752867,0.8735343,EXT2,0.6747874346016839,0.6849505,RPRD1B,0.26533342402846666,0.29054096,SPATS2L,0.101691842369148,1.2925906,EDNRB2,0.5197923680413521,1.8747315,UBASH3B,0.5338124944136784,1.79454,VIPAS39,0.5499746361514293,0.69993186,AHSG,0.22234115654547976,3.6321256,SH3BP5,0.5772647751988762,0.57995856,WASF3,0.5530863852484136,1.6655996,SUDS3,0.46882135759815935,0.6817873,PSMD7,0.25906250286572347,0.8225061,RMI1,0.7381771259872745,0.82918185,EIF2AK1,0.7354195931773246,0.8493649,SRSF4,0.7929858036293347,0.6463893,SEC63,0.8245249776767629,0.49779576
942,MYO1D,0.20986794510996729,0.75933963,POLR3F,0.0014851882892488585,0.6887609,LARGE1,0.27069410108774367,1.1281282,SLC6A19,0.2352138487912287,3.1334763,SLC35F5,0.47324387147922387,0.56891745,U2SURP,0.03207346744605952,0.5685535,CKLF,0.05899226563805784,0.63764775,CDC42EP3,0.009088054590201905,1.8317722,PCDHB4,0.6747874346016839,0.6849505,PERP2,0.26569649025713094,0.90465873,ARGLU1,0.10162497400988138,0.3910853,SH3BGRL2,0.5201299612807205,1.7835264,SLC32A1,0.533812506354887,1.79454,CEP192,0.5502035349254284,1.0540836,HVCN1,0.22138634648672878,1.4809834,ZMYND8,0.5774038928189102,0.64535654,BRINP2,0.5530863852484136,1.6655996,CCDC18,0.4709910524581241,2.3570528,ERLEC1,0.26438812343359913,2.779953,KPNB1,0.738259134931653,0.43778673,GOT1,0.7362134618848033,0.44311708,MRPS22,0.7939134425676349,0.62853134,DNAJC9,0.8257244109278997,0.3612704
943,CDC40,0.2108431717005044,0.34724763,OCLN,0.001497212840368953,1.6288953,ELAVL2,0.27069410108774367,1.1281282,DRD1,0.2352138487912287,3.1334763,gga-mir-6625,0.47554772782615584,0.61357576,HOXC8,0.03214700303110387,0.90281534,CDC42,0.059115861246317535,0.27988252,BID,0.00903655767408414,0.44151092,EPC1,0.6747874346016839,0.6849505,FGL2,0.26632550993397863,2.735087,VPS8,0.10184434764680018,0.5929581,ROR1,0.5199955022538163,0.5060296,DENND4A,0.5337781455881078,1.1024675,HYOU1,0.5501624554783568,0.287276,FANCF,0.22301632843784974,3.5368347,NAB2,0.5785426215407112,1.5212005,PPME1,0.5538191901092586,0.69586825,PRRG4,0.4710862347371444,2.3527713,C12orf66,0.26019540347470654,0.7241129,NOA1,0.7390272884131333,0.8204685,NOLC1,0.7369231882918175,0.8612416,OTUD6B,0.7940168957966771,0.42981973,UBQLN4,0.8262364839569436,0.35969076
944,IL11,0.2109276920240126,1.5138823,ARPC3,0.0014943217094731673,0.42811227,MPDZ,0.27080003072338804,0.24703199,EVA1B,0.2352138487912287,3.1334763,DTX3L,0.4757319695505935,0.34254694,FUT11,0.03220479890275415,0.93011105,CENPI,0.05936217886343686,0.8800043,RTRAF,0.0090661767711593,0.47091156,PTPRC,0.6747874346016839,0.6849505,STOML3,0.26665229290712467,2.686063,OTULINL,0.10203799292310572,1.468689,KCNA10,0.5230140802099588,1.1418856,F13A1,0.5337781754781863,1.1024674,MLEC,0.5504180844723969,0.41988137,TBC1D8B,0.2225646886925826,2.1865454,CNMD,0.5786700917610921,0.7459414,FBN2,0.554361362780013,1.7058023,GCSH,0.46917051333163085,0.550572,TRIM8,0.2607952368700023,1.4846027,TMEM132C,0.7393675412760362,0.8378182,TWF1,0.7372088824866552,0.8453684,BCL7A,0.7942134933533772,0.634318,HMCES,0.8263731887219214,0.52301645
945,USP20,0.2109276920240126,1.5138823,CUL3,0.0015183755649982819,0.4751603,SETBP1,0.27092242137169886,0.46293455,CHPF,0.2352138487912287,3.1334763,SYBU,0.4760135513300827,0.8839353,CHCHD3,0.032218456053156826,0.30473137,WDR92,0.05940492059588317,0.59648424,NME2,0.009101764370745743,0.20802379,HYDIN,0.6747874346016839,0.6849505,SCN4B,0.26665229290712467,2.686063,NOL11,0.10192471207369665,0.5726509,DENND4A,0.5230722871870233,0.8854264,HS6ST2,0.5338544287608348,0.865099,PARPBP,0.550848039653971,1.5697098,VPS72,0.22276895903769703,0.68079567,ADGRF2,0.5798367468297774,1.5082648,ANAPC5,0.5541515625989301,0.6847643,DRAM2,0.46945920930918184,1.0452526,CCDC126,0.2628852729931358,1.9146353,MRPS2,0.7396497479588808,0.5496452,ASPG,0.737584452672045,0.8414269,RNASEH1,0.7948115887261149,0.6299539,DNAJB6,0.827089185701669,0.5266805
946,CKMT2,0.2109276920240126,1.5138823,NIPA2,0.0015197794453965367,0.66794944,FOXRED1,0.27104653631341974,0.39043617,HS6ST3,0.2352138487912287,3.1334763,SH3TC1,0.4768806411358204,1.007251,EHHADH,0.03242070345799663,1.2354131,DPT,0.059534641497980614,1.1088728,IGF2BP3,0.009147196819070553,0.3410032,ZDHHC20,0.6771831720767075,0.5392844,STX5,0.26665229290712467,2.686063,MTFR1,0.10236596024720315,0.5466685,ST8SIA2,0.524053031177953,0.89084345,SELENOU,0.5338290358591113,0.4031593,ITPRID2,0.5507780035609197,1.0427954,SMC2,0.22297640760921467,0.45932382,NDUFAF8,0.5806371003820542,0.4293003,OIT3,0.5544338554363089,1.6720581,EIF1,0.4692526963386804,0.39551544,CSNK1E,0.26238976025608873,1.889669,CHAF1B,0.7398278405435632,0.8216064,AIP,0.7378102386478128,0.8400193,HYPK,0.7959922002684949,0.39385918,INTS11,0.827127435810939,0.52280873
947,TPI1,0.21119435736530395,0.07724379,TTK,0.0015213468864023936,0.8483889,NR4A1,0.2716212497334272,0.29125845,PRLHR2,0.2352138487912287,3.1334763,C1QL1,0.4768806411358204,1.007251,C17H9orf16,0.032668083399275356,0.4939225,QARS,0.05956596810370372,0.44882393,ETV1,0.009173295929181991,1.139517,FBXL2,0.677247390763638,0.3661298,NSL1,0.2666941390405473,1.5107877,LMO7,0.10253801123559514,1.7534099,HERPUD2,0.5243443645718986,0.25952926,MED17,0.5347578705242908,0.37089857,MED27,0.5509000349374384,0.35636055,KIAA0100,0.22347263657336391,1.4513359,TRIM45,0.5807212493054145,0.95533913,GTF2E2,0.5550532605509529,0.5935078,CHST13,0.4713176268049628,2.3498106,PDAP1,0.2624578628840108,1.1295685,PPM1B,0.7405043734727943,0.54956645,YARS2,0.7378948148919995,0.8424136,JPT2,0.7980897561978173,0.33372527,CCDC90B,0.8281124625211531,0.5252456
948,SEMA6A,0.2114471911711313,0.34157962,TMOD3,0.0015298816009774185,0.88799417,SULT1C3,0.2718152501867742,1.4756942,SYCN,0.2352138487912287,3.1334763,KCTD16,0.4768806411358204,1.007251,SPRTN,0.03288419565433422,2.4607308,ARL1,0.059599714710394915,0.40601197,SDK1,0.009194772640707503,0.9555505,EIF2AK2,0.6782531783650881,0.47323766,CDA,0.2670909344412673,1.5215203,CRYM,0.10256629369064105,1.0868151,PAOX,0.5245639193952538,0.7426011,TRIP11,0.5349223013068976,0.7319197,SUSD1,0.5510855095114233,0.6206617,PPARG,0.2245287167526393,3.3659685,NEK5,0.5811351922463701,1.4954433,CCDC28B,0.5553763749126557,1.661139,ZNF518A,0.4714014969561906,2.368647,STK3,0.2630670185687077,1.8732135,ORC3,0.7412195631005936,0.81792635,DLC1,0.7384041399333172,0.83180696,ZC3H7A,0.7982517336682879,0.6154663,SDHAF4,0.828410080756831,0.5164824
949,DDX41,0.21167584615761234,0.3088959,RNF152,0.0015353664542332019,0.9050317,MMR1L3,0.2718152501867742,1.4756942,SEC14L5,0.2352138487912287,3.1334763,SLC22A15,0.4768806411358204,1.007251,EIF2S2,0.03308547965990575,0.22554556,MED9,0.05962321082754002,0.5525441,SRSF5,0.009218315425364866,0.54750884,KCNJ15,0.678649223939795,0.6849505,TUSC3,0.26707821199177467,1.0515115,BRD2,0.1024923695983234,0.35880977,SMTN,0.5246633065874602,0.54506814,NANP,0.535655790958534,0.8649673,ADAP2,0.551645434766548,1.6864663,NT5C1A,0.22452872079313987,3.3659685,CFC1,0.5810469802655059,0.4484954,TBC1D9,0.5557601866415733,0.8138462,STMN1,0.46963684234309,0.35904515,KLHL24,0.26444652773861127,1.6064388,ATP13A3,0.741676762682169,0.81667006,RALGAPB,0.7384739264566164,0.8333928,LAMTOR3,0.7984789758213237,0.6169536,UQCRFS1,0.8300119681087859,0.24052702
