,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges,14_names,14_pvals,14_logfoldchanges,15_names,15_pvals,15_logfoldchanges,16_names,16_pvals,16_logfoldchanges,17_names,17_pvals,17_logfoldchanges,18_names,18_pvals,18_logfoldchanges,19_names,19_pvals,19_logfoldchanges,20_names,20_pvals,20_logfoldchanges,21_names,21_pvals,21_logfoldchanges,22_names,22_pvals,22_logfoldchanges
246,SMCO3,0.04690088340657473,3.6843004,NSA2,4.4244210412609525e-08,0.53889614,IKZF2,0.03576266799205184,1.8284203,HOXA6,0.03774724163708054,0.7467284,KMT2C,0.0664436568365467,0.7228308,PLOD2,0.00010659863704351942,1.0734425,HEYL,0.000697568930555709,1.4718281,CD99,1.2812541400410096e-05,1.3847303,PXN,0.39559608799591883,0.38875106,TRMT1L,0.04436234101683374,0.7770457,ADNP,0.010764246977726462,0.6863741,ENTPD6,0.26483314711789474,1.0521817,ERRFI1,0.3319871996425884,0.72710663,BMPER,0.35083207825817764,1.4691179,MARS,0.009246399296437618,1.1712068,ANGPTL1,0.36322623762506123,1.8748531,TSPAN19,0.3553446986977449,4.449778,PTPN11,0.2889677611227613,1.7433528,USP7,0.12555241789822608,1.5931773,GOLIM4,0.4118417810448409,1.640645,USP14,0.4001031597945697,1.0183234,CEP85L,0.4364599844069943,2.9998636,ARPC3,0.4327129914583504,1.1512482
247,PLXDC2,0.04716333038601091,0.3429825,EIF2S2,4.93625309770204e-08,0.43837574,PCCB,0.03694761423026795,0.46764866,TOMM6,0.038144767389903605,0.20847163,CORO2B,0.06740282173540214,1.4853935,DDX5,0.00010667359448744935,0.34346947,RAD23A,0.0007351110504482594,0.4513186,TOX3,1.316405260230928e-05,1.8176413,CORO2B,0.3961911339633942,1.0520148,VAMP4,0.045333697267249715,0.67330533,CDK2AP1,0.010907401478814385,0.8517415,MAPKAPK2,0.26580571957235605,1.5104705,CCDC186,0.33238425782385095,1.2631165,CHST9,0.3515924619439197,1.4429132,NFKBIZ,0.01025473413090938,3.9101858,EREG,0.36406919787841396,4.129258,KCNK13,0.3553446986977449,4.449778,SEC24A,0.2882671977898807,1.2244759,CHUNK-1,0.1306167999543519,3.367045,MTIF2,0.4122767375045683,1.6430482,ITFG1,0.40564563123055686,1.7539083,ALG14,0.4372527849246244,2.9681888,TNFRSF4,0.4414227272738386,2.9566755
248,FAM32A,0.047438633434901734,0.22035316,FAM210B,5.432469779120552e-08,1.4559119,COX7C,0.037239244176046946,0.15321241,SACS,0.03823632739862719,0.92053187,HTR1B,0.06897745133647847,0.74448186,DYNLT1,0.00010985004332252277,0.7113389,GPX7,0.0007490009580242816,1.6300724,LGALS3,1.394893137855489e-05,2.4580102,SNRK,0.39877498966371516,0.9123156,ITPKB,0.04584111247098491,2.4554503,MRPL50,0.011043020791209278,0.60919833,MAMDC4,0.2677646494017228,2.7313082,ACSM5,0.33276781206002204,2.0741017,NRGN,0.35300992383480234,4.4518,LHX8,0.010449617147831606,5.6558347,SP3,0.36335401844592585,0.63386065,INSRR,0.3553446986977449,4.449778,VEZT,0.2895280203611516,1.7289683,ENY2,0.12349195719665701,1.2524387,TRIM54,0.41700150593621954,3.1831834,ZBTB49,0.41067713817478235,3.4715772,PFKP,0.4333915212389108,1.5448531,CLCN6,0.44118184311901165,2.9923515
249,HMGCR,0.0483345539949894,0.27906236,PHF10,5.5172991802778785e-08,1.1044059,S100Z,0.03806681702820936,0.35264775,TMEM35B,0.03889864170901626,0.4448034,NPY7R,0.06979951423097946,2.087263,NUDT1,0.00011008203935707043,0.6137428,SEC61G,0.0007770968442806917,0.6459272,RAB10,1.3396963138967083e-05,0.83682775,DNAJC6,0.40100825375159355,0.92170304,DCXR,0.04606472293025252,0.6883035,SOX18,0.011248080660312312,2.191279,CITED4,0.2682481984478943,0.7054827,ELOVL6,0.33276781206002204,2.0741017,ARR3,0.35300992383480234,4.4518,NDUFV3,0.009725811385496606,1.3458816,RBM47,0.36481159120853024,4.0523753,SERGEF,0.3553446986977449,4.449778,VSIG10,0.2912359462516742,2.4623713,CLK3,0.12723435131188116,2.392501,TNNI1,0.4177462104819978,3.1733878,ZNF777,0.41201066102751294,3.3352952,COL1A2,0.4374969558454782,2.973318,WRAP73,0.4414410738732607,2.966411
250,CYP2AC1,0.048394767426911844,1.7783209,XPO5,5.6636883675232774e-08,0.5598058,NAPA,0.038173995645464004,0.35428017,PIP4K2A,0.0391200490969057,0.3631018,TMCO1,0.070412819144842,0.29728988,COX7C,0.00011002637634992869,0.3311866,POLR2L,0.0007833160824731049,0.5194899,ZNF593,1.3690017342079202e-05,0.74585116,AFF1,0.40208948760690855,1.6858822,HLX,0.04643525979878284,2.1774414,METTL9,0.011256656465414681,0.92957497,POMGNT1,0.26853399742983547,0.7895359,USH1C,0.33276781206002204,2.0741017,TRHR,0.35300992383480234,4.4518,RPS2,0.009672771975561243,0.5996551,MKNK2,0.36481159120853024,4.0523753,GPR65,0.3553446986977449,4.449778,RWDD2A,0.29162157367293023,2.4763,FBXO22,0.12878034026057086,1.9111187,SLC39A3,0.4126693982834586,0.9898602,KDSR,0.41069457657617103,3.5190957,BUB1,0.4304696787255593,1.1527526,CYB5D2,0.4413618719940783,2.9869518
251,XPO1,0.048460077965693314,0.16892575,YWHAE,5.667324147363252e-08,0.35661894,GADD45A,0.038568670565748406,0.40666887,PDIA3,0.03962507012941753,0.23052864,HMGCL,0.07054609925530136,0.5798176,KLHL36,0.00011593396103146825,1.1355867,NDUFV3,0.0007998507488195693,0.76191944,SMARCD2,1.3870407813842223e-05,1.0006422,ARL11,0.40346474433938095,1.2435148,USP6NL,0.046524379035945446,0.9849356,HIPK2,0.011350077494858807,1.1670176,RNF19A,0.2687541897978641,1.8529333,USP31,0.33276781206002204,2.0741017,EEF1AKMT4,0.35300992383480234,4.4518,RRP9,0.009812019934647484,1.3679127,RF01968,0.36481159120853024,4.0523753,CFI,0.3553446986977449,4.449778,COX11,0.2903523274299301,1.3987701,MAD2L1BP,0.12619530227542414,1.9132726,ZNF131,0.42088058776804427,3.1281228,PAOX,0.41141875531042893,3.4508457,THNSL1,0.43777139274636967,2.962092,WNT4,0.44179673273235476,3.038418
252,OVALY,0.048490852832345034,1.6529425,PDIA2,6.01611207239771e-08,3.0166016,CLCA2,0.03868229602596885,2.110912,DISP1,0.039956789416775766,0.77982175,PSMB7,0.07120661018221865,0.19885033,NKX6-2,0.00011968701384966915,2.8189023,TOMM6,0.0008133702718862316,0.46007353,GCNT1,1.4872622645239654e-05,2.1467075,ISLR2,0.4042224017386301,1.0339754,STXBP3,0.04651810179485679,0.9455409,SERPINI1,0.011383378160622149,1.3548744,JAKMIP1,0.2693743806626861,2.682902,FAM210A,0.3337370981369716,0.7586547,OCM,0.35300992383480234,4.4518,NDUFB2,0.009892840884785531,1.1367382,SORCS2,0.36481159120853024,4.0523753,RIPK4,0.3553446986977449,4.449778,CRISPLD1,0.2926183631787694,2.4530985,EEF2,0.1252248684680532,0.7426552,MYF6,0.42106981170660773,3.137617,CHST9,0.4115927682736604,3.460481,PHAX,0.43441262366927913,1.5125253,ARG2,0.4357041062552114,1.1211892
253,DLC1,0.04861761656067375,0.40089715,RPL37,6.437352348739718e-08,0.3234718,CYP19A1,0.038866061283234825,0.49833062,CDK2AP1,0.040331159750541815,0.39848837,NOS3,0.07176911949573743,1.6948531,RTN4,0.00011910758147147071,0.3797531,RPL35,0.0008262107437838622,0.34125254,CDV3,1.5407351440045424e-05,0.7407997,LRRN2,0.40458665382541326,1.66962,EPAS1,0.046825084768896255,2.9522524,VTI1A,0.0115219244019791,1.2993399,C4orf47,0.2693743806626861,2.682902,ZBTB25,0.3346591909944625,1.5476457,HES6,0.35300992383480234,4.4518,COX7C,0.010183545819376654,0.62686557,DENND2D,0.36481159120853024,4.0523753,CRY2,0.3553446986977449,4.449778,FKBP4,0.2907643078373484,0.7078519,PTGES3,0.12636052690244104,1.1761359,DYNLL2,0.41892607227449574,1.6137002,ELOVL5,0.4035101169576679,1.0299287,C10H15ORF59,0.43825549507476635,2.9585612,TPGS1,0.4440838316268101,2.9253383
254,FLAD1,0.04875010315530371,0.47433487,OTX2,6.872968772779037e-08,3.394429,TMED7,0.03910421128376646,0.22982919,CTNNBIP1,0.04033838359919387,0.4544696,AFG3L2,0.07189666543044936,0.5774056,TMSB4X,0.00012198762817901123,0.31823927,RABGGTB,0.000842750882744492,0.7660183,FLT4,1.662308786357577e-05,2.6125267,ZNF518B,0.4069870427391955,1.2240433,PIK3CB,0.047644100095536136,1.4808713,DAZAP2,0.011504498602561305,0.74209714,PAM,0.2699577649457397,0.8912802,FAM168A,0.33475025320724494,1.2449446,PSCA,0.35300992383480234,4.4518,SYNM,0.010738179459514306,2.8131235,VPS35L,0.36379592268058203,0.7013994,SLC25A47,0.3553446986977449,4.449778,BMT2,0.29460424121498,2.3305395,CALM2,0.12721304080979118,1.2809731,NCAPH2,0.4230025405462019,3.0830455,ZNF341,0.4131365859765014,3.4350073,ACTR5,0.4384960023896731,2.949974,ATR,0.4442140495958665,2.9378917
255,OST4,0.04883993086171465,0.19639623,STRAP,6.671005939184932e-08,0.6251616,MYF6,0.03915452102787103,1.1876563,PDE10A,0.040556655451999726,1.054202,CDC25A,0.07267033817888491,0.5523756,NPTN,0.00012272071923595748,0.78636944,CSNK1E,0.0008674773230233071,1.1780857,ASAH1,1.736476967666617e-05,2.1214316,IQUB,0.4069870427391955,1.2240433,PRXL2C,0.04778355845767044,1.6766679,UBE2E3,0.01155875433407392,0.7666397,DDX25,0.2709959967347033,2.636066,MAD2L2,0.3350621262383493,0.46410248,SIDT1,0.35300992383480234,4.4518,GTF3C6,0.010466641183185589,1.5383092,CLK3,0.3644894599546886,0.9774423,COCH,0.3553446986977449,4.449778,NSD3,0.29412363060408064,2.4423242,RTN4,0.12577547767610114,0.9314517,ZC3H7A,0.4217905728399455,1.5851849,SLC1A3,0.4143154360629022,3.4231117,TBRG4,0.4324027445897666,1.1260756,RHOT1,0.4386827656382968,1.5349367
256,NR2C2AP,0.04892627435075774,0.7299137,LTA4H,7.202836489541852e-08,0.6533077,C1QTNF12,0.03969271245466542,1.3067768,HMOX1,0.04055154338195442,0.94313884,S100A13,0.07301723680602414,1.5600181,NME3,0.00012787128080661136,0.83985585,AGPAT5,0.0008817414537228626,1.1114928,CNDP2,1.692970053274671e-05,0.86947685,GPSM2,0.4069870427391955,1.2240433,CPN1,0.04789337716453368,1.4879425,CHRDL1,0.011749627903669027,3.224853,BMP5,0.27406114265817955,1.2725803,STARD5,0.33545841099459883,1.0914638,RFC3,0.3527692384191151,0.48727748,PXK,0.01107928798410883,3.5843174,RHBDD1,0.36640054142838785,3.854673,MRC2,0.3553446986977449,4.449778,PTPRM,0.2948765119315302,2.4369664,MRPL21,0.1288933383054655,1.7501537,GPR139,0.42543443919910306,3.0456543,ATG10,0.41551450517975386,3.2781124,CAPN15,0.433752325112266,1.5516255,DOCK7,0.4455347483405202,2.9028363
257,INTS8,0.04894926374754895,0.41510326,CMTM8,8.029611711568189e-08,0.7537344,NEO1,0.04000775077669083,1.2939142,MFSD2B,0.040621721886208086,1.5615897,TMEM57,0.07334041807183467,0.32365274,RDX,0.00013007123889481994,0.7847881,CHST12,0.0008927074276060668,1.856632,HMGB1,1.7337068757684473e-05,0.4911028,RNF103,0.40723025405352253,0.8137029,TANGO2,0.04824953248051718,0.87440956,SOD1,0.011578163463691686,0.4960358,CALR,0.2772804975235818,1.260418,TFPI2,0.33741090680338137,2.1011186,KLF15,0.35299381283786524,0.924022,SLC39A8,0.01129008275461153,4.678851,CACNA1E,0.3670734347422294,3.814167,NLK,0.3548049419868755,1.9354929,PRPF4,0.2928304679351201,1.186238,RRAS2,0.12917796540236304,1.860004,NONO,0.4216282595412597,1.5927858,TLDC1,0.4145666647459991,3.4158542,NAT9,0.44057988779339397,2.9220116,SGCB,0.446179193409476,2.8940086
258,WIPF1,0.04901033210386744,1.0963298,PPP2R2A,8.144893411725641e-08,0.55951124,HMGA2,0.040373522746349186,1.0610468,P4HB,0.040751479172627586,0.18083964,SFXN5,0.07438371929730006,0.68812513,FGD3,0.00013050531435255963,1.2095546,NDUFA12,0.0009130090698264984,0.6406201,DAP,1.9165914788436062e-05,1.7018248,CLASP2,0.4082140489176892,0.53865224,EDF1,0.04864982249870093,0.45180938,H2AFZ,0.011748148144332664,0.41988418,RAD9A,0.2777692961067126,0.8694481,ERC2,0.3374211761135899,2.0494561,CCDC43,0.3537351810948368,0.6831224,YAF2,0.01063221823344265,1.3254709,FAM126A,0.367157425888168,0.8111971,LMO3,0.3548049419868755,1.9354929,HSDL1,0.29604371062876556,2.4247687,LUC7L3,0.1292441186705752,1.6375997,DYRK3,0.4257141017741427,3.03674,RERGL,0.41513772843586316,3.386679,MNS1,0.44103764896948827,2.9193523,NR2C2AP,0.4477251929675621,2.8718271
259,NKIRAS1,0.04904312737729383,0.8345216,DTX3L,8.693098176652956e-08,1.8487761,PANK3,0.040722680826505896,2.3122144,METTL21A,0.04083099758424274,0.6776575,SCARB1,0.07546255093118986,1.2750244,DYL1,0.00013108663764044743,0.3938886,RNASEH2B,0.0009140997480254951,0.7581464,SOST,2.2615859905453825e-05,5.455889,ST8SIA6,0.40891438458874707,0.62606364,ANKMY2,0.04884423370931305,0.9324655,APCDD1L,0.011980415968234648,2.6160226,RAB5B,0.2783535537774521,1.0216796,CPLX1,0.33857878688703635,2.032221,MLYCD,0.3555719578408556,1.806107,SNX2,0.0109260200040466,1.6816037,GAS2,0.36760999887073553,1.4080049,WDFY3,0.3557953907397444,1.9224502,EIF4G1,0.2944129222048027,1.363392,PIGQ,0.13529569135733485,3.5151422,NTM,0.42473499768410194,1.576623,GTDC1,0.4152521125719627,3.3809133,VPS13D,0.44120970557523365,2.902679,DAGLB,0.4488424337674042,2.851554
260,FKBP4,0.049106734578240316,0.15635125,ZNF644,8.538180112280065e-08,0.726947,WDR70,0.04075845208608872,0.42024106,BIVM,0.04083747356344067,0.4367561,TBC1D14,0.07601417254377003,0.8004777,HOXD8,0.0001318318196586076,0.91996545,POP5,0.0009307739511231438,0.83849585,MRPS17,2.0975313070962873e-05,0.84457594,UNC5A,0.40949429742082166,3.0070539,SLC15A5,0.049122830612495214,3.553157,EIF2B3,0.012134834197742894,0.8276758,LRRTM4,0.28067054582811135,2.52909,RASL12,0.33857878688703635,2.032221,DNAL1,0.3557190849064128,1.9309791,SCAMP4,0.011081393003220827,1.8461342,NPR2,0.36826889876182767,1.8517148,SLC25A1,0.35567802406370363,1.0199165,QRSL1,0.2955995010263032,1.7028391,RRAGB,0.13037328533545745,1.7905924,ANAPC13,0.42452700713535396,1.5721493,BTBD6,0.4155955994204663,3.363752,POMK,0.4419884476406635,2.9092863,ZBED4,0.4493376380127593,2.8424015
261,BCS1L,0.04914428776534105,0.48910725,SEC31A,8.914833629869709e-08,0.52215207,TBX6,0.04117686536370351,1.3590059,HDGFL3,0.04087086617554398,0.42545453,NMRAL1,0.07772541114754784,0.59609854,DBNDD2,0.00013574174993541432,1.1487378,GNG5,0.000959479516812821,0.5848589,CDC42,2.111528582318697e-05,0.68671894,MMP10,0.40949429742082166,3.0070539,ARPC1A,0.04884457670478934,0.5688852,PPIE,0.012234198390106798,1.1700888,KLHL4,0.28067054582811135,2.52909,TNS4,0.3396768729513364,5.159176,ECSIT,0.35602541976566005,0.9057894,ATP2B4,0.011214708637948058,1.7516645,LAT2,0.3695576312888571,3.9505286,ENPP2,0.3564706868931443,1.448993,H3F3C,0.29473372349302235,0.4122838,NAP1L1,0.1293874220637699,1.1077167,SAMD4A,0.4285899427585903,2.9857633,ATP6V0E2,0.4094272008745907,1.6654431,SPIN1W,0.44169882082520384,2.9856148,C2orf76,0.44956060951325616,2.8556771
262,NCL,0.04915008219708802,0.1002604,EIF4A3,9.261099492575791e-08,0.42506233,LCAT,0.04121129094740336,1.7936128,PPP1R14C,0.04109450786735086,1.761531,AGPAT3,0.07991030950017283,1.1385245,EMB,0.00013603980467721122,1.1281068,SLC16A9,0.0009787270133121654,1.2003866,RTN4,2.1437176715966182e-05,0.54871804,gga-mir-551,0.40949429742082166,3.0070539,MAP1LC3A,0.04904735523134735,0.9008646,CMTM7,0.012263026674261265,1.5943098,PATL2,0.28067054582811135,2.52909,SLC26A6,0.3396768729513364,5.159176,MELTF,0.3573735539167432,1.9127134,TUBA3E,0.011470073400083687,0.92139035,C1QL4,0.36955763667507335,3.9505284,BACH1,0.3589401996660202,4.3479314,MB21D2,0.2994010263965561,2.5302193,TOP2A,0.12825519185593354,1.2138139,PAOX,0.4289124068209508,2.9736378,KTN1,0.40965050676635406,1.6544799,HIST1H46L2,0.44499225663467357,2.8519428,PLPPR1,0.4503796765183691,2.8395677
263,CRIPT,0.0492742016342397,0.36035556,LSM5,9.700128222707546e-08,0.63399976,SLC13A1,0.04140207187643129,2.5742373,SYNDIG1,0.041264566500310976,0.63683945,CKS1B,0.08104368572531231,0.19124788,TRA2A,0.0001398048435543209,0.52951235,AKR1B10L1,0.0009926363032631501,0.60813403,TDRP,2.3011082996767693e-05,2.1354432,LHX5,0.40949429742082166,3.0070539,FBLIM1,0.049804772698236334,1.4658386,ACYP2,0.012235426698812531,1.3272687,VAT1L,0.28067054582811135,2.52909,CLDN8,0.3396768729513364,5.159176,RAD51,0.3571306950749211,0.42041412,POP5,0.011584211663310218,1.4193363,CTSS,0.3703166362229191,3.8823905,VPS41,0.35754704617784494,1.0245423,DMTF1,0.2986916185078216,2.3993332,HNRNPM,0.12936507324431878,1.4285272,GBE,0.42907377782019496,2.967613,RPUSD1,0.41674165805858476,3.3421965,KCNG2,0.44514524672040523,2.858324,NPBWR1,0.45007144513707076,2.8834634
264,HAT1,0.04967063789642182,0.6122033,RBM7,1.0518519427960325e-07,0.7999687,NPFFR1,0.04140207187643129,2.5742373,RAB6A,0.04159112422446992,0.22175348,EXOC6B,0.08360931424397729,1.9330878,RACGAP1,0.00014235725136813284,0.6710845,EEF1A1,0.0009941641966195794,0.2152446,SERP1,2.2107721155004345e-05,0.5552954,CYP1A1,0.40949429742082166,3.0070539,C1QTNF12,0.05033857045762629,1.9347134,ID2,0.012443956039265095,0.5472418,GALNT7,0.28053581537181155,0.9987355,GRIN2C,0.3396768729513364,5.159176,DPP4,0.35837262719454144,1.8998919,EEF1B2,0.011447787265555275,0.49537674,CCDC148,0.3703166362229191,3.8823905,ZNF750,0.35949425543410374,4.2797933,EPHA3,0.2991499995916457,2.4082704,CYCS,0.12783325441745474,1.0992432,TMEM175,0.4311094498417636,2.7641695,C6orf62,0.41671414296433706,3.359103,PKNOX1,0.44532953060292446,2.8463116,ELMOD2,0.4511592393150542,2.8332925
265,B4GALT6,0.04980632603690554,0.5064921,NCL,1.0490601562606157e-07,0.2921626,MHCDMA,0.04149129925736776,1.2399826,RANBP9,0.04182788608284793,0.48957688,MYO1A,0.08449982846403,1.0332648,PSMB4,0.00014527754641724852,0.36365592,HSP90AB1,0.001000663049864115,0.38066438,HOMER2,2.4101965163871356e-05,1.8683151,RF00270,0.40949429742082166,3.0070539,WDR44,0.050518367617011596,0.7586562,MBLAC2,0.012556390985717649,2.0155218,DUSP14,0.2816943142700869,0.5324631,ANKK1,0.3396768729513364,5.159176,ATPAF1,0.3582734883906913,0.9076549,H-RAS,0.012104642080978703,1.6570203,USP21,0.3703166362229191,3.8823905,SLC12A1,0.35949425543410374,4.2797933,RBSN,0.29734902274598424,1.3699226,TOMM6,0.12788761987217756,1.105111,PHLDB2,0.4297555775322599,2.9807868,ITM2B,0.40911934510429626,1.2359551,DERL1,0.44185728784539335,1.5113688,TMEM80,0.45152502957329066,2.82362
266,ELK3,0.04990382433491974,0.3696707,VMP1,1.0820821118642557e-07,1.1188285,ARSB,0.04167128681555241,1.3436584,TMEM131L,0.04188348398660749,1.0001475,TRIB2,0.0847327914422563,0.31092966,KIAA1671,0.00015678945112486794,1.1092314,LRRN1,0.001051559281912247,1.7223159,SCML2,2.4854756657793177e-05,2.6838546,KLF8,0.40949429742082166,3.0070539,PHC1,0.05087597973176275,1.151737,ISOC1,0.012534000539844247,1.3300879,GPATCH3,0.2823438833500485,1.095394,TRIM23,0.34093602752334184,1.4949217,ATP11C,0.3595247725242171,1.9127133,SMARCA2,0.012192386971489558,1.8086067,IGSF6,0.3703166362229191,3.8823905,TULP1,0.35949425543410374,4.2797933,YARS,0.2978132419782934,1.357741,DCTN6,0.13077566814348357,1.744754,COPB2,0.4246018498735321,0.82942593,ARL9,0.41855535916953956,3.210509,BFAR,0.44593489655790397,2.8390765,UNC5C,0.451439213581074,2.8466356
267,C1GALT1C1,0.04997416938261799,0.59681803,MT3,1.1473807772409132e-07,1.6076038,RBBP6,0.041869451986625957,0.22552201,MAF,0.041926791532182914,0.90707386,PDE4B,0.08606051312981217,0.67983556,HMGB1,0.00016261244116243218,0.31543276,CHRAC1,0.0010696993160555046,0.84379035,PRORSD1P,2.4017960623854284e-05,1.1990107,TTPA,0.40949429742082166,3.0070539,DARS,0.0515259367736541,0.44072956,GABARAPL2,0.012515000294611202,0.9164084,DARS2,0.2823741714679401,0.923685,SLC4A4,0.3411930908052311,2.009947,AGBL5,0.36025718377090576,4.254855,TSPAN13,0.012158775891823445,1.5865717,PAPSS2,0.3703166362229191,3.8823905,TRIB1,0.35949425543410374,4.2797933,MYD88,0.30024166563568644,2.3936079,FAU,0.12948452584941747,0.9366029,KANSL2,0.4307261451757006,2.9448314,ZDHHC21,0.41851949990996884,3.3077104,PHLDB1,0.4465258051098979,2.8288329,BSDC1,0.4540158662916165,2.6750433
268,SRPK1,0.05000489327246112,0.40466756,VAPA,1.1415663967260215e-07,0.6434155,COMTD1,0.04196496026832104,0.6442931,PDZRN3,0.04206938936676579,0.8488394,CD47,0.08616495733590888,0.40833825,NOG,0.0001653161965311656,1.6376973,TOP2A,0.0010898245367896241,0.4644475,CTH,2.439282211220821e-05,0.80601716,FIBCD1,0.40949429742082166,3.0070539,ZNF143,0.05165289726966829,0.7877746,COMMD1,0.012571761521972256,1.0152574,THNSL2,0.2832323396367095,1.2417041,A4GALT,0.3413640977064245,2.030841,GAD1,0.3598821917772569,1.0387355,SLC10A7,0.012733847112741024,2.362623,IGFBP1,0.3703166362229191,3.8823905,IGSF6,0.35949425543410374,4.2797933,RUFY3,0.30116103769459623,2.2543814,MDM2,0.1365012437077949,3.4699507,IFNGR1,0.4317285507139573,2.9459038,ANXA7,0.4206417050604564,3.3121765,SIRT5,0.44704488534503584,2.8232899,PACSIN3,0.454101080985284,2.693054
269,ELAC2,0.05038816239772402,0.6121018,HSF2,1.1518167395940367e-07,0.7835516,RIPPLY2,0.04198933613849328,1.1097549,BNAS2,0.042064343497018285,0.4552531,MTHFD2L,0.0873162793208591,1.5797659,RASL11A,0.00016644009868915446,0.8625521,DEPDC6,0.0011279547941863098,2.947834,ZFAND3,2.5271078237566324e-05,1.1810176,SLC1A1,0.40949429742082166,3.0070539,PDCD10,0.052460133440008,0.65342695,ARHGAP17,0.012648584404029321,0.8539439,PEX14,0.28369311420392884,1.2252929,NOS3,0.341276586044602,2.032221,NGFR,0.36136139362187025,4.1298122,IREB2,0.012556886071802754,1.304184,EEF1AKNMT,0.3703166362229191,3.8823905,GALNT17,0.35949425543410374,4.2797933,CTXN2,0.30057399520549016,2.4230635,ARL13B,0.13654873890036498,3.4670742,MAST3,0.4326347688579316,2.9317012,PPP2R2A,0.4138606945879586,1.0032853,CAMKMT,0.44728271416301235,2.8279338,C3orf38,0.4554607422772007,2.7572074
270,SMO,0.05076550565022731,0.35092342,IFITM3,1.1842000621910083e-07,1.2970214,AGAP3,0.04254970522160831,0.76901054,BID,0.04241155333223371,0.23882067,CD164L2,0.08799493922620967,1.1075845,EIF4A3,0.0001726513938641223,0.3909191,SRI,0.0011064398912952916,0.8478403,PSMA1,2.5264755387590045e-05,0.9499157,B3GALT5,0.40949429742082166,3.0070539,SLC15A4,0.05269023497844012,0.9110542,RWDD3,0.012730215814929268,0.88198906,TRAPPC12,0.2836408830522231,0.7610231,FICD,0.34181913599124314,1.4782679,DMC1,0.36136139362187025,4.1298122,TPD52L1,0.013694088840964746,4.4876823,FSTL5,0.3703166362229191,3.8823905,METTL9,0.3583619440777611,0.8140466,PDCD6,0.3009248546871419,1.6901246,HTRA2,0.13312045480302823,2.3858237,IL11RA,0.4335413052012478,2.917636,ABCF3,0.4231784737858445,3.207972,ATF1L,0.447859456738146,2.8106725,ATG10,0.4556958296229606,2.773641
271,TECTB,0.05096396147446319,2.3627534,MEA1,1.2283514416361476e-07,0.8937445,KIF26A,0.0438542735748459,0.62198704,DUSP5,0.04260837499110493,0.6391859,SEC63,0.0884989158950734,0.32391882,HSPD1,0.00017353519075283383,0.3008063,HNRNPH3,0.0011112207047041826,0.35284463,AKR1A1,2.5714977805580863e-05,1.3200802,SLC19A2,0.40949429742082166,3.0070539,NATD1,0.053342514554691856,0.88512546,PEX2,0.01293433060388925,1.195572,MGMT,0.28455364174368347,0.7403329,DHODH,0.34163326098028235,0.43965694,SUN2,0.36136139362187025,4.1298122,POLE3,0.013123894441019916,1.5981684,BCAS1,0.3703166362229191,3.8823905,ABCA2,0.3584602333507212,1.1680993,gga-mir-6585,0.3018688864530669,2.3547995,CEP131,0.13693926296334122,2.823852,TTI1,0.4340307864163344,2.9003112,VTN,0.41680570885473844,1.6223875,SMYD3,0.44816926932419077,2.8106725,ADAM12,0.4569039103469187,2.7461061
272,PDCL3,0.05092160106509549,0.25333515,LIMD1,1.2704106772442348e-07,0.9703037,PRLH,0.04451846535471162,2.2317452,GST2L,0.04280353057474984,0.41984618,SULF1,0.08965228352765453,2.1088297,FAU,0.00017364901335896067,0.2768014,AIFM1,0.0011165166670377145,0.7468015,EIF4H,2.527953013149376e-05,0.51598185,OPRD1,0.40949429742082166,3.0070539,LGI2,0.05343140651198202,1.7202013,NKIRAS2,0.013013291490730786,0.80353224,ATP6AP2,0.2854287440981364,0.5409397,TCERG1L,0.34202629659211126,1.4907025,BRICD5,0.36136139362187025,4.1298122,RAB11A,0.013202307345012636,1.4804368,PRDM15,0.3693419035390375,1.3752065,TM7SF2,0.3586475299635953,0.57677275,YWHAZ,0.2992592609197559,0.5856865,PCNA,0.13043635625935812,1.2087324,NTN3,0.43435764078025807,2.8888743,TTC4,0.4170593187209235,1.6130365,CNIH4,0.44365176351333224,1.4814512,RPS6KC1,0.457896260269411,2.7196562
