index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
2-3,3,bcGXXO,35s2,1993.0,None,d4,d4,1088,1993.0,0.11301393,0.074960575,S,5,aNTB1,IM,LPM1,WD,aNTB1,aNTB1,LPM1,LPM1
3-3,3,bcFFMJ,35s2,1868.0,None,d4,d4,1000,1868.0,0.0068655447,0.25427932,G2M,5,aNTB1,aNTB1,pNTB,SOM,SOM,aNTB1,LPM1,aNTB1
4-3,3,bcDHAS,35s2,1553.0,None,d4,d4,968,1553.0,0.06278048,-0.062057324,S,3,SOM,LPM1,LPM1,pNTB,LPM1,SOM,LPM1,LPM1
5-3,3,bcCEWI,35s2,1427.0,None,d4,d4,874,1427.0,-0.18568398,0.37368473,G2M,6,SOM,SOM,SOM,SOM,SOM,SOM,LPM2,SOM
6-3,3,bcGBTH,35s2,1073.0,None,d4,d4,799,1073.0,-0.02510814,0.3384182,G2M,5,aNTB1,aNTB1,aNTB1,strNTB,aNTB1,aNTB1,LPM1,aNTB1
7-3,3,bcAFUC,35s2,962.0,None,d4,d4,747,962.0,-0.41691145,-0.32860905,G1,0,NOTO,LPM1,LPM2,LPM1,LPM2,LPM2,LPM2,NMP
8-3,3,bcGQFJ,35s2,917.0,None,d4,d4,703,917.0,0.26178414,-0.24257356,S,0,LPM1,LPM1,LPM1,LPM2,IM,strLPM,LPM1,LPM1
9-3,3,bcHAQX,35s2,794.0,None,d4,d4,666,794.0,0.3417344,-0.16031529,S,10,LPM2,LPM2,LPM1,SOM,LPM2,LPM2,LPM2,LPM1
23-3,3,bcENOX,35s2,10993.0,None,d4,d4,2717,10993.0,0.10580301,-0.2795779,S,6,aPSM,SOM,SOM,SOM,SOM,aPSM,aPSM,aPSM
24-3,3,bcAHFZ,35s2,2860.0,None,d4,d4,1273,2860.0,-0.09607062,-0.19330984,G1,10,EPID,IM,LPM1,SOM,LPM2,SPP,LPM2,LPM1
25-3,3,bcBLFB,35s2,1988.0,None,d4,d4,1026,1988.0,-0.113595486,-0.35723445,G1,2,IM,IM,IM,IM,IM,IM,IM,IM
26-3,3,bcBSWC,35s2,1880.0,None,d4,d4,1035,1880.0,-0.20015907,0.2905995,G2M,7,EPID,pNTB,pNTB,strNTB,pNTB,EPID,LPM1,pNTB
27-3,3,bcGTKC,35s2,1356.0,None,d4,d4,937,1356.0,-0.16231316,-0.17116672,G1,7,EPID,IM,IM,WD,BLD,EPID,IM,LPM1
28-3,3,bcFZYS,35s2,1274.0,None,d4,d4,848,1274.0,-0.17920631,-0.37420177,G1,6,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB1,aNTB1,aNTB1
29-3,3,bcEZEP,35s2,1251.0,None,d4,d4,814,1251.0,0.06109066,0.08222809,G2M,6,SOM,IM,SOM,SOM,SOM,SOM,LPM1,LPM1
30-3,3,bcHTPD,35s2,962.0,None,d4,d4,777,962.0,-0.30322325,0.40072188,G2M,10,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1,LPM1
31-3,3,bcDCRU,35s2,887.0,None,d4,d4,723,887.0,0.034375753,-0.08177503,S,7,EPID,LPM1,LPM1,WD,aNTB1,EPID,LPM2,pNTB
32-3,3,bcGVSX,35s2,802.0,None,d4,d4,696,802.0,-0.12545447,-0.091665864,G1,7,EPID,IM,LPM1,WD,IM,EPID,LPM1,LPM1
46-3,3,bcETWD,35s2,10867.0,None,d4,d4,2788,10867.0,-0.25691193,0.26539415,G2M,6,aPSM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
47-3,3,bcAECS,35s2,3192.0,None,d4,d4,1381,3192.0,-0.034930453,-0.25356612,G1,0,LPM2,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
48-3,3,bcAOXX,35s2,2064.0,None,d4,d4,1030,2064.0,-0.261052,-0.30882034,G1,7,EPID,IM,LPM1,pNTB,LPM1,pPSM,LPM1,LPM1
49-3,3,bcATGM,35s2,1689.0,None,d4,d4,947,1689.0,0.118580475,0.22006482,G2M,5,aNTB2,aNTB1,aNTB1,pNTB,aNTB1,aNTB2,IM,aNTB1
50-3,3,bcFYJX,35s2,1709.0,None,d4,d4,927,1709.0,0.037737995,-0.35802698,S,2,LPM2,LPM1,LPM2,pNTB,LPM2,LPM2,LPM2,LPM2
51-3,3,bcFICW,35s2,1419.0,None,d4,d4,837,1419.0,-0.1275096,0.1266617,G2M,10,EPID,LPM1,LPM1,pNTB,LPM1,pNTB,LPM1,LPM1
52-3,3,bcAZAK,35s2,1096.0,None,d4,d4,792,1096.0,-0.19890346,-0.119916715,G1,10,aNTB1,aNTB1,pNTB,WD,LPM1,aNTB1,LPM1,pNTB
53-3,3,bcIFNS,35s2,1057.0,None,d4,d4,773,1057.0,0.39670375,0.05967188,S,0,SOM,LPM1,LPM1,SOM,SOM,SOM,LPM1,SOM
54-3,3,bcGOFY,35s2,880.0,None,d4,d4,683,880.0,-0.091080576,-0.08231076,G1,10,pNTB,LPM1,pNTB,WD,LPM2,pNTB,LPM1,pNTB
55-3,3,bcGOWR,35s2,725.0,None,d4,d4,685,725.0,0.86455,-0.32173878,S,6,strLPM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
69-3,3,bcBCWN,35s2,9863.0,None,d4,d4,2649,9863.0,-0.22345622,0.31005368,G2M,6,aPSM,LPM1,SOM,SOM,SOM,SOM,LPM1,aPSM
70-3,3,bcEILZ,35s2,2644.0,None,d4,d4,1222,2644.0,0.39002076,0.22102897,S,7,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
71-3,3,bcGBMA,35s2,2177.0,None,d4,d4,1118,2177.0,-0.3131918,0.4129117,G2M,7,EPID,LPM2,LPM1,WD,LPM2,EPID,LPM2,LPM2
72-3,3,bcGQIK,35s2,3308.0,None,d4,d4,603,3308.0,-0.11198869,-0.22346887,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
73-3,3,bcFHGZ,35s2,1513.0,None,d4,d4,964,1513.0,0.055823233,-0.11602729,S,6,WD,SOM,SOM,SOM,SOM,SOM,aPSM,aPSM
74-3,3,bcELHZ,35s2,1415.0,None,d4,d4,900,1415.0,-0.06324561,-0.1078079,G1,0,EPID,LPM1,LPM2,LPM2,LPM2,LPM2,LPM2,LPM1
75-3,3,bcFWHM,35s2,1282.0,None,d4,d4,842,1282.0,0.20868787,0.046503462,S,5,WD,IM,LPM1,WD,LPM2,ALNT,LPM1,LPM1
76-3,3,bcFIYR,35s2,1014.0,None,d4,d4,821,1014.0,-0.23232393,-0.05506301,G1,0,ENDTH,LPM1,LPM1,LPM2,LPM1,aNTB2,strLPM,strLPM
77-3,3,bcHALR,35s2,890.0,None,d4,d4,722,890.0,-0.006891002,0.20732845,G2M,5,pNTB,IM,LPM1,SOM,SOM,pNTB,LPM1,SOM
92-3,3,bcBSBW,35s2,9085.0,None,d4,d4,2606,9085.0,-0.18728572,0.029380377,G2M,0,SOM,IM,LPM1,SOM,SOM,SOM,LPM1,IM
93-3,3,bcHHGP,35s2,5370.0,None,d4,d4,919,5370.0,-0.19498703,-0.18963327,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,strLPM
94-3,3,bcGBBX,35s2,2011.0,None,d4,d4,1004,2011.0,-0.08908769,-0.2599869,G1,3,WD,IM,pNTB,strNTB,pNTB,SOM,LPM1,SOM
95-3,3,bcBWWB,35s2,1708.0,None,d4,d4,960,1708.0,0.12115858,0.7297276,G2M,3,strLPM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
96-3,3,bcEJJW,35s2,1610.0,None,d4,d4,890,1610.0,0.3009387,-0.16973355,S,6,aPSM,pPSM,SOM,strNTB,LPM2,aPSM,strLPM,aPSM
97-3,3,bcHKWA,35s2,1377.0,None,d4,d4,839,1377.0,-0.037306685,0.23816405,G2M,5,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB1,LPM1,aNTB1
98-3,3,bcAOPG,35s2,1198.0,None,d4,d4,827,1198.0,0.11476749,-0.23937373,S,0,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
99-3,3,bcFNCH,35s2,1108.0,None,d4,d4,791,1108.0,-0.15982375,0.020020206,G2M,5,pPSM,aPSM,aPSM,SOM,pPSM,pPSM,aPSM,pPSM
100-3,3,bcBFIH,35s2,893.0,None,d4,d4,759,893.0,-0.11428769,-0.13763897,G1,1,WD,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
101-3,3,bcDYVV,35s2,717.0,None,d4,d4,651,717.0,0.13146272,-0.056469824,S,9,WD,LPM2,LPM2,WD,LPM2,SPP,LPM2,LPM2
115-3,3,bcBEMA,35s2,8675.0,None,d4,d4,2612,8675.0,-0.0020124651,0.24141572,G2M,5,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB1,LPM1,aNTB1
116-3,3,bcHUPJ,35s2,2719.0,None,d4,d4,1309,2719.0,0.011207446,-0.21729954,S,0,pPSM,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
117-3,3,bcHMQE,35s2,2024.0,None,d4,d4,1044,2024.0,-0.17834373,0.36009714,G2M,0,NOTO,LPM1,IM,pNTB,LPM2,LPM2,LPM2,LPM2
118-3,3,bcABMY,35s2,1975.0,None,d4,d4,1049,1975.0,-0.17617294,0.44306025,G2M,2,pPSM,LPM1,LPM1,WD,pNTB,LPM1,LPM1,NMP
119-3,3,bcAMXH,35s2,1513.0,None,d4,d4,893,1513.0,-0.16559954,-0.08116552,G1,7,EPID,LPM1,LPM1,pNTB,BLD,pPSM,LPM1,LPM1
120-3,3,bcFTIZ,35s2,1288.0,None,d4,d4,826,1288.0,0.08127918,-0.28831345,S,6,aPSM,SOM,SOM,SOM,LPM1,aPSM,LPM1,aPSM
121-3,3,bcBDUU,35s2,1162.0,None,d4,d4,859,1162.0,-0.09162765,-0.15443884,G1,8,pNTB,pNTB,pNTB,SOM,LPM1,pNTB,LPM1,LPM1
122-3,3,bcFVQD,35s2,1020.0,None,d4,d4,775,1020.0,0.04502264,-0.12026364,S,5,aNTB1,aNTB1,aNTB1,pNTB,LPM2,aNTB1,LPM2,aNTB1
123-3,3,bcGZEK,35s2,896.0,None,d4,d4,693,896.0,-0.04505811,0.09260051,G2M,15,ENDO,LPM1,LPM1,LPM1,LPM2,ENDO,IM,LPM1
124-3,3,bcIGNM,35s2,704.0,None,d4,d4,679,704.0,0.18300144,0.04004406,S,0,LPM1,LPM1,LPM1,WD,LPM1,pNTB,LPM1,LPM1
138-3,3,bcGMLZ,35s2,9014.0,None,d4,d4,2590,9014.0,-0.01326162,0.24337837,G2M,0,strLPM,LPM1,LPM1,WD,LPM1,aNTB1,LPM1,LPM1
139-3,3,bcESFZ,35s2,2670.0,None,d4,d4,1270,2670.0,0.551313,-0.17904224,S,17,ALNT,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
140-3,3,bcDVIP,35s2,2235.0,None,d4,d4,1098,2235.0,0.5334381,-0.096497916,S,0,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
141-3,3,bcHJRR,35s2,1920.0,None,d4,d4,1002,1920.0,0.011675652,0.23979467,G2M,3,ALNT,pNTB,LPM1,pNTB,pNTB,pNTB,LPM1,pNTB
142-3,3,bcEGHO,35s2,1681.0,None,d4,d4,935,1681.0,-0.010535145,0.27868384,G2M,5,SPP,IM,LPM1,IM,LPM1,SPP,LPM1,strLPM
143-3,3,bcGFRG,35s2,1326.0,None,d4,d4,874,1326.0,0.2681012,-0.14085539,S,2,BLD,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
144-3,3,bcFGNV,35s2,1195.0,None,d4,d4,763,1195.0,-0.0045640133,-0.29726624,G1,7,EPID,IM,SOM,SOM,SOM,NC,LPM1,LPM1
145-3,3,bcBCJZ,35s2,966.0,None,d4,d4,684,966.0,-0.3373343,0.26636568,G2M,7,EPID,IM,IM,pNTB,IM,IM,strLPM,strLPM
146-3,3,bcCKHJ,35s2,890.0,None,d4,d4,678,890.0,-0.2032993,-0.3251945,G1,7,EPID,pPSM,aPSM,pNTB,BLD,aPSM,IM,aPSM
147-3,3,bcFFRE,35s2,752.0,None,d4,d4,676,752.0,0.0129647115,-0.09910396,S,10,LPM2,LPM1,LPM2,LPM2,LPM2,LPM1,LPM1,LPM1
161-3,3,bcCFEB,35s2,8731.0,None,d4,d4,2539,8731.0,0.036685903,-0.046506904,S,2,SOM,LPM1,SOM,SOM,LPM1,SOM,LPM1,SOM
162-3,3,bcEIJU,35s2,2431.0,None,d4,d4,1190,2431.0,-0.09834472,0.4073643,G2M,5,aNTB1,pNTB,aNTB1,WD,aNTB1,aNTB1,aNTB1,aNTB1
163-3,3,bcDRSO,35s2,2174.0,None,d4,d4,1079,2174.0,0.19544062,-0.28373826,S,0,WD,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
164-3,3,bcBOJD,35s2,1941.0,None,d4,d4,1051,1941.0,0.32250434,0.055379227,S,5,aNTB1,aNTB1,aNTB1,strNTB,aNTB1,aNTB1,aNTB1,aNTB1
165-3,3,bcFJXV,35s2,1483.0,None,d4,d4,917,1483.0,0.1271855,0.08883724,S,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
166-3,3,bcGSWN,35s2,1353.0,None,d4,d4,661,1353.0,-0.0019456157,-0.28571844,G1,13,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
167-3,3,bcHSIG,35s2,1067.0,None,d4,d4,792,1067.0,0.31456068,-0.1834378,S,5,aNTB1,aNTB1,pNTB,SOM,aNTB1,aNTB1,LPM1,aNTB1
168-3,3,bcHSGB,35s2,998.0,None,d4,d4,769,998.0,-0.05453404,0.22409704,G2M,7,EPID,pNTB,IM,pNTB,LPM2,EPID,LPM2,pNTB
169-3,3,bcAEQU,35s2,1291.0,None,d4,d4,583,1291.0,-0.11772932,-0.14217322,G1,14,BLD,IM,LPM1,SOM,LPM1,strLPM,LPM1,strLPM
170-3,3,bcCHLA,35s2,715.0,None,d4,d4,650,715.0,-0.37488905,-0.35183614,G1,10,EPID,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
184-3,3,bcGUWE,35s2,7833.0,None,d4,d4,2467,7833.0,-0.46303356,-0.42933184,G1,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
185-3,3,bcDAKO,35s2,2716.0,None,d4,d4,1363,2716.0,-0.14035694,0.50551194,G2M,7,SPP,IM,IM,pNTB,BLD,ALNT,IM,aPSM
186-3,3,bcAYTG,35s2,2228.0,None,d4,d4,1101,2228.0,-0.17379911,-0.19863601,G1,6,SOM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
187-3,3,bcHZQR,35s2,1689.0,None,d4,d4,967,1689.0,-0.0372964,-0.16520074,G1,12,aNTB1,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
188-3,3,bcGKDV,35s2,1559.0,None,d4,d4,898,1559.0,0.1624297,0.04226457,S,0,EPID,LPM1,LPM1,LPM2,LPM1,LPM2,strLPM,LPM1
189-3,3,bcEYTD,35s2,1165.0,None,d4,d4,803,1165.0,-0.11340557,-0.28577057,G1,0,pPSM,LPM1,LPM2,WD,LPM2,pPSM,LPM2,LPM1
190-3,3,bcBDUV,35s2,1245.0,None,d4,d4,816,1245.0,-0.05616051,-0.16302659,G1,11,LPM2,LPM1,LPM2,LPM1,LPM2,LPM2,LPM2,LPM1
191-3,3,bcGXTU,35s2,967.0,None,d4,d4,777,967.0,-0.09963232,0.22718695,G2M,2,aPSM,aPSM,LPM1,SOM,aPSM,aPSM,aPSM,aPSM
193-3,3,bcGBVW,35s2,713.0,None,d4,d4,714,713.0,-0.07169867,-0.18596016,G1,0,strLPM,LPM1,LPM1,WD,LPM1,IM,strLPM,strLPM
207-3,3,bcFLCZ,35s2,8975.0,None,d4,d4,2559,8975.0,-0.12381033,-0.3464335,G1,0,pNTB,pNTB,LPM1,pNTB,LPM1,pNTB,LPM1,pNTB
208-3,3,bcGARY,35s2,2795.0,None,d4,d4,1293,2795.0,0.2327595,-0.2352487,S,3,NMP,LPM1,LPM1,strNTB,SOM,SOM,LPM1,NMP
209-3,3,bcFUYB,35s2,2100.0,None,d4,d4,1103,2100.0,0.09336129,0.39354387,G2M,5,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB1,LPM1,aNTB1
210-3,3,bcAFOC,35s2,1722.0,None,d4,d4,1037,1722.0,-0.09252207,-0.00803052,G1,13,aNTB1,aNTB1,aNTB1,pNTB,aNTB1,aNTB1,LPM1,aNTB1
211-3,3,bcHDPC,35s2,2601.0,None,d4,d4,549,2601.0,-0.22223653,-0.10493462,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
212-3,3,bcDSJI,35s2,1252.0,None,d4,d4,786,1252.0,0.14942686,0.029776737,S,3,strNTB,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
213-3,3,bcEVLD,35s2,1116.0,None,d4,d4,829,1116.0,0.2945877,-0.21685179,S,5,NC,aNTB1,LPM1,SOM,aNTB1,NC,NC,aNTB1
214-3,3,bcAOQM,35s2,964.0,None,d4,d4,749,964.0,-0.16107893,-0.36729386,G1,1,SPP,IM,IM,SPP,IM,IM,IM,IM
216-3,3,bcAENZ,35s2,795.0,None,d4,d4,701,795.0,0.2973391,1.2184838,G2M,2,WD,IM,LPM1,pNTB,SOM,pNTB,LPM1,LPM1
230-3,3,bcAWWN,35s2,7922.0,None,d4,d4,2439,7922.0,-0.40959442,-0.40572867,G1,10,ENDO,LPM1,LPM1,WD,LPM1,ENDO,LPM1,LPM1
231-3,3,bcGJZG,35s2,2671.0,None,d4,d4,1289,2671.0,0.07300136,-0.24399483,S,7,EPID,IM,IM,pNTB,BLD,EPID,LPM1,strLPM
232-3,3,bcGQLW,35s2,2287.0,None,d4,d4,1101,2287.0,0.09154165,0.080775365,S,5,pPSM,LPM1,pNTB,SOM,aNTB1,pPSM,LPM1,NMP
233-3,3,bcFJGT,35s2,1846.0,None,d4,d4,1001,1846.0,-0.14684841,0.26489523,G2M,0,LPM2,LPM2,LPM2,WD,LPM1,LPM2,LPM1,LPM2
234-3,3,bcAFCU,35s2,1401.0,None,d4,d4,846,1401.0,-0.2869384,-0.3620685,G1,3,NMP,LPM1,pNTB,SOM,pPSM,LPM1,LPM1,NMP
235-3,3,bcGJDC,35s2,1097.0,None,d4,d4,801,1097.0,-0.30518267,0.09809929,G2M,2,strNTB,LPM1,LPM1,pNTB,SOM,SOM,LPM1,LPM1
236-3,3,bcCUKB,35s2,1220.0,None,d4,d4,825,1220.0,-0.21992308,0.4879714,G2M,0,LPM2,LPM1,LPM1,SOM,SOM,SOM,LPM2,LPM1
237-3,3,bcAMLN,35s2,986.0,None,d4,d4,717,986.0,0.24411431,0.052201763,S,5,aNTB1,LPM1,LPM2,LPM2,LPM2,LPM2,LPM1,LPM1
238-3,3,bcBQNC,35s2,768.0,None,d4,d4,672,768.0,-0.0564313,0.37270558,G2M,18,ALNT,LPM1,LPM1,SOM,LPM1,aPSM,LPM1,LPM1
239-3,3,bcASUF,35s2,709.0,None,d4,d4,666,709.0,0.045947514,0.590314,G2M,10,EPID,LPM1,LPM1,strNTB,LPM1,EPID,LPM1,strLPM
253-3,3,bcHYJT,35s2,7758.0,None,d4,d4,2507,7758.0,-0.004178779,0.37682015,G2M,10,NOTO,LPM1,LPM1,strNTB,LPM1,NOTO,LPM1,LPM1
254-3,3,bcAJRH,35s2,2983.0,None,d4,d4,1333,2983.0,0.0127547225,-0.14086872,S,0,WD,LPM1,LPM1,WD,LPM1,aPSM,LPM1,aPSM
255-3,3,bcCMCX,35s2,2168.0,None,d4,d4,1093,2168.0,-0.091728024,0.4208836,G2M,3,NMP,LPM1,LPM1,pNTB,LPM2,pNTB,LPM1,LPM1
256-3,3,bcGCTM,35s2,1763.0,None,d4,d4,928,1763.0,-0.09461092,0.36974245,G2M,6,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
257-3,3,bcGDRC,35s2,1547.0,None,d4,d4,868,1547.0,0.5550249,-0.34505033,S,2,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
258-3,3,bcEMJU,35s2,1369.0,None,d4,d4,871,1369.0,0.10984946,-0.40911943,S,0,BLD,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,NMP
259-3,3,bcECLM,35s2,1185.0,None,d4,d4,775,1185.0,-0.07632992,-0.22929677,G1,0,LPM2,LPM2,LPM2,pNTB,LPM2,LPM2,LPM1,LPM1
260-3,3,bcBLKQ,35s2,990.0,None,d4,d4,782,990.0,-0.29400313,0.042006236,G2M,5,aNTB1,pNTB,pNTB,pNTB,aNTB1,pNTB,LPM1,aNTB1
261-3,3,bcDCUV,35s2,826.0,None,d4,d4,719,826.0,0.1391286,-0.03454673,S,0,pNTB,LPM1,LPM1,SOM,LPM1,aNTB1,LPM1,LPM1
276-3,3,bcAPOJ,35s2,8631.0,None,d4,d4,2735,8631.0,-0.1830794,0.37521765,G2M,10,ENDO,LPM2,LPM2,WD,LPM2,LPM2,LPM2,LPM1
277-3,3,bcBLOE,35s2,2703.0,None,d4,d4,1253,2703.0,-0.11382174,0.08674824,G2M,7,IM,IM,IM,WD,LPM2,IM,LPM1,IM
278-3,3,bcBKXU,35s2,2068.0,None,d4,d4,1167,2068.0,0.09588007,-0.0049005486,S,0,IM,IM,IM,LPM1,IM,IM,strLPM,IM
279-3,3,bcBAOT,35s2,1695.0,None,d4,d4,1000,1695.0,-0.2504158,0.016285699,G2M,7,EPID,IM,IM,LPM2,LPM2,EPID,IM,NMP
280-3,3,bcDXUK,35s2,1511.0,None,d4,d4,922,1511.0,0.1918016,0.0973281,S,0,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
281-3,3,bcBZEM,35s2,1318.0,None,d4,d4,835,1318.0,0.054025628,-0.2099367,S,2,SOM,LPM1,SOM,pNTB,SOM,LPM1,LPM1,aPSM
282-3,3,bcBMFO,35s2,1085.0,None,d4,d4,795,1085.0,-0.082761824,-0.27291447,G1,10,LPM1,LPM1,LPM1,LPM2,LPM2,LPM1,LPM1,LPM1
283-3,3,bcGMSB,35s2,1046.0,None,d4,d4,740,1046.0,0.17812555,0.0027703177,S,0,aPSM,IM,LPM1,SOM,LPM2,aPSM,LPM2,LPM1
284-3,3,bcCQUA,35s2,986.0,None,d4,d4,748,986.0,0.20586336,-0.37405726,S,10,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
285-3,3,bcHIDC,35s2,727.0,None,d4,d4,716,727.0,-0.10717901,-0.16348553,G1,2,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
299-3,3,bcHMFL,35s2,8546.0,None,d4,d4,2502,8546.0,-0.09886779,-0.33898613,G1,7,EPID,IM,LPM1,pNTB,LPM1,aPSM,LPM1,aPSM
300-3,3,bcCQUK,35s2,2904.0,None,d4,d4,1315,2904.0,0.37673497,-0.11185555,S,3,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
301-3,3,bcAEJG,35s2,2305.0,None,d4,d4,1118,2305.0,0.21124606,-0.10159664,S,5,pPSM,LPM1,LPM2,WD,LPM2,aNTB1,LPM2,NMP
302-3,3,bcHYCW,35s2,1801.0,None,d4,d4,975,1801.0,0.13328172,0.5883268,G2M,7,EPID,IM,IM,pNTB,BLD,EPID,LPM2,aPSM
303-3,3,bcHTOL,35s2,1660.0,None,d4,d4,946,1660.0,-0.05865628,0.4676461,G2M,0,LPM1,LPM1,LPM1,LPM2,LPM1,SOM,LPM1,LPM1
304-3,3,bcGBRF,35s2,1122.0,None,d4,d4,834,1122.0,0.28225732,-0.08524164,S,10,IM,IM,IM,pNTB,IM,IM,LPM2,IM
305-3,3,bcCQGK,35s2,1253.0,None,d4,d4,839,1253.0,-0.32156277,-0.23642962,G1,2,BLD,LPM1,LPM2,pNTB,LPM1,LPM2,LPM2,LPM2
306-3,3,bcEGKS,35s2,904.0,None,d4,d4,820,904.0,-0.12891854,-0.046563312,G1,0,SOM,IM,SOM,SOM,SOM,SOM,LPM1,LPM1
307-3,3,bcFWYV,35s2,847.0,None,d4,d4,690,847.0,-0.02873709,-0.0111025125,G1,10,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
308-3,3,bcFDPF,35s2,759.0,None,d4,d4,695,759.0,-0.06384992,0.21742025,G2M,0,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
322-3,3,bcAFTQ,35s2,8154.0,None,d4,d4,2509,8154.0,0.072533175,0.3380894,G2M,0,SPP,IM,LPM1,IM,LPM2,SPP,LPM1,LPM1
323-3,3,bcBODU,35s2,2676.0,None,d4,d4,1164,2676.0,-0.3600623,-0.38019714,G1,0,EPID,LPM1,LPM1,pNTB,LPM1,pNTB,LPM1,LPM1
324-3,3,bcHQCV,35s2,2089.0,None,d4,d4,1035,2089.0,-0.098575994,-0.17348498,G1,3,SPP,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
325-3,3,bcGBCW,35s2,1685.0,None,d4,d4,1004,1685.0,0.2929351,0.06779935,S,5,pNTB,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
326-3,3,bcBHFL,35s2,1638.0,None,d4,d4,892,1638.0,0.02363288,0.6246472,G2M,0,strLPM,IM,IM,LPM2,IM,IM,strLPM,strLPM
327-3,3,bcAZLK,35s2,1226.0,None,d4,d4,759,1226.0,-0.06270057,-0.24086843,G1,8,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
328-3,3,bcADWQ,35s2,1180.0,None,d4,d4,826,1180.0,-0.00023893267,-0.23715603,G1,7,EPID,IM,IM,strNTB,IM,EPID,LPM2,IM
329-3,3,bcCXDI,35s2,1009.0,None,d4,d4,742,1009.0,0.020487152,-0.020080263,S,0,BLD,LPM1,LPM1,SOM,LPM1,SPP,LPM1,LPM1
330-3,3,bcHNVZ,35s2,837.0,None,d4,d4,726,837.0,-0.019743187,-0.23450859,G1,2,pPSM,aPSM,aPSM,LPM1,pPSM,SOM,aPSM,pPSM
331-3,3,bcDTRT,35s2,780.0,None,d4,d4,692,780.0,-0.16055705,-0.024638556,G1,5,IM,IM,IM,WD,IM,IM,IM,IM
345-3,3,bcFFFX,35s2,7522.0,None,d4,d4,2417,7522.0,0.10975864,-0.018225528,S,6,aPSM,SOM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
346-3,3,bcGJVM,35s2,2489.0,None,d4,d4,1216,2489.0,0.13232619,-0.19167067,S,16,pNTB,pNTB,pNTB,WD,LPM2,pNTB,IM,pNTB
347-3,3,bcGHZJ,35s2,1958.0,None,d4,d4,1026,1958.0,-0.1661691,0.08878344,G2M,5,pNTB,pNTB,pNTB,WD,LPM1,pNTB,LPM1,pNTB
348-3,3,bcFLNC,35s2,1639.0,None,d4,d4,986,1639.0,-0.19295199,0.12390126,G2M,7,EPID,IM,LPM2,WD,LPM2,pPSM,LPM2,LPM1
349-3,3,bcGMYS,35s2,1527.0,None,d4,d4,955,1527.0,-0.16532105,0.36986715,G2M,5,NOTO,IM,LPM1,WD,IM,IM,LPM1,LPM1
