id	g0	g1	g2	g3
4	0.8487036108751856	0.747478091372272	0.6543864264728468	0.5700784325548001
116	0.7766101634000565	0.8649563202512399	0.9518551724274046	1.0363089204543052
119	1.0350869767713613	0.9284910517575319	0.8272506507577889	0.732900608272148
230	0.4730252134281421	0.5348434705855604	0.5978113419989172	0.6613368299516028
233	0.9438845175962187	1.0379349963445856	1.128513767125937	1.2147055254758765
461	0.7497552949982389	0.7747601579699388	0.7929916688186163	0.8048465380601134
462	1.5110231778507401	1.5105805124128437	1.496298544352498	1.4703035855209714
929	1.0937950183208662	0.7296972377817982	0.490288659297039	0.33200223059120326
1383	1.1078994141924683	1.0473965042309554	0.9826259677126007	0.9158990046238308
1612	0.5658470626599112	0.511015569261069	0.458648187436871	0.40951308422050464
1728	0.7784444317220521	0.8018306144508046	0.8176494399468501	0.8264535438943185
1732	1.4052271237060763	1.095391974032378	0.8531869042699389	0.6646969111363208
1841	1.6112785969002026	1.7625807243414358	1.9066788890027682	2.04214237472387
2533	1.4333019365282982	1.628989715818491	1.82953767197738	2.0330744806667997
2763	1.3876692880925243	1.2714747266887019	1.1578892262894755	1.0492159617456347
2994	1.1648709967019015	1.2652299212561728	1.3594921351610751	1.4469047459951878
2995	0.9242783992287291	1.0006557908921845	1.0713814414834715	1.1358612157783856
3458	1.0947942287076555	1.172609880101089	1.2422338827347938	1.3032527235074336
4371	0.9882552563852404	1.0109197799588494	1.0239883641444592	1.0283017630299058
4607	1.018796109142317	1.1804388800377128	1.3488784775005316	1.5222706233043006
4953	1.0327112149208395	0.8973960142610926	0.7756365113878635	0.6675507400436436
5407	1.0384222061980584	0.9160269538428363	0.8025814270605602	0.6992215085356396
5529	1.0867679893024507	0.842464208714842	0.6541063943838265	0.5090676830572478
5639	1.0961916567883696	1.0362298813236894	0.9718095304310788	0.9052662944024711
5751	0.7677318704326259	0.782573584223923	0.7902395791224207	0.7914105471814251
5869	1.3859208464359771	1.4087264493249303	1.4189323177847928	1.417906275896945
5871	0.5241710203909612	0.5204849482450128	0.5131761174783298	0.5029490671005409
5985	1.06230196972967	1.0271594290808708	0.9855843921345404	0.9395806904086326
6561	1.1154630431783834	0.9903698959618331	0.8739633418761544	0.7674022331754939
6562	0.9441882489458939	0.9340300194724115	0.9160781499500469	0.8918247353420586
6788	1.0090256412410927	1.0857420165900138	1.1551391395807524	1.2167228936148007
7023	0.8151731154381446	0.9047347734798704	0.9926922546704414	1.0780974435624076
7363	1.38848470160452	1.5196903608485501	1.645751033120586	1.7655746544654825
7478	1.3906225310676983	1.434645837972085	1.46635225592078	1.4865823571871801
7481	1.492436694030267	1.1416094120596814	0.8722051519760354	0.6665362751827112
7596	0.9891687876420797	0.9165732755381651	0.8431676585180846	0.7709027600062406
8051	1.1011816131674286	1.1784208657988078	1.2478446759663453	1.3090903538390999
8058	0.8915808317408246	0.8431764820026656	0.7915338336900537	0.7384887147138001
8283	0.8638374389552276	0.8749119484467073	0.8777010948013713	0.8731637655830599
8286	1.3600111596167628	1.074957899313065	0.8482897594220647	0.669080202679544
8397	0.8760213052102603	0.9723275932460491	1.066950161342045	1.1589178683724444
8861	1.0345185410544857	0.9136140796179754	0.8015938465008868	0.6995659245656172
