index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden
2880-1,1,bcAMPV,st52,995.0,None,d3,d3_1,583,995.0,-0.04499543,0.047585048,G2M,0
2881-1,1,bcDCTJ,st52,961.0,None,d3,d3_1,518,961.0,0.10642573,0.022406444,S,1
2882-1,1,bcHQBX,st52,787.0,None,d3,d3_1,541,787.0,-0.23419723,0.16876847,G2M,0
2990-1,1,bcCCPE,st52,6678.0,None,d3,d3_1,1998,6678.0,-0.1130852,-0.0287113,G1,0
2991-1,1,bcGIYL,st52,2480.0,None,d3,d3_1,954,2480.0,0.10520433,-0.2898108,S,3
2992-1,1,bcHWCQ,st52,1653.0,None,d3,d3_1,685,1653.0,-0.07621272,-0.07715561,G1,1
2993-1,1,bcFEOH,st52,1483.0,None,d3,d3_1,638,1483.0,-0.18174335,-0.211872,G1,2
2994-1,1,bcAMXO,st52,1105.0,None,d3,d3_1,585,1105.0,-0.043402724,0.31399152,G2M,2
2995-1,1,bcGLWC,st52,1016.0,None,d3,d3_1,598,1016.0,-0.20353527,-0.03625395,G1,1
2996-1,1,bcAGTA,st52,939.0,None,d3,d3_1,555,939.0,-0.07775609,-0.049091462,G1,1
2997-1,1,bcCBCN,st52,855.0,None,d3,d3_1,541,855.0,0.31860286,-0.14572343,S,1
3105-1,1,bcFWRJ,st52,5938.0,None,d3,d3_1,1880,5938.0,-0.18782592,0.22427104,G2M,0
3106-1,1,bcBFJC,st52,2467.0,None,d3,d3_1,1028,2467.0,-0.074988626,0.04267872,G2M,3
3107-1,1,bcCRTD,st52,1513.0,None,d3,d3_1,749,1513.0,-0.16637482,0.2379361,G2M,0
3108-1,1,bcBYMQ,st52,1363.0,None,d3,d3_1,686,1363.0,-0.09616711,0.31547078,G2M,0
3109-1,1,bcHJRY,st52,1132.0,None,d3,d3_1,590,1132.0,0.21483272,-0.29363823,S,2
3110-1,1,bcEWGG,st52,994.0,None,d3,d3_1,543,994.0,-0.045527965,0.121534854,G2M,1
3220-1,1,bcHPAE,st52,6395.0,None,d3,d3_1,1951,6395.0,0.005893441,-0.13369544,S,0
3221-1,1,bcFNED,st52,2460.0,None,d3,d3_1,1002,2460.0,0.046480514,-0.09727037,S,2
3222-1,1,bcAATI,st52,1512.0,None,d3,d3_1,801,1512.0,0.12157485,-0.18670115,S,2
3223-1,1,bcCWJY,st52,1074.0,None,d3,d3_1,619,1074.0,-0.14414833,-0.19966733,G1,3
3224-1,1,bcBKOQ,st52,1241.0,None,d3,d3_1,613,1241.0,-0.0885752,-0.0410342,G1,2
3225-1,1,bcHBXO,st52,1162.0,None,d3,d3_1,514,1162.0,-0.1329798,0.08618826,G2M,2
3226-1,1,bcEQSQ,st52,891.0,None,d3,d3_1,568,891.0,0.043959767,0.058154363,G2M,0
3227-1,1,bcEPGV,st52,810.0,None,d3,d3_1,601,810.0,0.17616434,-0.25012508,S,0
3335-1,1,bcBVGN,st52,6024.0,None,d3,d3_1,1908,6024.0,-0.1067024,0.021439727,G2M,2
3336-1,1,bcEUID,st52,2231.0,None,d3,d3_1,937,2231.0,-0.08933495,-0.08765096,G1,0
3337-1,1,bcEJVS,st52,1687.0,None,d3,d3_1,759,1687.0,0.17568511,-0.028474484,S,1
3338-1,1,bcHSBM,st52,1302.0,None,d3,d3_1,661,1302.0,0.058802288,-0.22985922,S,5
3339-1,1,bcIJOY,st52,1224.0,None,d3,d3_1,628,1224.0,0.008278544,-0.05849067,S,0
3340-1,1,bcHQYD,st52,1004.0,None,d3,d3_1,596,1004.0,0.067916475,-0.1792127,S,2
3450-1,1,bcGNEU,st52,6207.0,None,d3,d3_1,1860,6207.0,0.21649992,0.06306363,S,0
3451-1,1,bcDGCD,st52,2432.0,None,d3,d3_1,1086,2432.0,0.0035849065,-0.22395767,S,0
3452-1,1,bcBBIV,st52,1342.0,None,d3,d3_1,735,1342.0,-0.09118195,-0.12943813,G1,1
3453-1,1,bcGOJL,st52,1442.0,None,d3,d3_1,661,1442.0,0.11050249,-0.3305158,S,1
3454-1,1,bcGFFQ,st52,1163.0,None,d3,d3_1,573,1163.0,0.43479142,-0.035215467,S,1
3455-1,1,bcAHAV,st52,1004.0,None,d3,d3_1,600,1004.0,-0.17504981,-0.07700288,G1,0
3456-1,1,bcEORJ,st52,777.0,None,d3,d3_1,584,777.0,-0.041761525,-0.26469848,G1,4
3457-1,1,bcDCYI,st52,845.0,None,d3,d3_1,574,845.0,0.3745082,-0.10244824,S,0
3565-1,1,bcDNZM,st52,6099.0,None,d3,d3_1,1866,6099.0,0.3182817,-0.09423566,S,0
3566-1,1,bcBREF,st52,2296.0,None,d3,d3_1,1022,2296.0,0.1700099,-0.07677854,S,0
3567-1,1,bcDOND,st52,1644.0,None,d3,d3_1,741,1644.0,-0.14502221,-0.013439969,G1,2
3568-1,1,bcIHKT,st52,1132.0,None,d3,d3_1,633,1132.0,-0.21067508,-0.029838711,G1,3
3569-1,1,bcFZXN,st52,1118.0,None,d3,d3_1,582,1118.0,0.019182522,-0.17237559,S,1
3680-1,1,bcGRRH,st52,6308.0,None,d3,d3_1,1983,6308.0,0.2307547,-0.12363317,S,0
3681-1,1,bcBMWB,st52,2457.0,None,d3,d3_1,1031,2457.0,-0.104140475,0.041850623,G2M,0
3682-1,1,bcGBPW,st52,1599.0,None,d3,d3_1,682,1599.0,-0.3095771,0.22792803,G2M,1
3683-1,1,bcEGDZ,st52,1397.0,None,d3,d3_1,645,1397.0,-0.27413478,0.10650171,G2M,3
3684-1,1,bcANPQ,st52,1111.0,None,d3,d3_1,582,1111.0,-0.025864895,0.089566834,G2M,1
3685-1,1,bcAHGP,st52,992.0,None,d3,d3_1,615,992.0,0.024005141,-0.10515009,S,2
3686-1,1,bcDBXB,st52,803.0,None,d3,d3_1,562,803.0,0.26410863,-0.04463226,S,0
3795-1,1,bcCIYR,st52,4925.0,None,d3,d3_1,1761,4925.0,0.044081137,-0.2063776,S,1
3796-1,1,bcASDP,st52,2134.0,None,d3,d3_1,954,2134.0,-0.010668851,-0.39901355,G1,2
3797-1,1,bcCJSY,st52,1627.0,None,d3,d3_1,814,1627.0,-0.06400527,-0.21040834,G1,2
3798-1,1,bcAAAZ,st52,1340.0,None,d3,d3_1,762,1340.0,0.26487014,0.19835551,S,4
3799-1,1,bcBOPN,st52,945.0,None,d3,d3_1,582,945.0,-0.08997832,0.07237236,G2M,3
3800-1,1,bcAUGF,st52,854.0,None,d3,d3_1,569,854.0,0.11293656,0.25284138,G2M,2
3910-1,1,bcDDOV,st52,5703.0,None,d3,d3_1,1799,5703.0,0.101561755,0.048445817,S,0
3911-1,1,bcEUFH,st52,2076.0,None,d3,d3_1,938,2076.0,0.30741793,-0.12009092,S,1
3912-1,1,bcEZLV,st52,1604.0,None,d3,d3_1,757,1604.0,-0.13166064,0.06271216,G2M,1
3913-1,1,bcEBYK,st52,1346.0,None,d3,d3_1,673,1346.0,0.018062394,0.015672203,S,2
3915-1,1,bcBJVF,st52,855.0,None,d3,d3_1,570,855.0,-0.24499848,0.33483455,G2M,4
3916-1,1,bcBNWO,st52,854.0,None,d3,d3_1,563,854.0,-0.102109015,-0.13303256,G1,0
4025-1,1,bcEJDC,st52,5960.0,None,d3,d3_1,1837,5960.0,0.18532328,-0.19192494,S,4
4026-1,1,bcHPIC,st52,1979.0,None,d3,d3_1,887,1979.0,0.092398345,0.08316065,S,1
4027-1,1,bcHHTJ,st52,1647.0,None,d3,d3_1,714,1647.0,0.08506408,0.19992808,G2M,1
4028-1,1,bcAVFP,st52,1513.0,None,d3,d3_1,650,1513.0,-0.11929934,-0.008699561,G1,0
4029-1,1,bcDVHO,st52,912.0,None,d3,d3_1,579,912.0,-0.14816849,0.03451205,G2M,0
4030-1,1,bcHAIL,st52,1017.0,None,d3,d3_1,566,1017.0,-0.12259816,-0.35173053,G1,1
4140-1,1,bcHAQF,st52,5471.0,None,d3,d3_1,1866,5471.0,-0.08242735,0.2534747,G2M,2
4141-1,1,bcFDTW,st52,2211.0,None,d3,d3_1,971,2211.0,0.16055834,0.3622907,G2M,1
4142-1,1,bcEHVI,st52,1649.0,None,d3,d3_1,738,1649.0,-0.19072698,-0.24281506,G1,1
4143-1,1,bcEBWB,st52,1309.0,None,d3,d3_1,647,1309.0,0.13116015,-0.061954845,S,3
4144-1,1,bcBXZF,st52,1169.0,None,d3,d3_1,636,1169.0,0.42077014,-0.50954777,S,2
4145-1,1,bcCHCY,st52,1036.0,None,d3,d3_1,577,1036.0,-0.2541763,-0.23194386,G1,1
4255-1,1,bcAMXU,st52,4430.0,None,d3,d3_1,1604,4430.0,-0.002861794,-0.043043405,G1,1
4256-1,1,bcGDQL,st52,2541.0,None,d3,d3_1,891,2541.0,-0.050025497,-0.25007415,G1,1
4257-1,1,bcEJKG,st52,1650.0,None,d3,d3_1,714,1650.0,-0.21343158,0.20735785,G2M,1
4258-1,1,bcFTCU,st52,1209.0,None,d3,d3_1,680,1209.0,-0.13654937,-0.10874458,G1,0
4259-1,1,bcCKFM,st52,975.0,None,d3,d3_1,576,975.0,0.041474357,-0.07725235,S,0
4260-1,1,bcIAQH,st52,968.0,None,d3,d3_1,528,968.0,0.1844622,0.2567862,G2M,1
4370-1,1,bcCKDY,st52,4933.0,None,d3,d3_1,1658,4933.0,-0.22883236,0.08875546,G2M,4
4371-1,1,bcCMAP,st52,1809.0,None,d3,d3_1,900,1809.0,0.122459985,-0.1451068,S,2
4372-1,1,bcAFXC,st52,1380.0,None,d3,d3_1,709,1380.0,0.28103134,0.20099686,S,0
4373-1,1,bcHRBQ,st52,1371.0,None,d3,d3_1,693,1371.0,0.008667076,0.150753,G2M,0
4374-1,1,bcBPLY,st52,1057.0,None,d3,d3_1,601,1057.0,-0.10932033,-0.3103911,G1,3
4375-1,1,bcEKDV,st52,891.0,None,d3,d3_1,592,891.0,-0.25463405,0.008954059,G2M,0
4485-1,1,bcBJLF,st52,4969.0,None,d3,d3_1,1798,4969.0,0.15190566,0.13399766,S,3
4486-1,1,bcEUYC,st52,1830.0,None,d3,d3_1,867,1830.0,0.018529639,0.1018955,G2M,3
4487-1,1,bcHHGK,st52,1727.0,None,d3,d3_1,760,1727.0,0.12778609,0.26641348,G2M,2
4488-1,1,bcANZI,st52,1475.0,None,d3,d3_1,662,1475.0,-0.123829186,-0.306967,G1,1
4489-1,1,bcATUM,st52,1155.0,None,d3,d3_1,644,1155.0,-0.1465917,0.07869227,G2M,4
4490-1,1,bcDSCH,st52,1004.0,None,d3,d3_1,619,1004.0,0.23381862,0.2467716,G2M,0
4600-1,1,bcDSJG,st52,5375.0,None,d3,d3_1,1762,5375.0,0.073661834,-0.20443076,S,0
4601-1,1,bcDKBB,st52,2109.0,None,d3,d3_1,962,2109.0,0.056072183,0.12863359,G2M,0
4602-1,1,bcIAFP,st52,1754.0,None,d3,d3_1,740,1754.0,-0.11729908,-0.052508272,G1,1
4603-1,1,bcCPLB,st52,1357.0,None,d3,d3_1,645,1357.0,-0.03816367,-0.11773557,G1,1
4604-1,1,bcIASM,st52,942.0,None,d3,d3_1,573,942.0,-0.005622173,0.06651724,G2M,0
4605-1,1,bcAQWM,st52,886.0,None,d3,d3_1,534,886.0,-0.11940688,0.021058526,G2M,1
4715-1,1,bcEMCU,st52,5558.0,None,d3,d3_1,1718,5558.0,0.25347257,-0.104157135,S,1
4716-1,1,bcFDKT,st52,2091.0,None,d3,d3_1,901,2091.0,0.13648303,0.17559803,G2M,1
4717-1,1,bcCOZX,st52,1564.0,None,d3,d3_1,720,1564.0,-0.08247212,-0.112964496,G1,2
4718-1,1,bcDBLY,st52,1259.0,None,d3,d3_1,694,1259.0,-0.13485989,0.408754,G2M,0
4719-1,1,bcGVYU,st52,1070.0,None,d3,d3_1,623,1070.0,0.4385431,0.046855807,S,3
4720-1,1,bcFGUG,st52,940.0,None,d3,d3_1,551,940.0,-0.100432426,0.047345676,G2M,0
4721-1,1,bcAQIH,st52,891.0,None,d3,d3_1,552,891.0,0.5097184,-0.17537856,S,0
4830-1,1,bcANHH,st52,5468.0,None,d3,d3_1,1895,5468.0,-0.07061474,-0.20380284,G1,2
4831-1,1,bcHLZP,st52,2383.0,None,d3,d3_1,997,2383.0,-0.3163757,-0.07191152,G1,0
4832-1,1,bcEVVZ,st52,1578.0,None,d3,d3_1,787,1578.0,-0.04801597,0.1869421,G2M,2
4833-1,1,bcEYKD,st52,1272.0,None,d3,d3_1,721,1272.0,-0.05770818,0.02086902,G2M,2
4834-1,1,bcAWTE,st52,1100.0,None,d3,d3_1,647,1100.0,-0.09894143,-0.317974,G1,0
4835-1,1,bcAPRH,st52,1061.0,None,d3,d3_1,590,1061.0,0.08083684,-0.30959073,S,2
4836-1,1,bcCJMK,st52,898.0,None,d3,d3_1,599,898.0,-0.010424368,-0.34564674,G1,1
4945-1,1,bcFAMI,st52,5246.0,None,d3,d3_1,1756,5246.0,0.0047253277,0.12212421,G2M,0
4946-1,1,bcEPDB,st52,2244.0,None,d3,d3_1,865,2244.0,-0.15370964,0.40189487,G2M,1
4947-1,1,bcDWMI,st52,1501.0,None,d3,d3_1,713,1501.0,0.27118453,-0.26719093,S,1
4948-1,1,bcDESM,st52,1388.0,None,d3,d3_1,737,1388.0,0.29738748,-0.18380657,S,0
4949-1,1,bcBUIO,st52,1207.0,None,d3,d3_1,621,1207.0,-0.16925314,0.09802662,G2M,2
4950-1,1,bcHFBA,st52,942.0,None,d3,d3_1,560,942.0,-0.40482023,-0.14056915,G1,4
4951-1,1,bcGRSJ,st52,902.0,None,d3,d3_1,558,902.0,-0.2768113,-0.20572846,G1,1
4952-1,1,bcEPWB,st52,827.0,None,d3,d3_1,559,827.0,0.004349677,-0.22541885,S,0
5060-1,1,bcDZWO,st52,5397.0,None,d3,d3_1,1728,5397.0,0.18981048,-0.10787274,S,2
5061-1,1,bcIIIO,st52,1895.0,None,d3,d3_1,822,1895.0,0.09332503,-0.22538608,S,1
5062-1,1,bcAWSZ,st52,1372.0,None,d3,d3_1,721,1372.0,-0.014918882,0.20149054,G2M,1
5063-1,1,bcFRRZ,st52,1183.0,None,d3,d3_1,625,1183.0,-0.0803214,-0.020664591,G1,0
5064-1,1,bcAVIN,st52,1001.0,None,d3,d3_1,624,1001.0,-0.0014431961,-0.0048548183,G1,0
5066-1,1,bcEAXM,st52,804.0,None,d3,d3_1,574,804.0,-0.29026347,-0.059834894,G1,4
5175-1,1,bcHVBW,st52,4778.0,None,d3,d3_1,1641,4778.0,-0.01457129,-0.076219805,G1,0
5176-1,1,bcALSM,st52,2236.0,None,d3,d3_1,986,2236.0,0.010816257,0.29725704,G2M,0
5177-1,1,bcATVG,st52,1500.0,None,d3,d3_1,748,1500.0,0.08261218,-0.17989561,S,4
5178-1,1,bcIFOZ,st52,1388.0,None,d3,d3_1,682,1388.0,-0.019695748,-0.17676947,G1,2
5179-1,1,bcFMNV,st52,1057.0,None,d3,d3_1,610,1057.0,-0.09243379,0.266909,G2M,1
5180-1,1,bcCMHU,st52,857.0,None,d3,d3_1,543,857.0,0.50307304,0.22211094,S,1
5181-1,1,bcENRX,st52,941.0,None,d3,d3_1,564,941.0,0.060536638,0.069636576,G2M,0
5290-1,1,bcEGRW,st52,5075.0,None,d3,d3_1,1768,5075.0,0.19382904,-0.20858409,S,2
5291-1,1,bcCWWS,st52,2023.0,None,d3,d3_1,923,2023.0,0.216985,-0.3186737,S,0
5292-1,1,bcAFPA,st52,1727.0,None,d3,d3_1,713,1727.0,0.01290575,-0.38317612,S,1
5293-1,1,bcCRVF,st52,1206.0,None,d3,d3_1,630,1206.0,0.06724855,0.18363637,G2M,3
5294-1,1,bcAMGN,st52,1084.0,None,d3,d3_1,693,1084.0,-0.030800935,0.5262061,G2M,0
5295-1,1,bcHNLC,st52,907.0,None,d3,d3_1,611,907.0,-0.08279175,-0.06220313,G1,2
5405-1,1,bcFPJH,st52,5181.0,None,d3,d3_1,1731,5181.0,0.19997168,-0.14919508,S,0
5406-1,1,bcEHCW,st52,2184.0,None,d3,d3_1,933,2184.0,-0.07824669,-0.2589615,G1,1
5407-1,1,bcGGHB,st52,1378.0,None,d3,d3_1,652,1378.0,-0.22802296,0.18120717,G2M,2
5408-1,1,bcHLCM,st52,1378.0,None,d3,d3_1,673,1378.0,0.1450974,-0.0049049277,S,0
5409-1,1,bcGQDR,st52,1164.0,None,d3,d3_1,661,1164.0,-0.12829067,-0.15419339,G1,2
5411-1,1,bcBSIR,st52,966.0,None,d3,d3_1,529,966.0,0.010074192,0.09737085,G2M,1
5520-1,1,bcGACT,st52,5091.0,None,d3,d3_1,1705,5091.0,-0.16077644,0.1745159,G2M,0
5521-1,1,bcGUFR,st52,2014.0,None,d3,d3_1,959,2014.0,-0.20379996,0.52860713,G2M,0
5522-1,1,bcCJUQ,st52,1686.0,None,d3,d3_1,756,1686.0,0.05159426,-0.13645068,S,5
5523-1,1,bcCTMY,st52,1352.0,None,d3,d3_1,682,1352.0,0.073249,0.03879237,S,1
5524-1,1,bcGZXJ,st52,982.0,None,d3,d3_1,580,982.0,-0.20046216,-0.023009583,G1,1
5525-1,1,bcBAGX,st52,881.0,None,d3,d3_1,581,881.0,0.044628195,0.30928925,G2M,2
5526-1,1,bcDIHT,st52,871.0,None,d3,d3_1,564,871.0,-0.28724897,-0.26166362,G1,5
5635-1,1,bcHGRR,st52,4572.0,None,d3,d3_1,1652,4572.0,-0.11369685,0.3168187,G2M,4
5636-1,1,bcADTI,st52,2446.0,None,d3,d3_1,930,2446.0,-0.10074996,0.028074784,G2M,1
5637-1,1,bcGNCO,st52,1634.0,None,d3,d3_1,730,1634.0,0.08548195,0.06129825,S,1
5638-1,1,bcGQLD,st52,1261.0,None,d3,d3_1,617,1261.0,-0.083634034,-0.3689801,G1,1
5639-1,1,bcAVWJ,st52,1097.0,None,d3,d3_1,625,1097.0,-0.19476807,0.09878596,G2M,2
5640-1,1,bcGRTK,st52,988.0,None,d3,d3_1,603,988.0,-0.13160037,-0.1916275,G1,0
5641-1,1,bcCXKH,st52,916.0,None,d3,d3_1,543,916.0,-0.35110924,-0.114487834,G1,2
5750-1,1,bcDWIY,st52,4198.0,None,d3,d3_1,1471,4198.0,-0.23305978,0.054132048,G2M,0
5751-1,1,bcGCYQ,st52,2005.0,None,d3,d3_1,954,2005.0,0.032856755,0.01829132,S,1
5752-1,1,bcGJDN,st52,1545.0,None,d3,d3_1,751,1545.0,0.53010935,-0.049277466,S,1
5753-1,1,bcFONX,st52,1161.0,None,d3,d3_1,592,1161.0,-0.15927629,0.026105346,G2M,2
5754-1,1,bcACTY,st52,1136.0,None,d3,d3_1,655,1136.0,0.30397025,-0.18875632,S,4
5755-1,1,bcEZMC,st52,1015.0,None,d3,d3_1,537,1015.0,-0.062436394,-0.25488418,G1,1
5756-1,1,bcBKXW,st52,818.0,None,d3,d3_1,573,818.0,0.14659995,-0.20252436,S,0
5757-1,1,bcBDJF,st52,808.0,None,d3,d3_1,590,808.0,0.10336422,-0.24339032,S,0
5865-1,1,bcGJSO,st52,3827.0,None,d3,d3_1,1408,3827.0,0.19171467,-0.014685478,S,0
5866-1,1,bcAXKM,st52,2256.0,None,d3,d3_1,918,2256.0,0.089859456,-0.25887024,S,0
5867-1,1,bcDKQM,st52,1768.0,None,d3,d3_1,787,1768.0,-0.22787893,-0.03338904,G1,1
5868-1,1,bcAAJS,st52,1330.0,None,d3,d3_1,768,1330.0,0.46651456,-0.0784923,S,2
5869-1,1,bcENPP,st52,1210.0,None,d3,d3_1,638,1210.0,0.05574859,0.19392857,G2M,1
5870-1,1,bcEKDU,st52,978.0,None,d3,d3_1,538,978.0,-0.14370535,-0.037406046,G1,5
5872-1,1,bcEMCH,st52,794.0,None,d3,d3_1,555,794.0,0.049944066,0.11551583,G2M,0
5980-1,1,bcANFN,st52,4650.0,None,d3,d3_1,1583,4650.0,-0.1347675,-0.15060776,G1,1
5981-1,1,bcGLNH,st52,1799.0,None,d3,d3_1,828,1799.0,-0.15642464,-0.20754497,G1,2
5982-1,1,bcDFFI,st52,1486.0,None,d3,d3_1,685,1486.0,-0.024721593,-0.061328795,G1,2
5983-1,1,bcGMSZ,st52,1595.0,None,d3,d3_1,624,1595.0,-0.24867195,-0.0068306345,G1,1
5984-1,1,bcDNHE,st52,988.0,None,d3,d3_1,638,988.0,-0.13100974,-0.19727698,G1,2
5985-1,1,bcADFS,st52,1004.0,None,d3,d3_1,563,1004.0,-0.014784155,-0.10346948,G1,1
5986-1,1,bcBAWM,st52,966.0,None,d3,d3_1,552,966.0,-0.08422229,0.12587221,G2M,3
6095-1,1,bcGZJR,st52,4890.0,None,d3,d3_1,1748,4890.0,0.13906197,0.13521557,S,2
6096-1,1,bcELSR,st52,1892.0,None,d3,d3_1,846,1892.0,0.28609276,0.06908845,S,1
6097-1,1,bcBWPO,st52,1503.0,None,d3,d3_1,697,1503.0,-0.18277851,-0.023657165,G1,2
6098-1,1,bcFUEO,st52,1376.0,None,d3,d3_1,711,1376.0,-0.18182708,-0.16310784,G1,0
6100-1,1,bcCLXB,st52,955.0,None,d3,d3_1,555,955.0,0.152645,-0.14824876,S,0
6101-1,1,bcCPIE,st52,806.0,None,d3,d3_1,541,806.0,-0.10458554,0.14907181,G2M,0
6210-1,1,bcBTLM,st52,4514.0,None,d3,d3_1,1559,4514.0,0.08982393,-0.2539224,S,0
6211-1,1,bcAUEL,st52,2063.0,None,d3,d3_1,886,2063.0,0.19420792,-0.2895088,S,1
6212-1,1,bcAECC,st52,1622.0,None,d3,d3_1,770,1622.0,0.09609153,0.1355048,G2M,2
6213-1,1,bcBILL,st52,1357.0,None,d3,d3_1,688,1357.0,-0.4067971,0.046887368,G2M,2
6214-1,1,bcFUIU,st52,1180.0,None,d3,d3_1,648,1180.0,0.51514065,-0.121423796,S,2
6215-1,1,bcBJKH,st52,930.0,None,d3,d3_1,619,930.0,0.02614608,-0.27895495,S,2
6217-1,1,bcEPAQ,st52,862.0,None,d3,d3_1,531,862.0,-0.0010429956,0.3331508,G2M,3
6325-1,1,bcHXBS,st52,4797.0,None,d3,d3_1,1688,4797.0,-0.20250952,-0.02970128,G1,4
6326-1,1,bcELTB,st52,2004.0,None,d3,d3_1,976,2004.0,0.12181646,0.48740122,G2M,2
6327-1,1,bcEEFU,st52,1652.0,None,d3,d3_1,725,1652.0,-0.3111297,0.24949023,G2M,1
6328-1,1,bcGCZI,st52,1306.0,None,d3,d3_1,701,1306.0,0.06365472,0.03385596,S,1
6329-1,1,bcEPGS,st52,1166.0,None,d3,d3_1,556,1166.0,0.5245191,-0.09611066,S,1
6330-1,1,bcBSNM,st52,889.0,None,d3,d3_1,584,889.0,0.3964365,-0.225965,S,5
6440-1,1,bcEUJW,st52,4601.0,None,d3,d3_1,1578,4601.0,-0.08186135,-0.24770083,G1,2
6441-1,1,bcBIKE,st52,2321.0,None,d3,d3_1,929,2321.0,-0.07256555,-0.18251565,G1,1
6442-1,1,bcCCUV,st52,1397.0,None,d3,d3_1,709,1397.0,-0.117388554,-0.187213,G1,2
6443-1,1,bcBYNJ,st52,1345.0,None,d3,d3_1,652,1345.0,-0.09648972,-0.2897908,G1,1
6444-1,1,bcBEKJ,st52,966.0,None,d3,d3_1,610,966.0,-0.04350371,-0.012451892,G1,2
6445-1,1,bcAJFQ,st52,861.0,None,d3,d3_1,573,861.0,-0.17616999,0.3505089,G2M,1
6446-1,1,bcHNLZ,st52,785.0,None,d3,d3_1,563,785.0,0.36192808,0.2897432,S,2
6555-1,1,bcFWUB,st52,4899.0,None,d3,d3_1,1606,4899.0,-0.08505247,0.08467458,G2M,2
6556-1,1,bcGYND,st52,2039.0,None,d3,d3_1,997,2039.0,0.12940957,0.043873716,S,2
6557-1,1,bcGKKN,st52,1627.0,None,d3,d3_1,778,1627.0,0.24899273,0.09469707,S,2
6558-1,1,bcEZKZ,st52,1452.0,None,d3,d3_1,659,1452.0,-0.08371036,-0.013494298,G1,2
6559-1,1,bcFGUC,st52,1180.0,None,d3,d3_1,585,1180.0,0.04002283,-0.2162392,S,2
6560-1,1,bcDDYH,st52,950.0,None,d3,d3_1,559,950.0,-0.08999825,0.22278214,G2M,2
6670-1,1,bcCIUM,st52,3514.0,None,d3,d3_1,1424,3514.0,0.07642627,0.24131858,G2M,1
6671-1,1,bcFVBN,st52,1840.0,None,d3,d3_1,849,1840.0,-0.07323445,0.02567627,G2M,1
6672-1,1,bcGLXJ,st52,1520.0,None,d3,d3_1,732,1520.0,-0.0742165,0.11122517,G2M,3
6673-1,1,bcHYPL,st52,1251.0,None,d3,d3_1,685,1251.0,0.15501995,0.17009123,G2M,0
6674-1,1,bcHEEP,st52,1030.0,None,d3,d3_1,611,1030.0,-0.0091720605,-0.07833055,G1,0
6675-1,1,bcAUSE,st52,871.0,None,d3,d3_1,553,871.0,-0.08840327,-0.23638149,G1,0
6676-1,1,bcCYWA,st52,914.0,None,d3,d3_1,570,914.0,-0.013558682,-0.16262971,G1,2
6785-1,1,bcABAI,st52,4081.0,None,d3,d3_1,1504,4081.0,0.115451485,-0.09232536,S,0
6786-1,1,bcATBC,st52,1731.0,None,d3,d3_1,818,1731.0,-0.066345915,0.27263004,G2M,0
6787-1,1,bcFRRF,st52,1453.0,None,d3,d3_1,779,1453.0,-0.2425628,0.16739386,G2M,0
6788-1,1,bcHXCO,st52,1351.0,None,d3,d3_1,668,1351.0,-0.28334868,0.18029618,G2M,3
6789-1,1,bcFIHU,st52,1087.0,None,d3,d3_1,585,1087.0,0.3327085,-0.0913791,S,5
6790-1,1,bcHYOD,st52,900.0,None,d3,d3_1,587,900.0,-0.2668764,-0.16973732,G1,1
6791-1,1,bcEJZX,st52,962.0,None,d3,d3_1,542,962.0,0.055931076,-0.063257575,S,1
6900-1,1,bcDSFZ,st52,4822.0,None,d3,d3_1,1624,4822.0,0.03773734,0.04794126,G2M,0
6901-1,1,bcGROF,st52,2052.0,None,d3,d3_1,873,2052.0,0.16217393,-0.22913964,S,0
6902-1,1,bcAFDO,st52,1613.0,None,d3,d3_1,710,1613.0,-0.28873333,0.016595043,G2M,0
6903-1,1,bcHFRJ,st52,1409.0,None,d3,d3_1,681,1409.0,-0.12202733,-0.10054322,G1,2
6905-1,1,bcFHYQ,st52,896.0,None,d3,d3_1,582,896.0,0.330051,-0.3209437,S,4
7015-1,1,bcCHGH,st52,4692.0,None,d3,d3_1,1669,4692.0,-0.19234732,0.2877983,G2M,0
7016-1,1,bcBHMM,st52,2009.0,None,d3,d3_1,868,2009.0,-0.23119453,0.106360964,G2M,3
7017-1,1,bcEDXC,st52,1525.0,None,d3,d3_1,762,1525.0,-0.10165704,0.16012295,G2M,4
7018-1,1,bcHQTD,st52,1213.0,None,d3,d3_1,658,1213.0,0.3882411,0.20668359,S,0
7019-1,1,bcDLWH,st52,1043.0,None,d3,d3_1,645,1043.0,0.03312958,0.10889535,G2M,0
7020-1,1,bcAGNX,st52,948.0,None,d3,d3_1,639,948.0,0.0666715,-0.14123887,S,0
7021-1,1,bcGQAG,st52,727.0,None,d3,d3_1,574,727.0,0.09268791,-0.28593743,S,5
7130-1,1,bcCUBS,st52,4523.0,None,d3,d3_1,1637,4523.0,-0.07793555,0.07261036,G2M,0
7131-1,1,bcDWJL,st52,1685.0,None,d3,d3_1,813,1685.0,-0.15130255,0.14606881,G2M,0
7132-1,1,bcAQLZ,st52,1520.0,None,d3,d3_1,687,1520.0,0.08727114,-0.0597814,S,1
7133-1,1,bcAYXU,st52,1353.0,None,d3,d3_1,652,1353.0,-0.23071411,-0.14957175,G1,1
7134-1,1,bcHUJI,st52,927.0,None,d3,d3_1,542,927.0,-0.27628934,-0.07287221,G1,0
