,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges
0,RPS2,4.3865421966026284e-24,0.7078999,CDH2,8.80436217535895e-66,1.8619887,CLDN1,8.713937936902613e-56,1.5712852,TBXT,8.518303238704139e-26,1.4732763,KRT7,7.526727589557859e-21,3.6035013,CHRD,4.551128853446491e-12,4.0004106,STRA6,0.004775500059602868,3.9051723
1,PLPP1,2.02410140052024e-21,0.8250759,AGRP,1.9006357441742642e-65,2.8674922,PLPP1,4.83826091162327e-37,1.2648227,GJA1,9.245825903123425e-17,1.0188735,KRT18,1.1723099330318687e-11,2.1389177,SHISA2,4.885357373569426e-06,1.5947454,SP5,0.01529041341177678,1.8233786
2,CALM2,2.70687472633682e-21,0.7622021,AKAP12,3.629635137719782e-41,1.9442917,GJA1,2.1543710535271834e-30,1.1255856,DLL1,1.7860461445933325e-15,1.5735183,NDRG1,3.675532754937299e-10,2.6404378,TMSB4X,6.663956806834522e-06,0.5899162,MRPS14,0.04286115317237882,3.236568
3,RPS15A,4.653253467445122e-21,0.63393015,ALDH1A2,1.1351325171272505e-33,2.3215246,SLC16A1,2.694685113861089e-13,0.8472089,CDH2,4.1960670119519544e-13,1.0274833,SOX17,1.0191720815793031e-09,3.0030446,TCF7L2,0.0003790248038036911,1.5516646,TLN2,0.0436498323916804,3.2066524
4,HSP90AA1,8.48587387040535e-21,0.6617485,NUCKS1,3.403110331136627e-32,1.0465351,MSX1,4.603093612490612e-13,1.1217328,WLS,9.900170166391423e-13,1.0548576,ID2,1.8599790955168878e-09,1.123779,APLP2,0.000441430782057036,0.85122347,RPA4,0.04656731214528401,1.8663347
5,LARP7,1.6982388570717334e-19,0.9901344,HSPA5,1.6252069803213383e-24,0.9671811,CTSV,5.498577668251185e-13,1.2865562,MSGN1,8.290736635277206e-12,1.4676542,CALM2,2.4090885274483507e-09,0.9062946,HSP90B1,0.0005425817469038275,0.8622523,IFT22,0.047902068394549115,2.9918602
6,Wpkci-7,6.199757745209623e-17,0.949266,PRTG,1.5295191983557045e-21,1.0238472,PDGFA,1.2912366956890403e-11,1.6699077,FN1,2.5600754356417377e-07,0.8746489,PLCXD1,1.6850854493528587e-08,4.0760083,NOTO,0.0005465536387484803,2.7380512,EI24,0.05062527625773417,1.7188761
7,UCH-L1,3.6447684118137017e-16,0.9082231,PALD1,3.555848163688172e-18,0.78182733,XPA,4.497456578841264e-11,0.77480817,AKAP12,4.613475021918664e-07,0.84377795,ANO3,1.462011233880758e-07,2.4282978,CDH2,0.002428322664893651,0.7078576,RAP1B,0.05618046607782344,1.6146511
8,EEF1A1,1.2438023532705984e-15,0.37629715,CLEC19A,1.9051005596668674e-17,2.0752244,EPCAM,2.218284961581802e-09,0.846643,HSPA5,9.425335147176773e-07,0.6537947,EIF4A2,1.546096974464576e-07,0.94490564,TBXT,0.003918249961829741,0.59137166,PURH,0.0618279525998328,1.524131
9,YWHAE,2.7326024121089433e-15,0.6038809,TUBA1B,3.175669729094702e-16,0.36840427,MFGE8,2.606225112945423e-09,1.1779509,ATP2B1,2.4850542894594054e-05,0.938518,RGN,3.081266848644842e-07,2.2103674,FOXA2,0.004160156366231307,2.198143,MAPRE1,0.0638811561344058,1.1739234
10,ANP32E,4.812318142786997e-15,0.88173765,EEF1D,9.484088298682815e-16,0.48882857,SFRP2,1.3113980624123246e-08,1.4491947,WNT8A,2.6097051143968754e-05,1.5735753,CNN3,1.1717114147202654e-06,0.9542019,SOX17,0.00795591336020407,1.9464334,MRPL45,0.06583019284409312,2.4945223
11,AP1S3,6.298626044244598e-15,1.1847336,APLP2,2.6199712340488207e-15,1.1015571,P4HB,2.263367046761326e-07,0.5154136,KRAS,3.62538597486894e-05,0.7852705,GATA5,1.4390608007351698e-06,1.5907999,GPC4,0.008435556412262069,1.1665219,HDDC2,0.06959576793778936,2.4449282
12,RANBP1,1.1375467014864156e-14,0.65947294,JAM3,9.883240177863874e-15,1.2988157,SP5,3.9628582376023203e-07,0.6748877,MESP1,3.7925616152292436e-05,1.3510985,PITX2,1.0661219359381073e-05,3.7032578,LGMN,0.008488596793578836,1.6253949,G2E3,0.07447577884702967,2.332833
13,PPIA,2.5454944527885978e-14,0.41313347,NOTCH1,1.208130846015961e-14,1.3526769,DAG1,5.620079216694835e-07,1.3647704,WNT5A,6.256736379649263e-05,1.4230579,FAM89A,1.4644068748160357e-05,1.2389485,ARL6IP1,0.009385471472439231,0.9722413,HACD3,0.08753569011942315,2.1339686
14,YWHAQ,8.472017201942139e-14,0.58088434,GATA5,1.2209062801603133e-14,1.5032283,PLS3,1.1015356443453274e-05,0.71026397,APLP2,9.402834636750311e-05,0.7130702,MAPK6,2.3243726440227878e-05,1.166767,SFRP1,0.011104699465663575,1.4516641,NDUFB9,0.09199840022443005,1.3815391
15,CIRBP,1.0348335265693696e-13,0.4875293,FAU,2.8170163165674867e-14,0.4920306,GBX2,2.3264361792939384e-05,1.0398874,APCDD1,0.00013452610374713265,2.1462762,GNB1,5.6266317827156235e-05,0.84439474,HAS2,0.012399144775607293,1.3657764,SNF8,0.09227889209587915,2.077213
16,TMSB15B,3.723861543778988e-13,0.4817806,MSGN1,7.419602008419564e-14,1.4651753,ATP1A1,3.420220247144402e-05,0.80804527,TUBA1C,0.00023089359602477847,0.49563023,COTL1,6.880715196679922e-05,1.7293873,HES4,0.012618682551893664,1.1261731,TIMM13,0.09635100834592238,1.357366
17,RBBP4,4.183603268346105e-13,0.6149017,ACTB,2.2520172115261818e-13,0.32529548,NT5DC2,0.00014286980169290797,0.41101536,CXCL14,0.0005332142351331526,1.5782377,RPS2,7.993062003442032e-05,0.47285146,SERPINE2,0.013987280013967679,1.684729,RNF20,0.10704307124969117,1.8903918
18,PSMA5,5.544187074494335e-13,0.85932803,MEOX1,1.854589051661386e-12,3.1452932,PDIA4,0.00019808661175616248,0.6773679,WNT5B,0.0005938557738723404,1.6124408,PABPC1,0.00010740904871508611,0.5544832,SST,0.022098295771088003,2.8729587,CCT6A,0.12133488247006326,0.9332028
19,SRSF1,6.722297322325381e-13,0.5153197,MESP1,1.986719587932431e-12,1.8812976,B2M,0.00020168566605931478,0.61312133,SLC16A1,0.0008189862324470294,0.5318032,SGK1,0.00016557302264028566,2.0709822,BSG,0.025565374646591428,1.2258613,HARS,0.12256092089219017,2.043592
20,G3BP1,8.896964729207443e-13,0.82409513,NME2,2.8230806638241842e-11,0.3315748,HTRA1,0.00020762145023051144,0.91042167,VRTN,0.001937044533351134,0.6156892,TPM4,0.00026219673683249863,1.17553,OLFML3,0.028553198760491796,2.600189,MYCL,0.12308931996261199,1.7535565
21,PRELID1,1.1157266218667513e-12,0.7314299,TUBA1C,1.2340560063640186e-10,0.60283947,PKM,0.0002902331985133677,0.22535335,DHX37,0.0021206951718824273,0.7036941,ATP5MC1,0.0002860734937876634,0.55561835,SSR1,0.0292498349872664,0.6121207,DDX5,0.12611725626492234,0.84573025
22,EIF4G2,1.715401643328876e-12,0.44911057,RDH10,3.580961239093814e-10,1.6932472,ST14,0.00032644694023867396,1.0683743,PRTG,0.002687368623816182,0.4678609,APOA1,0.0003054433610190627,2.3284223,MYL6,0.033436716854320175,0.73095185,C9H2ORF82,0.12993737884562084,5.8691444
23,PRDX1,4.777357393365974e-12,0.51663727,SGPL1,3.7708854413333017e-10,1.4190706,TMED7,0.00038083678962579873,0.5079156,CLDN1,0.0028779367169855154,0.37498447,SLC25A3,0.00032287074466037867,0.5675668,HSPA5,0.03478662576343133,0.4563622,LRRC8B,0.13104517851912964,5.688506
24,PTGES3,9.064568159762765e-12,0.6319023,PPIB,4.173308017070646e-10,0.54131526,FGFR1,0.0005397684485334063,0.6834702,PDIA6,0.003144859140139138,0.5427046,TPM1,0.0003493867489338234,0.8134182,SALL1,0.0410405809700331,0.78040534,HMGB2,0.13244021119514188,1.0167207
25,MARCKSL1,2.381555394361956e-11,0.7135769,RBBP6,7.037415349927783e-10,0.97115076,NUDT16L1,0.0010335845445417012,0.2974847,SLC25A6,0.003470010535973537,0.2760387,KRT19,0.0003599865993006612,0.8953932,CXCR4,0.04487065612062987,2.251169,FGF8,0.13403512271511708,5.1696863
26,EIF3E,3.549184847921214e-11,0.73615825,TWIST1,1.1301811357980878e-08,2.4873974,SPTBN1,0.001113354767583759,1.2425214,ALDOC,0.003923251977189055,0.3325462,LSP1,0.0004652934091493651,2.0272558,ACTG1,0.050445768508267576,0.22217147,CAPRIN1,0.13621653906381867,1.1314882
27,PCBP2,4.041808048547352e-11,0.5657778,LRIG3,1.3424078996367313e-08,1.7598642,MDK,0.0011150404679477147,0.31453797,P4HB,0.004995421489154895,0.35422388,METAP2,0.00047889564590141136,0.5227679,JARID2,0.052925149896510024,0.73990214,CCDC82,0.13688585953432753,4.8804116
28,CBX3,4.818081308040358e-11,0.6898529,CANX,1.819624771137901e-08,0.90258896,ID2,0.0012991435975989866,0.3669545,MSX1,0.006463276836589112,0.54212,MYL9,0.00051126053339372,0.9925322,CTNNB1,0.056579392846835226,0.3336369,DEDD,0.13813561135900435,1.6462587
29,EIF3M,3.151469254752963e-10,0.5578235,ALDOC,2.055574544750352e-08,0.46301305,MARCKSL1,0.0013155566851378094,0.32479855,FGF19,0.006681737304825632,1.8106124,WEE1,0.0006050470683775542,0.94193983,ACTB,0.07048474006186312,0.13452226,MRPL50,0.13852191419188803,1.6666483
30,PABPC1,4.082275879613298e-10,0.48045233,HDGF,2.7547068143998546e-08,0.4653354,ZFYVE19,0.001363105234779226,0.7379443,SKAP2,0.009298155428627986,0.77226484,VCP,0.0007075334003913918,0.6165837,WLS,0.08085678973179274,0.39262354,RAD54B,0.13881218708918375,4.699094
31,METAP2,4.239967848509397e-10,0.668961,TMSB4X,2.8464143065517865e-08,0.34091902,SLC34A2,0.0015767699972087286,1.7425448,CYP1B1,0.009313533509438462,2.1323931,PDZK1IP1,0.0008335563642685052,2.4293113,TUBB4B,0.08786629876337436,0.37819728,NUFIP1,0.14056367229693897,1.6528047
32,CAPRIN1,4.889946101842115e-10,0.80275315,PTN,4.884927269319774e-08,2.4022746,PDIA6,0.0015985045834066309,0.45979837,ATP5PB,0.011315591365478451,0.28848398,GAB1,0.0008787646574896986,2.7173076,TMED10,0.09952633743252175,0.4740942,HNRNPR,0.14095518940010002,1.1395569
33,RPL27,4.909289815309008e-10,0.45343181,MEX3A,9.723559532163823e-08,0.75928676,METRNL,0.002077086329805577,0.96587217,TMED7,0.015288579389113835,0.45018455,LIN7C,0.0009569270205511364,1.6218084,GLG1,0.09952633743252175,0.86745363,AP2M1,0.1455180939581883,1.5789568
34,ERH,7.969195282148524e-10,0.4868432,EEF2,1.1690287712847814e-07,0.27665633,AP1S3,0.002445015344740112,0.53185016,JAM3,0.017209096046395703,0.5684775,KPNA3,0.0011389561495851312,1.0258497,CDCA3,0.10583799227555248,0.37289333,ACADS,0.14713142973515236,4.1632977
35,PSMA1,9.231307890668568e-10,0.99336994,HSP90B1,1.7799025330359833e-07,0.6274219,PPP4R2,0.0025614194647554946,0.45588934,EPRS,0.020062775395859305,0.39816797,ACTR3,0.0011425390481643318,0.69023335,KDELR2,0.1078854254317875,0.4240711,C1orf174,0.15132800860453022,4.052165
36,RPL29,9.506622700172073e-10,0.3924976,JCAD,2.1773805823597884e-07,2.0707774,MCAM,0.002970622142117053,1.4851286,MYCL,0.021170453082861848,0.76899385,AKR1D1,0.001531285748538954,1.2842487,PDIA4,0.1142538042453929,0.46153295,BAZ1B,0.15194971564816104,1.5405942
37,RPL23A,1.0920300933185646e-09,0.39715052,CD24,2.2864042513683584e-07,0.50711685,HES5,0.002993947552477016,1.8874686,NKAIN4,0.0212914371050844,0.6420387,VIM,0.0015439914820360918,0.7228922,STK10,0.11591498561611059,2.9318511,NUP93,0.15393128698038583,1.5549351
38,PNRC1,1.6715639823112178e-09,0.6478746,PARP1,2.3185105334093927e-07,0.53652054,DDOST,0.0032912822690001208,0.56760985,SP5,0.021480474033501833,0.41532907,MLF2,0.001546909249111684,0.60032034,CADM1,0.11919719367407464,0.93587565,CAB39,0.1544560035775739,1.521873
39,EIF3H,2.062813903074459e-09,0.5454498,TM7SF2,4.0098742936400773e-07,1.1713061,IPO9,0.003441506629038342,0.48622063,MAGI3,0.022003773588408278,1.2183893,CLTA,0.0016476386900270517,0.8743301,FBLN1,0.12271052061530655,1.8796734,MAP2K2,0.15709998910680345,3.8370805
40,TRA2B,2.69706025777276e-09,0.6418473,TCF15,6.436164159102806e-07,3.2342741,ING5,0.003860271360002327,0.6543976,CLEC19A,0.02450357656742618,0.69892645,YWHAH,0.0016867457537983015,0.6738507,SERINC1,0.12390610749669391,0.6810938,NOTCH1,0.15967035570055776,1.5258918
41,SUMO2,3.5587891518669094e-09,0.5491696,ZEB2,1.285780440705118e-06,1.645137,RAD21,0.004056424656727796,0.44873613,CDX1,0.02600608040014402,1.6149372,YWHAE,0.0018505724696896288,0.3774897,SEMA6A,0.12853240315394038,1.858522,RIPK1,0.15999387511328889,4.2504325
42,ARPP19,3.968544968433294e-09,0.5593173,PRRC2C,1.7247488968952853e-06,0.6091965,NPM3,0.004114665104841719,0.21924013,MEX3A,0.028384398346819238,0.4210778,SPIN1Z,0.0020858338858376732,1.0838215,SPTAN1,0.1334824767973544,0.6844103,ZNF839,0.1604260049892342,3.563141
43,RPS16,4.023710164368764e-09,0.38963175,RACK1,2.9178950041524656e-06,0.28243664,FGFR3,0.0042397338305068715,0.9282975,ITGB1,0.02916741453988702,0.6531118,CHMP2B,0.002222373529901681,1.7285883,DNAJC3,0.13367332166013574,0.8774422,SRP9,0.16129291031947635,1.4966134
44,HSP90AB1,4.725819466387138e-09,0.5000971,ACTG1,3.239034682380872e-06,0.26719454,YEATS4,0.004473095595631708,0.5057169,TRIM8,0.031177857820096435,0.68286,CAPRIN1,0.002224411235226756,0.6332969,PFDN6,0.13967287697155978,0.44920528,PES1,0.1625998954881709,3.529243
45,GNB1,5.024125944141412e-09,0.70717824,WLS,6.555868129843057e-06,0.49127495,JUP,0.004587614141168106,0.61985004,ATP1B1,0.031579547022211954,0.46868825,TMSB4X,0.0022936717972553153,0.419389,AMY1A,0.15457866391171313,0.7859961,RAN,0.1645753312314232,0.7551943
46,GPX1,6.374513932335648e-09,0.8797073,EIF5B,6.959809568951472e-06,0.52205503,EPHA1,0.0050578907973855315,1.1663557,EPHA1,0.03270946471826869,1.1190485,TRIM71,0.0025020997632796064,0.83068526,GHITM,0.15718032001223983,0.32054168,HMGB3,0.1666800645094666,0.7674852
47,SLC25A5,7.767977363566782e-09,0.5427732,GDF3,1.4551472859619264e-05,2.005311,PDIA3,0.005862184166425434,0.3993195,ND4L,0.03279744127333899,0.9506526,LIMK2,0.0028295351782549392,2.5492523,SPARC,0.1612795104610244,0.55844235,PTER,0.16701423227436496,3.4885876
48,COPS5,1.497935554552769e-08,0.9010361,NTM,1.678622953123519e-05,1.6985409,TNFSF10,0.006013078258052943,0.6140975,CKAP2,0.03426172110866906,0.4872965,CDK6,0.0032148760429375,1.3783675,POMC,0.17287144433057633,1.1433592,HNRNPA2B1,0.16801975633553834,0.9589313
49,WDR1,2.755574343806325e-08,0.9425774,FST,1.9989271794681292e-05,2.244325,RHOB,0.006332822551231672,0.6874379,SRPRA,0.036925395485394884,0.5645089,ALDH1A1,0.003284775487951896,4.498586,C13H5orf15,0.1745807636380733,0.87965745,BIRC6,0.1691423288750208,3.3310137
50,CDCA7L,3.630996246695971e-08,0.736533,CADM1,2.1334216358728215e-05,1.2907223,F2RL1,0.006536005605156412,1.0466866,UBE2H,0.03695618368910259,0.699182,RPS15A,0.003385111044004677,0.34503552,MFAP2,0.17564894898336303,1.0032475,TULP3,0.17368891597194314,3.2079196
51,HSPE1,4.360243833206036e-08,0.4320663,RTF1,4.097434463620115e-05,0.6526292,TKT,0.00695108098178962,0.26821163,MFGE8,0.037306647211391465,0.5601596,YWHAZ,0.0035074932529827077,0.45151982,IGSF21,0.17740500073960008,2.0922518,MED8,0.17832620090609552,3.1050487
52,NCL,7.969534982841033e-08,0.312789,AGRN,4.6515713378293515e-05,1.0484505,SRPRB,0.008239192385186745,0.6283978,MYC,0.04114356725034529,0.57596076,SNAP23,0.0035588155939539085,1.2508459,ACVR1,0.1911190928933042,0.5366603,THYN1,0.18222081601591456,2.9732735
53,ENO1,8.079684756868942e-08,0.32670474,UBA52,5.418427391148503e-05,0.22738144,CENPF,0.008977020675227487,0.531473,CTSV,0.04184016015297765,0.3721054,HSP90AB1,0.0035870966585638568,0.38165343,APOA1,0.19419489998594663,0.8480159,BTBD3,0.18629906346313463,2.8375685
54,FRZB,8.467868972754902e-08,1.2676069,PCSK5,6.165663216410018e-05,1.7511699,EDNRB,0.009764791707092782,1.1448883,DDOST,0.04236192783338597,0.54570544,TP53BP2,0.00365949869562491,1.2559898,NAE1,0.19523761184342925,0.65488577,NOLC1,0.18738980577255226,2.9909952
55,ZDHHC6,1.1103322767346391e-07,0.89357793,PPFIBP1,8.438256976478695e-05,0.5724329,UCH-L1,0.009825706407266054,0.32327688,RYK,0.04237345678955428,0.6198742,AP2M1,0.00392734291337069,1.068083,Wpkci-7,0.1985618446171995,0.24816464,MTPN,0.1884852557836998,0.98184395
56,UQCR10,1.2509900308397218e-07,0.5445961,KLHL9,0.00010668878822555697,1.3126603,HSPA5,0.010879520810653819,0.27331555,NUCB2,0.04356933563563154,0.58265233,FKBP4,0.004516136441208042,0.5293092,PRPF8,0.19873342684484596,0.26602748,SLC35C1,0.19044437305659112,2.9678788
57,NUDT21,1.586491508456202e-07,1.2600393,YBX1,0.00012194661616595151,0.19583055,DNMT3A,0.011181468353706387,0.25737923,EEF1D,0.04425857049081488,0.18832153,ARPC1A,0.004539513219858308,1.0957171,NUCKS1,0.20483650814293386,0.20336197,COX15,0.19093648699925292,2.958917
58,IGF2BP3,1.693699070882761e-07,0.43522012,MTDH,0.00012468151384571193,0.932314,ASTL,0.011291590793813864,1.5139542,LONP1,0.044733212103687324,0.45604488,PRKCI,0.004619221333308966,1.0879854,ATG101,0.2065083487940016,0.7264762,EPCAM,0.1951572934250364,0.95137805
59,HELLS,2.246711090595445e-07,0.5501703,PDIA3,0.0001306810768628846,0.5400726,SLC2A1,0.012182636200450394,0.8484911,FKBP9,0.045041901271726,0.66412765,ELOVL5,0.005099658914824481,0.83441776,TSPAN6,0.20777610243603717,0.57662624,XRN2,0.19653739100064993,1.3092424
60,CDK1,2.468667484315143e-07,0.48555976,PLIN4,0.00018108592743568082,0.72371894,CANX,0.01300794215489464,0.4845219,ATP6V0C,0.04617057360605293,0.25944492,FIBIN,0.005214709825606991,1.729451,PLS3,0.20801258502843578,0.31133267,ATAD3A,0.1983041999071654,2.8200963
61,UBE2G1,2.9130847423983696e-07,0.6549571,TIMM13,0.00020454397101226968,0.4317347,TSPAN13,0.014538009364636539,0.72980237,CMTM8,0.04682526039454422,0.52750576,GATA6,0.006086673051856364,3.381045,TTC9,0.2097031745492186,3.064595,MED7,0.20225769900977786,2.6430993
62,ADSS,2.935925904167021e-07,0.75339943,P4HB,0.00020980754085706533,0.35310924,AMY1A,0.018813905265557714,0.8530746,SGPL1,0.050791751827930276,0.47535902,FOXA1,0.00611855974340442,3.7526846,UTP20,0.2180911551216187,1.367255,SH3KBP1,0.20277198299210542,2.6239333
63,TPT1,3.0956420514578293e-07,0.2896506,RBM24,0.00022869915780681057,0.46551907,RFC3,0.02035613093140344,0.46255004,RTN4,0.05213602393765427,0.22924055,EIF3E,0.006959044334607867,0.545724,EIF3K,0.22122843927226943,0.20071316,EZH2,0.2034161767196523,1.3024457
64,ARHGDIA,4.114596087033532e-07,0.6152073,CCDC88C,0.00024461000330605197,1.3078697,SSBP2,0.02049591776676416,1.1540825,GXYLT1,0.05813662118885681,1.0785367,ARHGDIA,0.007239590750093753,0.52828807,GBX2,0.22681200507342303,0.43141416,NPEPPS,0.2044499837808319,1.2615888
65,CALM1,4.417352848903232e-07,0.62518054,FN1,0.00026495116082157034,0.45583206,AIG1,0.02187113326113906,0.7541806,TPP1,0.05990224085087185,0.76609766,CMIP,0.007491816420420682,1.6791955,APP,0.22763131223859823,0.97021216,FAM168B,0.20600785195432825,2.5512896
66,MYL12A,5.012248090180137e-07,0.52217674,SRPRA,0.0002662149913654669,0.6921327,ID1,0.022481772053415127,0.31967485,IGFBP2,0.060676882674048714,0.4969486,PTBP1,0.0076091890824537675,0.43463427,ACVR2A,0.22794699132923624,0.6500803,MGME1,0.2075743250978639,2.6680915
67,NAP1L1,5.636299839310378e-07,0.37702554,PMVK,0.0003091130111576757,0.97109145,GXYLT2,0.02266987095930624,0.8143867,CSNK2A1,0.06349418816093808,0.24945755,HSPE1,0.007621639494723161,0.39663872,FBXW7,0.22914941618347096,0.8731316,DFFA,0.2099402076699628,2.6546266
68,ATP5MC3,7.222283094242451e-07,0.40327707,ATP5F1B,0.0004372720266879216,0.22432785,SELENOK,0.025326547629458396,0.5398144,NUCKS1,0.06356699434004515,0.21622385,ENO1,0.007662229551238383,0.30182168,RFXAP,0.23105716095729,0.41474605,DHX37,0.21126299156281225,1.2567712
69,VIM,8.591652201780411e-07,0.7944077,HMGB2,0.0005074277922266587,0.26651466,HSPA8,0.026667824392942137,0.16473413,SNRPN,0.06565866677671209,0.22427168,SMARCA5,0.00787290923301355,0.52742004,PRKAR1A,0.2317594869727938,0.28429216,MAK16,0.2119266388579084,1.2433407
70,RPL35,8.938072682703576e-07,0.3997073,DKK3,0.000558439065746494,0.9476087,HM13,0.02720393762045718,0.34481844,GAD1,0.06569192395227845,2.220487,RPL37,0.007976126251258887,0.33847132,PPP1R3E,0.23323288197451753,0.57494634,GUK1,0.21432824091061087,2.5830448
71,SET,1.2282502912431401e-06,0.40287042,AMN1,0.0005586023921689213,2.081826,ARL6IP1,0.027770606890869836,0.6500423,SCAF11,0.06984596945332082,0.34215337,AIF1L,0.00849000075748793,2.3333366,STOX2,0.2382790336175682,0.9998283,DNAJC8,0.21486458509450135,1.4839947
72,BTF3L4,1.328077515959013e-06,0.4642979,NDUFB10,0.0005832712931762943,0.39668944,LAPTM4A,0.02810686603700361,0.464783,HSP90B1,0.07069859372972201,0.33307445,SIKE1,0.008522649401163419,0.6607073,ARL8B,0.23870299879458123,0.67449546,SUCLA2,0.21701963514016742,2.4360526
73,PAICS,1.6000799331626497e-06,0.6733258,LEF1,0.0007050156010063841,1.164457,ATP1B3,0.029251073564239526,0.5298866,XPO7,0.070972875099339,0.4775146,ABCE1,0.008591750578648647,0.5406068,ADGRL2,0.2439315231188861,0.42928746,RNF185,0.21810297258394096,2.5330648
74,CTH,1.9719116401264912e-06,0.64913064,POMC,0.0007451911175559128,1.6209368,SEC11A,0.030215351771061154,0.41895223,NDC1,0.0732077635139484,0.5387352,G3BP1,0.008631710158001052,0.5320229,TMEM131,0.24426302900715935,0.49297473,SMAD6,0.22069146317662536,2.3713677
75,H3F3B,2.7358741308822288e-06,0.3466079,CTBP2,0.0009733373915107221,1.224227,LARP7,0.030845522853500118,0.19736734,TMEM57,0.0743328057529066,0.65944475,H3F3B,0.009236555056041366,0.322911,VCAN,0.24549235082423881,0.71711063,OSBPL9,0.22123920414128218,2.3843694
76,THOC7,3.8136466915133565e-06,0.69947284,LZTS1,0.0010141915737437274,1.3940841,PGM1,0.03121354399041652,0.39126343,XPO1,0.07435121520226787,0.29706815,CDX4,0.009275468350799227,1.0936835,SUDS3,0.245625509936926,0.49709746,LYSMD2,0.22579527118929288,2.4395852
77,YWHAH,4.283341535989994e-06,0.58841866,MDK,0.0010557428322718614,0.26655686,CCND1,0.031226997272609146,0.32740083,PALD1,0.07693714265568084,0.23328419,NUTF2,0.009449562761578004,0.42642504,DCBLD2,0.2469933116905002,0.6437773,PDCD4,0.2264913853618178,1.3565096
78,POLR2E,4.460131761682226e-06,0.6007467,NDUFA1,0.0010878959145113154,0.5608484,SEC61A1,0.031950607224120034,0.4568076,ID4,0.07945976165972098,0.57590365,ADSS,0.0095729660811961,0.7338066,RYK,0.2483664395722881,0.6419565,FEZ2,0.22718902919593287,2.287104
79,HDAC2,4.558720121988973e-06,0.56560844,PDS5B,0.0010971819844101166,0.8442013,CD276,0.033209841036697114,0.68315697,UQCRQ,0.08178027044504227,0.24067743,CSDE1,0.009663089247860059,0.5343946,NAPA,0.25001448849479835,0.5654872,DBT,0.2277482463310394,2.3107727
80,CTPS1,5.327260583624696e-06,0.7346095,DLL1,0.0011718761318199663,0.57457596,RPN2,0.03333415576707002,0.4040315,HIF1A,0.0839113873672319,0.47783342,ACTG1,0.009670794117545473,0.39763552,TPI1,0.25001448849479835,0.14507282,KAT14,0.22802822243977428,2.4080262
81,SALL4,5.35674223427345e-06,0.49095586,ATP6V0D1,0.0011911876153230683,0.7764855,RTN4,0.03395448974314854,0.22240289,CTSD,0.0925261625853233,0.44635707,SRSF6,0.010301133414999988,0.41196775,SLC9A3R2,0.25126398479201695,2.0861695,ATG3,0.22957247428733996,2.2992573
82,UMPS,5.448129823537608e-06,0.9037909,GLG1,0.0012635524827026147,0.8723971,USP22,0.03396533345415403,0.45908,SPTBN1,0.09353062476824327,0.8303169,FOXA2,0.011248964666390077,2.2929194,PRTG,0.2527215682167965,0.25726768,KCTD20,0.23013586094799043,2.258824
83,SRSF6,5.7460693863539e-06,0.4159427,ROCK1,0.0012736891386652851,0.8234876,ARL8BL,0.03428109143067526,0.56932646,CLNS1A,0.09470046947811606,0.3998158,SRSF5A,0.011554578059943225,0.53282607,TUBA1A,0.2601324681259092,0.28888285,C1orf52,0.23027686110073253,2.3804605
84,GCLM,6.726554356921447e-06,0.6338755,GNAI3,0.0014914410804758576,0.35292664,POFUT1,0.03561071330375298,0.7039313,ZNF326,0.0975903636252265,0.29023227,RANBP1,0.011741004560772894,0.40951332,KRT7,0.2643140074235443,0.47195894,TBL1X,0.2315486269634468,0.8508395
85,DDX5,6.949325086332119e-06,0.36973283,MANF,0.0015682793130158378,0.6734296,ATP2B1,0.03687924478668666,0.36920843,MPZL3,0.09777401482068701,0.50974625,DDT,0.012169068322281568,1.0102408,PRADC1,0.26695088040639137,1.4166347,LCLAT1,0.2372612544131404,2.319801
86,DYL1,7.388021675169552e-06,0.41621035,UBE2C,0.0015868682399857916,0.3407492,TXN,0.037128155158401885,0.19986506,TAF3,0.1006913453316622,0.4261073,EIF3B,0.012576794643923707,0.41109598,MAD1L1,0.2729946052227009,0.7956495,FEN1,0.24029993271214167,1.1720823
87,ABCE1,8.048646024688546e-06,0.4738687,SETD6,0.0016231199977226904,0.7202069,MRPS30,0.037642106182490205,0.6196457,ASPM,0.1013515959673661,0.5244254,NDUFA10,0.01281729277366366,0.48804682,GCHFR,0.2733530099145691,0.8078242,KLHL9,0.24161058284967052,2.2665615
88,FAM49B,8.392960724764195e-06,1.0533279,PDIA6,0.0016847076676195791,0.3970692,CDH11,0.042968156516485105,0.63612145,CEBPZ,0.10224125633117766,0.4804456,ARHGAP11A,0.013046760772454237,0.9353532,DHODH,0.2758708499135242,0.4577698,E2F6,0.2421947061244547,2.130991
89,EIF5,8.582719181829399e-06,0.4865197,SERBP1,0.001700894812764654,0.2041813,HSD17B12,0.043751157156347434,0.40479133,GFM1,0.10319706564102481,0.4883608,CNDP2,0.013701887820843346,0.65871376,OTX1,0.27964077214379646,3.8564644,SNRPN,0.24365935840068964,0.72121245
