,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges
569,AUH,0.3507146928367114,0.7037179,CD34,0.6322397094116903,1.6970383,ARGLU1,0.12777233294448612,0.19583812,MAD2L1BP,0.4333901142003129,0.31375977,SLC16A1,0.33709376956748494,0.15935548,DUSP19,0.05250777726064259,1.0222893,MRPL45,0.6089810674247628,0.5610109,AP2S1,0.20354433511011427,1.5649657,TMEM136-1,0.2564043664549863,4.007213,MEST,0.6153639307681715,2.5443366,GFM2,0.755194488664787,2.8838701,TBC1D7,0.6741184509897409,1.156733,GABRG3,0.6784393348148102,3.7643485,ATP6V1B2,0.31437869134571517,1.2677345
570,TWF2,0.3507922211150577,0.29055312,POLR3F,0.6326734754256638,0.2368051,YBX3,0.12779892425755826,0.15192327,UCK1,0.43417294848488386,0.29493237,MAD2L2,0.3375330981494533,0.27649373,VGLL1,0.05258597218458124,7.1204405,PPCDC,0.6091272936370026,1.669813,EIF3L,0.2048271857878149,0.4884877,HACD1,0.25654677837198137,3.9633844,ACAT1,0.6155653971460409,0.7485328,PPP2R2B,0.755194488664787,2.8838701,TEKT4,0.6742083604684043,4.1410494,HPSE,0.6787998885677554,3.560306,DENR,0.31476072802954247,1.1948098
571,SLC25A3,0.3509182277383599,0.10719945,DERL1,0.6339905040525763,0.08859243,AURKAIP1,0.12852920205513943,0.23337038,CMTM7,0.43447834236918825,0.65075046,CTHRC1,0.33854375935839465,0.6907539,GORASP2,0.05272126542259575,0.465506,POC1B,0.6093100983643828,0.6466165,PSMC6,0.20535001979632395,0.4702329,VAMP1,0.2565705190303261,1.0356731,NCOA4,0.615766892504719,0.44369647,PTBP3,0.755194488664787,2.8838701,TUBGCP5,0.6742083604684043,4.1410494,FEM1B,0.6789801930204107,0.65334564,RTF1,0.315143069750357,0.8388982
572,MED10,0.35208272024390685,0.20824741,PTPN2,0.6340354232277141,0.09444836,BID,0.12969255128608986,0.21996455,RGS17,0.4345713129553639,1.4791096,PPM1K,0.33941328796770975,0.68713087,STXBP3,0.052753351135699345,1.6075791,DYM,0.6095660659621017,1.0400699,NDUFA12,0.20541040915928543,0.47057688,PTGES3L,0.2579262587840073,1.7239629,LONRF1,0.615766892504719,1.7946101,WNT2B,0.755194488664787,2.8563356,ZNF687,0.6742083604684043,4.1410494,NPLOC4,0.6794310345099446,0.8733536,XYLB,0.3159086683120068,2.9642394
573,RAB12,0.35341516980916776,0.2776423,SP3,0.6341402398797427,0.15804443,ST3GAL6,0.1299402068684494,0.56635344,PHACTR1,0.43504962884840426,1.4150282,SNF8,0.33968754552691627,0.33445197,CENPP,0.05286042140639204,1.2180424,CHMP6,0.6100415611189831,0.28665584,WDR12,0.2073699593739592,0.70141834,UHMK1,0.25868954956851054,1.2965993,RBFOX3,0.6159684168318391,1.890663,TP73,0.755194488664787,2.8563356,MAEL,0.6742083604684043,4.1410494,UQCC1,0.6794310345099446,1.1657591,HMOX1,0.3163686131305602,2.9842768
574,CSNK2A1,0.3534249074241841,0.0928561,H2AFV,0.6344247792119803,0.018875556,CETN3,0.13030157913227813,0.48892915,SPPL3,0.43575436884182805,0.22614434,MED22,0.33992614583229874,0.34419587,MAP2K4,0.05291402460805382,0.94629407,UBC,0.6101879004539476,0.0875024,CRNKL1,0.20761331752121537,0.6317066,NOC4L,0.25904788047425575,0.87452805,E2F1,0.6160355980428389,0.57574725,FSD1,0.755194488664787,2.8838701,TRPM8,0.6742083604684043,4.1410494,KMT5B,0.6794310345099446,0.81985754,PTPRM,0.31682899721292523,2.9555628
575,MARK1,0.353444383163098,0.8559519,TRMT13,0.634574558461731,0.5591639,SUDS3,0.13049607113524153,0.29052687,MTMR10,0.43583419219234065,0.3020265,MGMT,0.3401767917530978,0.70862806,UQCRH,0.053096615367645865,0.23768607,MCTS1,0.6102610759655984,0.10457371,TMED10,0.20767418941434612,0.49470302,CHTF8,0.25928695869930374,0.58068883,MPPED1,0.6165059565668674,1.8485339,LRRC28,0.7554214140597886,1.0879211,PCDH17,0.674298274599807,4.081914,ACSM5,0.6796114032251304,3.7779274,SENP6,0.31698255618812976,3.0022898
576,NCAPG,0.3535222929037616,0.32905644,ENPP4,0.6360431861724392,0.95674646,SPON1,0.13066373077650945,1.5583868,LYPD1,0.4366195708029812,1.0939745,MTX2,0.3406306425137936,0.17938322,MARK3,0.053114544722540444,0.5945181,ATP6V0A1,0.610663610892765,1.10776,ZMAT2,0.20958807107048205,0.54540694,PTGES3,0.25966980166729836,0.24315035,KCNN1,0.6168420233604851,1.1534432,PRDM4,0.7554214140597886,2.7708585,LONRF2,0.674298274599807,4.081914,CNNM2,0.6796114032251304,3.7779274,ZBTB2,0.31713616397059363,1.51331
577,DNAJC7,0.35412646145566606,0.21058758,PRRC2C,0.63605817955966,0.052672975,KNSTRN,0.1315262902179266,0.42516422,HNRNPH3,0.4369659285062102,0.015108422,FEZ2,0.34084575977408127,0.43029365,CENPH,0.053283328028196755,0.40465432,EIF1AY,0.6110296539051603,0.07653401,AP3S2,0.21022203678395524,0.87981594,HSDL2,0.26228833468404866,0.7329989,GNL3,0.6175816528265372,0.25194404,SRGAP3,0.7554970605491083,0.7585779,CEP131,0.6747479150086428,0.8853159,NEU3,0.6796114032251304,3.7779274,PINK1,0.31713616397059363,1.2757127
578,EIF2S1,0.35462392749864335,0.14326802,MAN2C1,0.6371981129526159,0.8390784,TNFAIP8L1,0.13190742987091403,0.49774504,SMO,0.43720580726622105,0.32124135,VPS26B,0.3409413953673468,0.55132157,ITGB1,0.05387215775462325,0.41632855,USP12-like,0.6116521501245564,0.5764279,MRPL1,0.21032441915510813,1.212105,CPNE1,0.26286733406706775,0.8646422,CHUNK-1,0.6177834373120509,1.8619939,ZEB1,0.7556483605601672,0.39033228,DFFA,0.6754675811966514,0.85130006,RNF216,0.6796114032251304,3.7779274,CCNA2,0.3178280029817173,2.981005
579,NDUFV2,0.35495581655639163,0.17097168,DYNC1I2,0.6377233713309134,0.33229512,DNM1L,0.1322894248097005,0.2545474,MRPL32,0.4396221317507045,0.2953623,PNPT1,0.34131214558092526,0.35884705,RHEB,0.05411576236584791,0.5184526,AGBL1,0.612091728199504,1.6585369,RIOK2,0.21075481914350447,0.8572041,LIN9,0.26318132689734275,2.24933,TMEM185A,0.6177834373120509,0.8963619,BNIP3,0.7561023168039753,0.34977597,ADIPOR1,0.6755575603485293,0.8889856,NRCAM,0.6796114032251304,3.7779274,ZNF609,0.31805883561803716,1.2788211
580,SMU1,0.35508276711257303,0.19881445,NUDT12,0.6380386137215298,0.82968587,NKX6-2,0.1329736892975329,3.4534361,MEX3B,0.44112114720610185,0.7806171,LRP1,0.3414676982560587,1.2334538,UQCRFS1,0.05504764202850191,0.24184923,SAMD13,0.6145119012814227,1.0530372,PSMA2,0.21081635682888733,0.5541099,RB1,0.26417330716813603,0.84069836,PLA2G6,0.6179179763278358,1.84419,FOXN4,0.7568590975874399,2.8563356,CRLF2,0.6755575603485293,4.041376,KCND2,0.6796114032251304,3.7779274,PLPP3,0.3192146460369466,1.1777802
581,UBTF,0.35639300402575047,0.22291848,C26H6orf89,0.639690951828914,0.42225763,FAM53A,0.1331163599418501,0.57984143,LMO4,0.44353640407711936,0.07938147,GRIFIN,0.34177893970730344,5.4784155,LBH,0.055492531634094226,1.8907444,NIN,0.6146220092107109,3.3334885,MOB4,0.21100104786600293,0.8866648,AGFG1,0.26555668070659144,0.79289687,RAP1GAP1,0.6180525281596758,1.8411859,H1FX,0.7568590975874399,2.8563356,CALHM5,0.6755575603485293,4.041376,VSNL1,0.6797015944609134,3.6997871,EEA1,0.3197549637605832,2.90716
582,MRPL12,0.35661820145988987,0.32075396,SLC4A7,0.6409238592410408,0.30195773,PACSIN2,0.13313831978464183,1.014462,SGCB,0.4443566184986424,0.80781275,DUS1L,0.3453471472443529,0.30404454,CFAP20,0.05567878454312432,0.48360908,DOK5,0.6147321258249256,3.223038,ETFDH,0.21114477733259152,0.8893523,TMEM11,0.2655809948654382,1.2617793,CLK1,0.6181198088804645,0.8715923,RNLS,0.7568590975874399,2.8563356,ABI1,0.6756475441362991,3.9861028,WDR82,0.6799721956674183,0.8271923,GNE,0.3201412710373952,1.2483517
583,CYP51A1,0.356990463192137,0.44565937,TUBA1A,0.6409539425509903,-0.0031802785,TP53BP1,0.1335285737830622,0.7593412,TMBIM6,0.4451507635165517,0.27550817,ZYX,0.3459019154185631,0.27217028,PDLIM7,0.055959140197618634,0.97257745,RSRC1,0.615062527756951,0.40688765,SLC25A22,0.2119468519501131,1.3159443,HJURP,0.2656296277822916,1.4493439,RAI14,0.6181870928038842,1.8308917,PGM2,0.756934788503935,2.8183956,ISLR2,0.6756475441362991,3.9861028,TAOK1,0.6809647525603124,3.699787,MTUS1,0.32037320182050966,2.918935
584,DUSP19,0.35745123063928086,0.42335603,CYP19A1,0.6413450792332926,0.18970053,PRPF19,0.13382597883895173,0.22764748,IGHMBP2,0.44585135831669676,0.6927261,FBRSL1,0.3462157310708065,1.1941018,ZFHX3,0.056169238244229834,1.0034649,ASMTL,0.6150992439042026,0.6400548,ACTR8,0.21343338501096665,0.8261456,EIF3L,0.2703269614769962,0.36392152,LIG3,0.6187254794306278,0.602595,TMEM220,0.7570104817519282,2.781424,VIP,0.6756475441362991,3.9861028,NCAN,0.6809647525603124,3.699787,PIP4K2A,0.32037320182050966,1.3660841
585,GNL3,0.35776515879594406,0.14616235,POLQ,0.6425190863814864,1.3599685,RBX1,0.1344887133473563,0.22110015,CDC42BPB,0.4482002181277276,0.2824463,CDKN1B,0.34678347325148373,0.44611368,CLTA,0.05678451493582701,0.35871986,HADHA,0.6162746692103511,0.20553657,EEF1AKMT1,0.21357830938901978,1.7983644,RHEB,0.2708195223468248,0.51125544,UPF2,0.6188601080813364,0.57674485,FEZF1,0.7570861773307417,2.7453718,ARHGAP40,0.6756475441362991,3.9481285,PLEKHG5,0.6810550124361818,3.6559594,MARCH5,0.3207599971520343,1.3696368
586,SYNGR2,0.35803017060824815,0.29961476,CLDND1,0.6426244897362567,0.26710406,THG1L,0.1345385205434711,0.49358767,FAM177A1,0.4483489451043853,0.310084,YTHDC1,0.34707361260929126,0.17779191,TCEA2,0.05685659789031724,0.39699674,PDCD11,0.6167157077004406,1.0868979,HNRNPR,0.21382691635921924,0.42825443,AMACR,0.27143608792415164,1.4453545,ENKUR,0.6191294037497261,1.7607877,ARHGAP19,0.7579947058336365,0.5594794,CLN8,0.6762775603611587,0.8247669,IL1R2,0.6810550124361818,3.6559594,CFL2,0.3207599971520343,1.3788712
587,COX16,0.35806944211981784,0.3519181,HSD17B12,0.6440707467762922,0.07715263,TIMM13,0.13474897482352086,0.14460339,YARS,0.44966165926397217,0.36036098,SMG6,0.3484781297570452,0.2698953,CYFIP1,0.05719144940726586,0.67901826,FAIM,0.6176349820711625,1.0270861,CHMP7,0.2144908887620729,0.97397244,NDE1,0.2715842066181705,0.89033604,NDUFB6,0.6191294037497261,0.3193097,ACYP2,0.7580704316513941,0.7736773,SLC29A4,0.6769078033035095,3.9481285,RBMS2,0.6810550124361818,3.6559594,FBXO25,0.3209148006932562,2.8674996
588,SMAD2Z,0.35843283207686005,0.21950082,EEPD1,0.6460917349383661,0.88559884,SNX6,0.1350928937595217,0.3547319,SNRPE,0.4498242082209838,0.04213951,ARL6IP5,0.3488540856040344,0.49952358,EIF3B,0.0574628078131818,0.22676955,SCARB1,0.6176349820711625,3.2866194,HIRA,0.2145116618260463,1.1944367,NDUFC2,0.27252357706006614,0.40009543,SH3GLB1,0.6191967356572479,0.4170882,RALY,0.7581461597904744,0.726954,TTC7A,0.6769078033035095,3.9481285,C1QTNF4,0.6811452768789719,3.6134193,EIF3L,0.32114709751361825,1.2262802
589,MTA3,0.3584426566451343,0.3736988,DOCK7,0.6463030340729994,0.4651978,LSM14A,0.1351206586861665,0.24060643,MLLT3,0.45016295883815904,0.48006582,C1GALT1C1,0.3494731539860011,0.79705817,YEATS4,0.057558611037130385,0.76574594,UBE2Q2,0.6177085499251123,0.4243869,ACADL,0.2145532123054904,0.7308464,CELF1,0.2728949924800267,1.1884845,TCF15,0.620409255931335,0.36230564,METAP2,0.7582218902501984,0.079014406,PFKFB3,0.6769078033035095,3.9481285,SRM,0.681416097597495,0.67301637,TWIST1,0.32176709254543,1.3118457
590,NAP1L4,0.358717813317337,0.13370903,GJA1,0.6465294576668048,0.003717243,ATP5MC2,0.13515953699085506,0.12566333,ACSBG2,0.4512479316088237,0.622922,ACP1,0.34963106720500003,0.19551414,PLXDC2,0.058415182835267976,0.79419386,ABHD14B,0.6179292764931259,0.829893,AHCY,0.21494823128674134,0.5656003,CHCHD5,0.2737878016799855,1.7970724,LTBP2,0.6210159034469942,1.8368635,MFSD11,0.7585248352819518,0.7631505,DHX38,0.6778085428830396,0.48407412,FAM183BP,0.6823191297074953,3.6256485,NDUFS6,0.3218446468283328,1.3474389
591,CD276,0.3587473022643709,0.24330024,TTYH3,0.6466502303043017,0.3266535,UBE2T,0.13519842393845338,0.4563442,PYGO2,0.4524295172374645,0.674173,PSMC6,0.3502023620180339,0.14819221,TES,0.05850452898019908,1.8045784,TRIP13,0.6183340314513779,0.4912666,NUDT7,0.21523963312549077,1.3164649,E2F6,0.27401131555738023,0.9735248,FGF13,0.621150749028034,0.88200384,PFN4,0.7586005773347089,2.792067,TNNC2,0.6782590855326225,3.8605278,EBF4,0.6823191297074953,3.6256485,HS2ST1,0.3219222133119918,2.8656445
592,ATG101,0.35903244066139706,0.3126969,PARP16,0.6480851162971065,0.10436618,RWDD1,0.13586640243821327,0.28903583,MID1,0.45417111587618464,0.15049,KANSL3,0.3516392845194257,0.73739135,MOSPD1,0.05867966494202167,0.815806,TUBB,0.6183340314513779,1.6053888,PBRM1,0.21536460672579194,0.77340925,GFM1,0.27570411681248963,0.66632485,HEATR6,0.6213530412619801,0.8835132,ARID2,0.7586005773347089,2.792067,ADAMTS20,0.6782590855326225,3.8605278,PCK1,0.6823191297074953,3.6256485,HEMK1,0.3219222133119918,2.8862565
593,DFFA,0.3599970654763339,0.35747653,RNF111,0.6481002273262244,0.30641845,SRSF1,0.1368114570619262,0.07951931,MCM6,0.4541847369786819,0.09179343,MAK16,0.3522492748400441,0.19802043,G3BP2,0.05871084575807343,0.35092038,GNAQ,0.6183708331026372,0.3439581,TYRO3,0.21603201555850116,2.0192618,PSMC2,0.2764282124651716,0.23382472,ZC3H14,0.6214204783680732,0.91097015,ARHGAP12,0.7586005773347089,2.792067,NFIX,0.6782590855326225,3.8605278,ZNF142,0.6824094579677199,3.583977,CLTC,0.3219222133119918,1.0161077
594,NDUFB4,0.36002662045577993,0.17702998,APCDD1L,0.6481757846460336,0.75396657,METAP2,0.1368451022910019,0.20580259,EVX1,0.45530245082680265,0.7643994,HAS2,0.35312883686048124,0.5358845,ISOC1,0.059483024723582315,1.3030605,MAPKKK3L,0.6184812438001156,1.590203,SLC25A12,0.2160737780027887,2.169234,TPX2,0.2770785030565531,0.27437794,PRPF4B,0.6215553621196368,0.39612445,ZNF618,0.7586005773347089,2.792067,MRTFA,0.6782590855326225,3.8605278,FGD3,0.6832226169161023,0.8073061,KLHL24,0.32238786842773137,1.4342815
595,SDHA,0.36015470963797214,0.23365603,CNOT10,0.6482211207771043,0.43301222,PSMD6,0.13737866953275518,0.22469416,ARGLU1,0.45565717097476777,0.058406506,BMPR1B,0.3531899690907402,1.7052035,TSG101,0.05969220082304331,0.6245408,UNC119B,0.6185916631115604,0.8120089,TNFSF10,0.21617820954396816,1.1542856,SNAPC3,0.2771786402042653,1.1672308,TMF1,0.6215553621196368,0.87991387,NPC1,0.7586005773347089,2.792067,ERI3,0.67834920787325,0.4875355,PPHLN1,0.6835841389717718,0.8415446,TUBA1B,0.3233982945927685,0.014380879
596,MCRIP2,0.36021383737049595,0.505062,NR4A1,0.650413919337596,0.22749569,DSTN,0.13928437556933768,0.07066369,SCCPDH,0.4567222639684708,0.25589043,CYB5R3,0.35364255557861046,0.26325947,NRIP1,0.059890095759571466,0.90128285,HEYL,0.6205069644176654,1.1097935,MOCS2,0.2170987742632673,0.9237839,Nnf1,0.27865852730142093,0.39274177,NOL11,0.6218926271232117,0.750272,HSBP1L1,0.7586763217040349,2.7557526,MANSC4,0.67834920787325,3.8116395,TXLNB,0.6836745308260856,3.5551212,DPAGT1,0.32347610508303515,1.5219767
597,C1orf50,0.3610225270417544,0.42781407,C1QTNF12,0.6506106633465907,1.5851468,CERS5,0.13973404485512636,0.70910126,ACAP2,0.45740575111760395,0.36910084,SRFBP1,0.354328248290664,0.24307343,DAP,0.05999321597025311,1.2294519,RAB34,0.6206544021530729,0.4619616,H2AFY,0.21722452397625425,0.75156236,ALYREF,0.2803708170982251,0.20176995,HAX1,0.6224999042220722,0.9209464,ERC1,0.7586763217040349,2.7557526,SLC26A8,0.6785294663561721,3.7185538,SOX6,0.6836745308260856,3.5551212,ZFAND2B,0.32386534053121685,1.6757172
598,ESF1,0.36133842192830223,0.30343392,CCDC127,0.6507620214612377,0.27726215,CXXC5,0.1402705489721426,0.24604632,PINK1,0.4575698734498531,0.17396516,RSL24D1,0.3546468908899182,0.15531954,SSBP2,0.06091588018911906,1.6831752,AUH,0.620728126736934,0.9609116,TBC1D22A,0.21726645218728868,1.3893211,POMP,0.28102740099547496,0.41592455,PCMT1,0.6224999042220722,0.53179085,HAVCR1,0.7587520683892506,2.676892,IQCH,0.6796114032251304,3.7779274,STX3,0.6836745308260856,3.5551212,CEP76,0.3239432242198662,2.83297
599,EIF4A3,0.3618718874236122,0.11743663,GEN1,0.6512616053943345,0.58205503,SYNE2,0.14134255945636554,0.55453175,SLC25A1,0.4590347582946489,0.37278065,MAP2K2,0.3556284640858799,0.99292624,NDUFA4,0.061088922776137596,0.20754987,C1H2ORF40,0.6207649904576382,1.8917823,SPIN1Z,0.21760208743616638,0.54802704,TOMM40L,0.2814572697927521,0.9080547,MCRIP1,0.622904898404724,0.46235886,GPR142,0.7587520683892506,2.720326,KYNU,0.6796114032251304,3.7779274,ZAP70,0.6836745308260856,3.5551212,NSMCE2,0.32409902819575964,3.0270875
600,Nnf1,0.36191142301099277,0.14518109,UQCR11,0.6521097425538012,0.03411691,GAS8,0.14362182914762847,1.0789152,TNFRSF19,0.4608729874177807,0.25762475,ITPR1,0.35583726895489354,1.3382238,TYRO3,0.061789236606419475,1.4716314,TSHZ3,0.6207649904576382,3.1795635,RAB11B,0.2177700447964509,0.42619392,EI24,0.2814825700807053,0.51523674,EPRS,0.6229724085318389,0.19461238,FBN2,0.7588278173896763,2.6433198,UBE2O,0.6796114032251304,3.7779274,OIT3,0.683764927214274,3.515403,SAE1,0.3244887516247581,2.867741
601,GATAD2A,0.36256415095015304,0.1772883,KARS,0.6540045283566304,0.051127035,PAPOLA,0.14412306245099996,0.32227537,IRS4,0.4618211409423838,0.3134896,PGD,0.3559847071681683,0.22557153,GPX7,0.0618014391464001,1.3020248,THAP7,0.6216131187465337,1.5646037,TAF12,0.21781204869533266,0.68537545,BECN1,0.28173565783871435,1.3200933,PLEKHB1,0.6229724085318389,1.7991451,TMEM222,0.7588278173896763,2.6857445,CHST11,0.6796114032251304,3.7779274,TDRD1,0.683764927214274,3.515403,CUL3,0.32464472639088926,1.3554277
602,GATA2,0.3628907912006958,1.3191636,NFYA,0.6543079015330642,0.26041204,DAP3,0.14449109521374112,0.5013235,TMEM170B,0.4625639332149277,0.865436,RFFL,0.3562305231110491,0.9304303,LGMN,0.06250439397769736,1.0447006,HMG20A,0.6216868928124988,0.41099906,SNRPF,0.2182324080538015,0.41058356,FBXW5,0.28262268045241645,0.85338795,DCAF12,0.6232424807279687,0.718279,MAT2B,0.7599643297590654,0.4254587,PNAT10,0.6796114032251304,3.7779274,RAB19,0.683764927214274,3.515403,UBE2H,0.32487878003278303,0.8691566
603,SEC61A1,0.363138368540467,0.18906534,MCM10,0.6559167317813963,0.8031177,ZNF318,0.14471343121305802,1.0167354,ADNP,0.46383096468064,0.084432155,BLMH,0.35810221970089207,0.15073663,NUDT2,0.06270997753154624,1.6826044,CDKN1A,0.6217606706805221,1.5498345,NR3C2,0.21827447603266892,1.5993595,MAP2K3,0.2837913577490604,2.153516,CREB3,0.6234450681340452,0.86963594,C1orf35,0.7600401157103966,0.7180399,ARHGEF28,0.6797015944609134,3.7317078,LRCH2,0.6838553281351942,3.4767451,TCEA2,0.32487878003278303,0.90357226
604,VBP1,0.363465332449439,0.15563992,DCLK1,0.6563267837472845,0.78219527,C1H12ORF57,0.14502983319123378,0.11729152,UGT8,0.46385853029170154,1.5712405,AAR2,0.3581515582833731,0.44760346,HSP90AA1,0.06278000318291539,0.30964833,UQCRB,0.6222772221631614,0.17939335,MRPL48,0.2184217598489454,0.61553115,MRPS17,0.28424955573562916,0.35448134,SCML2,0.6236476840338037,1.7133731,CYP2R1,0.7601916945233276,3.6933987,TANC1,0.6797015944609134,3.731708,SRBD1,0.6839457335877038,3.439092,KDM4B,0.3260506950552733,2.8241286
605,SH3KBP1,0.3640602839823319,0.559913,ATP5MC2,0.6565698263799721,0.01947886,RPA4,0.1455465862958497,0.27813092,PPP2R5A,0.4642583341582721,0.19844243,CHCHD10,0.35817622917830083,0.15081795,TDRP,0.06315594654220563,1.7352842,DCUN1D1,0.6226832145810677,0.22548869,FKBP9,0.21846385405193935,0.9724494,GINS1,0.2843004975130716,0.94844145,MALSU1,0.6245936012781556,0.40763918,TMEM63A,0.7603432825454115,2.7305279,IDH3B,0.679791790280645,1.3943228,LCAT,0.6839457335877038,3.393006,PUS3,0.32730376281324547,2.8103833
606,UQCRQ,0.36409996905597275,0.11060487,MAPK12,0.6566305927179256,0.739467,GYG1,0.14615321168839915,0.7409409,EIF5,0.4642721239186499,0.028113244,ATP6V1A,0.3582749234490594,0.2290474,TSPO,0.0634463982170907,1.0341886,C9ORF152,0.6239018800084217,3.079887,DGCR6,0.219328070025114,0.4625954,EIF5,0.2846827577857517,0.19670399,SS18,0.6247287828711872,0.262468,ABHD11,0.7603432825454115,2.7305279,COX20,0.6798819906831913,0.8446957,TKT,0.68403614357066,0.13371691,IMMT,0.32785296180926826,0.9914608
607,MLF1,0.3641991935723575,0.31863043,STIL,0.656797711857257,0.7538598,BRD2,0.1478953884899483,0.17818312,CABP1,0.46435486726830444,1.0909735,CANX,0.35855876475725657,0.17845605,NT5C2,0.06359620259602948,1.1737998,AMD1,0.6254913832310923,0.9171782,ADSS,0.21941251500431125,0.6772716,CHPF2,0.2849888162544959,2.0070274,MTF2,0.6256077708727118,0.5883658,CALHM2,0.7603432825454115,2.7305279,RGS20,0.6809647525603124,3.699787,PRDM4,0.68403614357066,3.4023921,COG7,0.32981926502719516,2.7433665
608,SDF2,0.3643381362918069,0.18325238,MORC3,0.6568280990001265,0.24070084,HNRNPAB,0.14796087860969778,0.086576164,CHMP6,0.46552794601067105,0.18457133,PALM,0.35866987157926056,1.053528,SH3BGRL,0.0645728505102125,0.54830474,CMC4,0.6267864519050537,0.88682055,SEH1L,0.21987737961323273,0.4197188,RF00012,0.28501433116852637,1.3951837,SRGAP1,0.6275027831056623,0.70414084,TMEM136-1,0.7603432825454115,2.7305279,APLN,0.6810550124361818,3.6559594,PXYLP1,0.6843074006907761,0.81357765,ATP5ME,0.33037119569888607,0.64344853
609,ABRAXAS1,0.36437784029640863,0.48659226,PKN1,0.6571775919231982,0.41638106,SVBP,0.14845574588968755,0.14910822,SELENOT,0.4656798764575246,0.100806825,SMCO4,0.3588303974254937,0.6449312,CTBP1,0.06528469613459804,0.40718567,BLOC1S4,0.6273418340090333,0.7173453,COPS3,0.2199196750515635,0.6281356,FAM206A,0.2852185060989325,1.0050848,B4GALT4,0.6281801699052852,1.7388799,CCDC191,0.760419080008184,2.6957054,S100A13,0.6810550124361818,3.6559594,HORMAD1,0.684397828784086,4.071428,IPP,0.3305289999158727,2.928172
610,RARRES2,0.365619952933098,0.30823058,ITM2C,0.657755179279184,0.6949733,KLHL36,0.15053834662771276,0.638422,EFTUD2,0.4657213168145947,0.11097686,PRKAR1A,0.3597697598837084,0.12636511,RHOU,0.06557893014486162,0.49319464,GFM1,0.6275270083293475,0.29969645,KPNA4,0.2200254391880474,0.48917085,DNAJB14,0.28534616564304605,1.0783521,SF3A3,0.6310964973273572,0.2690543,HDX,0.7604948797712023,2.6616995,NOM1,0.6812355458875453,3.5720932,PPP1R3B,0.684397828784086,0.84337455,MAF,0.33084475466354846,2.714315
611,TCEANC2,0.3657094869273064,0.48076174,CASP8AP2,0.6579072099365045,0.28034654,PRPF6,0.15064698236239102,0.29128876,POR,0.46574894485747154,0.33058572,MGST1,0.36059916179013096,0.19376302,PSMA6,0.06560884095751959,0.236591,ASPM,0.6276381241829929,0.4326916,TADA1,0.2215099704646457,1.3848164,CCDC59,0.2856527061491212,0.5796617,SLC39A12,0.63116438752014,1.7348483,ARHGAP45,0.7605706818337856,2.6053524,NPAS2,0.6812355458875453,3.5154033,UMAD1,0.6850309520656013,1.1001813,AKIRIN2,0.33131875255639565,0.6355691
612,DCUN1D4,0.3665258713250301,0.53801847,SAP130,0.6586067331268133,0.056883696,EIF2B3,0.15081004800014786,0.3671128,MINDY2,0.4663155203500313,0.491392,ARPC5L,0.3608345835208674,0.29014918,POC1B,0.06586568097393193,1.3607985,MAPRE1,0.6277492484801825,0.017159961,NUCB2,0.22202060111488897,0.7423543,TSR3,0.28767631964939566,1.5923417,ZFHX4,0.6313001772417655,1.986984,MIA3,0.7614804857028823,0.7130334,PSMD14,0.6815063802965968,0.4898018,BTG4,0.6850309520656013,3.4878688,GLRX3,0.33258489262478996,0.98555785
613,angiopoietin-2,0.3668547367345769,0.52786565,ARL6IP4,0.6590326762199203,0.17881283,GEMIN8,0.15099138978412197,0.7190623,SGTA,0.4664537675130923,0.17482962,TP53RK,0.36092134214388727,0.31223437,SCML2,0.06602018235673728,2.3015783,CFAP410,0.6278974273405662,0.7555256,TAF13,0.22206319169408473,0.6862714,CASC4,0.2882158653967918,0.68598056,VPS26B,0.6315038851572066,0.8464354,PSPC1,0.7619355114091816,0.18471858,FAM98A,0.6818675566939707,0.42885095,CHST2,0.6850309520656013,3.4878688,EIF5,0.33290191525761825,0.46810615
614,WEE1,0.3677326100967174,0.19015507,TOR1A,0.6602350401962794,0.22851318,FYTTD1,0.15236284283178914,0.3287287,FPGT,0.46688247825234985,0.65756184,NMT1,0.3616034722996301,0.23052523,OXR1,0.066187895745235,1.1349219,PDK1,0.6279715223968518,0.9253744,UQCRH,0.22216969374182016,0.3190548,PCSK7,0.2882929990256724,3.0448172,NISCH,0.6321151767810207,1.662585,PRADC1,0.7620113570340266,0.7507926,IPO13,0.6821384868411484,0.8629111,ATP6V0B,0.6850309520656013,0.8466263,NSUN4,0.33329846780966943,2.918603
