index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden
0-0,0,bcCBVX,35s1,11885.0,None,d4,d4,2945,11885.0,0.041929197,-0.3190984,S,4
1-0,0,bcHCJZ,35s1,2722.0,None,d4,d4,1049,2722.0,0.1588663,0.229657,G2M,3
2-0,0,bcERMM,35s1,2208.0,None,d4,d4,942,2208.0,-0.06225152,0.2467123,G2M,0
3-0,0,bcCIOC,35s1,1844.0,None,d4,d4,854,1844.0,0.08616268,-0.15299879,S,0
4-0,0,bcGUZG,35s1,1296.0,None,d4,d4,704,1296.0,-0.14992602,0.04803709,G2M,4
5-0,0,bcFMBI,35s1,1028.0,None,d4,d4,664,1028.0,-0.3977572,-0.25172073,G1,12
6-0,0,bcGWXG,35s1,1101.0,None,d4,d4,624,1101.0,0.09668565,-0.22312249,S,0
7-0,0,bcCPEX,35s1,968.0,None,d4,d4,596,968.0,-0.22302666,0.62560815,G2M,1
8-0,0,bcGWUT,35s1,780.0,None,d4,d4,534,780.0,-0.06383638,0.100859925,G2M,5
9-0,0,bcGZHE,35s1,758.0,None,d4,d4,538,758.0,0.07005265,0.12926507,G2M,3
23-0,0,bcAFIS,35s1,11470.0,None,d4,d4,2875,11470.0,-0.30567065,0.5301726,G2M,0
24-0,0,bcGBGG,35s1,2889.0,None,d4,d4,1194,2889.0,0.10574755,-0.16519183,S,2
25-0,0,bcATVF,35s1,2030.0,None,d4,d4,912,2030.0,0.036674973,-0.07475613,S,4
26-0,0,bcDJEW,35s1,1694.0,None,d4,d4,811,1694.0,-0.09022865,-0.0862863,G1,0
27-0,0,bcBOBI,35s1,1434.0,None,d4,d4,752,1434.0,0.20769612,-0.22060476,S,3
28-0,0,bcBFCG,35s1,1307.0,None,d4,d4,698,1307.0,-0.042163584,-0.04916616,G1,3
29-0,0,bcHWZP,35s1,988.0,None,d4,d4,598,988.0,-0.101155415,0.04669173,G2M,0
30-0,0,bcFTGW,35s1,907.0,None,d4,d4,589,907.0,0.22353572,0.1940211,S,1
31-0,0,bcEQTR,35s1,874.0,None,d4,d4,554,874.0,0.10104104,-0.4012356,S,0
32-0,0,bcDHDT,35s1,727.0,None,d4,d4,536,727.0,-0.024567345,0.12901151,G2M,1
46-0,0,bcBHMR,35s1,10646.0,None,d4,d4,2813,10646.0,-0.10077679,0.16199607,G2M,0
47-0,0,bcFWMR,35s1,1901.0,None,d4,d4,714,1901.0,-0.100265265,-0.2807735,G1,0
48-0,0,bcDSMK,35s1,2264.0,None,d4,d4,953,2264.0,0.126935,-0.16179326,S,1
49-0,0,bcAIMW,35s1,1649.0,None,d4,d4,759,1649.0,-0.06174665,0.005886078,G2M,1
50-0,0,bcEWYM,35s1,1260.0,None,d4,d4,778,1260.0,0.48273292,-0.09962265,S,2
51-0,0,bcDSHY,35s1,1394.0,None,d4,d4,648,1394.0,0.07233665,-0.22943461,S,4
52-0,0,bcDLAY,35s1,1134.0,None,d4,d4,628,1134.0,-0.011213228,-0.33218715,G1,1
53-0,0,bcGKHX,35s1,885.0,None,d4,d4,600,885.0,0.025162902,-0.23836477,S,1
54-0,0,bcBDBK,35s1,874.0,None,d4,d4,562,874.0,0.005026508,-0.09870214,S,5
69-0,0,bcFGVY,35s1,9456.0,None,d4,d4,2686,9456.0,-0.08323604,0.21780342,G2M,1
70-0,0,bcATBM,35s1,2189.0,None,d4,d4,955,2189.0,-0.03236159,-0.26071054,G1,5
71-0,0,bcEVIJ,35s1,2396.0,None,d4,d4,1002,2396.0,-0.098433495,0.60883445,G2M,0
72-0,0,bcGYBA,35s1,1555.0,None,d4,d4,772,1555.0,0.3036815,-0.34793684,S,5
73-0,0,bcCUNI,35s1,1451.0,None,d4,d4,788,1451.0,-0.002340842,0.60632145,G2M,0
74-0,0,bcAACQ,35s1,1275.0,None,d4,d4,680,1275.0,-0.22994074,0.3563294,G2M,5
75-0,0,bcCSFT,35s1,1100.0,None,d4,d4,680,1100.0,-0.33925563,-0.1896689,G1,5
76-0,0,bcASKO,35s1,1076.0,None,d4,d4,612,1076.0,0.05946253,-0.077991985,S,1
77-0,0,bcCKGL,35s1,798.0,None,d4,d4,545,798.0,-0.016298551,-0.08786758,G1,3
92-0,0,bcHWNT,35s1,8772.0,None,d4,d4,2396,8772.0,-0.47014657,-0.49713314,G1,4
93-0,0,bcGOJS,35s1,2603.0,None,d4,d4,1104,2603.0,-0.26074055,-0.28013706,G1,3
94-0,0,bcGUQT,35s1,2004.0,None,d4,d4,854,2004.0,0.36675557,0.08163103,S,3
95-0,0,bcEVFC,35s1,1667.0,None,d4,d4,760,1667.0,0.11232742,-0.026320763,S,0
96-0,0,bcDQXV,35s1,1560.0,None,d4,d4,761,1560.0,0.0038743522,0.32414368,G2M,0
97-0,0,bcBOTL,35s1,1259.0,None,d4,d4,674,1259.0,0.15634891,-0.14324078,S,0
98-0,0,bcCZPT,35s1,1132.0,None,d4,d4,634,1132.0,0.028233297,-0.28211737,S,4
99-0,0,bcBVFU,35s1,946.0,None,d4,d4,574,946.0,-0.12745234,0.0006125234,G2M,3
100-0,0,bcFPNM,35s1,910.0,None,d4,d4,556,910.0,0.031194568,-0.17199577,S,0
115-0,0,bcAGCW,35s1,8233.0,None,d4,d4,2507,8233.0,0.16145155,-0.07745103,S,2
116-0,0,bcAYMJ,35s1,2500.0,None,d4,d4,1082,2500.0,0.28703135,-0.21883652,S,3
117-0,0,bcDCNE,35s1,1987.0,None,d4,d4,856,1987.0,-0.38265595,0.2196714,G2M,13
118-0,0,bcCKNO,35s1,1680.0,None,d4,d4,823,1680.0,-0.12379424,0.26174536,G2M,2
119-0,0,bcFAQR,35s1,1603.0,None,d4,d4,764,1603.0,-0.26677206,-0.14388272,G1,7
120-0,0,bcERFL,35s1,1238.0,None,d4,d4,685,1238.0,-0.02104619,-0.008636916,G1,2
121-0,0,bcCGHK,35s1,1033.0,None,d4,d4,613,1033.0,-0.29831234,0.30441803,G2M,1
122-0,0,bcFIGX,35s1,1005.0,None,d4,d4,651,1005.0,0.10967389,0.11099425,G2M,2
123-0,0,bcIGOJ,35s1,730.0,None,d4,d4,546,730.0,-0.054413825,0.102564014,G2M,1
138-0,0,bcFSDJ,35s1,9356.0,None,d4,d4,2662,9356.0,0.320055,-0.22103624,S,0
139-0,0,bcHAPN,35s1,1741.0,None,d4,d4,827,1741.0,-0.26100516,0.5284846,G2M,9
140-0,0,bcBJTD,35s1,1992.0,None,d4,d4,988,1992.0,0.4182244,-0.040345926,S,7
141-0,0,bcIBGK,35s1,1781.0,None,d4,d4,869,1781.0,0.15637313,-0.09465308,S,0
142-0,0,bcGJYE,35s1,1511.0,None,d4,d4,748,1511.0,-0.055552147,0.035471447,G2M,3
143-0,0,bcFWOW,35s1,1264.0,None,d4,d4,656,1264.0,0.089002974,-0.08153047,S,2
144-0,0,bcEFMW,35s1,1081.0,None,d4,d4,579,1081.0,-0.12733296,-0.13291965,G1,0
145-0,0,bcEOQN,35s1,1017.0,None,d4,d4,589,1017.0,-0.116611764,-0.09242099,G1,1
146-0,0,bcEOFJ,35s1,942.0,None,d4,d4,566,942.0,-0.1634325,-0.3116222,G1,3
161-0,0,bcAEFZ,35s1,6901.0,None,d4,d4,2120,6901.0,-0.12947123,-0.24350183,G1,9
162-0,0,bcEGBT,35s1,2680.0,None,d4,d4,1097,2680.0,0.17669345,-0.061434835,S,5
163-0,0,bcEYMN,35s1,1895.0,None,d4,d4,822,1895.0,0.07000566,-0.22751266,S,3
164-0,0,bcHIIZ,35s1,1686.0,None,d4,d4,791,1686.0,0.04875271,-0.10265817,S,3
165-0,0,bcAFOR,35s1,1454.0,None,d4,d4,769,1454.0,0.04093877,0.22525728,G2M,3
166-0,0,bcFEFV,35s1,1367.0,None,d4,d4,724,1367.0,-0.039368294,0.0038031563,G2M,2
167-0,0,bcAIAX,35s1,1066.0,None,d4,d4,625,1066.0,0.12896475,-0.11303429,S,0
168-0,0,bcBGQB,35s1,922.0,None,d4,d4,610,922.0,-0.22717445,-0.1458912,G1,0
169-0,0,bcEBZO,35s1,774.0,None,d4,d4,561,774.0,-0.017017469,0.18743446,G2M,0
184-0,0,bcHMQP,35s1,9345.0,None,d4,d4,2830,9345.0,0.03662281,-0.065187715,S,0
185-0,0,bcDMVF,35s1,2737.0,None,d4,d4,1077,2737.0,0.02439788,-0.1938247,S,3
186-0,0,bcFTJM,35s1,1898.0,None,d4,d4,822,1898.0,-0.209963,0.019748896,G2M,3
187-0,0,bcDVJB,35s1,1686.0,None,d4,d4,787,1686.0,0.29090413,-0.0031808093,S,2
188-0,0,bcDFOZ,35s1,1309.0,None,d4,d4,707,1309.0,-0.11332049,-0.07764814,G1,3
189-0,0,bcCNDT,35s1,1198.0,None,d4,d4,684,1198.0,-0.0168289,-0.24084507,G1,2
190-0,0,bcAWEQ,35s1,1124.0,None,d4,d4,648,1124.0,-0.30441302,0.021567613,G2M,4
191-0,0,bcADXX,35s1,1028.0,None,d4,d4,641,1028.0,-0.010407023,0.15151915,G2M,1
192-0,0,bcFTYN,35s1,870.0,None,d4,d4,558,870.0,-0.1298534,-0.3522907,G1,1
207-0,0,bcBSYM,35s1,8670.0,None,d4,d4,2576,8670.0,0.0034167198,0.17802432,G2M,0
208-0,0,bcIGOI,35s1,3105.0,None,d4,d4,1269,3105.0,-0.029574122,0.9031555,G2M,2
209-0,0,bcFXCD,35s1,2210.0,None,d4,d4,1001,2210.0,0.16702463,0.4401361,G2M,1
210-0,0,bcCEON,35s1,1597.0,None,d4,d4,767,1597.0,-0.06946884,-0.25085393,G1,4
211-0,0,bcGCUU,35s1,1532.0,None,d4,d4,668,1532.0,-0.04231897,-0.02698981,G1,5
212-0,0,bcGYCP,35s1,1149.0,None,d4,d4,667,1149.0,-0.10608208,0.048321716,G2M,2
213-0,0,bcGBZN,35s1,1206.0,None,d4,d4,636,1206.0,-0.28705227,-0.25721744,G1,2
214-0,0,bcCZTJ,35s1,867.0,None,d4,d4,562,867.0,-0.10968665,0.3674679,G2M,1
215-0,0,bcDBLV,35s1,836.0,None,d4,d4,564,836.0,0.043126695,-0.06677828,S,2
216-0,0,bcEBFZ,35s1,756.0,None,d4,d4,544,756.0,-0.20069112,-0.065089054,G1,1
230-0,0,bcBJZB,35s1,8052.0,None,d4,d4,2570,8052.0,-0.0054407977,0.5408578,G2M,2
231-0,0,bcGWDJ,35s1,2701.0,None,d4,d4,1144,2701.0,0.050418407,-0.194426,S,1
232-0,0,bcCECZ,35s1,2060.0,None,d4,d4,869,2060.0,0.2360102,0.0060042636,S,5
233-0,0,bcHOZZ,35s1,1659.0,None,d4,d4,786,1659.0,-0.07175569,-0.2187366,G1,0
234-0,0,bcFUIR,35s1,1323.0,None,d4,d4,586,1323.0,-0.44789284,-0.26394105,G1,13
235-0,0,bcFMWY,35s1,1213.0,None,d4,d4,643,1213.0,-0.03430348,-0.15673372,G1,2
236-0,0,bcEOYG,35s1,1177.0,None,d4,d4,655,1177.0,0.017294455,0.091584735,G2M,0
237-0,0,bcGQPF,35s1,903.0,None,d4,d4,596,903.0,0.07673146,0.3921566,G2M,2
238-0,0,bcHVMG,35s1,867.0,None,d4,d4,526,867.0,-0.020304454,-0.20462936,G1,0
239-0,0,bcENZT,35s1,702.0,None,d4,d4,535,702.0,0.12340629,0.011502242,S,4
253-0,0,bcEYRJ,35s1,7209.0,None,d4,d4,2041,7209.0,-0.37574208,-0.5302013,G1,5
254-0,0,bcDBPX,35s1,2618.0,None,d4,d4,1072,2618.0,-0.2444354,0.62421024,G2M,1
255-0,0,bcATVM,35s1,1971.0,None,d4,d4,900,1971.0,-0.24777226,0.109909534,G2M,2
256-0,0,bcDVBU,35s1,1556.0,None,d4,d4,736,1556.0,-0.13708203,-0.018133419,G1,3
257-0,0,bcEMDJ,35s1,1532.0,None,d4,d4,721,1532.0,-0.037528366,0.16791008,G2M,1
258-0,0,bcBOZJ,35s1,1335.0,None,d4,d4,668,1335.0,-0.055841133,-0.14176312,G1,4
259-0,0,bcIBQQ,35s1,1026.0,None,d4,d4,668,1026.0,0.28860536,0.026585523,S,7
260-0,0,bcHDJY,35s1,996.0,None,d4,d4,580,996.0,0.19623363,-0.045739423,S,0
261-0,0,bcEJKL,35s1,811.0,None,d4,d4,525,811.0,-0.13397935,-0.07776463,G1,4
262-0,0,bcHUGA,35s1,740.0,None,d4,d4,525,740.0,-0.21519849,0.10925407,G2M,3
276-0,0,bcGACI,35s1,7663.0,None,d4,d4,2260,7663.0,-0.2465685,-0.35411108,G1,2
277-0,0,bcBHDD,35s1,3166.0,None,d4,d4,1201,3166.0,0.10326755,0.25993204,G2M,0
278-0,0,bcCGZY,35s1,2093.0,None,d4,d4,939,2093.0,0.26186588,-0.19195238,S,4
279-0,0,bcCXMK,35s1,1603.0,None,d4,d4,769,1603.0,-0.028413868,0.51786554,G2M,7
280-0,0,bcDQBN,35s1,1539.0,None,d4,d4,787,1539.0,-0.24596375,-0.28253165,G1,4
281-0,0,bcFUZW,35s1,1234.0,None,d4,d4,670,1234.0,-0.2542178,0.15642384,G2M,1
282-0,0,bcBAHU,35s1,1063.0,None,d4,d4,625,1063.0,0.0238318,-0.11034337,S,1
283-0,0,bcIFWO,35s1,898.0,None,d4,d4,562,898.0,-0.33974558,-0.46706364,G1,3
284-0,0,bcFDKD,35s1,772.0,None,d4,d4,580,772.0,0.12654838,0.14890972,G2M,0
299-0,0,bcGELI,35s1,7767.0,None,d4,d4,2416,7767.0,-0.23282728,0.4060696,G2M,2
300-0,0,bcCDEE,35s1,2616.0,None,d4,d4,1078,2616.0,0.42260873,-0.16605382,S,3
301-0,0,bcEVMX,35s1,1935.0,None,d4,d4,853,1935.0,0.4347679,-0.08750506,S,0
302-0,0,bcAVJY,35s1,1664.0,None,d4,d4,858,1664.0,-0.11818138,-0.026048355,G1,1
303-0,0,bcBSBO,35s1,1567.0,None,d4,d4,745,1567.0,-0.086179644,-0.3193162,G1,4
304-0,0,bcDKRO,35s1,1309.0,None,d4,d4,635,1309.0,0.41863996,-0.18987383,S,1
305-0,0,bcIFPG,35s1,1068.0,None,d4,d4,612,1068.0,-0.40183157,-0.203134,G1,7
306-0,0,bcFRBF,35s1,863.0,None,d4,d4,580,863.0,-0.11371633,0.20202729,G2M,4
307-0,0,bcESSO,35s1,774.0,None,d4,d4,532,774.0,0.03986215,0.23452052,G2M,1
322-0,0,bcCJZZ,35s1,7669.0,None,d4,d4,2503,7669.0,-0.056005325,0.44330633,G2M,0
323-0,0,bcAQBN,35s1,2309.0,None,d4,d4,1027,2309.0,0.46547833,-0.089031726,S,3
324-0,0,bcFHUC,35s1,2099.0,None,d4,d4,997,2099.0,-0.1656877,0.21678178,G2M,2
325-0,0,bcECAL,35s1,1600.0,None,d4,d4,850,1600.0,-0.041290946,0.664279,G2M,4
326-0,0,bcFMHZ,35s1,1428.0,None,d4,d4,669,1428.0,-0.0017583934,-0.25254154,G1,0
327-0,0,bcBRNC,35s1,1334.0,None,d4,d4,675,1334.0,0.06525999,-0.073596664,S,3
328-0,0,bcCHPY,35s1,1019.0,None,d4,d4,599,1019.0,0.7301321,-0.3284316,S,0
329-0,0,bcDAHO,35s1,851.0,None,d4,d4,652,851.0,0.06613187,0.50060177,G2M,0
330-0,0,bcDBZO,35s1,804.0,None,d4,d4,573,804.0,0.014155487,-0.36241344,S,4
345-0,0,bcDSYX,35s1,8171.0,None,d4,d4,2492,8171.0,0.09757839,-0.25519812,S,4
346-0,0,bcERTT,35s1,2627.0,None,d4,d4,1076,2627.0,-0.2852428,-0.16632587,G1,6
347-0,0,bcDPJD,35s1,1983.0,None,d4,d4,920,1983.0,0.48369026,-0.15446652,S,2
348-0,0,bcDQGY,35s1,1641.0,None,d4,d4,816,1641.0,-0.37428918,0.15814264,G2M,4
349-0,0,bcEWRY,35s1,1375.0,None,d4,d4,694,1375.0,0.3582323,-0.27917072,S,3
350-0,0,bcHPBE,35s1,1277.0,None,d4,d4,705,1277.0,-0.20001641,-0.1656927,G1,5
351-0,0,bcBWJN,35s1,954.0,None,d4,d4,547,954.0,-0.1046537,0.06739895,G2M,3
352-0,0,bcEZVO,35s1,958.0,None,d4,d4,601,958.0,-0.15931836,-0.0040481165,G1,5
353-0,0,bcHFZZ,35s1,822.0,None,d4,d4,602,822.0,-0.18098494,-0.22315067,G1,1
368-0,0,bcGFOX,35s1,7689.0,None,d4,d4,2301,7689.0,-0.22064951,0.44211066,G2M,4
369-0,0,bcFGVI,35s1,3040.0,None,d4,d4,1224,3040.0,0.14321086,0.18818738,G2M,1
370-0,0,bcHCKS,35s1,2018.0,None,d4,d4,893,2018.0,-0.052779958,-0.10745004,G1,11
371-0,0,bcBCGT,35s1,1664.0,None,d4,d4,761,1664.0,-0.0066681104,-0.416592,G1,1
372-0,0,bcHNUB,35s1,1417.0,None,d4,d4,724,1417.0,0.27711558,0.16463295,S,2
373-0,0,bcHABX,35s1,1138.0,None,d4,d4,635,1138.0,0.075950116,-0.12649328,S,0
374-0,0,bcGMXL,35s1,1060.0,None,d4,d4,543,1060.0,-0.32338014,-0.29994556,G1,0
375-0,0,bcGZXR,35s1,851.0,None,d4,d4,552,851.0,0.6085088,-0.047306173,S,4
376-0,0,bcAWAK,35s1,827.0,None,d4,d4,540,827.0,-0.34617084,-0.27543396,G1,0
377-0,0,bcBFAB,35s1,784.0,None,d4,d4,519,784.0,-0.12248802,0.17214972,G2M,2
391-0,0,bcFVRX,35s1,7200.0,None,d4,d4,2242,7200.0,-0.22887868,0.5137685,G2M,1
392-0,0,bcHXOG,35s1,2604.0,None,d4,d4,1071,2604.0,0.12554729,-0.26543066,S,5
393-0,0,bcEWUB,35s1,2216.0,None,d4,d4,946,2216.0,-0.09513167,-0.00035135075,G1,0
394-0,0,bcBHLM,35s1,1763.0,None,d4,d4,852,1763.0,0.3701116,-0.1179957,S,4
395-0,0,bcHHIX,35s1,1457.0,None,d4,d4,721,1457.0,-0.14756685,0.2776953,G2M,4
396-0,0,bcCAZC,35s1,1350.0,None,d4,d4,663,1350.0,0.04272185,-0.13711981,S,4
397-0,0,bcIAAE,35s1,1045.0,None,d4,d4,600,1045.0,-0.033440143,-0.21669467,G1,4
398-0,0,bcDQNS,35s1,1055.0,None,d4,d4,623,1055.0,0.39821592,-0.15240765,S,0
399-0,0,bcHING,35s1,845.0,None,d4,d4,577,845.0,0.20846766,0.17462143,S,4
414-0,0,bcDKHC,35s1,7756.0,None,d4,d4,2349,7756.0,0.18736048,-0.31490886,S,2
415-0,0,bcGGXS,35s1,2432.0,None,d4,d4,1069,2432.0,-0.25667104,-0.051002577,G1,4
416-0,0,bcATRR,35s1,1983.0,None,d4,d4,947,1983.0,0.24301982,0.10606904,S,2
417-0,0,bcAXTH,35s1,1502.0,None,d4,d4,806,1502.0,0.017882556,-0.28150922,S,4
418-0,0,bcHJGO,35s1,1463.0,None,d4,d4,784,1463.0,0.2254451,-0.20624794,S,1
419-0,0,bcDGRN,35s1,1442.0,None,d4,d4,690,1442.0,0.52209705,-0.3114847,S,1
420-0,0,bcDRIN,35s1,1012.0,None,d4,d4,687,1012.0,0.20767444,0.69475925,G2M,2
421-0,0,bcICTP,35s1,981.0,None,d4,d4,613,981.0,0.19101211,-0.1404193,S,3
422-0,0,bcHNNI,35s1,902.0,None,d4,d4,534,902.0,0.09229721,-0.07122815,S,2
423-0,0,bcCAQN,35s1,745.0,None,d4,d4,527,745.0,-0.12002968,-0.20389788,G1,4
437-0,0,bcGXVH,35s1,6502.0,None,d4,d4,2103,6502.0,-0.009324258,0.108577095,G2M,2
438-0,0,bcHWJK,35s1,2446.0,None,d4,d4,1066,2446.0,0.5016761,-0.057069473,S,9
439-0,0,bcCNXU,35s1,4017.0,None,d4,d4,489,4017.0,-0.19937427,-0.20775104,G1,8
440-0,0,bcATTA,35s1,1442.0,None,d4,d4,731,1442.0,0.040407866,-0.2065228,S,3
441-0,0,bcGDOM,35s1,1380.0,None,d4,d4,719,1380.0,-0.08240605,-0.1571477,G1,0
442-0,0,bcEGFP,35s1,1421.0,None,d4,d4,724,1421.0,0.23553634,0.26690343,G2M,2
443-0,0,bcAQUK,35s1,898.0,None,d4,d4,587,898.0,-0.23798409,0.2580679,G2M,1
444-0,0,bcDIQY,35s1,886.0,None,d4,d4,574,886.0,-0.4711901,-0.092054665,G1,5
445-0,0,bcHLFV,35s1,826.0,None,d4,d4,560,826.0,-0.016080476,-0.1788196,G1,0
460-0,0,bcFJSD,35s1,7111.0,None,d4,d4,2126,7111.0,-0.14232104,-0.21082938,G1,0
461-0,0,bcCFIB,35s1,3120.0,None,d4,d4,1186,3120.0,-0.08666639,0.15854086,G2M,1
462-0,0,bcDKHX,35s1,2112.0,None,d4,d4,897,2112.0,0.019913718,-0.08265003,S,0
463-0,0,bcEQEY,35s1,1377.0,None,d4,d4,738,1377.0,-0.12334788,-0.20539938,G1,4
464-0,0,bcGSZU,35s1,1548.0,None,d4,d4,761,1548.0,0.15350054,-0.19545762,S,0
465-0,0,bcFKKI,35s1,1369.0,None,d4,d4,726,1369.0,-0.118834384,-0.037862938,G1,1
466-0,0,bcADPM,35s1,1103.0,None,d4,d4,625,1103.0,0.4572336,-0.05829495,S,1
467-0,0,bcCPQA,35s1,961.0,None,d4,d4,618,961.0,0.2074281,-0.13255036,S,0
468-0,0,bcEOQU,35s1,953.0,None,d4,d4,574,953.0,-0.34736472,0.06522898,G2M,0
469-0,0,bcGGKQ,35s1,705.0,None,d4,d4,543,705.0,-0.19986963,-0.162742,G1,0
483-0,0,bcHCHX,35s1,6202.0,None,d4,d4,2139,6202.0,-0.25059754,0.32807475,G2M,5
484-0,0,bcDJDL,35s1,3051.0,None,d4,d4,1196,3051.0,0.13286714,-0.24336784,S,0
485-0,0,bcBDKI,35s1,2326.0,None,d4,d4,1059,2326.0,0.33704492,-0.31962138,S,5
486-0,0,bcCAVU,35s1,1993.0,None,d4,d4,826,1993.0,0.097865485,0.5386733,G2M,2
487-0,0,bcERIQ,35s1,1505.0,None,d4,d4,753,1505.0,0.4870302,-0.028337926,S,0
488-0,0,bcHFKR,35s1,1284.0,None,d4,d4,682,1284.0,-0.08426128,-0.15491226,G1,0
489-0,0,bcAVVJ,35s1,1155.0,None,d4,d4,666,1155.0,0.38985762,0.10751803,S,2
490-0,0,bcCYGR,35s1,952.0,None,d4,d4,578,952.0,-0.15440267,0.12973051,G2M,1
491-0,0,bcGCXG,35s1,831.0,None,d4,d4,533,831.0,0.09068626,-0.16241133,S,4
506-0,0,bcEPUR,35s1,8054.0,None,d4,d4,2367,8054.0,0.32119516,-0.16442506,S,0
507-0,0,bcAKDJ,35s1,3101.0,None,d4,d4,1247,3101.0,0.010214765,0.15946005,G2M,5
508-0,0,bcHZER,35s1,2110.0,None,d4,d4,882,2110.0,0.26116195,-0.1943383,S,2
509-0,0,bcHGAZ,35s1,1715.0,None,d4,d4,793,1715.0,0.39892802,-0.08659935,S,1
510-0,0,bcACHP,35s1,1602.0,None,d4,d4,761,1602.0,-0.015361855,0.09760191,G2M,0
511-0,0,bcCZDD,35s1,1191.0,None,d4,d4,690,1191.0,0.25653517,-0.026311075,S,5
512-0,0,bcESRO,35s1,1046.0,None,d4,d4,605,1046.0,0.11781389,-0.09352262,S,0
513-0,0,bcCWBY,35s1,876.0,None,d4,d4,568,876.0,-0.036193185,-0.19266368,G1,0
514-0,0,bcFSJZ,35s1,825.0,None,d4,d4,589,825.0,-0.16885592,0.47319308,G2M,1
529-0,0,bcCAWW,35s1,7294.0,None,d4,d4,2314,7294.0,-0.010217801,0.0076771486,G2M,0
530-0,0,bcBHJD,35s1,2832.0,None,d4,d4,1136,2832.0,-0.15485273,-0.069214776,G1,1
531-0,0,bcDDTR,35s1,1822.0,None,d4,d4,830,1822.0,-0.04795041,-0.32985437,G1,1
532-0,0,bcIABY,35s1,1678.0,None,d4,d4,805,1678.0,0.01080098,0.24660859,G2M,3
533-0,0,bcAGCJ,35s1,1381.0,None,d4,d4,709,1381.0,0.30812627,-0.16584395,S,1
534-0,0,bcEMSU,35s1,1209.0,None,d4,d4,636,1209.0,0.52995026,-0.00845987,S,3
535-0,0,bcFYSA,35s1,997.0,None,d4,d4,617,997.0,0.14044872,-0.32039446,S,12
536-0,0,bcACOM,35s1,970.0,None,d4,d4,634,970.0,-0.22294034,-0.08275124,G1,6
537-0,0,bcDKLG,35s1,911.0,None,d4,d4,604,911.0,0.26439393,-0.18993741,S,0
538-0,0,bcEOAP,35s1,709.0,None,d4,d4,547,709.0,0.04691316,-0.06915984,S,3
552-0,0,bcCJSZ,35s1,7379.0,None,d4,d4,2257,7379.0,-0.08625999,-0.0840464,G1,4
553-0,0,bcFAFL,35s1,2777.0,None,d4,d4,1135,2777.0,-0.1289375,0.23522261,G2M,4
554-0,0,bcFTHJ,35s1,1887.0,None,d4,d4,845,1887.0,0.06148589,-0.28938645,S,1
555-0,0,bcGAPQ,35s1,1555.0,None,d4,d4,732,1555.0,-0.15881388,0.21517335,G2M,2
556-0,0,bcGYAN,35s1,1281.0,None,d4,d4,654,1281.0,-0.22947046,0.023318032,G2M,3
557-0,0,bcEAOL,35s1,1244.0,None,d4,d4,695,1244.0,0.01692951,0.84232956,G2M,0
558-0,0,bcHFVJ,35s1,1237.0,None,d4,d4,632,1237.0,-0.3368949,0.18740356,G2M,0
559-0,0,bcHRLA,35s1,1033.0,None,d4,d4,659,1033.0,-0.25860873,0.16628374,G2M,2
560-0,0,bcAATC,35s1,887.0,None,d4,d4,609,887.0,0.035850924,0.03545351,S,0
575-0,0,bcGBQO,35s1,10599.0,None,d4,d4,1429,10599.0,-0.10119015,-0.2933616,G1,8
576-0,0,bcGBGC,35s1,2549.0,None,d4,d4,1052,2549.0,0.3484168,-0.19666094,S,3
577-0,0,bcBSSE,35s1,2049.0,None,d4,d4,883,2049.0,-0.17430003,0.35911,G2M,0
578-0,0,bcDSQC,35s1,1760.0,None,d4,d4,829,1760.0,-0.15924503,-0.2654304,G1,4
579-0,0,bcGQHU,35s1,1562.0,None,d4,d4,723,1562.0,-0.00023478642,0.12267477,G2M,0
580-0,0,bcHBXH,35s1,1342.0,None,d4,d4,716,1342.0,-0.05526904,0.40276384,G2M,0
581-0,0,bcGTDO,35s1,1323.0,None,d4,d4,717,1323.0,0.20900579,-0.35323656,S,0
582-0,0,bcGXRZ,35s1,809.0,None,d4,d4,608,809.0,0.05546608,-0.30274048,S,0
583-0,0,bcDAXA,35s1,778.0,None,d4,d4,570,778.0,-0.16926593,-0.29888558,G1,1
584-0,0,bcHQEG,35s1,756.0,None,d4,d4,513,756.0,0.23331645,0.09950529,S,0
598-0,0,bcGSIP,35s1,6858.0,None,d4,d4,2193,6858.0,0.40979016,-0.09770042,S,3
599-0,0,bcGLMM,35s1,2422.0,None,d4,d4,1040,2422.0,0.17329836,-0.35651022,S,1
600-0,0,bcEIZR,35s1,1904.0,None,d4,d4,873,1904.0,0.13030736,-0.13903746,S,13
601-0,0,bcHKIF,35s1,1677.0,None,d4,d4,736,1677.0,-0.18553428,-0.06068129,G1,5
602-0,0,bcARMB,35s1,1529.0,None,d4,d4,747,1529.0,0.10277605,-0.16216479,S,1
603-0,0,bcCCPO,35s1,1265.0,None,d4,d4,662,1265.0,-0.12287254,-0.44463712,G1,0
604-0,0,bcBMTH,35s1,1015.0,None,d4,d4,641,1015.0,-0.28106114,0.0077696145,G2M,7
605-0,0,bcBQZZ,35s1,812.0,None,d4,d4,556,812.0,-0.23411782,0.37098822,G2M,7
606-0,0,bcHAWL,35s1,813.0,None,d4,d4,531,813.0,-0.0650824,-0.20914218,G1,2
