id,cell_growth_rate
cell_387-0,0.9908689855620303
cell_394-0,0.8343251369403862
cell_399-0,1.1328715679303638
cell_409-0,0.8793659457690061
cell_414-0,1.0305389277603394
cell_430-0,0.8470017750137016
cell_438-0,1.2237052645261346
cell_443-0,0.6606895825689455
cell_460-0,0.7583372541949164
cell_468-0,1.0855779283681972
cell_477-0,1.0795200160613931
cell_481-0,1.7935623229912765
cell_489-0,1.0025017410048074
cell_507-0,0.8584933877507407
cell_529-0,0.4567516313130311
cell_536-0,0.9212996880466857
cell_541-0,1.0168456149765088
cell_555-0,0.9358359745442957
cell_558-0,0.9836592628949145
cell_562-0,0.9991573078486584
cell_566-0,1.00691669162548
cell_582-0,1.0512476813690037
cell_584-0,1.1822172452997206
cell_585-0,0.6956959344774601
cell_590-0,1.09492985351221
cell_594-0,1.0231051479859634
cell_597-0,1.00861228717626
cell_602-0,0.6474507576053482
cell_608-0,1.0001650291217747
cell_615-0,1.303096665386969
cell_621-0,0.6812597621389067
cell_633-0,0.8652455626955434
cell_637-0,1.532631083702357
cell_645-0,0.8450548551235226
cell_647-0,0.9194362336561994
cell_649-0,0.7399396449568937
cell_654-0,1.0367085664323223
cell_663-0,0.9960580164333458
cell_665-0,1.009037593462111
cell_671-0,1.108639649563613
cell_676-0,0.6315395644380203
cell_678-0,0.9044379815985562
cell_681-0,0.5150872848341347
cell_690-0,1.0436667902732095
cell_714-0,1.164770464598885
cell_740-0,1.1813388815247285
cell_869-0,1.2031915141933942
cell_918-0,0.9356858558038792
cell_934-0,1.0259237238606569
cell_948-0,0.8396899432728806
cell_1000-0,1.8227186071955876
cell_1002-0,1.2392048425953692
cell_1092-0,0.9599010874322907
cell_1106-0,1.1423749280235853
cell_1147-0,2.233667526783188
cell_2677-0,1.023278480566844
cell_2751-0,0.7990738548965926
cell_2799-0,1.5609871573925913
cell_2815-0,0.8763037862603347
cell_2948-0,1.2280267979571817
cell_3191-0,1.0447837084477447
cell_3249-0,0.9079112679274415
cell_3251-0,0.6634419598295096
cell_3317-0,1.526976077459514
cell_3474-0,1.0574600005910975
cell_3513-0,1.3919773246575073
cell_3534-0,1.5458559555980511
cell_3578-0,1.520851967175413
cell_3674-0,1.785670157853682
cell_3761-0,1.4465663351505007
cell_3859-0,1.0218203327615472
cell_3875-0,1.0155936300654882
cell_3888-0,1.2012031170479427
cell_3897-0,1.1400743809427725
cell_3950-0,1.1369271630563704
cell_3968-0,0.9489013377000474
cell_4063-0,0.9710224061776634
cell_4186-0,1.6056441120919187
cell_4202-0,1.184119935677218
cell_4298-0,0.7202400644436481
cell_4486-0,2.1717154069012556
cell_4507-0,1.0539228596793218
cell_4512-0,1.0012677603539428
cell_4558-0,1.1510597439346026
cell_4708-0,0.9653646133721848
cell_4764-0,0.7828915741797328
cell_4784-0,1.191733109615403
cell_4785-0,0.7879312345406814
cell_4840-0,1.17079807639476
cell_4889-0,0.6000924930347574
cell_4898-0,0.6095452710354932
cell_5043-0,1.1170639558712083
cell_5187-0,1.9346517210977883
cell_5237-0,1.3265647610026203
cell_5284-0,1.1039149460090822
cell_5322-0,0.9304484691436288
cell_5389-0,0.6452761158732949
cell_5427-0,0.7896194077839956
cell_7647-0,0.9631652433874328
cell_7669-0,1.3910912718015032
cell_7704-0,1.1969233916746223
cell_7708-0,0.761589968922292
cell_7744-0,1.2709000820669478
cell_7765-0,1.3852489555948357
cell_7777-0,1.350049108687674
cell_7785-0,0.9843740999343634
cell_7812-0,0.8363366242736218
cell_7977-0,1.1466039705626203
cell_8018-0,1.0749266550359664
cell_8087-0,0.4028381166594158
cell_8092-0,0.9814105161354706
cell_8148-0,0.9359887734061213
cell_8160-0,1.3849292624381366
cell_8190-0,0.5331024082662127
cell_8202-0,2.374321759908101
cell_8260-0,1.0094207844605985
cell_8262-0,1.09995890237332
cell_8315-0,1.0404188520161142
cell_8329-0,0.9812101000516973
cell_8356-0,1.083937233359345
cell_8387-0,0.9988755252385692
cell_8410-0,1.553896882101244
cell_8423-0,0.9854176053269418
cell_8425-0,0.926219063185934
cell_8430-0,1.1372256812110977
cell_8435-0,1.0892171531478358
cell_8461-0,0.5401582168718724
cell_8476-0,1.1566105470248444
cell_8534-0,0.7423069224279009
cell_8555-0,1.0624123557136662
cell_8568-0,0.9294199848436651
cell_8619-0,0.9817202130405988
cell_8654-0,1.1111902894861163
cell_8661-0,0.4250612050540962
cell_8671-0,0.9415470483200071
cell_8709-0,0.7007943339749592
cell_8731-0,0.8404090924615958
cell_8738-0,0.9412945580908274
cell_8758-0,0.9409093698906521
cell_8805-0,1.0458635827820824
cell_8859-0,1.0179485267584216
cell_8892-0,1.1296322146049405
cell_8906-0,1.7510220983466187
cell_8918-0,0.9763416633729178
cell_8926-0,0.9917099899997869
cell_8927-0,0.7916208315224936
cell_9175-0,1.183799583375873
cell_9213-0,0.6640983707616203
cell_9240-0,1.2414033574425603
cell_9323-0,1.4728048887407772
cell_9387-0,0.9741396599857028
cell_9406-0,1.6477850142324366
cell_9453-0,0.9699698761980557
cell_9474-0,0.8180033028718672
cell_9498-0,0.908452843935035
cell_9570-0,0.912356734608349
cell_9606-0,0.6420641890924114
cell_9625-0,0.971217696763781
cell_9653-0,1.1080405684279098
cell_9654-0,0.5034339098989518
cell_9717-0,1.2775092208576864
cell_9719-0,0.9945016795842831
cell_9752-0,1.4466092330175893
cell_9756-0,0.8136576613191784
cell_9784-0,0.6767789066267093
cell_9801-0,1.0768088113879306
cell_9817-0,0.9670038455156533
cell_9840-0,0.6408135672119094
cell_9848-0,0.904815923936265
cell_9850-0,1.3350667928207056
cell_9856-0,1.8398859832555896
cell_9904-0,0.46877080284907874
cell_9911-0,0.9116674674198814
cell_9942-0,0.9542574322914772
cell_9949-0,1.1780516136761967
cell_10043-0,0.9387956311742125
cell_10058-0,1.4110389001426986
cell_10061-0,1.039969544590125
cell_10110-0,1.3116000693148318
cell_10149-0,1.694666972905574
cell_10241-0,0.5175368843577905
cell_10266-0,1.1165144541446144
cell_10314-0,0.4238342217059196
cell_10438-0,1.1273363693747402
cell_10441-0,1.0225118814688632
cell_10465-0,1.2087125393147984
cell_10519-0,1.0864751556626862
cell_10590-0,1.0172736149082913
cell_10621-0,1.0847670872078679
cell_10661-0,1.1101856537544212
cell_10690-0,1.2018693946969436
cell_10698-0,0.8486503013173697
cell_10732-0,0.8876393638716619
cell_10741-0,0.8392870416959731
cell_10745-0,1.3162958109669978
cell_10756-0,1.0703731522062365
cell_10794-0,1.3066484850239861
cell_10801-0,0.9054298837186032
cell_10804-0,1.1179043382480123
cell_10834-0,0.9198480477276189
cell_10860-0,1.00571687327527
cell_10905-0,0.9349970910774351
cell_10906-0,1.540595477905297
cell_10908-0,1.0106672757147108
cell_10909-0,1.1934061347724645
cell_10918-0,1.1477342032308666
cell_10957-0,1.0105262922927316
cell_10994-0,1.3661690897997252
cell_10996-0,1.2808435652235934
cell_11038-0,0.6735260615532777
cell_11040-0,1.2177089630037545
cell_11076-0,0.9859055692977341
cell_11077-0,1.689832915535128
cell_11079-0,0.6455668338780739
cell_11081-0,1.5662901719426807
cell_11090-0,0.8272471832857284
cell_11099-0,0.3897575448218233
cell_11100-0,0.9725506662518659
cell_11107-0,0.7585486454024577
cell_11125-0,0.9473054688053317
cell_11128-0,0.4867875942385661
cell_11149-0,1.0449512896162787
cell_11180-0,0.6728837517242833
cell_11193-0,0.9623778171160615
cell_11195-0,1.708496521797874
cell_11198-0,0.933043461802562
cell_11204-0,0.9868015128154303
cell_11206-0,0.37957625276539303
