id,Myogenesis,Adipogenesis,Angiogenesis,Apoptosis,G2/_checkpoint,Hypoxia,Inflammatory_response,Pluripotency,Cell_cycle,Er_stress,Skeletal_muscle_cell_differentiation,Skeletal_muscle_contraction,Go_skeletal_muscle_tissue_regeneration,Go_skeletal_muscle_organ_development,PSM,NMP,Neural
cell_40934-0,-0.03000827,-0.0568402,-0.14079815,-0.07803563,-0.1026184,0.080153964,-0.0187458,0.06488491,-0.09328768,-0.15602972,0.027162258,-0.09064074,0.049331963,-0.031296246,-0.34286618,,0.030151716
cell_40940-0,-0.038398057,0.13788427,-0.18468283,-0.10844092,0.058573,0.08266831,-0.053520482,-0.0767049,0.17469718,0.09473112,-0.044935353,-0.062901005,0.10719235,-0.0499181,-0.34286618,,-0.49641085
cell_40943-0,-0.0061501125,-0.13757023,0.018600637,-0.014947202,-0.16200483,-0.061322425,-0.094472066,-0.17235762,-0.21937646,0.05822311,0.050712403,0.09208907,-0.16194116,-0.03694532,-0.34286618,,-0.49641085
cell_40958-0,-0.07630194,-0.034156743,0.39621845,0.023468507,-0.19129871,-0.047237314,-0.12568682,-0.119422935,-0.060637616,-0.13680606,0.037560873,0.03116119,0.046408314,0.09506664,-0.34286618,,-0.49641085
cell_40959-0,-0.09272818,-0.03155761,-0.19617374,-0.16322146,0.024169097,-0.08739119,-0.069430806,-0.15710598,0.08546929,-0.0837961,-0.11725,-0.1936435,0.021194017,-0.075598195,-0.34286618,,0.85611945
cell_40960-0,0.022862982,-0.098839305,-0.093268454,-0.06464932,-0.023074351,-0.20121168,-0.025319045,-0.09180153,0.06884979,-0.11306399,-0.025881125,-0.043798532,-0.14778906,-0.08032097,-0.34286618,,0.8401797
cell_40969-0,-0.026562756,-0.058367163,-0.013608539,-0.12196381,-0.083608516,-0.11921556,-0.108155526,-0.15089393,-0.10589219,-0.03494978,-0.112975776,-0.18631692,-0.053867918,-0.07751268,-0.34286618,,0.5877495
cell_40973-0,0.002679533,0.024112184,-0.14993007,-0.009046817,0.018838838,0.08487204,-0.005586283,-0.10514222,0.069154724,-0.06665968,-0.09811026,0.021753658,0.05085482,-0.012995405,-0.34286618,,-0.17699683
cell_40976-0,-0.0361435,0.0028643762,-0.1424131,0.020756578,-0.08616369,0.038668804,-0.025671946,-0.1279533,-0.057487212,-0.00085488136,-0.07230009,-0.15388794,-0.2179348,-0.112085685,-0.34286618,,0.38212004
cell_40985-0,-0.12353392,-0.22501951,0.13012168,-0.07964025,-0.04716295,-0.2582167,-0.08665288,-0.027705902,-0.2102499,0.0017353751,-0.19647051,-0.092355296,-0.32634568,-0.1751911,-0.34286618,,0.73129535
cell_40993-0,-0.10601419,-0.15365723,-0.23972683,-0.11246604,-0.24861221,-0.098461375,-0.012698237,0.0033922337,-0.31728408,-0.092443876,0.001047096,-0.08779535,-0.04426853,-0.0015767189,-0.34286618,,0.9887569
cell_40999-0,-0.012881276,-0.20256412,0.038675956,-0.10860422,-0.16705799,-0.20217866,-0.0716699,-0.15655182,-0.053766135,-0.08463521,-0.07699821,-0.045026638,-0.017662177,-0.17031361,-0.34286618,,0.23892342
cell_41007-0,-0.14159758,-0.12016247,0.02672248,-0.13135386,-0.04324537,-0.20246449,-0.11925368,-0.04981735,0.033235013,-0.05585377,-0.17071983,-0.17834608,-0.13164511,-0.1381582,-0.34286618,,0.66664815
cell_41011-0,-0.012152151,-0.047277402,-0.11971866,-0.05011174,0.14144167,0.035175826,-0.03227373,-0.19846062,-0.04086867,-0.0958357,0.025567379,0.052602302,0.12265471,0.023694672,-0.34286618,,-0.14337943
cell_41015-0,0.0064447373,-0.025571741,-0.1927786,-0.09827448,-0.0785172,-0.09744013,-0.12894605,0.065714285,0.074533895,-0.1149641,-0.061879333,0.0009008184,-0.056032494,-0.043769546,-0.34286618,,1.475946
cell_41017-0,-0.01523118,-0.002767429,-0.11350805,-0.03741112,0.15032841,0.0044192877,-0.018578522,0.06700105,0.08200186,-0.02740259,-0.015671467,-0.029945035,0.103587635,0.016218433,-0.34286618,,1.0356988
cell_41023-0,-0.054958608,0.05008274,-0.0053264047,-0.028949356,0.03272623,0.029401956,-0.037961073,-0.07359101,-0.12695056,-0.01299011,-0.049649935,-0.070410065,0.17777272,0.04926485,-0.34286618,,0.42817354
cell_41031-0,0.011965471,0.013819225,-0.045810986,-0.005670209,-0.12018851,0.08881356,-0.04607276,-0.1546681,-0.14240754,0.012443843,-0.028410627,0.064960934,0.033618495,-0.057270832,0.49325728,,-0.49641085
cell_41037-0,-0.015926749,-0.19123416,-0.0271355,-0.1040746,-0.24550952,-0.07509828,-0.08647272,-0.1966827,-0.37833488,-0.13642249,-0.18127824,-0.0083273845,-0.4317846,-0.20073009,-0.34286618,,-0.49641085
cell_41042-0,-0.14892451,-0.054187343,0.06624302,-0.11742091,-0.11125386,-0.0404301,-0.09131102,-0.24994154,0.111095026,-0.011947124,-0.14477034,0.019119907,-0.18291649,-0.027355695,-0.34286618,,1.0367517
cell_41043-0,-0.026949001,0.07177614,-0.19585714,-0.10509705,-0.083886325,0.033544857,0.063109025,-0.024704415,-0.07076971,0.015857095,-0.03049676,-0.039348416,-0.1494313,0.0022319106,-0.34286618,,-0.49641085
cell_41045-0,-0.010203589,0.009249282,-0.03937784,-0.012356226,0.16149594,0.06730752,0.028944978,0.007539363,0.13708054,0.028029315,-0.084983036,-0.100155994,-0.0512299,-0.052196734,-0.34286618,,0.6528459
cell_41054-0,-0.045848783,-0.11032257,-0.27229983,-0.063042335,-0.14321987,-0.005177677,-0.10493532,-0.12140203,-0.2777211,-0.015418417,-0.023038609,0.17693716,0.016016759,-0.021125048,0.3237771,,-0.49641085
cell_41057-0,0.021668473,0.052651297,-0.09843891,-0.025504757,-0.1768084,0.09456026,-0.060177423,-0.055762187,-0.20928833,-0.074437924,0.019028867,-0.023277199,0.034737952,0.0022959632,-0.34286618,,0.2725483
cell_41065-0,-0.05434305,-0.122435935,-0.15058434,-0.037166458,-0.02821835,-0.011193063,-0.010549224,-0.15780014,-0.16319515,0.10623447,-0.0031296182,-0.04449295,-0.08999346,-0.007822167,-0.34286618,,0.5249138
cell_41066-0,0.07406722,-0.019321244,0.054662786,0.1311599,0.07512198,0.10239444,-0.066235036,-0.003416524,0.017435754,0.13937058,0.0781345,-0.13660839,0.11305186,0.031069722,-0.34286618,,-0.49641085
cell_41067-0,-0.087575115,-0.025924051,0.48006985,-0.040600356,0.093130544,-0.023543399,0.01816388,-0.013218808,0.12341955,-0.1355594,-0.06780554,-0.022474054,0.14316534,-0.04480869,-0.34286618,,0.2688791
cell_41070-0,-0.0142768435,-0.03283678,-0.12095578,-0.002312715,0.058546625,-0.07319791,-0.025325239,0.0015569213,0.05708531,0.00014364067,0.11688123,0.09234817,-0.20762871,-0.0006022542,-0.34286618,,-0.2000478
cell_41071-0,0.060693223,0.11479702,0.07224465,0.011463312,-0.14432532,0.0393467,0.15147285,-0.09574115,-0.29123002,-0.08030518,0.10635633,-0.10254438,0.08390222,0.055916835,0.30392933,,-0.49641085
cell_41074-0,-0.12544096,-0.03037632,-0.24357687,-0.05398789,-0.17319049,-0.055467688,-0.03718009,-0.19146521,-0.34662777,-0.19563074,-0.11497064,-0.087093435,-0.21640262,-0.09497378,-0.34286618,,-0.49641085
cell_41079-0,-0.012341618,0.043398615,-0.04263991,0.0573844,0.178903,-0.050258156,-0.05432518,0.09907519,0.19139288,0.08361976,-0.07157223,-0.010110902,-0.0020458016,0.054854542,-0.34286618,,1.2474471
cell_41090-0,-0.02504373,-0.16196023,0.017469434,-0.065064676,-0.27069518,0.103867635,0.038765144,-0.20855959,-0.24167989,-0.0530904,0.13154073,0.05462841,-0.14344975,0.10830651,0.44058076,,-0.49641085
cell_41092-0,0.018926248,0.055162307,-0.077924505,0.017629063,-0.25272352,-0.1240831,-0.026604176,-0.29233184,-0.24497297,-0.0090514,-0.097637676,-0.061962068,0.14531934,-0.055444784,-0.34286618,,0.53663164
cell_41102-0,-0.022666616,-0.051993396,-0.16005413,-0.11443469,-0.13447618,-0.057175197,-0.0413339,-0.19946063,-0.22476022,-0.09469891,-0.07664785,0.018422943,0.109620646,-0.06593038,0.010348067,,-0.13396062
cell_41109-0,-0.052803263,0.078574754,0.0004099599,-0.034133803,-0.043859154,-0.063804924,-0.07467206,-0.0294337,0.07009627,-0.004591896,-0.07627464,-0.09830121,0.08873223,0.0001992269,-0.34286618,,1.1620283
cell_41110-0,-0.006885094,0.08897442,-0.10888972,0.20063777,0.068615966,-0.009003257,-0.07256865,0.15688561,0.20779674,-0.011090915,-0.07699008,-0.13669983,-0.040940966,-0.020475293,-0.34286618,,1.2791075
cell_41111-0,-0.063948296,-0.08331299,0.012469461,-0.108274154,-0.11570376,-0.037471555,-0.112650804,-0.1169795,-0.07121812,-0.044734098,-0.046094168,-0.13274969,-0.0024335023,-0.13724981,-0.34286618,,0.4899528
cell_41113-0,-0.0030647384,-0.033614773,0.06626809,0.039369654,0.04389945,-0.03997855,-0.09704212,-0.05104759,-0.013404102,0.061718337,-0.07701714,0.043010823,0.040192366,-0.05645114,-0.34286618,,0.8762529
cell_41129-0,-0.044384114,0.035104886,0.29319623,-0.1115021,0.06584575,-0.03944931,-0.012225854,0.018922575,-0.066342965,-0.13130173,-0.006347818,-0.081351094,-0.06261556,-0.039698005,-0.34286618,,0.02875944
cell_41143-0,0.000802505,-0.031236658,-0.06456197,-0.12554853,0.23768367,-0.0052833008,-0.034496326,-0.160517,0.23167267,-0.014146863,-0.06595615,-0.06158474,-0.16988678,-0.010960098,0.2164794,,0.4024988
cell_41153-0,0.030030105,0.098573156,0.001459688,0.07103179,-0.026371978,-0.004393252,-0.056873046,-0.096967705,-0.040760208,-0.09008506,0.016768206,0.060534496,-0.10060372,0.016436497,-0.34286618,,-0.49641085
cell_41156-0,0.03680259,0.10133927,0.05713934,0.070534475,0.022823991,0.07236528,-0.01999296,-0.039713904,0.013042559,0.068716995,0.13006973,-0.011891324,-0.10986496,-0.018899754,-0.34286618,,0.39324698
cell_41162-0,-0.0520392,0.06325406,-0.09947239,-0.05619323,0.23017448,0.075049885,-0.03353414,-0.06652569,0.22236939,0.06098882,-0.03831229,-0.004419714,0.008856117,-0.0075626285,-0.34286618,,-0.21636784
cell_41170-0,-0.06821123,-0.07871794,-0.15271294,0.007528489,0.03383061,0.010562755,-0.022108993,-0.0037433594,-0.095892355,0.07446965,-0.033046115,-0.13963261,0.012984457,-0.038434166,-0.34286618,,0.0066779456
cell_41189-0,-0.03616753,0.06395453,-0.030424504,0.057919867,0.10629801,0.006720235,-0.08166047,-0.12620561,0.17037262,0.0039349627,-0.2222638,-0.12679425,-0.13833258,-0.081907906,-0.34286618,,-0.49641085
cell_41194-0,-0.0021998074,-0.095926225,-0.07785578,-0.0061367652,-0.13455907,-0.003672181,-0.03476405,-0.048086226,-0.20001848,-0.008344368,0.026493121,0.06586535,0.16122332,0.03616537,-0.34286618,,-0.09782054
cell_41195-0,0.047008447,-0.021024922,0.0030410946,0.05268859,0.0021895207,0.11098716,0.017020164,-0.15893146,-0.16172566,-0.066174336,-0.050901502,-0.09408479,-0.09937005,-0.024662431,0.47648612,,-0.20492299
cell_41197-0,-0.12561241,-0.113987826,-0.016869294,-0.10860985,-0.13663682,-0.12015106,-0.111719124,-0.04987293,-0.018547246,-0.115816295,-0.035540193,-0.13477686,-0.22976892,-0.09680836,-0.34286618,,2.2549489
cell_41199-0,-0.12523785,-0.09328,-0.09316076,0.009284716,-0.28043732,-0.029084861,-0.012095669,-0.17137474,-0.18915999,-0.11983122,0.06676307,-0.09760837,0.10551035,-0.009370786,-0.34286618,,-0.49641085
cell_41203-0,-0.029979704,0.0904745,-0.034171045,-0.015010285,0.091471635,0.030115208,-0.0068510473,-0.13340847,0.13750318,0.111652836,0.03000145,-0.05001273,0.10689968,0.054414082,-0.34286618,,0.3543326
cell_41214-0,-0.06187951,-0.034671318,0.033544168,-0.018254418,-0.13121812,0.015990587,-0.032377582,0.037450492,-0.02693161,-0.12609033,-0.061687015,-0.14904407,0.15977688,-0.033849776,-0.34286618,,1.207168
cell_41224-0,-0.06192007,0.0063412925,-0.06417306,0.0760129,-0.06532174,0.0793593,-0.056718837,0.007263714,-0.05662184,0.076203756,0.0607426,-0.12406584,-0.04274474,-0.013841535,-0.34286618,,0.06428152
cell_41225-0,-0.16749585,-0.26743898,-0.15086806,-0.23917462,-0.067943014,-0.13505957,-0.13977963,-0.14785092,0.22968288,-0.2587415,-0.084348775,-0.16256776,-0.14162129,-0.05723563,-0.34286618,,1.3031986
cell_41236-0,0.03936091,-0.07627044,0.22990516,0.06426023,0.035277117,0.093068846,-0.011677511,-0.14219199,-0.098908275,-0.07283235,-0.031091213,0.12610582,-0.0067520007,-0.03437107,-0.34286618,,-0.49641085
cell_41276-0,-0.04900644,-0.09627023,-0.051881056,-0.010559085,-0.18849039,0.09784007,-0.09131861,-0.053355396,-0.2112229,-0.017914845,-0.119225144,-0.01131585,-0.08682107,-0.087607995,-0.34286618,,-0.14247514
cell_41285-0,-0.07269007,-0.07647789,-0.027002668,0.043084655,0.09993278,-0.06881077,-0.109353445,-0.07589735,-0.029353391,-0.015457518,-0.02373122,0.0150897205,-0.08457998,-0.04799717,-0.34286618,,0.8402086
cell_41295-0,-0.002195717,0.037413634,-0.06758189,0.07637942,-0.13057141,0.088090494,0.0051653087,-0.079150684,0.013506052,0.11516365,-0.01549268,0.055658184,0.18562073,-0.0107751405,1.711832,,-0.49641085
cell_41302-0,-0.010064427,-0.09999354,-0.008728347,-0.19352213,-0.72299445,-0.17801712,-0.05966152,-0.35384467,-1.1133555,-0.114800654,-0.0309332,0.061700594,-0.14378093,-0.10273906,-0.34286618,,0.48204628
cell_41316-0,-0.07004571,0.020327983,0.046806756,-0.03708809,0.0015685403,-0.02134303,-0.036984455,-0.08336546,0.09486784,-0.04032932,-0.06447153,-0.08220668,0.077501796,-0.013376544,-0.34286618,,-0.17993891
cell_41345-0,-0.100590326,0.047218435,-0.16747473,-0.04149458,-0.041011784,-0.016420996,0.021272548,-0.08448268,-0.10682945,-0.06789349,-0.06858643,-0.09897126,-0.05053069,-0.100404784,-0.34286618,,0.84271306
cell_43517-0,-0.12410142,-0.09511855,-0.04683243,-0.076727256,-0.1587549,-0.11202571,-0.06866899,0.3293203,-0.034398302,-0.033295367,-0.053400572,-0.069122694,0.0743879,-0.14874795,-0.34286618,,0.47602043
cell_43547-0,-0.093125574,0.074373566,-0.061638452,0.01894614,-0.0031241863,0.012933422,-0.05513468,0.21475035,0.11931532,0.018045384,-0.10178743,-0.05202468,-0.06438603,-0.09843665,-0.0118095325,,-0.49641085
cell_43563-0,0.012691745,-0.03409656,-0.12926885,-0.04565325,-0.12802595,-0.058129195,-0.019453283,0.17355946,-0.16515173,-0.076425634,-0.1440701,-0.15740764,-0.020599773,-0.113118194,-0.34286618,,-0.49641085
cell_43572-0,-0.12300258,0.034151126,-0.27293262,-0.03974348,-0.18637136,-0.09859111,-0.045619328,0.14455552,-0.0344528,-0.07367654,0.01038412,0.072984554,0.050429955,-0.07952013,-0.34286618,,-0.49641085
cell_43573-0,0.027904496,0.01892958,-0.17729774,-0.04062215,0.027929636,-0.03063106,-0.04615401,0.41181627,-0.02726836,-0.048612956,-0.08086495,0.21205899,-0.12842514,-0.061148643,-0.34286618,,-0.49641085
cell_43596-0,-0.066475965,-0.08811458,-0.097181626,0.022663236,-0.13314135,-0.018990273,-0.07977555,0.20340316,0.09706101,-0.029066991,-0.120224826,-0.001126583,-0.018862344,-0.029692154,0.08779279,,-0.49641085
cell_43605-0,-0.081552885,-0.14090279,-0.25857192,-0.026313521,-0.04661176,-0.085049964,0.016209401,-0.060431167,0.12432586,-0.2153925,-0.1560743,0.035196047,-0.11609563,-0.17064258,-0.34286618,,0.13926417
cell_43621-0,-0.064739265,-0.065076634,-0.25003102,-0.008521131,-0.16037527,-0.045620237,-0.0038412558,0.22140129,0.18516259,0.004007936,-0.09719083,-0.08984715,0.063584596,-0.050013464,0.36682144,,-0.49641085
cell_43658-0,-0.08576056,-0.083496824,-0.13249278,0.05566001,-0.2682541,-0.033779733,-0.06133883,0.39604056,-0.04143317,-0.014295874,-0.13850719,-0.16496591,-0.13795948,-0.10306226,-0.34286618,,-0.49641085
cell_43683-0,-0.027881745,0.11376224,-0.09125065,0.11234715,0.051409833,-0.031467155,-0.09117061,0.022031164,0.19431084,-0.08763233,0.048626196,-0.17977072,-0.0016752303,0.014993424,-0.34286618,,-0.49641085
cell_43695-0,-0.030724773,0.034888722,-0.26378575,0.028128123,-0.04314161,-0.19360875,-0.047334325,0.07644867,-0.06340391,-0.18831386,-0.055286188,-0.045859285,0.12826143,0.0003946038,1.6470321,,-0.49641085
cell_43726-0,-0.019113408,-0.09168418,0.004145351,-0.10707194,-0.04428262,-0.048592627,-0.033680927,0.033013515,0.028388837,-0.14085642,-0.058746297,-0.10767494,0.09280514,-0.058940373,-0.34286618,,-0.49641085
cell_43740-0,-0.11381307,-0.11228887,-0.100498505,0.048073504,-0.11313606,-0.08592054,-0.0052841622,0.10650259,-0.13015571,-0.008298438,-0.015463302,-0.13007784,0.046703357,0.014565098,-0.34286618,,-0.49641085
cell_43741-0,0.002387743,0.021411626,0.010001979,-0.12089416,-0.059850257,-0.09249002,-0.0062264744,0.08312626,-0.070554525,0.051689994,-0.02482022,-0.09189937,0.18841107,-0.088435635,0.3045709,,-0.49641085
cell_43777-0,-0.007876446,0.0052796295,-0.17339888,-0.008830639,0.113830484,-0.04409669,0.04542964,0.19116943,0.16008541,-0.057780396,-0.028638696,-0.10244392,-0.17006119,-0.05075394,-0.34286618,,-0.49641085
cell_43781-0,-0.04676892,0.05981227,-0.08851519,-0.035739474,-0.14524683,-0.08445934,-0.04290549,0.061032385,-0.11344736,0.026466561,0.0032179733,-0.06442822,-0.17151403,-0.042425998,0.3061347,,-0.49641085
cell_43795-0,0.045935392,-0.01838349,-0.023298202,0.07804124,-0.076352514,-0.032779634,0.0107079595,0.12482573,-0.07718097,0.03452541,-0.08728692,0.13719383,-0.03126524,-0.14328624,-0.34286618,,-0.49641085
cell_43837-0,-0.07611699,0.15024553,-0.016743125,-0.056010805,-0.07005002,-0.07875651,-0.022782402,0.04974299,0.1825021,0.067372724,-0.005560698,-0.0061769537,-0.09833285,-0.07621035,-0.34286618,,-0.49641085
cell_43842-0,-0.025614018,0.036354013,-0.033004176,0.13202102,-0.036434438,-0.047736652,-0.048282463,-0.0128198275,-0.0034350033,0.0067157988,0.03888519,0.03935849,-0.19280358,-0.05430194,1.5377587,,-0.49641085
cell_43849-0,-0.10755917,-0.07591741,-0.14509799,-0.011987217,-0.19751649,-0.046102542,-0.042579256,0.003369948,-0.10075369,-0.06860341,-0.1041978,-0.10437187,-0.17626387,-0.1479186,-0.34286618,,-0.49641085
cell_43855-0,-0.06935261,-0.02040403,-0.11684498,-0.014712957,-0.1962246,-0.087166265,-0.059976872,0.24015969,-0.0041080583,0.042025667,0.0065305117,0.05600823,-0.02763514,-0.04681169,-0.34286618,,-0.49641085
cell_43889-0,0.08676391,-0.015607044,-0.05904193,0.022765739,-0.0057201926,0.09927763,-0.01095909,0.29632524,0.07070568,-0.045419253,-0.13353963,0.106348835,-0.074346565,-0.1229334,0.21260954,,-0.49641085
cell_43946-0,0.017460166,-0.0097063305,-0.25957352,-0.11652973,0.0029656591,-0.14824851,0.01080032,0.11512473,-0.019653894,-0.050282262,-0.07650331,-0.09423687,-0.06384894,-0.0856079,-0.34286618,,-0.49641085
cell_43954-0,-0.04641254,0.009110508,-0.096154645,-0.14863129,-0.025572294,-0.09902387,0.03080112,0.23860013,-0.1077902,0.0011840034,-0.09768452,-0.091181174,-0.11415456,-0.09812803,-0.34286618,,-0.49641085
cell_43970-0,0.02254051,0.03065031,-0.048766382,0.013520756,0.015993016,0.12310479,-0.011474172,0.3323134,0.0702026,0.003251524,-0.009129827,-0.00089934916,0.004485548,-0.067618296,-0.34286618,,0.21656777
cell_44006-0,-0.08396926,-0.2513614,-0.14139934,-0.17117175,-0.27820265,-0.02654406,-0.06544306,-0.135842,-0.089134224,-0.07592635,-0.050166804,0.02503412,-0.11321163,-0.14943625,-0.34286618,,-0.49641085
cell_44016-0,-0.027749814,0.012923582,-0.11137933,-0.038196363,-0.078808606,-0.036983546,-0.0043040607,0.20426042,0.057155054,0.0012948483,-0.09069296,-0.10938507,-0.0691879,-0.08252534,-0.34286618,,-0.17044772
cell_44028-0,-0.05546959,0.06968377,0.025617694,-0.06522895,-0.095199674,-0.07741647,-0.11356289,0.41988406,-0.15592174,0.09503475,-0.18151544,-0.14287403,-0.032292333,-0.14387342,-0.34286618,,-0.042137295
cell_44079-0,0.032996166,-0.039742727,-0.047471114,0.02513613,-0.034581695,-0.062080808,-0.0131092,0.039069533,-0.047494527,0.08531696,0.011621211,-0.087367,0.027957784,-0.014637831,-0.34286618,,-0.12466568
cell_44089-0,-0.09353159,-0.026674049,-0.16578521,0.016266584,0.029460011,-0.05291596,-0.12966974,0.08503662,0.012464831,-0.009079801,-0.11537236,-0.114053585,0.14348876,-0.08338008,-0.34286618,,1.0263512
cell_44101-0,-0.08850498,-0.017631501,-0.2663705,-0.01038949,-0.0947053,-0.08359497,-0.032839686,0.103569895,-0.22086373,0.108570114,0.07333864,0.042187948,0.1252853,0.023143036,2.3625207,,-0.49641085
cell_44103-0,-0.028388958,-0.025828572,-0.18312295,-0.14093646,-0.1523911,-0.06665437,-0.042544913,0.2278445,0.008756957,0.1210366,-0.12992203,-0.10553565,0.016685657,-0.04855229,-0.34286618,,-0.49641085
cell_44108-0,-0.022576887,-0.073316,-0.05748321,-0.088387154,-0.071388304,0.005579303,-0.0049687675,0.22800308,0.06176004,-0.12105071,-0.16382591,-0.13862619,-0.10864958,-0.101793215,0.11679655,,-0.49641085
cell_44111-0,-0.02150687,0.007145995,-0.20796531,-0.08141266,-0.26622626,-0.122677356,-0.055612106,0.22368725,-0.00089523196,-0.02585582,-0.035598397,-0.12606409,0.030858967,-0.09168196,0.101620995,,-0.040301055
cell_44120-0,-0.030173376,-0.016298143,-0.047765344,0.091956235,-0.07523938,-0.013915048,-0.04143689,-0.023459002,-0.19752654,-0.005951162,-0.034502253,-0.12253628,-0.088540025,-0.0419155,0.11505016,,-0.49641085
cell_44163-0,-0.013804578,-0.058516204,-0.18568942,0.05988127,-0.19657707,-0.039321505,-0.036896203,0.26476753,0.025894864,-0.12110184,-0.14746733,-0.14694223,-0.014060644,-0.10447718,-0.34286618,,-0.49641085
cell_44185-0,-0.06247803,0.010486531,0.14518622,-0.02473421,-0.08577193,0.02222046,0.009470781,0.14489217,-0.13147797,0.03574202,-0.14263654,0.01869925,-0.00909707,-0.1079311,-0.34286618,,-0.053153086
cell_44188-0,-0.04893498,0.03134854,-0.15730298,-0.08389338,-0.11574149,-0.06874676,-0.081752725,0.33401117,0.019955982,-0.061882753,-0.06539259,-0.09478731,0.18594499,-0.07123974,-0.34286618,,-0.075558074
cell_44202-0,-0.08986792,-0.065254666,-0.2566734,-0.1457994,-0.103477426,-0.14318655,-0.02387733,0.23810361,-0.13607459,0.056924194,-0.09603274,-0.024372235,-0.15635078,-0.05017796,-0.34286618,,-0.49641085
cell_44209-0,-0.012526263,-0.055855073,-0.17273773,-0.0884905,-0.13604823,-0.07413862,-0.06586743,0.11991439,-0.060938857,0.031967554,-0.07933347,0.023706567,0.020831129,-0.025724089,-0.34286618,,-0.49641085
cell_44230-0,-0.06881269,-0.003243677,-0.121570654,0.014540461,-0.039569847,-0.12322224,-0.03295617,-0.010734782,-0.051699854,-0.07173899,-0.05244277,-0.100360475,0.008495443,-0.08335422,0.080779895,,-0.49641085
cell_44234-0,-0.055964973,0.10643888,-0.15046664,0.021147596,0.07472611,0.035060607,-0.014927548,0.28816557,0.12810646,-0.055856828,0.11166245,-0.10309364,-0.06482772,0.0015960304,-0.34286618,,0.056406368
cell_44245-0,-0.035192315,0.07160317,-0.10093872,-0.063717,-0.034204133,-0.070019424,-0.061717115,0.2497643,0.03637329,-0.1391694,-0.09667875,-0.1788356,0.01915232,-0.07935273,-0.34286618,,-0.49641085
cell_44251-0,-0.103168555,-0.05402434,0.17926122,0.04259148,0.05486585,-0.028178941,-0.059098445,0.14412653,-0.05457838,0.07890077,-0.22045769,-0.24347682,-0.30680493,-0.0983376,-0.34286618,,-0.49641085
cell_44263-0,-0.054269224,-0.02122149,-0.23735823,-0.010992544,-0.1177784,0.024505863,-0.025318505,0.2301864,-0.14207302,-0.0006583035,-0.04614229,-0.11160221,0.024165647,-0.06279928,0.11326023,,-0.49641085
cell_44264-0,0.021355491,0.10268952,-0.16185562,-0.027901562,-0.1728193,-0.07595269,-0.006172407,0.0482019,-0.096115835,-0.08774893,-0.036604572,-0.08462223,-0.12215902,0.05594795,-0.34286618,,-0.49641085
cell_44286-0,-0.019246126,0.081661396,-0.2169286,-0.057832997,0.033627328,0.05160434,-0.027122334,0.34576002,-0.05065138,0.006593388,-0.086121924,0.058510624,-0.1402889,-0.055156805,-0.34286618,,0.3179786
cell_44358-0,-0.031928275,0.011986735,-0.14425983,-0.085192055,0.07206322,-0.016540471,0.00082444656,0.038121983,0.16567202,-0.0887104,-0.109510824,-0.12666091,0.09166451,-0.16115297,-0.34286618,,-0.49641085
cell_44363-0,-0.0666462,-0.0766264,-0.236937,-0.036468666,-0.07976222,-0.16565421,-0.03679221,-0.053097695,0.041705053,-0.05203273,0.005807397,-0.06373536,0.115562834,0.018922672,1.2666132,,-0.49641085
cell_44385-0,-0.056300037,0.07013311,-0.049351055,0.08859048,0.07786135,0.019830553,-0.026591944,0.3153843,0.26040104,0.04712772,-0.090955086,-0.08517001,-0.09686269,-0.122297965,-0.34286618,,-0.19471826
cell_44416-0,0.05366089,0.041325327,0.04517118,0.10085999,0.048694815,0.027419463,-0.034425486,0.30413532,0.038757715,0.07421791,-0.09560801,0.02457206,0.08586853,-0.045514464,-0.34286618,,-0.28162864
cell_44424-0,-0.05971944,-0.05858306,-0.12917994,0.027679997,-0.09569206,-0.080877766,-0.009532173,0.33622745,0.011459375,-0.0403708,-0.09768029,-0.045573633,-0.086845584,-0.10121463,0.059703555,,-0.083314545
cell_44428-0,0.03644794,0.008659144,-0.062014267,0.04194546,-0.012676828,0.06262689,-0.03930549,0.2154328,0.14271902,-0.051716812,-0.045526695,0.034677636,-0.040733263,-0.11583408,-0.34286618,,-0.49641085
cell_44433-0,-0.00426301,0.085607834,-0.20688638,-0.0023680653,0.0033845876,-0.04874009,0.0012997846,0.23591447,0.15919663,-0.08547414,-0.018320888,-0.008783931,-0.07785505,-0.046844535,-0.34286618,,-0.49641085
cell_44464-0,-0.14256445,-0.044130944,0.016057996,-0.0416661,-0.11182091,-0.13746816,-0.03317201,0.16150254,-0.041338887,-0.10031726,-0.11885666,-0.14957626,-0.09998997,-0.1493378,-0.34286618,,0.28626677
cell_44476-0,-0.071016446,-0.07837929,-0.10119148,-0.10182022,0.007044311,-0.059112757,0.0010546464,0.16986562,0.16368128,0.022808794,-0.1141385,-0.119778,-0.07339529,-0.1249212,-0.34286618,,-0.49641085
cell_44479-0,-0.12420597,-0.002700475,-0.1311961,-0.084939115,-0.281514,-0.022553585,-0.08295725,0.11536705,-0.25100148,-0.11588919,-0.15962952,-0.17480285,-0.15773651,-0.17087898,-0.34286618,,-0.02122284
cell_44571-0,0.04280052,-0.046582546,0.07227684,0.01454827,-0.16662587,0.00426693,-0.07859478,0.03649049,-0.08242668,-0.061460525,-0.136632,-0.04062154,0.09918114,-0.08549518,0.33030963,,-0.49641085
