id,Myogenesis,Adipogenesis,Angiogenesis,Apoptosis,G2/_checkpoint,Hypoxia,Inflammatory_response,Pluripotency,Cell_cycle,Er_stress,Skeletal_muscle_cell_differentiation,Skeletal_muscle_contraction,Go_skeletal_muscle_tissue_regeneration,Go_skeletal_muscle_organ_development,PSM,NMP,Neural
cell_76590-0,-0.03515803,-0.12996852,0.2235469,-0.052627247,-0.060105078,-0.04527331,-0.12854959,-0.103042044,-0.016300803,-0.0042971633,-0.10240141,-0.059923016,0.22587442,-0.02249772,-0.34286618,,1.4191537
cell_76596-0,-0.06757463,-0.035392635,-0.062603064,-0.10599315,-0.0932627,-0.11061838,-0.08932198,-0.06758271,-0.08279073,-0.01947216,-0.01898374,-0.14832088,-0.05612282,-0.07543105,-0.34286618,,-0.49641085
cell_76597-0,-0.047501057,0.049128506,0.04687987,0.033261403,0.06568481,0.07973172,0.013936126,0.09886093,-0.050419357,0.1628171,0.10077674,-0.029611787,-0.12139744,-0.013221541,-0.34286618,,-0.043504346
cell_76603-0,-0.12279366,-0.057367798,0.09112559,-0.1123635,-0.038878456,-0.1341252,-0.08065178,-0.20917463,0.028281339,-0.08822795,-0.064672485,-0.07759397,-0.3348132,-0.12518153,-0.34286618,,-0.49641085
cell_76632-0,0.02317333,0.051910874,-0.121668175,-0.035368726,-0.021426661,0.070351966,-0.043050833,0.030523486,0.21477066,0.0077139684,0.14989749,-0.11094125,0.07398653,-0.021508414,0.33546638,,0.22608025
cell_76635-0,-0.056004547,-0.16564882,0.027916526,-0.12630405,0.07102895,-0.024400478,-0.01536205,-0.039908946,0.040877283,-0.034129813,-0.09542767,-0.06216107,-0.01793947,-0.12212466,-0.34286618,,-0.49641085
cell_76641-0,-0.011041637,0.0068782545,-0.10224361,-0.051045686,-0.002598009,-0.012778725,-0.015041168,-0.05101343,0.016604124,-0.082355075,-0.12914069,-0.14730912,0.085042536,-0.13282868,-0.34286618,,-0.49641085
cell_76652-0,-0.06768836,-0.08412986,-0.038463462,0.0749574,-0.06829525,-0.049782697,-0.042302057,-0.014014514,-0.092922986,0.023608511,-0.053775236,-0.16873243,0.0112581225,-0.06966921,-0.34286618,,0.027329722
cell_76657-0,-0.009104142,0.0002194766,-0.14315328,-0.0778402,-0.16450234,-0.10055172,0.17507862,-0.18827905,-0.33602569,-0.0059367907,-0.12010022,-0.08612056,-0.14899793,-0.120252445,1.6183678,,-0.49641085
cell_76659-0,-0.08270431,-0.017152362,-0.17890964,-0.025712876,-0.05084679,-0.010032669,0.0020346304,0.011351996,0.07345787,-0.0030339146,-0.12505533,-0.11107983,-0.09708846,-0.041178886,-0.34286618,,-0.49641085
cell_76664-0,-0.039348893,-0.080905735,-0.060021456,0.031793844,-0.01087978,-0.05782105,-0.031142093,0.027537106,0.094455324,0.04912268,0.016503498,0.08820546,0.3503819,0.03676156,-0.34286618,,-0.11281165
cell_76671-0,-0.06650375,-0.015963208,-0.16668391,-0.048849642,-0.07073919,0.018871404,-0.06006749,0.1284487,0.070358045,-0.06441652,-0.003174458,-0.01215406,-0.0011963315,-0.016552351,-0.34286618,,-0.15011519
cell_76672-0,-0.06478053,-0.021964181,-0.015520147,-0.16278963,0.021980785,-0.02823646,-0.04578983,-0.10149892,-0.07058113,0.06352588,0.0200061,-0.0640239,-0.0058276467,-0.10699912,-0.34286618,,0.26311627
cell_76675-0,-0.110483624,0.0021508497,0.0078813955,0.058938067,0.023585731,0.0289049,-0.07023362,-0.034602415,0.086568594,-0.099273644,-0.056731872,-0.099626884,0.03393348,-0.057074226,-0.34286618,,0.491954
cell_76678-0,-0.0905747,-0.028668797,-0.00036688618,-0.031065328,0.06394431,-0.029614493,-0.04796725,-0.01866823,0.29109505,-0.005694069,-0.08353004,-0.021727407,-0.021714656,-0.10279244,-0.34286618,,-0.09508169
cell_76680-0,0.020270418,-0.10177694,-0.10250755,-0.011510079,-0.0154962875,-0.05519478,-0.036804955,-0.1489117,-0.20860523,-0.022550842,0.0749381,-0.12955827,0.07959095,0.04551941,0.7708412,,-0.49641085
cell_76694-0,-0.14297117,-0.10053265,0.2826817,-0.06105862,-0.13693735,-0.044350542,-0.025184302,-0.0015476573,-0.27132142,0.13518779,-0.13132642,-0.061073057,-0.048975162,-0.106061995,-0.34286618,,0.48833704
cell_76700-0,0.033550482,-0.023858234,-0.10614347,-0.010709,-0.02296983,-0.095888585,-0.019546265,-0.061468665,-0.029324431,0.109381445,-0.07568971,-0.08687916,0.24413715,0.038353004,1.8858086,,-0.49641085
cell_76703-0,0.003995093,0.07014268,0.027287804,-0.08548594,-0.0025995467,-0.051065896,-0.04991805,0.030334618,0.22127667,0.03016258,-0.03138402,-0.09016394,0.25523642,-0.05893292,-0.34286618,,-0.49641085
cell_76704-0,-0.0060418923,-0.050321702,-0.21096317,-0.033957426,-0.08519045,-0.0631817,-0.05096623,0.19038607,-0.085103855,-0.046409365,-0.0034618997,0.13481624,-0.0013405561,-0.013908575,-0.34286618,,1.0188625
cell_76707-0,-0.033381335,0.016108245,0.057248306,0.15326178,-0.15459652,-0.02638777,-0.09674457,-0.08349132,-0.06525935,0.056636088,0.19435078,0.064894356,-0.08152002,0.04738251,-0.34286618,,0.19954306
cell_76714-0,-0.037119832,-2.1173782e-05,0.039712124,0.02543044,0.16198148,0.0036179016,0.016121408,-0.03836053,0.1942827,0.04796702,-0.055296164,-0.049052507,0.07035582,-0.078526735,-0.34286618,,0.2856922
cell_76719-0,0.035727184,0.01341035,0.04713772,-0.036085907,-0.1205822,-0.12013325,-0.055925228,0.08180757,-0.045988005,0.059085757,-0.115662225,-0.0039444924,0.12664828,-0.06490398,-0.34286618,,0.95166236
cell_76720-0,-0.073780686,-0.025365524,-0.16218184,-0.062054075,-0.079838656,-0.17903338,-0.0875651,-0.20242172,-0.071648,-0.10482945,-0.027159106,-0.05259659,0.066596374,-0.03698947,0.60871047,,-0.49641085
cell_76730-0,-0.10276465,-0.12386537,0.013938286,-0.15830885,-0.07197927,-0.0075381217,-0.11641378,-0.08331926,0.04362446,-0.0928119,-0.15650766,-0.08203547,-0.11863228,-0.10665752,-0.34286618,,0.30790856
cell_76742-0,-0.016864326,0.035673246,-0.067213565,-0.15396808,-0.025174698,-0.007237896,-0.07981379,-0.0612304,0.16082333,-0.0093324315,-0.08607222,-0.09117359,-0.037348583,-0.11383657,0.204955,,1.6307954
cell_76758-0,-0.025311543,-0.27412024,-0.12726027,0.075747624,-0.18209042,-0.098615386,-0.07155993,-0.19644731,0.09751952,-0.082640104,0.11491212,0.060524154,0.2654483,0.13173285,0.24996084,,-0.49641085
cell_76777-0,-0.07542291,0.04810119,-0.09351856,-0.077471785,-0.027887207,-0.009974372,-0.044042405,0.04317244,-0.070589446,0.003854795,-0.18172656,-0.033990182,-0.093469806,-0.09271668,-0.34286618,,0.35397443
cell_76782-0,-0.06316734,-0.055385534,0.1882546,-0.006600415,-0.10810266,0.075692825,-0.07201619,-0.04416601,-0.062442455,-0.06517562,0.108441725,0.013395434,-0.12357412,0.0629008,-0.34286618,,0.7222156
cell_76787-0,0.016992487,-0.014752929,0.17309321,0.030145757,0.18427595,-0.08156319,0.016581256,-0.060363386,0.2993834,-0.028057959,-0.085502334,0.10935785,0.10803874,-0.068349116,-0.34286618,,1.350267
cell_76793-0,-0.055438604,0.056511123,0.12352672,-0.020863973,-0.15779358,0.072473206,-0.04574465,0.17781797,0.004317341,0.163099,-0.030084057,-0.06613939,0.38938263,-0.0054382347,-0.34286618,,-0.05904304
cell_76814-0,-0.13869418,-0.0966992,-0.009350064,-0.03345926,-0.24419865,-0.086409815,-0.065989874,-0.005460884,-0.1580329,-0.17597245,-0.24195053,0.003164237,-0.18751854,-0.20871012,0.21438803,,-0.49641085
cell_76816-0,-0.03238176,-0.039630245,0.07885491,-0.06675104,0.06301024,-0.08232363,-0.10971475,0.075998574,0.27288574,0.03763306,-0.09606755,-0.04926742,-0.14937964,-0.05354639,-0.34286618,,0.7081514
cell_76825-0,-0.14837906,-0.12733467,-0.18089162,-0.157987,-0.053594157,-0.03339379,-0.04739286,-0.12830603,-0.13954641,-0.10193468,0.03592954,-0.1386668,-0.08988118,-0.110886455,-0.34286618,,-0.49641085
cell_76827-0,-0.05884032,-0.014424007,-0.025163729,-0.1648532,-0.030370098,-0.11291014,-0.069888316,-0.061988108,-0.04550146,-0.030692775,0.020721965,0.021274295,0.029430522,-0.0001855509,-0.34286618,,0.11119463
cell_76837-0,0.022329655,-0.0016070749,-0.06339792,-0.105080985,-0.0793974,0.025465325,-0.034367196,-0.025512042,-0.019004019,-0.12539326,0.08642356,0.012371674,0.022238,0.0066168383,0.27247944,,-0.49641085
cell_76838-0,0.05079745,0.026316674,-0.19751748,-0.017488955,0.041434687,0.04780943,-0.04569837,-0.016103031,0.16632861,-0.031283975,0.061911583,0.03213405,0.05934488,0.017491598,-0.34286618,,-0.49641085
cell_76840-0,0.030132154,-0.04404965,-0.07461899,-0.023160523,-0.077515766,-0.006248401,0.0026538586,-0.14565906,-0.021466456,0.025173556,0.06668129,0.037467342,0.2811786,0.015398875,0.26693025,,-0.49641085
cell_76844-0,-0.11292419,-0.04559754,-0.051998954,-0.0057963985,-0.09068964,-0.029266601,-0.03188638,-0.03276944,0.057139996,0.007232432,-0.05696721,0.026222045,-0.09666622,-0.10068812,-0.34286618,,-0.49641085
cell_76847-0,-0.09403825,-0.0042759874,-0.015220638,-0.06303437,-0.04871871,-0.0799525,-0.045062665,-0.04025934,-0.0118080545,-0.06634193,-0.072802246,-0.060737185,-0.020088304,-0.11501024,-0.34286618,,-0.12503019
cell_76851-0,0.04340548,-0.082762316,-0.070207894,-0.109327696,-0.028779324,-0.13892168,-0.061395172,-0.031712223,-0.102204315,0.0006445835,0.02603628,-0.020458028,-0.07635936,0.016551964,-0.34286618,,0.5855774
cell_76861-0,-0.10958746,-0.10430856,-0.23643415,-0.106147945,-0.05337792,0.053041406,-0.048591517,0.050859272,-0.04602755,0.12615263,-0.14053097,-0.17980221,0.019876925,-0.15940186,-0.34286618,,0.1875301
cell_76866-0,-0.10798211,0.052518442,-0.13550596,-0.086807035,-0.10046991,-0.102758266,-0.020022152,0.12824759,-0.0034594086,-0.046685435,-0.073955566,-0.048718162,0.09478722,-0.08233255,0.03666288,,-0.49641085
cell_76867-0,-0.040905353,-0.12432327,0.008200946,0.0040315157,-0.00096361135,-0.019006222,-0.018724268,-0.00018512343,-0.047993824,0.022984117,-0.04897841,-0.12439518,0.035654273,-0.1044093,-0.34286618,,-0.49641085
cell_76874-0,-0.032075632,0.019623289,-0.08369051,-0.0426402,0.0419578,0.001972856,0.010892146,-0.10384602,-0.11390359,-0.1347216,-0.1266396,-0.0733647,0.18043065,0.028500792,0.11923567,,-0.49641085
cell_76875-0,-0.060568355,-0.029389868,-0.08922402,-0.08404195,-0.16062605,-0.1211506,-0.027835619,-0.078651376,-0.2082255,-0.041900117,-0.17365268,-0.07553076,-0.09844907,-0.0949294,0.689411,,-0.17332989
cell_76876-0,-0.115685135,-0.10969251,-0.047223296,-0.02441591,-0.04607924,-0.091650546,-0.05462801,-0.043809433,-0.075304046,-0.08366777,0.032358535,-0.08147679,-0.03297468,-0.031007528,0.75294065,,-0.49641085
cell_76892-0,-0.0070686596,0.062668376,-0.19550306,-0.07285361,-0.118388325,-0.030583987,-0.027744643,0.05867095,-0.089416675,-0.10590012,-0.043853294,0.083918214,0.12462531,-0.024014387,-0.34286618,,0.16635948
cell_76900-0,-0.105183065,0.12522359,-0.11049744,-0.04761604,0.07623689,-0.033248246,-0.0030937477,0.12091985,0.15560089,-0.0639025,-0.016416846,-0.07200962,-0.04754229,-0.06478189,-0.34286618,,0.24910997
cell_76903-0,-0.018316967,-0.02630184,-0.065572545,-0.10421657,-0.061429676,0.092303924,-0.045637097,-0.022537062,-0.112631515,0.0689605,-0.08699739,0.0811058,0.021053795,0.0020986302,-0.34286618,,0.3124499
cell_76912-0,-0.050230626,-0.046174277,-0.017997453,0.04747049,-0.085707776,-0.16918801,-0.019899309,0.21766499,-0.13905764,-0.015721073,-0.08208617,-0.12523104,0.23168117,-0.021872288,-0.34286618,,0.23147462
cell_76920-0,-0.019199671,0.09318674,-0.020323839,-0.01225228,0.003416412,-0.00080314575,-0.046702497,-0.03768424,-0.07583742,0.099921174,0.15386645,-0.03721011,0.31231278,0.059666783,-0.34286618,,0.26023802
cell_76923-0,-0.019628199,0.039836794,0.19627374,0.013138119,0.081720114,0.08074977,-0.0079541905,-0.005432495,0.13378224,0.1282932,-0.017226018,-0.06042863,0.34356743,-0.0109020835,-0.34286618,,0.5312691
cell_76927-0,0.06731736,0.09925313,0.0192817,-0.03444919,0.17688574,0.14297006,-0.04908193,-0.006087516,0.18219128,0.010374056,0.09986749,-0.063465185,0.024167499,0.013036159,-0.34286618,,-0.2109587
cell_76937-0,0.008582005,0.028940657,0.047222786,0.07190486,-0.0021848602,-0.0058842045,-0.020323817,-0.13671029,0.18507901,0.07094564,-0.035130084,0.03119339,0.0051721074,-0.06031687,0.011499261,,-0.49641085
cell_76942-0,-0.16234632,-0.14590862,-0.17816427,-0.100892015,-0.019832171,-0.08767268,-0.039516,-0.12336965,-0.17874447,-0.04680868,-0.028980639,-0.07823493,-0.30337906,-0.13119914,-0.34286618,,0.57813853
cell_76949-0,-0.07749262,0.013824345,-0.051615346,0.018845964,0.0466195,-0.09782281,-0.017202683,0.070475906,-0.051123306,0.05176279,-0.0056725983,-0.07477365,0.115111984,-0.03847214,-0.34286618,,-0.12957817
cell_76954-0,-0.01715287,-0.12797746,0.056604903,-0.015780116,0.026292972,-0.073182404,0.054699745,-0.14377427,0.1309314,0.06753561,-0.11151235,0.07008407,0.1472284,-0.09926368,0.013532594,,-0.13069281
cell_76960-0,-0.11914401,-0.0063522914,0.04115585,-0.044743497,-0.020672422,-0.03257455,-0.024210922,0.062080257,0.034183122,0.009476416,0.08863688,0.08621717,-0.08487058,-0.0410835,-0.34286618,,-0.06432935
cell_76968-0,-0.04831042,0.03738918,-0.11192475,-0.08998866,-0.11270748,-0.15992376,-0.0014961641,-0.06422265,-0.16671926,-0.0947855,-0.075240195,0.015376997,-0.1194187,-0.09499425,0.3718171,,-0.49641085
cell_76972-0,0.02417247,-0.23018183,-0.024100296,-0.062489036,-0.16151147,-0.14581273,-0.050016515,-0.28146285,-0.1411643,-0.15102051,-0.0024613494,0.014768183,-0.04477662,-0.08171536,-0.34286618,,-0.49641085
cell_76975-0,-0.106666364,-0.0083739795,-0.18197685,-0.08212073,-0.096903116,-0.07390592,-0.04177716,-0.00026799907,-0.026773376,-0.055155043,-0.0064710476,-0.16707228,0.14041544,-0.054305337,-0.34286618,,0.01431331
cell_76984-0,-0.10105615,-0.031077975,0.054420512,-0.032235302,0.09724501,-0.057430338,-0.07752751,-0.038391765,0.10896795,-0.090627834,-0.052356753,0.20645997,0.009862352,-0.0637546,-0.34286618,,1.064211
cell_76987-0,-0.027002836,-0.10631894,0.06790477,0.011144895,-0.09528692,-0.08886577,0.028716156,-0.24049985,-0.099628925,0.07227425,0.112538785,-0.044761527,-0.020075582,-0.06504955,-0.34286618,,-0.49641085
cell_76992-0,-0.11737297,-0.10819309,0.12724647,-0.16136286,0.013678327,-0.073020235,0.00037402133,-0.10689531,-0.090614974,0.032054506,-0.12233291,-0.09286748,-0.0019221418,-0.073298074,-0.34286618,,-0.49641085
cell_76999-0,-0.026877567,0.09390424,-0.071400166,-0.008651027,0.030544106,0.040405944,-0.023187889,0.03893682,-0.1693452,0.09359379,-0.0022745742,-0.028605312,-0.029111866,-0.024608877,-0.34286618,,-0.121425845
cell_77012-0,0.1365646,0.060277738,0.01149937,0.13394874,-0.06316832,0.016851638,0.08040641,-0.14547789,-0.054090813,-0.026949335,0.12917398,-0.06322135,-0.017276442,0.10531853,0.1134328,,-0.028180351
cell_77017-0,-0.061285034,0.04813985,-0.17117633,-0.10844121,-0.03659154,-0.0843171,-0.09026739,-0.1368196,-0.050333384,-0.044892114,-0.017288063,0.033886354,0.059334178,0.012181523,0.3559002,,-0.49641085
cell_77018-0,-0.06238362,0.07406282,-0.0039349124,-0.0448898,0.1554242,-0.036864925,-0.06539282,-0.034600202,0.033676784,-0.027697721,-0.055808865,-0.14283621,-0.09119924,-0.023617148,-0.34286618,,0.6204364
cell_77021-0,-0.14748992,-0.070476204,-0.082984544,-0.061543062,0.10631484,-0.038698092,-0.010582391,-0.14206359,0.12356711,0.032539453,0.019305749,-0.082867615,-0.0066298177,-0.009663479,-0.00989372,,-0.49641085
cell_77024-0,-0.0988166,-0.04858386,0.0003948084,-0.0305199,0.00982438,-0.12208722,-0.08196186,-0.15955248,-0.014997548,-0.08786028,-0.09138671,-0.12126218,-0.12904441,-0.089913085,-0.34286618,,-0.49641085
cell_77028-0,0.02361287,0.073334694,-0.12164556,-0.05417036,-0.07612203,0.017142763,0.008633831,-0.151373,-0.14318307,0.051410284,-0.024536768,-0.032067627,-0.14505972,-0.029722672,0.34798908,,-0.49641085
cell_77029-0,-0.08265469,0.0015614472,0.056153044,0.025257196,-0.03558113,0.028241985,-0.063763306,-0.1987284,-0.040473834,0.025047483,-0.0250682,-0.15931877,0.12103983,0.0012091635,-0.34286618,,-0.49641085
cell_77030-0,0.018972153,-0.18190266,-0.2353499,-0.14578895,-0.2779554,-0.17678645,-0.09625682,0.00236606,-0.296466,-0.032227244,0.12646015,-0.034428425,0.16212422,-0.00999341,-0.34286618,,-0.49641085
cell_77033-0,-0.0074423426,-0.027702754,-0.12384522,-0.031035757,0.004518775,-0.049530428,-0.008314391,-0.113249905,-0.048618868,-0.099303104,-0.036468085,0.0020004772,-0.015542153,-0.028649073,1.1814898,,-0.49641085
cell_77036-0,0.0036088722,-0.008257467,-0.009169504,0.05421338,-0.18422692,0.0007904806,-0.09249188,-0.14156747,-0.006441003,-0.05285856,-0.056003276,0.0523762,0.07260439,-0.016563285,-0.34286618,,-0.49641085
cell_77040-0,-0.026768344,0.037764378,0.022782465,-0.13777448,-0.024707628,-0.014622343,0.0064749033,-0.121145055,-0.18596211,-0.009381894,-0.03530858,-0.17836705,0.004137888,-0.0489795,0.40757814,,-0.49641085
cell_77047-0,-0.016203007,0.006479079,0.2165096,-0.011180921,0.11047504,-0.033735134,0.004749906,0.0553392,0.162305,0.03194028,-0.01015938,0.016280849,0.10143661,-0.052925043,-0.34286618,,0.8293011
cell_77058-0,-0.012953792,-0.087324455,0.045653418,0.021771709,-0.035382617,-0.017723281,0.03423348,0.020491369,-0.07902604,0.001665187,0.096505284,0.038012516,-0.08756889,0.05943241,-0.071245424,,-0.49641085
cell_77080-0,-0.071733154,0.16260505,-0.06378492,0.104502566,-0.0069155674,-0.04793316,-0.0007341044,0.106961064,-0.08409435,0.040845957,-0.058145333,-0.019989839,-0.020665657,-0.07299671,-0.34286618,,0.34609953
cell_77118-0,-0.0032722938,0.077017196,0.09410457,-0.0010012774,-0.0618045,-0.046179812,-0.0680441,-0.087561294,0.004359651,-0.009281693,-0.054684866,0.12390494,0.061450396,-0.059724342,-0.07126511,,-0.49641085
cell_77119-0,-0.019822905,0.060328636,0.16299559,-0.011891652,0.08802706,-0.049517643,-0.028488219,-0.0523172,0.15915659,-0.13626912,-0.14255252,0.00013628043,-0.1718724,-0.08962654,-0.34286618,,1.2082123
cell_77126-0,0.0051601394,0.0591465,-0.06467737,-0.011357741,0.08678775,-0.17461434,-0.055213913,0.008213471,0.1820865,0.11725578,-0.12121391,-0.12128414,-0.020772852,-0.03315856,0.39494833,,-0.0713599
cell_77157-0,-0.14686775,0.050719135,-0.06674249,0.057872664,0.19583857,-0.00031548203,-0.020807812,-0.12652026,0.18594974,0.16989866,0.027423546,-0.017579373,-0.23492533,-0.09720198,-0.34286618,,-0.49641085
cell_77171-0,-0.07721272,-0.022869933,-0.08859002,-0.05722784,-0.13458413,-0.102874234,-0.098820515,-0.11897537,-0.0526792,0.029465783,0.054181267,0.029214684,-0.07109255,0.01654692,-0.34286618,,-0.49641085
cell_77178-0,0.0007957576,0.03734776,-0.0030170567,-0.06238712,-0.1063572,-0.090874024,0.027341422,0.008810833,-0.17499907,0.03279516,-0.04457283,0.1874929,-0.01964796,-0.004088705,-0.34286618,,-0.49641085
cell_77182-0,-0.087755196,-0.019168375,0.06716962,-0.13823055,-0.056508806,-0.0190031,-0.0599972,-0.12596108,0.07578198,0.051523156,-0.11330526,-0.12522288,-0.1427565,-0.16109098,-0.34286618,,0.2624586
cell_77183-0,-0.07497145,0.10449044,-0.00060695835,-0.0092117805,0.113579616,-0.025815872,-0.052921217,-0.0743836,0.10175745,0.07202923,-0.010772652,-0.103842475,-0.025077602,-0.06408383,-0.34286618,,0.82325697
