id	x	y
cell_16548-0	12.214216	2.4660168
cell_16573-0	6.228829	2.2656264
cell_16611-0	2.2315972	2.0235891
cell_16629-0	8.976172	0.5111094
cell_16631-0	6.198461	2.8128953
cell_16640-0	10.5290785	3.3947344
cell_16647-0	0.01657574	2.0894618
cell_16649-0	12.001913	1.5707856
cell_16652-0	10.9467745	2.2614505
cell_16669-0	11.915556	3.6875188
cell_16674-0	9.734692	2.5203576
cell_16678-0	-0.3394602	1.2556493
cell_16681-0	9.523037	1.0252422
cell_16693-0	10.787486	3.4579937
cell_16703-0	6.8469276	1.1619406
cell_16709-0	9.978159	2.3644156
cell_16718-0	-2.6656442	5.4952374
cell_16721-0	3.0924766	1.3565712
cell_16733-0	4.670067	3.5902708
cell_16737-0	4.4433675	3.6436322
cell_16747-0	5.6115475	3.2943745
cell_16754-0	-0.4805968	2.6549807
cell_16772-0	-0.69374824	2.9970562
cell_16778-0	11.604749	2.62454
cell_16780-0	11.023386	2.270467
cell_16796-0	-0.3964658	1.7146634
cell_16818-0	-1.6573923	2.115415
cell_16824-0	6.575626	3.1609247
cell_16847-0	1.0876912	5.025158
cell_16851-0	0.21895109	3.9940264
cell_16858-0	3.1735513	2.2219508
cell_16859-0	9.48071	0.57877165
cell_16862-0	11.867195	2.7908359
cell_16867-0	6.947898	2.684239
cell_16880-0	11.720578	1.9364642
cell_16889-0	6.1205897	3.6031897
cell_16902-0	11.765946	3.1332357
cell_16903-0	-1.3314793	6.1379104
cell_16907-0	-1.4714082	4.730139
cell_16910-0	5.2058234	3.3235116
cell_16919-0	5.521847	0.95282894
cell_16924-0	-1.7510327	2.7710834
cell_16926-0	7.025276	3.8694627
cell_16938-0	5.482206	3.087682
cell_16941-0	7.2812004	3.8026147
cell_16951-0	7.445033	0.86748683
cell_16961-0	7.332791	2.691819
cell_16969-0	4.515858	2.1632054
cell_16971-0	9.326632	3.743335
cell_16974-0	2.082794	4.1237116
cell_16988-0	-2.754093	4.009134
cell_16989-0	-0.39618516	5.971402
cell_16998-0	12.227583	3.3064017
cell_17087-0	6.5639343	1.3415833
cell_17089-0	7.030486	3.6904488
cell_17095-0	5.9520764	1.6150647
cell_17099-0	5.6277514	2.4135473
cell_17110-0	10.926027	3.2334554
cell_17121-0	1.6132845	2.570116
cell_17126-0	7.810125	2.3538933
cell_17154-0	-1.5254865	6.22466
cell_17167-0	7.6681223	3.707168
cell_17171-0	-2.979655	3.4807801
cell_17181-0	5.1315746	2.9860244
cell_17186-0	10.956827	2.6469393
cell_17201-0	-0.9598039	6.2006507
cell_17205-0	9.188559	2.14197
cell_17234-0	7.469393	3.3597822
cell_17236-0	9.459683	0.9129779
cell_17239-0	12.227598	3.2110603
cell_17244-0	4.206381	2.923153
cell_17251-0	-1.3207779	2.4065404
cell_17266-0	12.318082	2.7171264
cell_17279-0	11.742488	1.6864997
cell_17282-0	12.009936	1.6030295
cell_17293-0	6.8210506	3.5101237
cell_17296-0	5.67882	1.4151517
cell_17299-0	5.040209	1.0877525
cell_17300-0	8.086491	1.373171
cell_17301-0	8.966145	1.5761222
cell_17317-0	-2.4013524	4.5266676
cell_17334-0	4.5238023	2.1136916
cell_17344-0	11.025679	1.3937312
cell_17360-0	0.7546462	2.567694
cell_17389-0	9.803185	2.2044945
cell_17410-0	7.706077	3.6394877
cell_17428-0	-3.4165864	4.9339175
cell_17431-0	3.2245748	0.3526254
cell_17432-0	11.031506	3.7050796
cell_17433-0	3.2047162	3.2467422
cell_17434-0	10.932461	3.3222036
cell_17442-0	5.267468	3.4357433
cell_17445-0	9.322982	2.9040425
cell_17450-0	-3.3551266	4.18065
cell_17463-0	11.330707	2.4567597
cell_17501-0	9.226826	2.6111388
cell_17521-0	11.960036	2.0479586
cell_17542-0	10.787907	1.2306465
cell_17545-0	6.856858	2.6434512
cell_17561-0	8.257734	1.9993925
cell_17599-0	-3.013822	3.9053729
cell_17603-0	11.764938	3.2295904
cell_17608-0	9.449926	0.7547432
cell_17612-0	-2.079687	5.557937
cell_17613-0	6.41447	1.49637
cell_17624-0	10.54305	2.9417033
cell_17663-0	10.894316	2.6552844
cell_17674-0	7.672759	3.3920286
cell_17678-0	7.4082065	2.648408
cell_17690-0	9.671742	1.4210048
cell_17693-0	6.9836025	1.1324927
cell_17707-0	2.1592004	2.339289
cell_17708-0	8.698403	0.51117074
cell_17716-0	8.84796	0.8358738
cell_17719-0	-1.5374414	5.3160725
cell_17749-0	9.712599	0.6048857
cell_17754-0	6.9609	1.41663
cell_17759-0	-0.78494424	4.682842
cell_17760-0	12.076974	2.9539814
cell_17778-0	-2.6879103	4.4671597
cell_17791-0	5.950337	2.9820528
cell_17793-0	9.182749	3.1257405
cell_17808-0	3.0666513	3.0062993
cell_17811-0	-0.2711704	3.2982216
cell_17817-0	5.4970016	1.6639255
cell_17826-0	8.012203	2.8489454
cell_17839-0	4.0357513	2.4258554
cell_17848-0	9.044885	0.7260952
cell_17861-0	5.284201	1.146591
cell_17862-0	8.61276	2.3228927
cell_17885-0	-0.38881737	5.9132333
cell_17891-0	9.457203	0.69997925
cell_17904-0	11.3463125	1.9930915
cell_17909-0	11.745666	2.435869
cell_17930-0	10.286168	1.9310856
cell_17938-0	3.1052938	2.468362
cell_17939-0	11.503138	2.3553348
cell_17942-0	-0.07263345	2.8097506
cell_17951-0	-2.83981	3.193128
cell_17963-0	12.405058	2.5989828
cell_17977-0	7.2924504	2.944045
cell_17983-0	12.108867	3.0419464
cell_17989-0	10.767403	3.9242818
cell_18005-0	-0.48857042	2.7547874
cell_18009-0	0.22815973	1.9754089
cell_18044-0	11.897794	2.2989516
cell_18045-0	9.0706215	2.7691424
cell_18047-0	11.625455	3.2501621
cell_18048-0	10.57551	1.6799891
cell_18090-0	9.2615185	0.8840436
cell_18111-0	5.7561965	1.8527874
cell_18117-0	6.04813	1.7142376
cell_18120-0	11.15398	2.755379
cell_18128-0	6.9459357	2.8395567
cell_18136-0	-2.3270254	5.468794
cell_18138-0	9.90826	2.4496942
cell_18153-0	5.216501	2.3321462
cell_18165-0	11.378353	1.7942234
cell_18166-0	-3.3979137	4.5049653
cell_18173-0	1.9178861	2.6752546
cell_18184-0	9.028839	0.841805
cell_18187-0	8.01843	0.79509544
cell_18199-0	8.345424	1.0145043
cell_18208-0	6.761031	2.2824624
cell_18224-0	11.5408125	1.5575411
cell_18229-0	9.637648	0.6492633
cell_18237-0	9.743593	3.5996006
cell_18240-0	9.205224	0.7490764
cell_18249-0	9.148412	2.2288146
cell_18250-0	6.0499787	2.6823292
cell_18253-0	9.367609	1.2014863
cell_18261-0	-2.576866	5.353793
cell_18286-0	-2.65806	4.092646
cell_18288-0	5.9910045	3.642469
cell_18303-0	10.643089	2.9607968
cell_18307-0	8.5168085	1.1267091
cell_18308-0	8.680387	0.97681296
cell_18320-0	3.6283484	1.7616762
cell_18323-0	5.7275863	1.4762064
cell_18327-0	-3.2682135	4.449219
cell_18328-0	-1.4862251	5.1482635
cell_18355-0	10.850165	2.7900386
cell_18364-0	9.047487	2.663124
cell_18379-0	3.5281074	1.8766675
cell_18395-0	1.0390248	4.6122675
cell_18417-0	6.184604	2.944527
cell_18420-0	7.6345515	0.9587939
cell_18422-0	1.8446012	2.8343801
cell_18423-0	5.283594	3.188942
cell_18431-0	10.32133	2.7560887
cell_18432-0	-2.6232796	3.4346416
cell_18450-0	4.649613	2.2403047
cell_18461-0	7.436986	2.35768
cell_18464-0	11.524251	2.8082778
cell_18466-0	8.50183	2.680974
cell_18468-0	9.174109	0.94448656
cell_18490-0	2.4016888	3.085648
cell_18498-0	5.2862816	3.5886414
cell_18506-0	11.91434	2.983085
cell_18507-0	2.371001	3.8338072
cell_18542-0	12.162974	2.008403
cell_18544-0	6.9115076	2.0896237
cell_18545-0	7.5648856	1.2568687
cell_18553-0	0.8164187	1.4731462
cell_18562-0	7.3058634	2.3458905
cell_18592-0	10.424439	3.0922954
cell_18596-0	4.2153325	3.3094687
cell_18616-0	10.844255	1.2962478
cell_18629-0	6.7589817	1.971761
cell_18649-0	-2.0704203	2.6190116
cell_18653-0	11.620192	2.6365879
cell_18655-0	-1.8738015	4.586433
cell_18659-0	10.802696	2.2876112
cell_18682-0	11.101398	2.8754065
cell_18683-0	0.87883466	4.741351
cell_18688-0	11.2138195	3.1501646
cell_18696-0	7.7247577	2.8484948
cell_18699-0	4.2528806	2.8570185
cell_18715-0	10.047806	1.8148222
cell_18722-0	7.6084995	2.5631316
cell_18728-0	8.335608	1.9013554
cell_18731-0	4.256287	1.0347108
cell_18749-0	3.9548624	3.4445937
cell_18774-0	12.032254	2.0234811
cell_18798-0	11.236386	2.342639
cell_18805-0	6.3878045	2.2237308
cell_18808-0	12.631508	3.3811276
cell_18820-0	0.9413909	4.19842
cell_18851-0	7.6440225	3.3862429
cell_18854-0	11.270794	1.2557743
cell_18867-0	9.932465	2.0293205
cell_18869-0	11.624107	1.7623041
cell_18879-0	11.367661	2.376965
cell_18893-0	-1.6129352	2.0170128
cell_18898-0	12.429031	4.0440826
cell_18900-0	-1.837766	4.2306333
cell_18901-0	-1.4558533	2.957635
cell_18918-0	8.946947	1.1037787
cell_18925-0	4.339132	2.611426
cell_18930-0	6.5821066	3.002581
cell_18933-0	7.4289603	3.4747403
cell_18952-0	11.362614	2.824999
cell_18956-0	10.538872	3.4395046
cell_18958-0	7.8026166	3.0367372
cell_18961-0	6.6446204	3.3348958
cell_18976-0	11.823949	1.42871
cell_18996-0	9.839114	2.3989
cell_19001-0	2.9361684	2.5483599
cell_19005-0	9.420207	0.5987239
cell_19008-0	6.0226	2.5255182
cell_19011-0	-2.0003586	2.818125
cell_19025-0	12.375027	3.9153786
cell_19029-0	11.902518	2.3254492
