index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden
6606-0,0,bcCXAG,6s1,836.0,None,d3,d3,621,836.0,0.2642061,0.19357769,S,1
6607-0,0,bcBOFJ,6s1,844.0,None,d3,d3,590,844.0,-0.24227677,-0.18045962,G1,0
6608-0,0,bcGCNL,6s1,717.0,None,d3,d3,597,717.0,-0.3914156,0.26525876,G2M,3
6731-0,0,bcFFQF,6s1,2512.0,None,d3,d3,1024,2512.0,-0.082088046,0.26059666,G2M,5
6732-0,0,bcEBQY,6s1,1406.0,None,d3,d3,694,1406.0,-0.12789488,-0.06462756,G1,4
6733-0,0,bcEIZG,6s1,995.0,None,d3,d3,585,995.0,-0.08413859,-0.2773666,G1,5
6734-0,0,bcHZFL,6s1,748.0,None,d3,d3,575,748.0,-0.1055354,-0.14622003,G1,0
6735-0,0,bcBBAC,6s1,799.0,None,d3,d3,567,799.0,-0.06495789,-0.13852213,G1,4
6858-0,0,bcFFTP,6s1,2671.0,None,d3,d3,1170,2671.0,-0.0947092,0.007204029,G2M,5
6859-0,0,bcFZAP,6s1,953.0,None,d3,d3,619,953.0,0.09941674,-0.13661285,S,2
6860-0,0,bcGXVE,6s1,857.0,None,d3,d3,575,857.0,-0.037314616,0.040794507,G2M,2
6861-0,0,bcDNHQ,6s1,859.0,None,d3,d3,615,859.0,0.0041438313,-0.19233693,S,1
6863-0,0,bcGWNS,6s1,667.0,None,d3,d3,569,667.0,-0.15360895,0.14002992,G2M,1
6985-0,0,bcFJRR,6s1,2515.0,None,d3,d3,1041,2515.0,-0.037535403,-0.045742378,G1,0
6986-0,0,bcCSNA,6s1,1123.0,None,d3,d3,654,1123.0,-0.31003723,-0.24354082,G1,5
6987-0,0,bcCWZY,6s1,990.0,None,d3,d3,594,990.0,-0.11762005,0.1599227,G2M,2
6988-0,0,bcFTNN,6s1,822.0,None,d3,d3,587,822.0,0.41981193,-0.22834633,S,4
6989-0,0,bcIFTE,6s1,614.0,None,d3,d3,574,614.0,-0.37707525,0.03922944,G2M,5
7112-0,0,bcEOBM,6s1,2681.0,None,d3,d3,977,2681.0,-0.17826796,-0.19865453,G1,2
7113-0,0,bcENMI,6s1,1011.0,None,d3,d3,627,1011.0,0.37682506,0.13962105,S,4
7114-0,0,bcBVSY,6s1,877.0,None,d3,d3,633,877.0,-0.122281164,0.34580454,G2M,4
7115-0,0,bcAEQI,6s1,657.0,None,d3,d3,588,657.0,0.009854861,-0.14039773,S,4
7116-0,0,bcIJNY,6s1,688.0,None,d3,d3,566,688.0,-0.18626243,-0.3573488,G1,4
7239-0,0,bcATKU,6s1,2065.0,None,d3,d3,1040,2065.0,-0.11724105,-0.039582886,G1,5
7240-0,0,bcFETP,6s1,1475.0,None,d3,d3,683,1475.0,-0.021250226,-0.13625237,G1,0
7241-0,0,bcFZMO,6s1,907.0,None,d3,d3,610,907.0,-0.04540625,-0.24953972,G1,1
7243-0,0,bcIDGU,6s1,724.0,None,d3,d3,557,724.0,-0.09319015,-0.10747329,G1,1
7366-0,0,bcAWGY,6s1,2485.0,None,d3,d3,1041,2485.0,-0.028332688,0.124561146,G2M,0
7367-0,0,bcCJEA,6s1,1170.0,None,d3,d3,648,1170.0,0.13422123,-0.3189102,S,2
7368-0,0,bcBXUL,6s1,1052.0,None,d3,d3,600,1052.0,0.051513474,0.16123196,G2M,0
7369-0,0,bcDSUQ,6s1,791.0,None,d3,d3,600,791.0,0.036034673,-0.016242104,S,1
7371-0,0,bcBSIN,6s1,569.0,None,d3,d3,587,569.0,0.4791752,0.114042535,S,3
7493-0,0,bcGNIL,6s1,2505.0,None,d3,d3,1025,2505.0,0.044662397,0.0339883,S,4
7494-0,0,bcDEYB,6s1,1302.0,None,d3,d3,691,1302.0,0.26841483,-0.12842828,S,5
7495-0,0,bcCAPM,6s1,1021.0,None,d3,d3,571,1021.0,-0.15409273,0.015620545,G2M,0
7496-0,0,bcEHYE,6s1,744.0,None,d3,d3,542,744.0,-0.2311845,-0.030199718,G1,1
7497-0,0,bcGVCB,6s1,735.0,None,d3,d3,546,735.0,-0.2033057,-0.1911651,G1,0
7620-0,0,bcCMQD,6s1,2510.0,None,d3,d3,1070,2510.0,-0.15270482,0.19445702,G2M,4
7621-0,0,bcFBRO,6s1,1217.0,None,d3,d3,672,1217.0,0.0736969,-0.013291124,S,4
7622-0,0,bcFBUL,6s1,969.0,None,d3,d3,588,969.0,-0.13008484,0.100142695,G2M,2
7747-0,0,bcGGZW,6s1,2278.0,None,d3,d3,1016,2278.0,-0.14465116,-0.10034251,G1,4
7748-0,0,bcHGSR,6s1,1285.0,None,d3,d3,598,1285.0,-0.04966417,0.036146007,G2M,4
7749-0,0,bcCTMP,6s1,1035.0,None,d3,d3,640,1035.0,-0.1467419,0.12969342,G2M,4
7750-0,0,bcDQTT,6s1,756.0,None,d3,d3,585,756.0,0.22771654,-0.13671444,S,0
7874-0,0,bcASBA,6s1,2458.0,None,d3,d3,1019,2458.0,0.16488916,-0.11256349,S,1
7875-0,0,bcEIKX,6s1,1108.0,None,d3,d3,600,1108.0,-0.11551076,-0.2732476,G1,4
7876-0,0,bcBSAR,6s1,813.0,None,d3,d3,583,813.0,-0.111258715,-0.12666371,G1,2
7877-0,0,bcBLHB,6s1,830.0,None,d3,d3,592,830.0,-0.025024612,-0.16408908,G1,0
7878-0,0,bcFYLG,6s1,737.0,None,d3,d3,552,737.0,0.24686371,-0.07225671,S,3
8001-0,0,bcAONL,6s1,2266.0,None,d3,d3,972,2266.0,0.035236456,-0.012528251,S,0
8002-0,0,bcHYDK,6s1,1047.0,None,d3,d3,511,1047.0,0.13707258,0.47644392,G2M,4
8003-0,0,bcGFQJ,6s1,909.0,None,d3,d3,622,909.0,-0.04374429,0.09367482,G2M,2
8004-0,0,bcAEDM,6s1,703.0,None,d3,d3,598,703.0,-0.14885283,0.2059741,G2M,1
8128-0,0,bcEGEF,6s1,2160.0,None,d3,d3,989,2160.0,-0.0442938,0.07158828,G2M,5
8129-0,0,bcEYJR,6s1,1138.0,None,d3,d3,640,1138.0,0.09507461,-0.15303071,S,4
8130-0,0,bcHCKB,6s1,893.0,None,d3,d3,585,893.0,-0.042423073,0.08100098,G2M,0
8131-0,0,bcHABK,6s1,773.0,None,d3,d3,546,773.0,0.1539827,-0.07042978,S,2
8255-0,0,bcHBHA,6s1,2315.0,None,d3,d3,987,2315.0,0.23782572,-0.15113932,S,1
8256-0,0,bcGUFE,6s1,1021.0,None,d3,d3,662,1021.0,-0.23616776,0.17013562,G2M,1
8257-0,0,bcFRIN,6s1,951.0,None,d3,d3,611,951.0,-0.06080836,0.072367854,G2M,1
8258-0,0,bcAUUP,6s1,761.0,None,d3,d3,589,761.0,-0.0973379,0.13202679,G2M,0
8259-0,0,bcFVSM,6s1,638.0,None,d3,d3,583,638.0,-0.008969974,-0.2517662,G1,3
8382-0,0,bcFSDV,6s1,2485.0,None,d3,d3,1046,2485.0,0.11532649,-0.1036711,S,2
8383-0,0,bcFDGO,6s1,1230.0,None,d3,d3,636,1230.0,0.19777636,-0.046484336,S,0
8384-0,0,bcCWIM,6s1,875.0,None,d3,d3,610,875.0,-0.19808638,-0.039606303,G1,4
8385-0,0,bcAPVU,6s1,886.0,None,d3,d3,593,886.0,-0.1807524,-0.057620503,G1,2
8509-0,0,bcGSJK,6s1,2470.0,None,d3,d3,1013,2470.0,0.014408732,-0.1452578,S,3
8510-0,0,bcHNTH,6s1,1209.0,None,d3,d3,651,1209.0,-0.09131967,0.15981762,G2M,4
8511-0,0,bcAFWI,6s1,945.0,None,d3,d3,625,945.0,-0.079874344,0.14054915,G2M,1
8512-0,0,bcDBTL,6s1,807.0,None,d3,d3,584,807.0,-0.23215377,0.010349094,G2M,0
8513-0,0,bcICRT,6s1,699.0,None,d3,d3,604,699.0,0.18737128,-0.10365154,S,3
8636-0,0,bcALQF,6s1,2401.0,None,d3,d3,1017,2401.0,0.2871729,0.02422611,S,4
8637-0,0,bcBUSG,6s1,1239.0,None,d3,d3,647,1239.0,-0.04087191,0.33506227,G2M,0
8638-0,0,bcHCFK,6s1,895.0,None,d3,d3,618,895.0,0.12774457,-0.0124594765,S,3
8639-0,0,bcFKOE,6s1,819.0,None,d3,d3,541,819.0,-0.09009221,-0.18571353,G1,0
8640-0,0,bcEZWU,6s1,751.0,None,d3,d3,558,751.0,0.46360284,0.21793102,S,0
8763-0,0,bcFTDL,6s1,2303.0,None,d3,d3,1005,2303.0,0.38844812,-0.046183728,S,3
8764-0,0,bcHHPG,6s1,1329.0,None,d3,d3,648,1329.0,0.10187252,-0.15475975,S,2
8765-0,0,bcEZMJ,6s1,940.0,None,d3,d3,571,940.0,-0.26433617,-0.21453118,G1,2
8766-0,0,bcCZPE,6s1,738.0,None,d3,d3,558,738.0,-0.28568456,0.05799176,G2M,2
8890-0,0,bcGUJN,6s1,2118.0,None,d3,d3,921,2118.0,0.006082952,-0.054599155,S,1
8891-0,0,bcIHMM,6s1,1070.0,None,d3,d3,615,1070.0,-0.1951114,0.1997272,G2M,1
8892-0,0,bcGLCY,6s1,928.0,None,d3,d3,642,928.0,0.16760534,-0.0022195373,S,1
8894-0,0,bcGHWU,6s1,863.0,None,d3,d3,622,863.0,-0.11002155,0.20214792,G2M,3
9017-0,0,bcDWYQ,6s1,2178.0,None,d3,d3,920,2178.0,0.26694456,0.11913616,S,1
9018-0,0,bcGJRE,6s1,980.0,None,d3,d3,653,980.0,-0.11792241,-0.061100185,G1,6
9019-0,0,bcIFTT,6s1,857.0,None,d3,d3,575,857.0,-0.18765335,-0.12122446,G1,1
9020-0,0,bcIHEI,6s1,767.0,None,d3,d3,596,767.0,0.11106345,0.5057877,G2M,4
9021-0,0,bcCALL,6s1,714.0,None,d3,d3,582,714.0,0.091385245,-0.13522173,S,0
9144-0,0,bcCCSB,6s1,2445.0,None,d3,d3,1036,2445.0,0.104089655,0.10148377,S,4
9145-0,0,bcFCNS,6s1,1197.0,None,d3,d3,621,1197.0,0.37670964,-0.08633932,S,2
9146-0,0,bcCRGY,6s1,942.0,None,d3,d3,576,942.0,-0.3238006,0.02488743,G2M,5
9147-0,0,bcEZYI,6s1,766.0,None,d3,d3,564,766.0,-0.20737645,-0.07991614,G1,0
9271-0,0,bcHKIB,6s1,1850.0,None,d3,d3,912,1850.0,0.5025273,-0.27262267,S,5
9272-0,0,bcEZIY,6s1,1240.0,None,d3,d3,648,1240.0,-0.11828421,0.014331155,G2M,3
9273-0,0,bcBDRM,6s1,861.0,None,d3,d3,612,861.0,-0.033531565,0.2840363,G2M,3
9274-0,0,bcDWPR,6s1,837.0,None,d3,d3,577,837.0,-0.14177735,-0.022419259,G1,2
9275-0,0,bcCFWK,6s1,777.0,None,d3,d3,548,777.0,-0.032524165,-0.17773688,G1,4
9398-0,0,bcDCAG,6s1,2181.0,None,d3,d3,928,2181.0,0.1429347,-0.10334321,S,0
9399-0,0,bcAXTG,6s1,1244.0,None,d3,d3,679,1244.0,-0.11359726,0.09991892,G2M,1
9400-0,0,bcCTVM,6s1,821.0,None,d3,d3,565,821.0,-0.015916033,-0.10581083,G1,0
9525-0,0,bcIESG,6s1,1961.0,None,d3,d3,928,1961.0,-0.22138652,0.0310046,G2M,5
9526-0,0,bcFAVX,6s1,1254.0,None,d3,d3,618,1254.0,-0.10351553,0.5293563,G2M,0
9527-0,0,bcFQNE,6s1,930.0,None,d3,d3,599,930.0,0.21333843,-0.29992062,S,0
9528-0,0,bcICMA,6s1,691.0,None,d3,d3,605,691.0,0.29252177,0.48083025,G2M,3
9652-0,0,bcARWQ,6s1,2051.0,None,d3,d3,904,2051.0,0.03983592,0.2691064,G2M,3
9653-0,0,bcBTZC,6s1,1035.0,None,d3,d3,633,1035.0,-0.2517119,-0.010725971,G1,1
9654-0,0,bcBYMY,6s1,1132.0,None,d3,d3,619,1132.0,0.012471191,0.19603227,G2M,0
9655-0,0,bcEGWW,6s1,742.0,None,d3,d3,555,742.0,-0.26032323,-0.3529037,G1,5
9656-0,0,bcERJP,6s1,755.0,None,d3,d3,559,755.0,0.112148814,0.03471014,S,2
9779-0,0,bcGSMU,6s1,1884.0,None,d3,d3,887,1884.0,-0.061905406,0.77894855,G2M,4
9780-0,0,bcGULZ,6s1,1172.0,None,d3,d3,691,1172.0,-0.25526977,0.041314602,G2M,1
9781-0,0,bcGUMR,6s1,848.0,None,d3,d3,581,848.0,-0.30452907,-0.11763035,G1,3
9782-0,0,bcBSDI,6s1,605.0,None,d3,d3,583,605.0,0.4669983,-0.13597986,S,3
9783-0,0,bcEUIT,6s1,605.0,None,d3,d3,573,605.0,0.13496111,-0.18600684,S,2
9906-0,0,bcHQLZ,6s1,2100.0,None,d3,d3,926,2100.0,0.2329801,-0.03713627,S,2
9907-0,0,bcBNGZ,6s1,1161.0,None,d3,d3,680,1161.0,-0.0167461,-0.054136913,G1,5
9908-0,0,bcCXHG,6s1,932.0,None,d3,d3,581,932.0,-0.2273157,0.25112313,G2M,1
9909-0,0,bcAWGE,6s1,871.0,None,d3,d3,595,871.0,0.091539256,-0.25504735,S,0
9910-0,0,bcGIJV,6s1,748.0,None,d3,d3,558,748.0,-0.31732517,0.078394085,G2M,2
10033-0,0,bcGSTH,6s1,2272.0,None,d3,d3,947,2272.0,0.087803274,0.0082859695,S,0
10034-0,0,bcBAHZ,6s1,1127.0,None,d3,d3,651,1127.0,-0.04018348,0.23317337,G2M,1
10035-0,0,bcEZBR,6s1,827.0,None,d3,d3,635,827.0,0.28812316,-0.25663367,S,3
10160-0,0,bcIAWD,6s1,1796.0,None,d3,d3,882,1796.0,0.03296998,0.2228345,G2M,1
10161-0,0,bcAZIN,6s1,1016.0,None,d3,d3,658,1016.0,0.07477643,0.19327399,G2M,3
10162-0,0,bcDUCN,6s1,797.0,None,d3,d3,626,797.0,0.10806279,0.17409365,G2M,0
10163-0,0,bcHYOI,6s1,763.0,None,d3,d3,609,763.0,-0.13117048,-0.047934927,G1,0
10287-0,0,bcDCMW,6s1,1959.0,None,d3,d3,884,1959.0,-0.020769253,-0.013144065,G1,3
10288-0,0,bcHWPC,6s1,1117.0,None,d3,d3,616,1117.0,-0.26762214,0.016931977,G2M,1
10289-0,0,bcGWFO,6s1,931.0,None,d3,d3,580,931.0,0.35069042,-0.015939666,S,4
10414-0,0,bcGZGL,6s1,1887.0,None,d3,d3,872,1887.0,0.28147045,0.06425832,S,3
10415-0,0,bcAKCN,6s1,1325.0,None,d3,d3,652,1325.0,0.05121143,0.018164393,S,0
10416-0,0,bcETCO,6s1,1046.0,None,d3,d3,625,1046.0,0.3949141,0.24556783,S,0
10417-0,0,bcBKET,6s1,852.0,None,d3,d3,580,852.0,-0.18745264,-0.18266152,G1,4
10418-0,0,bcEMIY,6s1,763.0,None,d3,d3,558,763.0,0.024600832,-0.21993265,S,5
10541-0,0,bcDMFG,6s1,1664.0,None,d3,d3,818,1664.0,-0.097421356,0.33550808,G2M,3
10542-0,0,bcCDYC,6s1,1271.0,None,d3,d3,655,1271.0,0.014487855,-0.14658003,S,0
10543-0,0,bcIIIS,6s1,957.0,None,d3,d3,574,957.0,0.15048373,0.024939198,S,0
10544-0,0,bcICVC,6s1,780.0,None,d3,d3,565,780.0,0.29563344,-0.09253475,S,0
10668-0,0,bcAQXN,6s1,2253.0,None,d3,d3,953,2253.0,-0.013497159,-0.25789344,G1,4
10669-0,0,bcDZJF,6s1,1144.0,None,d3,d3,662,1144.0,-0.018998096,0.059566468,G2M,3
10670-0,0,bcBHOD,6s1,834.0,None,d3,d3,590,834.0,0.28227502,0.1352006,S,2
10671-0,0,bcGPZH,6s1,629.0,None,d3,d3,566,629.0,0.03178634,0.0027840864,S,3
10672-0,0,bcDKRC,6s1,637.0,None,d3,d3,570,637.0,0.033561014,0.20199783,G2M,3
10795-0,0,bcANJG,6s1,2067.0,None,d3,d3,929,2067.0,0.032751366,0.034418453,G2M,1
10796-0,0,bcEWFN,6s1,1119.0,None,d3,d3,689,1119.0,-0.10722558,0.4066059,G2M,5
10797-0,0,bcHJHM,6s1,953.0,None,d3,d3,599,953.0,0.037038274,0.34264198,G2M,0
10798-0,0,bcFVXE,6s1,752.0,None,d3,d3,552,752.0,-0.26948953,-0.14378722,G1,1
10922-0,0,bcAQXW,6s1,1757.0,None,d3,d3,854,1757.0,0.28103697,-0.07247198,S,1
10923-0,0,bcBZJU,6s1,983.0,None,d3,d3,611,983.0,-0.09350271,-0.11204628,G1,0
10924-0,0,bcEBKG,6s1,1007.0,None,d3,d3,577,1007.0,-0.06998234,-0.05377336,G1,0
10925-0,0,bcDUEX,6s1,782.0,None,d3,d3,587,782.0,0.22350919,-0.09767971,S,0
10926-0,0,bcGULK,6s1,718.0,None,d3,d3,566,718.0,-0.24497037,-0.1438675,G1,2
11049-0,0,bcEALL,6s1,1973.0,None,d3,d3,866,1973.0,0.030561604,-0.13389298,S,3
11050-0,0,bcDFXR,6s1,1263.0,None,d3,d3,664,1263.0,-0.20083572,0.06594778,G2M,1
11051-0,0,bcHBZS,6s1,832.0,None,d3,d3,634,832.0,0.0072321203,0.040518112,G2M,3
11052-0,0,bcDBRE,6s1,878.0,None,d3,d3,563,878.0,0.19381222,0.017765284,S,1
11176-0,0,bcGAFI,6s1,1828.0,None,d3,d3,845,1828.0,0.08075784,-0.09439319,S,0
11177-0,0,bcAPLJ,6s1,1157.0,None,d3,d3,621,1157.0,0.049507454,-0.06387469,S,4
11178-0,0,bcGSSP,6s1,875.0,None,d3,d3,571,875.0,-0.089614466,0.07754605,G2M,0
11179-0,0,bcDEYK,6s1,779.0,None,d3,d3,545,779.0,0.3743557,0.0043756063,S,1
11303-0,0,bcERHD,6s1,1988.0,None,d3,d3,841,1988.0,-0.19519642,-0.047633335,G1,1
11304-0,0,bcHYFK,6s1,1078.0,None,d3,d3,636,1078.0,0.25933987,0.16992599,S,3
11305-0,0,bcAANA,6s1,992.0,None,d3,d3,609,992.0,-0.21023443,0.06403844,G2M,1
11306-0,0,bcIFHQ,6s1,940.0,None,d3,d3,554,940.0,-0.20611894,0.05977257,G2M,1
11430-0,0,bcHWZL,6s1,1893.0,None,d3,d3,876,1893.0,-0.03176795,-0.024630073,G1,3
11431-0,0,bcIEHB,6s1,1169.0,None,d3,d3,662,1169.0,-0.049053088,-0.15662533,G1,4
11432-0,0,bcIIBW,6s1,914.0,None,d3,d3,583,914.0,-0.1373364,-0.17887795,G1,1
11557-0,0,bcGFKM,6s1,2102.0,None,d3,d3,923,2102.0,0.0057858974,0.021164848,G2M,5
11558-0,0,bcGFMW,6s1,1000.0,None,d3,d3,623,1000.0,-0.18935207,-0.23874834,G1,3
11559-0,0,bcHUZB,6s1,735.0,None,d3,d3,609,735.0,-0.010865653,-0.06520876,G1,3
11560-0,0,bcEVIW,6s1,792.0,None,d3,d3,587,792.0,-0.1759257,0.31490144,G2M,3
11684-0,0,bcEQZK,6s1,1731.0,None,d3,d3,880,1731.0,-0.10918641,0.3105075,G2M,5
11685-0,0,bcAMAP,6s1,1270.0,None,d3,d3,705,1270.0,0.029121548,-0.26540232,S,1
11686-0,0,bcCFWV,6s1,945.0,None,d3,d3,585,945.0,0.32333475,-0.21212517,S,0
11811-0,0,bcHPJJ,6s1,1693.0,None,d3,d3,796,1693.0,-0.03128904,0.0432796,G2M,4
11812-0,0,bcEHXE,6s1,1206.0,None,d3,d3,585,1206.0,-0.15030655,0.14763573,G2M,1
11813-0,0,bcBLLB,6s1,895.0,None,d3,d3,612,895.0,-0.066874176,0.40831888,G2M,4
11814-0,0,bcEAKI,6s1,738.0,None,d3,d3,542,738.0,-0.17524761,0.5074163,G2M,1
11938-0,0,bcIEUG,6s1,2039.0,None,d3,d3,839,2039.0,0.11230338,-0.21138008,S,4
11939-0,0,bcAEPQ,6s1,1180.0,None,d3,d3,717,1180.0,0.35440522,0.26921672,S,3
11940-0,0,bcETDY,6s1,903.0,None,d3,d3,595,903.0,-0.022625983,0.078492396,G2M,4
11941-0,0,bcFDWD,6s1,828.0,None,d3,d3,594,828.0,0.38451418,0.2686637,S,2
11942-0,0,bcHIGC,6s1,698.0,None,d3,d3,587,698.0,-0.26134408,0.023461912,G2M,1
12065-0,0,bcCUQG,6s1,1952.0,None,d3,d3,800,1952.0,-0.1602709,-0.1728851,G1,0
12066-0,0,bcCXYD,6s1,1262.0,None,d3,d3,626,1262.0,0.019180143,-0.05680494,S,0
12067-0,0,bcBIGL,6s1,1036.0,None,d3,d3,584,1036.0,-0.065455064,-0.15506689,G1,0
12192-0,0,bcFRPJ,6s1,1905.0,None,d3,d3,860,1905.0,0.0642598,0.13895503,G2M,2
12193-0,0,bcFYIO,6s1,986.0,None,d3,d3,661,986.0,0.5876742,-0.1397969,S,1
12194-0,0,bcBFBO,6s1,865.0,None,d3,d3,613,865.0,0.19505954,-0.31559688,S,3
12195-0,0,bcHGYW,6s1,755.0,None,d3,d3,606,755.0,0.078594446,0.12904465,G2M,3
12319-0,0,bcAFPB,6s1,1574.0,None,d3,d3,509,1574.0,0.18322428,-0.29876804,S,0
12320-0,0,bcAOEK,6s1,1073.0,None,d3,d3,623,1073.0,-0.095508724,-0.091814935,G1,0
12321-0,0,bcEJXS,6s1,872.0,None,d3,d3,550,872.0,-0.061961472,0.123037204,G2M,0
12322-0,0,bcFQMT,6s1,710.0,None,d3,d3,577,710.0,-0.3052683,-0.13633902,G1,2
12446-0,0,bcDHFH,6s1,2022.0,None,d3,d3,886,2022.0,-0.113482624,0.6624368,G2M,1
12447-0,0,bcBHDH,6s1,1257.0,None,d3,d3,668,1257.0,-0.15778337,0.17126545,G2M,0
12448-0,0,bcDRZH,6s1,831.0,None,d3,d3,633,831.0,-0.263789,-0.09075067,G1,5
12573-0,0,bcGYJX,6s1,1723.0,None,d3,d3,758,1723.0,0.117872655,0.15847799,G2M,0
12574-0,0,bcAKGP,6s1,1312.0,None,d3,d3,636,1312.0,-0.09474584,0.19507226,G2M,1
12575-0,0,bcDWGC,6s1,729.0,None,d3,d3,558,729.0,0.10520058,0.16159485,G2M,4
12576-0,0,bcFXGL,6s1,743.0,None,d3,d3,549,743.0,-0.27475286,-0.20145208,G1,1
12700-0,0,bcCSHD,6s1,1853.0,None,d3,d3,803,1853.0,0.08956222,-0.27012703,S,4
12701-0,0,bcHAUG,6s1,927.0,None,d3,d3,659,927.0,0.36604258,-0.004923571,S,3
12702-0,0,bcBLRO,6s1,905.0,None,d3,d3,611,905.0,0.30582538,-0.25185856,S,1
12703-0,0,bcHFVO,6s1,649.0,None,d3,d3,596,649.0,-0.10220836,-0.090345494,G1,1
12827-0,0,bcHMDJ,6s1,1951.0,None,d3,d3,835,1951.0,0.33443496,-0.19178276,S,4
12828-0,0,bcFVOO,6s1,881.0,None,d3,d3,630,881.0,0.15006575,-0.1460447,S,3
12829-0,0,bcBHMB,6s1,979.0,None,d3,d3,610,979.0,0.10155223,-0.18568882,S,0
12954-0,0,bcBMLO,6s1,1863.0,None,d3,d3,840,1863.0,-0.21573572,0.39846236,G2M,0
12955-0,0,bcGLDR,6s1,1289.0,None,d3,d3,682,1289.0,0.028590025,-0.12242498,S,5
12957-0,0,bcATII,6s1,761.0,None,d3,d3,582,761.0,-0.0823238,-0.04364688,G1,2
13081-0,0,bcAFBQ,6s1,1789.0,None,d3,d3,793,1789.0,0.050757624,-0.15502383,S,4
13082-0,0,bcDUWH,6s1,1049.0,None,d3,d3,617,1049.0,0.51889247,-0.17643613,S,3
13083-0,0,bcGDBJ,6s1,1075.0,None,d3,d3,626,1075.0,0.18658486,0.33858776,G2M,2
13084-0,0,bcCNNF,6s1,721.0,None,d3,d3,544,721.0,0.30068412,0.2764857,S,2
13085-0,0,bcHWGY,6s1,707.0,None,d3,d3,578,707.0,0.46860978,-0.30331665,S,4
13208-0,0,bcEGXH,6s1,1916.0,None,d3,d3,865,1916.0,-0.010480697,-0.05930637,G1,2
13209-0,0,bcEBIN,6s1,1115.0,None,d3,d3,624,1115.0,-0.25887984,0.086768605,G2M,1
13210-0,0,bcAOBM,6s1,781.0,None,d3,d3,606,781.0,-0.14277613,0.09672023,G2M,5
13211-0,0,bcFLDW,6s1,716.0,None,d3,d3,599,716.0,-0.2810385,0.33422747,G2M,3
13335-0,0,bcFCVK,6s1,1787.0,None,d3,d3,784,1787.0,0.435604,-0.26681903,S,1
13336-0,0,bcCEKN,6s1,1319.0,None,d3,d3,633,1319.0,0.317567,-0.27772173,S,0
13337-0,0,bcHETY,6s1,990.0,None,d3,d3,581,990.0,0.121800415,-0.12721518,S,0
13338-0,0,bcBHNR,6s1,854.0,None,d3,d3,575,854.0,0.02723333,-0.08179986,S,0
13462-0,0,bcDJAQ,6s1,1873.0,None,d3,d3,798,1873.0,0.087455265,-0.2535782,S,6
13463-0,0,bcGNBZ,6s1,1271.0,None,d3,d3,647,1271.0,-0.10087102,0.053010598,G2M,0
13464-0,0,bcGCJU,6s1,830.0,None,d3,d3,580,830.0,-0.20020102,0.17490791,G2M,3
13465-0,0,bcGDVK,6s1,827.0,None,d3,d3,571,827.0,-0.101754375,-0.04349908,G1,1
13589-0,0,bcFYZD,6s1,1806.0,None,d3,d3,860,1806.0,0.09001239,0.28446978,G2M,2
13590-0,0,bcHZVO,6s1,1208.0,None,d3,d3,598,1208.0,-0.089961946,0.3202564,G2M,1
13591-0,0,bcFIWK,6s1,765.0,None,d3,d3,606,765.0,-0.11026671,0.14831786,G2M,5
13592-0,0,bcBHFC,6s1,842.0,None,d3,d3,576,842.0,0.06114228,0.027329538,S,2
13593-0,0,bcBHEW,6s1,699.0,None,d3,d3,554,699.0,-0.18591058,-0.09173223,G1,4
13716-0,0,bcHBGA,6s1,1993.0,None,d3,d3,885,1993.0,-0.05853714,0.18018799,G2M,0
13717-0,0,bcEJQG,6s1,999.0,None,d3,d3,635,999.0,-0.10999648,0.15259854,G2M,2
13718-0,0,bcCTLH,6s1,805.0,None,d3,d3,601,805.0,0.113312155,-0.21941186,S,0
13719-0,0,bcBPKJ,6s1,768.0,None,d3,d3,599,768.0,0.122927144,-0.03340275,S,2
13843-0,0,bcFKVE,6s1,1871.0,None,d3,d3,826,1871.0,0.29640993,-0.056708843,S,2
13844-0,0,bcDWCJ,6s1,962.0,None,d3,d3,619,962.0,-0.061873816,0.068986535,G2M,1
13845-0,0,bcAMOM,6s1,984.0,None,d3,d3,603,984.0,0.17439853,-0.07269496,S,0
13846-0,0,bcEFDR,6s1,774.0,None,d3,d3,562,774.0,0.18593721,-0.015450761,S,2
13970-0,0,bcAFRM,6s1,1771.0,None,d3,d3,818,1771.0,-0.090518825,-0.037341196,G1,1
13971-0,0,bcFGXX,6s1,1049.0,None,d3,d3,609,1049.0,-0.10238347,-0.01836348,G1,1
13972-0,0,bcBTUK,6s1,944.0,None,d3,d3,572,944.0,-0.23663816,0.24227059,G2M,5
14097-0,0,bcEUJT,6s1,1816.0,None,d3,d3,787,1816.0,0.19287571,-0.056432933,S,1
14098-0,0,bcGTMR,6s1,1181.0,None,d3,d3,582,1181.0,0.06118136,-0.19405371,S,5
14099-0,0,bcEFIX,6s1,968.0,None,d3,d3,598,968.0,-0.026090572,0.02301561,G2M,2
14100-0,0,bcIAEB,6s1,734.0,None,d3,d3,535,734.0,-0.21232185,0.4293584,G2M,2
14224-0,0,bcACLX,6s1,2039.0,None,d3,d3,876,2039.0,0.3614164,-0.16106065,S,1
14225-0,0,bcHWCE,6s1,1158.0,None,d3,d3,604,1158.0,-0.29551163,-0.011624133,G1,0
14226-0,0,bcFSQK,6s1,908.0,None,d3,d3,573,908.0,-0.11194287,0.06310572,G2M,4
